geometry_angstrom,method,seed,k,captured_probability_mass,absolute_energy_error_hartree,selected_subspace_energy_hartree,exact_sector_energy_hartree,precision_at_k,recall_at_k,ndcg_at_k,selection_efficiency,overlap_with_real
1.0,RANDOM,25043005,12,0.020837626274172856,0.819556425168749,-3.639932270786017,-4.459488695954766,0.0,0.0,0.004882771386981018,0.0017364688561810713,5
1.0,RANDOM,25043006,12,0.9779595152529886,0.032751452797938896,-4.426737243156827,-4.459488695954766,0.16666666666666666,1.0,0.33476742437714097,0.08149662627108238,3
1.0,RANDOM,25043007,12,0.04168079740391711,0.4219314974693722,-4.037557198485394,-4.459488695954766,0.08333333333333333,0.5,0.008954688917750584,0.003473399783659759,3
1.0,RANDOM,25043008,12,0.0032470022264198643,0.5045196599359452,-3.954969036018821,-4.459488695954766,0.0,0.0,0.0008452826413251846,0.00027058351886832203,3
1.0,RANDOM,25043009,12,0.005223168723983965,0.4338706810237838,-4.025618014930982,-4.459488695954766,0.0,0.0,0.0011517547738244564,0.0004352640603319971,3
1.0,RANDOM,25043010,12,0.013938522024328642,0.5022104881413689,-3.9572782078133972,-4.459488695954766,0.0,0.0,0.006517776546227921,0.0011615435020273868,4
1.0,RANDOM,25043011,12,0.9528049966968891,0.04479313299492027,-4.414695562959846,-4.459488695954766,0.08333333333333333,0.5,0.28736262223331077,0.07940041639140742,7
1.0,REAL,,16,0.999489385275655,0.001355607391240632,-4.4581330885635255,-4.459488695954766,0.125,1.0,0.999707060255376,0.06246808657972844,
1.0,CHEM_CISD,,16,0.9769400272883924,0.03605129292889586,-4.42343740302587,-4.459488695954766,0.125,1.0,0.9837575847937404,0.06105875170552452,9
1.0,CHEM_EN2,,16,0.999489385275655,0.001355607391240632,-4.4581330885635255,-4.459488695954766,0.125,1.0,0.999707060255376,0.06246808657972844,16
1.0,RANDOM,25043000,16,0.9812952197464222,0.02857267070273739,-4.430916025252029,-4.459488695954766,0.125,1.0,0.3440719414167716,0.06133095123415139,7
