geometry_angstrom,method,k,n,captured_probability_mass_mean,captured_probability_mass_median,captured_probability_mass_std,captured_probability_mass_min,captured_probability_mass_max,absolute_energy_error_hartree_mean,absolute_energy_error_hartree_median,absolute_energy_error_hartree_std,absolute_energy_error_hartree_min,absolute_energy_error_hartree_max,precision_at_k_mean,precision_at_k_median,precision_at_k_std,precision_at_k_min,precision_at_k_max,recall_at_k_mean,recall_at_k_median,recall_at_k_std,recall_at_k_min,recall_at_k_max,ndcg_at_k_mean,ndcg_at_k_median,ndcg_at_k_std,ndcg_at_k_min,ndcg_at_k_max,selection_efficiency_mean,selection_efficiency_median,selection_efficiency_std,selection_efficiency_min,selection_efficiency_max
0.75,RANDOM,2,12,0.0018604053458095942,1.3691020386022069e-06,0.004455679620492047,2.6025785458086932e-33,0.016405486275795324,1.7783975118870252,2.04634682332009,0.8641957868859796,0.5723112160568968,3.2709683642656415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009140597856764905,7.975600862401123e-07,0.0020229926785952476,0.0,0.007436419077879568,0.0009302026729047971,6.845510193011034e-07,0.0022278398102460236,1.3012892729043466e-33,0.008202743137897662
0.75,RANDOM,4,12,0.0022659959945601853,0.00038454902994575224,0.004416564644226594,2.2243839943779755e-32,0.016405486275795324,1.1471638238123696,1.1582777468593832,0.5646852429679342,0.5688288504727117,2.093004575152641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010406326866686012,0.00013603263519772102,0.0020071504642348264,0.0,0.007425298639550574,0.0005664989986400463,9.613725748643806e-05,0.0011041411610566486,5.560959985944939e-33,0.004101371568948831
0.75,RANDOM,8,12,0.16962867354809788,0.0033589355603931706,0.367339063127422,1.388262684890863e-06,0.9922648258598467,0.8557991372442326,0.8792732436236399,0.5320191998285784,0.018466057781719947,1.9080923056897592,0.020833333333333332,0.0,0.04658474953124561,0.0,0.125,0.16666666666666666,0.0,0.3726779962499649,0.0,1.0,0.057241920901977716,0.0010509973356756367,0.12463441530851437,3.2947639131161203e-07,0.33809487064727684,0.021203584193512235,0.00041986694504914633,0.04591738289092775,1.7353283561135787e-07,0.12403310323248083
0.75,RANDOM,12,12,0.253609430610038,0.01220845862061614,0.4237580107504775,0.00138165931756101,0.9923014608785138,0.5951227397015292,0.5764357387197574,0.40290895322335213,0.018327025697010946,1.3677175067410783,0.020833333333333332,0.0,0.03608439182435161,0.0,0.08333333333333333,0.25,0.0,0.4330127018922193,0.0,1.0,0.08165181897339713,0.0030675514259478516,0.13804116280846124,0.0003363047290674998,0.3379878420353928,0.02113411921750317,0.0010173715517180115,0.035313167562539785,0.0001151382764634175,0.08269178840654282
0.75,RANDOM,16,12,0.5004274043408362,0.49983071777236954,0.48687340381303734,0.002910350159089515,0.9936042274348017,0.3551053694447044,0.23268549686048745,0.3605621857771749,0.013929966049975206,1.041582985385884,0.03125,0.03125,0.03125,0.0,0.0625,0.5,0.5,0.5,0.0,1.0,0.14469788088539268,0.12573300352172218,0.14416517439547466,0.0006193255457554933,0.338074751262011,0.03127671277130226,0.031239419860773096,0.030429587738314834,0.00018189688494309468,0.062100264214675106
0.75,REAL,2,1,0.989523320134482,0.989523320134482,0.0,0.989523320134482,0.989523320134482,0.02474182587142426,0.02474182587142426,0.0,0.02474182587142426,0.02474182587142426,0.5,0.5,0.0,0.5,0.5,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.494761660067241,0.494761660067241,0.0,0.494761660067241,0.494761660067241
0.75,REAL,4,1,0.9940097475542857,0.9940097475542857,0.0,0.9940097475542857,0.9940097475542857,0.015001254255438745,0.015001254255438745,0.0,0.015001254255438745,0.015001254255438745,0.25,0.25,0.0,0.25,0.25,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.24850243688857143,0.24850243688857143,0.0,0.24850243688857143,0.24850243688857143
0.75,REAL,8,1,0.9982024960051008,0.9982024960051008,0.0,0.9982024960051008,0.9982024960051008,0.003779402945477628,0.003779402945477628,0.0,0.003779402945477628,0.003779402945477628,0.125,0.125,0.0,0.125,0.125,1.0,1.0,0.0,1.0,1.0,0.9999854432197623,0.9999854432197623,0.0,0.9999854432197623,0.9999854432197623,0.1247753120006376,0.1247753120006376,0.0,0.1247753120006376,0.1247753120006376
0.75,REAL,12,1,0.9998744602061064,0.9998744602061064,0.0,0.9998744602061064,0.9998744602061064,0.0003652172858057412,0.0003652172858057412,0.0,0.0003652172858057412,0.0003652172858057412,0.08333333333333333,0.08333333333333333,0.0,0.08333333333333333,0.08333333333333333,1.0,1.0,0.0,1.0,1.0,0.9999906449429804,0.9999906449429804,0.0,0.9999906449429804,0.9999906449429804,0.0833228716838422,0.0833228716838422,0.0,0.0833228716838422,0.0833228716838422
0.75,REAL,16,1,0.999930818732274,0.999930818732274,0.0,0.999930818732274,0.999930818732274,0.0003057392919032509,0.0003057392919032509,0.0,0.0003057392919032509,0.0003057392919032509,0.0625,0.0625,0.0,0.0625,0.0625,1.0,1.0,0.0,1.0,1.0,0.9999840526719046,0.9999840526719046,0.0,0.9999840526719046,0.9999840526719046,0.06249567617076712,0.06249567617076712,0.0,0.06249567617076712,0.06249567617076712
