null_rep,external_roc_auc,external_balanced_accuracy,external_accuracy,external_f1,training_spectral_topP_abs_fraction
170,0.8103472714386959,0.7379163713678243,0.7380952380952381,0.7317073170731707,0.30942843459661934
171,0.8199858256555634,0.6964564138908576,0.6964285714285714,0.6946107784431138,0.31430591644871675
172,0.6901488306165839,0.6369241672572643,0.6369047619047619,0.6347305389221557,0.3110756126722377
173,0.7920623671155209,0.7201275690999291,0.7202380952380952,0.7151515151515152,0.31772943545403814
174,0.8269312544294827,0.7201275690999291,0.7202380952380952,0.7151515151515152,0.3164828155191466
175,0.9539333805811481,0.8982990786676116,0.8988095238095238,0.8930817610062893,0.3053273295848926
176,0.6904323175053154,0.6370659107016301,0.6369047619047619,0.6390532544378699,0.3160073036104135
177,0.827214741318214,0.7209780297661232,0.7202380952380952,0.7344632768361582,0.3148899001034143
178,0.8087880935506734,0.7379163713678243,0.7380952380952381,0.7317073170731707,0.30579388799881446
179,0.6661941885187811,0.6077958894401134,0.6071428571428571,0.625,0.3141240625005995
180,0.8318922749822821,0.7622962437987243,0.7619047619047619,0.7674418604651163,0.3067858726143704
181,0.7567682494684621,0.6656272147413183,0.6666666666666666,0.631578947368421,0.30555637696794197
182,0.8762579730687455,0.8041814316087881,0.8035714285714286,0.8114285714285714,0.3128237079792913
183,0.8877391920623672,0.7978738483345145,0.7976190476190477,0.8,0.3042346330555569
184,0.6979447200566973,0.6359319631467044,0.6369047619047619,0.6013071895424836,0.3096077409057362
185,0.7912119064493266,0.7313253012048193,0.7321428571428571,0.7096774193548387,0.3003344623497758
186,0.8270729978738482,0.7625797306874558,0.7619047619047619,0.7727272727272727,0.3150136393752126
187,0.8245216158752657,0.7743444365698087,0.7738095238095238,0.7816091954022989,0.30643627267301393
188,0.7322466335931963,0.676966690290574,0.6785714285714286,0.625,0.3175189549994983
189,0.7580439404677534,0.6895818568391212,0.6904761904761905,0.6623376623376623,0.3193026542542386
190,0.7338058114812189,0.684975194897236,0.6845238095238095,0.6936416184971098,0.3181832994890966
191,0.7906449326718639,0.7208362863217577,0.7202380952380952,0.7314285714285714,0.3122974946892438
192,0.9380581148121899,0.8452161587526577,0.8452380952380952,0.8433734939759037,0.30530588852949064
193,0.8518781006378454,0.7924167257264352,0.7916666666666666,0.8022598870056498,0.3144321547068274
194,0.750673281360737,0.6856839121190645,0.6845238095238095,0.7103825136612022,0.30752423034198306
195,0.7316796598157336,0.6660524450744153,0.6666666666666666,0.6455696202531646,0.3103923954543466
196,0.7437278525868177,0.6828490432317504,0.6845238095238095,0.6293706293706294,0.31532278839856137
197,0.8891566265060241,0.7859673990077959,0.7857142857142857,0.788235294117647,0.3166334250973419
198,0.7791637136782424,0.6964564138908576,0.6964285714285714,0.6946107784431138,0.32084348381232647
199,0.8820694542877392,0.7805102763997165,0.7797619047619048,0.7909604519774012,0.31104858726072604
200,0.7526576895818569,0.691991495393338,0.6904761904761905,0.723404255319149,0.32569869550539077
