fold,repeat,fold_within_repeat,r,k,n_train,n_test,n_pos_train,n_pos_test,pr_auc,roc_auc,balanced_accuracy,sensitivity,specificity
2,1,2,16,32,77,19,11,2,0.16025641025641024,0.5294117647058824,0.5441176470588236,0.5,0.5882352941176471
3,1,3,4,8,77,19,11,2,0.39285714285714285,0.8235294117647058,0.6323529411764706,0.5,0.7647058823529411
3,1,3,4,16,77,19,11,2,0.7,0.9117647058823529,0.8529411764705883,1.0,0.7058823529411765
3,1,3,4,32,77,19,11,2,0.6428571428571428,0.8529411764705882,0.8529411764705883,1.0,0.7058823529411765
3,1,3,8,8,77,19,11,2,0.12222222222222222,0.3823529411764706,0.29411764705882354,0.0,0.5882352941176471
3,1,3,8,16,77,19,11,2,0.225,0.6764705882352942,0.5735294117647058,0.5,0.6470588235294118
3,1,3,8,32,77,19,11,2,0.20833333333333331,0.6176470588235294,0.6323529411764706,0.5,0.7647058823529411
3,1,3,16,8,77,19,11,2,0.0804093567251462,0.0,0.23529411764705882,0.0,0.47058823529411764
3,1,3,16,16,77,19,11,2,0.10101010101010101,0.23529411764705882,0.3235294117647059,0.0,0.6470588235294118
3,1,3,16,32,77,19,11,2,0.12222222222222222,0.3823529411764706,0.4117647058823529,0.0,0.8235294117647058
4,1,4,4,8,77,19,10,3,0.2440087145969499,0.5208333333333333,0.5729166666666666,0.3333333333333333,0.8125
4,1,4,4,16,77,19,10,3,0.23739495798319327,0.5416666666666666,0.5416666666666666,0.3333333333333333,0.75
4,1,4,4,32,77,19,10,3,0.5714285714285714,0.7291666666666667,0.6041666666666666,0.3333333333333333,0.875
4,1,4,8,8,77,19,10,3,0.9166666666666665,0.9791666666666666,0.96875,1.0,0.9375
4,1,4,8,16,77,19,10,3,0.5694444444444444,0.8125,0.5416666666666666,0.3333333333333333,0.75
4,1,4,8,32,77,19,10,3,0.5,0.6875,0.6041666666666666,0.3333333333333333,0.875
4,1,4,16,8,77,19,10,3,0.1485042735042735,0.3125,0.44791666666666663,0.3333333333333333,0.5625
4,1,4,16,16,77,19,10,3,0.2713675213675214,0.625,0.4375,0.0,0.875
4,1,4,16,32,77,19,10,3,0.7,0.9166666666666666,0.6666666666666666,0.3333333333333333,1.0
5,1,5,4,8,77,19,10,3,0.2222222222222222,0.5625,0.34375,0.0,0.6875
5,1,5,4,16,77,19,10,3,0.2,0.49999999999999994,0.5416666666666666,0.3333333333333333,0.75
5,1,5,4,32,77,19,10,3,0.34074074074074073,0.6875,0.5104166666666666,0.3333333333333333,0.6875
5,1,5,8,8,77,19,10,3,0.75,0.8125,0.6458333333333333,0.6666666666666666,0.625
5,1,5,8,16,77,19,10,3,0.3686868686868687,0.75,0.7395833333333333,0.6666666666666666,0.8125
5,1,5,8,32,77,19,10,3,0.5074074074074074,0.7083333333333333,0.5416666666666666,0.3333333333333333,0.75
5,1,5,16,8,77,19,10,3,0.25326797385620914,0.5625,0.5416666666666666,0.3333333333333333,0.75
5,1,5,16,16,77,19,10,3,0.41025641025641024,0.7291666666666666,0.7395833333333333,0.6666666666666666,0.8125
5,1,5,16,32,77,19,10,3,0.5909090909090908,0.7916666666666667,0.6041666666666666,0.3333333333333333,0.875
6,2,1,4,8,76,20,10,3,0.21666666666666667,0.568627450980392,0.5490196078431372,0.3333333333333333,0.7647058823529411
6,2,1,4,16,76,20,10,3,0.1962962962962963,0.4901960784313726,0.4901960784313726,0.3333333333333333,0.6470588235294118
6,2,1,4,32,76,20,10,3,0.23333333333333334,0.5098039215686274,0.6078431372549019,0.3333333333333333,0.8823529411764706
6,2,1,8,8,76,20,10,3,0.12103174603174602,0.17647058823529416,0.14705882352941177,0.0,0.29411764705882354
6,2,1,8,16,76,20,10,3,0.16249999999999998,0.3921568627450981,0.43137254901960786,0.3333333333333333,0.5294117647058824
6,2,1,8,32,76,20,10,3,0.164021164021164,0.43137254901960786,0.3235294117647059,0.0,0.6470588235294118
6,2,1,16,8,76,20,10,3,0.19074074074074074,0.45098039215686275,0.4607843137254902,0.3333333333333333,0.5882352941176471
6,2,1,16,16,76,20,10,3,0.1419172932330827,0.2941176470588235,0.4901960784313726,0.3333333333333333,0.6470588235294118
6,2,1,16,32,76,20,10,3,0.161437908496732,0.3333333333333333,0.4607843137254902,0.3333333333333333,0.5882352941176471
7,2,2,4,8,77,19,11,2,0.12698412698412698,0.4117647058823529,0.29411764705882354,0.0,0.5882352941176471
7,2,2,4,16,77,19,11,2,0.1625,0.5588235294117647,0.5441176470588236,0.5,0.5882352941176471
7,2,2,4,32,77,19,11,2,0.18333333333333335,0.6176470588235294,0.35294117647058826,0.0,0.7058823529411765
7,2,2,8,8,77,19,11,2,0.18333333333333335,0.6176470588235294,0.5441176470588236,0.5,0.5882352941176471
7,2,2,8,16,77,19,11,2,0.09728506787330317,0.20588235294117646,0.3235294117647059,0.0,0.6470588235294118
7,2,2,8,32,77,19,11,2,0.23333333333333334,0.5588235294117647,0.4411764705882353,0.0,0.8823529411764706
7,2,2,16,8,77,19,11,2,0.14090909090909093,0.47058823529411764,0.2647058823529412,0.0,0.5294117647058824
7,2,2,16,16,77,19,11,2,0.11805555555555555,0.35294117647058826,0.4117647058823529,0.0,0.8235294117647058
7,2,2,16,32,77,19,11,2,0.12142857142857143,0.38235294117647056,0.38235294117647056,0.0,0.7647058823529411
8,2,3,4,8,77,19,11,2,1.0,1.0,0.8529411764705883,1.0,0.7058823529411765
8,2,3,4,16,77,19,11,2,0.8333333333333333,0.9705882352941176,0.9411764705882353,1.0,0.8823529411764706
8,2,3,4,32,77,19,11,2,0.5,0.9117647058823529,0.9411764705882353,1.0,0.8823529411764706
8,2,3,8,8,77,19,11,2,0.13392857142857142,0.4411764705882353,0.4117647058823529,0.0,0.8235294117647058
8,2,3,8,16,77,19,11,2,0.10882352941176471,0.29411764705882354,0.4117647058823529,0.0,0.8235294117647058
8,2,3,8,32,77,19,11,2,0.26785714285714285,0.7647058823529411,0.6617647058823529,0.5,0.8235294117647058
8,2,3,16,8,77,19,11,2,0.26666666666666666,0.7647058823529411,0.6323529411764706,0.5,0.7647058823529411
8,2,3,16,16,77,19,11,2,0.225,0.7058823529411764,0.5,0.0,1.0
8,2,3,16,32,77,19,11,2,0.26666666666666666,0.7647058823529411,0.47058823529411764,0.0,0.9411764705882353
9,2,4,4,8,77,19,10,3,0.2847222222222222,0.6041666666666666,0.6770833333333333,0.6666666666666666,0.6875
9,2,4,4,16,77,19,10,3,0.2222222222222222,0.5,0.5729166666666666,0.3333333333333333,0.8125
9,2,4,4,32,77,19,10,3,0.30000000000000004,0.5625,0.5729166666666666,0.3333333333333333,0.8125
9,2,4,8,8,77,19,10,3,0.11530964162543109,0.08333333333333333,0.375,0.0,0.75
9,2,4,8,16,77,19,10,3,0.16096491228070176,0.35416666666666663,0.40625,0.0,0.8125
9,2,4,8,32,77,19,10,3,0.20555555555555555,0.45833333333333326,0.5416666666666666,0.3333333333333333,0.75
9,2,4,16,8,77,19,10,3,0.13055365686944634,0.20833333333333331,0.28125,0.0,0.5625
9,2,4,16,16,77,19,10,3,0.16951566951566954,0.4166666666666667,0.28125,0.0,0.5625
9,2,4,16,32,77,19,10,3,0.16536796536796539,0.3958333333333333,0.375,0.0,0.75
10,2,5,4,8,77,19,10,3,0.8333333333333333,0.9375,0.84375,1.0,0.6875
10,2,5,4,16,77,19,10,3,0.4027777777777778,0.7916666666666666,0.8125,1.0,0.625
10,2,5,4,32,77,19,10,3,0.5666666666666667,0.7916666666666666,0.7395833333333333,0.6666666666666666,0.8125
10,2,5,8,8,77,19,10,3,0.16984126984126985,0.41666666666666663,0.47916666666666663,0.3333333333333333,0.625
10,2,5,8,16,77,19,10,3,0.1797619047619048,0.4583333333333333,0.3125,0.0,0.625
10,2,5,8,32,77,19,10,3,0.34444444444444444,0.75,0.7395833333333333,0.6666666666666666,0.8125
10,2,5,16,8,77,19,10,3,0.1366013071895425,0.25,0.38541666666666663,0.3333333333333333,0.4375
10,2,5,16,16,77,19,10,3,0.20419580419580421,0.5208333333333334,0.40625,0.0,0.8125
10,2,5,16,32,77,19,10,3,0.20502645502645503,0.5416666666666667,0.34375,0.0,0.6875
11,3,1,4,8,76,20,10,3,0.7222222222222222,0.9215686274509803,0.7941176470588236,1.0,0.5882352941176471
11,3,1,4,16,76,20,10,3,0.6388888888888888,0.9411764705882353,0.8823529411764706,1.0,0.7647058823529411
11,3,1,4,32,76,20,10,3,0.5333333333333333,0.9019607843137255,0.8823529411764706,1.0,0.7647058823529411
11,3,1,8,8,76,20,10,3,0.1419172932330827,0.2941176470588235,0.3431372549019608,0.3333333333333333,0.35294117647058826
11,3,1,8,16,76,20,10,3,0.12763157894736843,0.23529411764705882,0.3235294117647059,0.0,0.6470588235294118
11,3,1,8,32,76,20,10,3,0.22916666666666666,0.5098039215686274,0.4411764705882353,0.0,0.8823529411764706
