fold,repeat,fold_within_repeat,real_pr_auc,real_roc_auc,real_panel
57,12,2,0.08388157894736842,0.05882352941176472,IL8RB|VWF|HIST1H1E|HIST1H4E|HIST1H1B|HIST1H2BG|RGS1|DEFA4|IFIT2|CCL4L1|CCL3L1|MPL|HIST1H2AH|HOXA5|LTF|CCL3L3|LOC728835|CEACAM8|TCN1|HBM|PI3|IFIT3|HIST1H1D|HIST1H2AE|DEFB1|GYPB|LOC653610|GAPDHL6|RBPMS2|EMP1|EBI2|G0S2
58,12,3,0.16233766233766234,0.5588235294117647,LRRC32|MMRN1|VWF|ESAM|PHACTR1|DDIT4|MX1|C15orf48|HES4|TSPAN33|RBPMS2|MPL|TNFSF10|CLEC1B|MAFB|GJB6|GIMAP4|GP9|HIST1H2BF|ITGA2B|ADM|ZMYND15|PROS1|MGC13057|HIST1H4E|GIMAP8|C1orf186|PLAU|KIAA0367|HIST2H3A|IFIT3|SIK1
59,12,4,0.5396825396825397,0.7708333333333333,TNFSF10|MPL|VWF|ESAM|RBPMS2|FGL2|SERPINE2|HIST1H4E|MX1|MS4A2|ITGA2B|VCAN|CLEC1B|GIMAP4|HOXA5|IL8RB|HIST2H3A|HIST2H2BF|SNORD3C|PROS1|HIST1H1E|MAFB|SPRYD5|HIST1H1B|SNORD3A|SLC45A3|TGFBI|DEFA4|RNU1F1|RNU1A3|HIST1H2AH|HIST1H2BG
60,12,5,0.43333333333333335,0.7916666666666666,VWF|SERPINE2|MPL|ESAM|RBPMS2|KIAA0367|PRSSL1|ITGA2B|PROS1|MAFB|CDC20|TGFBI|THBS1|VCAN|IFIT2|ITGB3|NEU4|HIST1H4E|SNORD3C|CLEC1B|HIST1H1B|GSTM1|BEX1|TSPAN33|HIST1H2BG|HIST1H1E|HIST1H2AH|CLEC11A|XIST|PRG3|RNU1A3|HIST1H1D
61,13,1,0.2507936507936508,0.6666666666666666,VWF|MPL|RBPMS2|SERPINE2|ESAM|MS4A2|ITGA2B|HIST1H4E|HIST1H1B|HIST1H1E|DEFA4|TNFSF10|CLEC1B|C1orf186|SNORD3C|TSPAN33|RNU1F1|HIST1H1D|MAFB|HIST1H2AH|PROS1|TCN1|CEACAM8|SLC45A3|HIST1H2BG|LTF|TGFBI|GP9|RNU1A3|VCAN|CEACAM6|SNORD3A
62,13,2,0.22619047619047616,0.7058823529411764,VWF|ESAM|RBPMS2|TNFSF10|CLEC1B|MPL|GJB6|KLHL15|GIMAP4|GIMAP8|ITGA2B|PROS1|ITGB3|PHACTR1|GP9|MAFB|CX3CR1|HIST1H4E|HES4|TSPAN33|FGL2|GADD45B|SERPINE2|MGC13057|SLC45A3|C16orf75|LAMA5|SNORD3C|C15orf48|HIST1H2AM|HIST2H3A|SNORD3A
63,13,3,0.5833333333333333,0.9411764705882353,PHACTR1|GJB6|GIMAP4|TNFSF10|ADM|VWF|CX3CR1|GIMAP8|HES4|KLHL15|EMP1|LOC653610|HIST1H4E|IL8RB|CLIC3|HIST1H2AM|CD83|PRAGMIN|MX1|SIK1|HIST2H3A|PRF1|HBEGF|HIST1H1E|SNORD3A|RNU5A|SNORD3C|RNU11|HIST2H2AB|FGFBP2|RNU4-1|DUSP5
64,13,4,0.8666666666666667,0.9583333333333334,VWF|KIAA0367|MPL|ESAM|RBPMS2|IFI27|TMCC2|HIST2H3A|ITGA2B|PROS1|GYPB|EPDR1|ADM|LOC653610|CLEC1B|HIST1H2AM|HIST1H1E|SERPINE2|HIST1H4E|SNORD3C|EPB42|VCAN|MGC13057|HIST1H1B|SPTA1|TSPAN33|HIST2H3C|GP9|IFIT1L|RHAG|SNORD3A|HIST1H2AH
65,13,5,0.38333333333333336,0.8125,VWF|MPL|RBPMS2|ESAM|SERPINE2|TSPAN33|ITGA2B|MAFB|PROS1|CLEC1B|FGL2|TNFSF10|MS4A2|MX1|HIST1H4E|IL8RB|VCAN|C1orf186|THBS1|ITGB3|DEFA4|SPTA1|GP9|HIST1H2AH|CEACAM6|LTF|HIST2H3A|CEACAM8|MGC13057|RNU1A3|TCN1|HIST1H1B
66,14,1,0.4027777777777778,0.8039215686274509,VWF|TNFSF10|GJB6|MPL|ESAM|RBPMS2|CLEC1B|MS4A2|FGL2|TSPAN33|MAFB|ITGA2B|PROS1|SERPINE2|KLHL15|HBEGF|GIMAP4|SNORD3A|PRAGMIN|HIST1H4E|GP9|ITGB3|SNORD3C|SLC45A3|MGC13057|GIMAP8|LAMA5|NAT8B|CX3CR1|SNORD3D|IL8RB|HIST2H3A
67,14,2,0.26666666666666666,0.7647058823529411,VWF|RBPMS2|ESAM|ITGA2B|CLEC1B|TNFSF10|MX1|SERPINE2|SNORD3C|GP9|GIMAP4|TSPAN33|SNORD3A|ITGB3|ADM|KIAA0367|MGC13057|HIST1H4E|HIST1H2AH|MAFB|HIST1H1B|SNORD3D|RNU11|CX3CR1|C16orf75|HIST1H1E|GIMAP8|CXCL2|IFI27|RNU4-1|CD83|PHACTR1
68,14,3,0.1875,0.5,VWF|MPL|RBPMS2|ESAM|LTF|SERPINE2|ITGA2B|HIST1H4E|LOC653610|CLEC1B|ADM|G0S2|HIST1H2AM|TREM1|GP9|PROS1|HIST2H3A|HOXA5|TSPAN33|HIST2H2BF|PGLYRP1|HIST2H3C|BPI|HIST1H1E|HIST1H2BG|HIST1H2AH|MGC13057|CD24|CEACAM6|LAMA5|SLPI|HIST1H1B
69,14,4,0.15728715728715728,0.3541666666666667,VWF|IL8RB|SERPINE2|MPL|IFIT2|HBM|FGL2|HIST1H2AH|RBPMS2|MS4A2|HIST1H4E|CFC1B|CCL3L3|LOC728835|HIST1H2AM|HIST1H1E|DEFB1|RGS1|DEFA4|GAPDHL6|HIST1H1B|PRG3|PRTN3|CCL3L1|SPTA1|EBI2|CEACAM6|HIST2H3A|ESAM|IFIT3|CEACAM8|HIST1H2BG
70,14,5,0.29393939393939394,0.5416666666666666,TGFBI|VWF|MPL|VCAN|ESAM|MAFB|HIST1H4E|TNFSF10|CLEC1B|PROS1|HIST2H3A|CSF1R|RBPMS2|HIST1H2AM|HIST2H2BF|HIST1H1B|FGL2|ITGA2B|HIST1H1E|SERPINE2|IRF8|SPRYD5|RNU1F1|SNORD3C|RNU1A3|MS4A2|LY86|HIST1H2BG|ITGB3|C1orf186|TSPAN33|HOXA5
71,15,1,0.5714285714285714,0.7450980392156862,TNFSF10|VWF|MAFB|ESAM|CLEC1B|MPL|RBPMS2|ITGB3|PROS1|MS4A2|HIST1H2BF|ITGA2B|GIMAP4|C1orf186|CSF1R|GJB6|PRAGMIN|TSPAN33|LAMA5|FGL2|TGFBI|CLDN5|NAT8B|MGC13057|GP9|HIST1H4E|TPSAB1|CEBPE|VCAN|ABCA13|LOC100133583|ACRBP
72,15,2,0.19642857142857142,0.6470588235294117,VWF|MX1|MPL|ESAM|RBPMS2|FGL2|SERPINE2|TNFSF10|ITGA2B|MS4A2|MAFB|CLEC1B|PROS1|IL8RB|TSPAN33|IFIT3|HIST1H4E|LAMA5|ITGB3|VCAN|GP9|GIMAP4|SNORD3C|CSF1R|HIST2H3A|DEFA4|SLC45A3|HIST1H2AM|MGC13057|RNU1A3|SNORD3A|HIST2H3C
73,15,3,0.625,0.8235294117647058,VWF|MPL|RBPMS2|SERPINE2|ESAM|ITGA2B|CLEC1B|TSPAN33|DEFA4|LTF|GP9|IL8RB|PROS1|HIST1H4E|TCN1|CEACAM8|MAFB|IFIT2|ITGB3|HIST2H3A|MX1|HOXA5|LAMA5|HIST1H1E|HIST1H2AH|F13A1|BPI|CEACAM6|HIST2H2BF|THBS1|IFIT3|PPBP
74,15,4,0.7777777777777777,0.875,VCAN|VWF|RBPMS2|MAFB|TGFBI|ESAM|HIST1H1B|GTSF1|ITGA2B|EOMES|HIST1H1E|SNORD3C|HIST1H2AH|HIST1H4E|CLEC1B|XIST|ITGB3|GAPDHL6|HIST1H2BG|SNORD3A|CLIC3|HLA-A29.1|LY86|LGALS2|KIAA0367|HIST1H1D|HOXA5|HIST1H2AE|TACSTD2|RNU1A3|IRF8|TSPAN33
75,15,5,0.20643939393939392,0.47916666666666663,TNFSF10|DEFB1|IL8RB|MS4A2|VWF|SLC45A3|PRG3|GIMAP4|FGL2|SPRYD5|HIST1H4E|MX1|HIST1H1E|MPL|HIST1H2AH|HIST1H1B|C1orf186|TSPAN33|HIST1H1D|HIST2H3A|SERPINE2|HBM|RNU4-1|GATA2|RNU1F1|CKAP2L|GAPDHL6|DEFA4|ESAM|HIST1H2BG|RNU1A3|EMP1
76,16,1,0.19771241830065361,0.5098039215686274,VWF|RBPMS2|ESAM|PHACTR1|HES4|ADM|MAFB|CLEC1B|GJB6|KLHL15|TSPAN33|GP9|CD83|CX3CR1|PRAGMIN|GIMAP8|GIMAP4|ITGB3|HIST1H4E|SNORD3C|TREM1|DUSP5|HIST2H3A|HBEGF|SIK1|SNORD3A|LOC653610|HIST1H1E|RNU1F1|HIST1H1B|CA4|RNU1A3
77,16,2,0.3333333333333333,0.6764705882352942,MMRN1|VWF|MPL|HBM|ESAM|RBPMS2|SPTA1|GYPB|HLA-DRB4|IFIT1L|TMCC2|LTF|CA1|AHSP|SERPINE2|RHAG|SLC4A1|CLEC1B|ITGA2B|MAFB|HIST1H2AH|TSPAN33|HLA-DRB1|EPB42|HIST1H1E|LAMA5|LOC100133875|HIST1H1B|MX1|GP9|PROS1|MGC13057
78,16,3,0.5,0.9117647058823529,PHACTR1|G0S2|TNFSF10|MX1|GIMAP8|CA4|GJB6|FGL2|FFAR2|HIST1H4E|ADM|IL8RB|LOC653610|GIMAP4|HES4|PRAGMIN|DEFA4|LTF|HIST1H2AM|HIST2H3A|HIST2H3C|TCN1|IFIT3|CEACAM8|CD83|HIST1H2BG|IFIT2|FCGR3B|HIST1H1B|ALPL|HIST1H1E|CX3CR1
79,16,4,0.23164983164983166,0.6041666666666666,VWF|ESAM|TNFSF10|MPL|RBPMS2|PROS1|FGL2|ITGA2B|MS4A2|ITGB3|CLEC1B|SERPINE2|LAMA5|VCAN|TSPAN33|MAFB|IFIT3|HIST1H4E|HIST1H2AM|GP9|GIMAP4|DEFA4|IL8RB|TGFBI|HIST2H3A|SLC45A3|HIST2H2BF|HIST1H2BG|HIST1H2AH|HIST2H3C|MGC13057|SNORD3C
80,16,5,0.7254901960784313,0.7083333333333333,GJB6|TNFSF10|VWF|MPL|GIMAP4|MAFB|RBPMS2|ESAM|CLEC1B|GIMAP8|HIST1H4E|HBEGF|CSF1R|TSPAN33|FGL2|ITGA2B|PRAGMIN|PHACTR1|MS4A2|HIST2H2BF|SIK1|HIST2H3A|PROS1|HES4|SERPINE2|C1orf186|GP9|SLC45A3|CX3CR1|SNORD3A|SNORD3C|THBS1
81,17,1,0.5333333333333333,0.9019607843137255,VWF|TNFSF10|RBPMS2|MS4A2|HBM|MX1|IL8RB|FGL2|HIST1H4E|ESAM|SLC45A3|GIMAP4|ITGA2B|GAPDHL6|GP9|IFIT2|CA1|SERPINE2|TSPAN33|HIST1H2AM|DEFB1|CX3CR1|AHSP|PRAGMIN|HIST2H3A|SNORD3A|PRG3|IFIT3|CEACAM6|GYPB|PRTN3|HIST2H3C
82,17,2,0.225,0.6764705882352942,VWF|MPL|SERPINE2|ESAM|RBPMS2|MAFB|ITGA2B|HIST1H2AH|LAMA5|CLEC1B|TSPAN33|HIST1H1E|HIST1H4E|HIST1H1B|RNU1A3|RNU1F1|PROS1|VCAN|DEFA4|SPTA1|HIST1H2BG|THBS1|LTF|CEACAM8|RNU1G2|HBM|HOXA5|HIST1H1D|TCN1|CEACAM6|RNU1-3|GP9
83,17,3,1.0,1.0,VWF|MPL|RBPMS2|TNFSF10|ESAM|CLEC1B|MS4A2|ITGA2B|SERPINE2|TSPAN33|HIST1H4E|MAFB|C1orf186|PROS1|ITGB3|GP9|IL8RB|SNORD3C|LAMA5|SNORD3A|GJB6|MGC13057|VCAN|DEFA4|CLDN5|F13A1|TGFBI|LOC100133875|LTF|IFIT3|TCN1|IFIT2
84,17,4,0.373015873015873,0.75,TNFSF10|VWF|RBPMS2|ESAM|GIMAP4|ITGA2B|PHACTR1|CX3CR1|VCAN|FGL2|CLEC1B|GJB6|HOXA5|SNORD3C|ITGB3|GADD45B|GP9|TSPAN33|SLC45A3|HIST1H4E|MAFB|HIST2H3A|SNORD3A|SPRYD5|HES4|HIST1H2AM|RNU1A3|C15orf48|TGFBI|RNU1F1|HIST1H1E|MS4A2
85,17,5,0.4797979797979798,0.7916666666666666,VWF|ESAM|MPL|RBPMS2|CLEC1B|SERPINE2|PROS1|MAFB|ITGA2B|MGC13057|TSPAN33|HIST1H4E|GP9|TNFSF10|HIST1H2AH|HIST1H2AM|HIST1H1B|IFI27|HIST1H1E|GIMAP4|SNORD3C|ITGB3|GIMAP8|HIST1H2BG|SNORD3A|PPBP|ADM|FGL2|RNU11|MX1|HIST1H1D|RNU5A
86,18,1,0.20643939393939392,0.5098039215686274,VWF|RBPMS2|ESAM|ITGA2B|SERPINE2|CLEC1B|PHACTR1|GJB6|DDIT4|GP9|TSPAN33|C15orf48|ITGB3|GIMAP4|MAFB|ADM|HIST1H2AH|MGC13057|HES4|THBS1|HBEGF|LILRA3|TNFSF10|GIMAP8|LOC100133875|CXCL2|CD83|PPBP|CSF1R|NAT8B|SIK1|C16orf75
87,18,2,0.6666666666666666,0.8823529411764706,VCAN|VWF|IL8RB|MAFB|MPL|IFIT3|ESAM|RBPMS2|IFIT2|TGFBI|LOC728835|SERPINE2|TNFSF10|PROS1|CLEC1B|KIAA0367|ITGB3|FGL2|HOXA5|HIST1H4E|ITGA2B|CCL4L1|HIST1H2AM|HIST2H3A|CCL3L1|CCL3L3|HIST2H3C|IRF8|LTF|HIST1H1E|LY86|HIST1H2BG
88,18,3,0.5714285714285714,0.6470588235294117,VWF|AQP9|MPL|ADM|TREM1|LTF|TCN1|GADD45B|HIST1H4E|RBPMS2|G0S2|HIST2H3A|IL8RB|RGS1|HIST1H2AM|ESAM|LOC653610|SERPINE2|CEACAM8|HIST1H2AH|HIST2H2BF|EMP1|CD24|EPDR1|HIST2H3C|PGLYRP1|DEFA4|TSPAN33|HIST1H2BG|TACSTD2|PI3|EBI2
89,18,4,0.4714285714285714,0.6041666666666666,TNFSF10|VWF|MS4A2|ESAM|MPL|RBPMS2|SLC45A3|SERPINE2|FGL2|CLEC1B|MAFB|ITGA2B|PROS1|TSPAN33|GIMAP4|VCAN|C1orf186|TGFBI|SPRYD5|HIST1H4E|HIST2H3A|GP9|SNORD3C|LAMA5|SNORD3A|HIST1H1E|MX1|ITGB3|HIST1H1B|PRAGMIN|GIMAP8|F13A1
90,18,5,0.5,0.6875,VWF|MPL|RBPMS2|TNFSF10|ESAM|FGL2|SNORD3C|MS4A2|ITGA2B|CLEC1B|SERPINE2|HIST1H1B|MAFB|SNORD3A|HIST1H1E|TSPAN33|RRM2|HIST2H2BF|RNU1F1|RNU1A3|HIST1H2BG|HIST1H2AH|PROS1|SLC45A3|GJB6|GP9|GIMAP4|RNU1-3|PRAGMIN|SNORD3D|HIST1H1D|RNU1G2
91,19,1,0.5277777777777778,0.7647058823529411,VWF|HIST1H1B|ESAM|MPL|RBPMS2|SNORD3C|HIST1H2AH|HIST1H1E|SERPINE2|CLEC1B|TSPAN33|SNORD3A|ITGA2B|GP9|MS4A2|PROS1|LOC100133875|IL8RB|FGL2|KIAA0367|TNFSF10|DEFA4|RNU1A3|HIST1H1D|HIST1H2BG|MAFB|SNORD3D|PRG3|TCN1|SPRYD5|ITGB3|CEACAM8
92,19,2,1.0,1.0,MMRN1|VWF|MPL|TNFSF10|ESAM|RBPMS2|FGL2|XIST|TSPAN33|CLEC1B|ITGA2B|MS4A2|SERPINE2|GP9|GIMAP4|IFIT2|IFIT3|CYorf15A|IL8RB|HBM|MAFB|CEACAM6|SNORD3A|LTF|PROS1|GJB6|CEBPE|ABCA13|SNORD3C|SLC45A3|RNU5A|NAT8B
93,19,3,0.75,0.9411764705882353,IL8RB|GAPDHL6|IFIT2|EOMES|HIST2H2BF|TNFSF10|IFIT3|HIST1H4E|HIST2H3A|FPR2|HIST1H2AM|PI3|FGL2|NEU4|XIST|EMP1|HIST2H3C|RHAG|CCL4L1|TREM1|LOC728835|LOC653610|G0S2|HIST1H2BG|HIST1H1E|HIST1H1B|HBM|LTF|DEFA4|TACSTD2|CDC20|DLGAP5
94,19,4,0.21574074074074073,0.5625,VWF|RBPMS2|SERPINE2|ESAM|PHACTR1|ITGA2B|CLEC1B|GJB6|GADD45B|C15orf48|GIMAP4|MAFB|HES4|ITGB3|TNFSF10|CD83|CX3CR1|PRAGMIN|GP9|TREM1|RNU1F1|ADM|LOC653610|VCAN|SIK1|HIST1H4E|TSPAN33|HIST1H1E|THBS1|TGFBI|RRM2|HIST1H2AM
95,19,5,0.49831649831649827,0.6875,VWF|MPL|TNFSF10|RBPMS2|ESAM|ITGA2B|ITGB3|PROS1|C1orf186|FGL2|CLEC1B|MS4A2|MAFB|GIMAP4|LAMA5|TSPAN33|GJB6|SERPINE2|HIST1H2AM|HIST1H4E|VCAN|GIMAP8|HIST2H3A|MX1|PRAGMIN|SLC45A3|CX3CR1|HIST2H3C|MGC13057|TGFBI|THBS1|HIST1H2BG
96,20,1,0.9166666666666665,0.9803921568627451,TNFSF10|MAFB|VCAN|FGL2|MX1|TGFBI|MPL|KIAA0367|CLEC1B|IL8RB|GIMAP4|VWF|IFIT2|ESAM|HIST1H4E|RBPMS2|CLDN5|PROS1|HIST2H2BF|IFIT3|IRF8|LTF|TMEM140|SNORD3C|HIST1H2AM|ITGB3|ABCA13|FOLR3|CSF1R|TPSAB1|SNORD3A|OLR1
97,20,2,0.7,0.9117647058823529,VWF|RBPMS2|DEFB1|DDIT4|MPL|TMCC2|ADM|ESAM|EPB42|EPDR1|SERPINE2|HOXA5|C16orf75|HIST1H2BF|HIST1H4E|IFI27|HIST2H3A|GP9|IFIT1L|SNORD3C|TREM1|SNORD3A|GYPB|SELENBP1|TSPAN33|HIST2H3C|PHACTR1|HIST1H2AM|SLC4A1|G0S2|ITGA2B|MGC13057
98,20,3,0.3333333333333333,0.6764705882352942,VWF|MPL|SERPINE2|RBPMS2|ESAM|ITGA2B|MAFB|TSPAN33|IL8RB|HIST1H2AH|PROS1|HIST1H4E|CLEC1B|THBS1|LAMA5|HIST1H1E|DEFA4|SPTA1|HIST1H1B|LTF|VCAN|ITGB3|PI3|HIST2H3A|CEACAM8|HOXA5|TCN1|HIST1H2BG|MS4A2|MX1|GP9|CCL4L1
99,20,4,0.5833333333333333,0.7708333333333333,VWF|TNFSF10|RBPMS2|MPL|ESAM|MS4A2|FGL2|SLC45A3|TSPAN33|ITGA2B|GP9|CLEC1B|GIMAP4|C1orf186|SERPINE2|HIST1H4E|PROS1|SPRYD5|IL8RB|PPBP|SNORD3C|CX3CR1|CSF1R|SNORD3A|HIST1H2AH|MGC13057|HIST1H1E|ITGB3|GATA2|GIMAP8|HIST1H1B|PRAGMIN
100,20,5,0.23095238095238096,0.6041666666666666,VWF|ESAM|RBPMS2|SERPINE2|CLEC1B|ITGA2B|PHACTR1|HES4|CD83|ADM|SIK1|RNU1F1|MAFB|G0S2|ITGB3|GJB6|HIST1H1B|HIST1H4E|GIMAP4|HIST1H1E|GIMAP8|TSPAN33|RNU1A3|GP9|TNFAIP3|HIST1H2BG|KLHL15|HIST1H2AH|SNORD3C|HIST1H1D|PRAGMIN|CX3CR1
