geometry_angstrom,eigenpair_index,softspaces_dual_pass,softspaces_prominence_rate,softspaces_robust_rate,gap_hartree,en2_weighted_score,en2_top2_support,en2_top4_support,en2_top8_support,en2_top12_support,en2_top16_support
1.75,13,False,0.0,0.0,0.01331021488015427,0.007945357082870622,0.09851003419569107,0.09858218807813823,0.23026052384353274,0.2870879618767196,0.4188239104713104
1.75,14,True,0.8333333333333334,1.0,0.015156817387389498,0.010959080525114476,0.09851003419569115,0.1334534879962078,0.2980521119095396,0.7400208360071325,0.8844776626270363
1.75,15,True,0.8333333333333334,0.9166666666666666,0.009271210522553197,0.007689490957542677,4.5661898005817565e-30,0.17081127297265114,0.209995271627278,0.6801293075734413,0.792306321442728
1.75,16,False,0.0,0.0,0.01263413958204751,0.004675767515298828,3.464410169068991e-30,0.1359399730545816,0.14220368356127117,0.22719643344302842,0.33023218633930024
1.75,17,False,0.0,0.0,0.08975995728406927,3.3526544908493865e-29,6.988219971670172e-30,4.731340909102305e-28,9.630662383217821e-28,2.0219690198270226e-27,0.022637252714998665
1.75,18,False,0.0,0.0,0.005614390250217927,0.0064187210010197915,5.739661385843851e-29,0.0001299054312118685,0.17641266524190596,0.4284501364512969,0.49503150934882867
1.75,19,False,0.0,0.0,0.023586879545019368,0.020545640958441858,0.14510473859767617,0.16445472538045477,0.5323330658817763,0.8056271744422018,0.9078734892716693
1.75,20,False,0.0,0.0,0.006400191300173219,0.014126919957422065,0.14510473859767617,0.1643248199492429,0.3559204006398703,0.37717703799090463,0.43117753378479434
1.75,21,False,0.0,0.0,0.031238931559370187,0.011234306880543775,0.00022624560384707144,0.00027639560501792397,0.4233254980561829,0.4256681516637818,0.43571215259042206
1.75,22,False,0.0,0.0,0.012088034612514509,0.011234306880543771,0.00022624560384707138,0.0002763956050179239,0.4233254980561828,0.4256681516637817,0.43587842020071726
1.75,23,False,0.0,0.0,0.004263695946932877,2.425994902043416e-28,1.4432288560633237e-31,7.64407813504218e-27,7.652868592399258e-27,7.699627867460254e-27,0.00019550030435575778
1.75,24,False,0.0,0.0,0.0010636849211724808,0.00912078455964458,2.0434963391461937e-31,0.28769432161573794,0.2877357978149983,0.2887192161677883,0.29122307582514373
