null_rep	minimum_pairwise_spectrum_cosine	maximum_pairwise_distance_w1
409	0.9995155692347256	0.02579902924786876
410	0.9994231331952326	0.018888940252217438
411	0.9995985871161317	0.013652297909729218
412	0.9986045396044937	0.030575940824787918
413	0.9990308978311915	0.025023686632078098
414	0.9993662928320739	0.01796066666793735
415	0.998802335785885	0.024483649600532006
416	0.9992416496085588	0.017026274661056984
417	0.9993437445421782	0.018823331830816938
418	0.9996160997976348	0.027969476783108075
419	0.9989938775960745	0.016428658818425926
420	0.9992830798657173	0.016456613115389356
421	0.9984009124414854	0.01076675648935968
422	0.9986656593474148	0.014836032633487178
423	0.9994511656081373	0.018868139629621396
424	0.9989112306772538	0.00895190186309379
425	0.9991817007213979	0.006871573860060828
426	0.9991366630296941	0.02296539226492377
427	0.9990574925589546	0.021293644467201642
428	0.9993857555631105	0.02417347067911454
429	0.998957682069942	0.019844973342181084
430	0.9996081096931181	0.038135890714608066
431	0.9989693861824995	0.031305277767329436
432	0.9991400040172471	0.014904702207358917
433	0.9993007720246214	0.02873274060325915
434	0.9997845131601792	0.024472978844896607
435	0.9994566307785641	0.02427915138910577
436	0.9995572766986521	0.021657975952618796
437	0.9992570030103336	0.026632508762299223
438	0.9993199480876456	0.01930071525735887
439	0.9988589991087706	0.01977929373811685
440	0.999248713506214	0.017518181507026675
441	0.9995369789593912	0.007853327216575364
442	0.9989345263182535	0.012037025249780292
443	0.9990909249743863	0.023913904184214567
444	0.999320380053443	0.02223842298610987
445	0.999071379681787	0.02025823001635086
446	0.998710834869311	0.014230225334802511
447	0.9994646961095344	0.018511491391023288
448	0.9986750171866228	0.02038507923957992
449	0.9986841037100777	0.01666738642009479
450	0.9993837018007634	0.007410930667948654
451	0.9991141245207932	0.02232560053324394
452	0.9985599353806835	0.019230564274166865
453	0.9992051183478098	0.005761963600062005
454	0.9981242500883818	0.010371773217707514
455	0.9990623145702324	0.01854749698398197
456	0.9980455335513088	0.027905182122094967
457	0.9989365165622967	0.023450884912285294
458	0.9993481708540108	0.01709031611752341
459	0.9985536843092506	0.03306902141106497
460	0.9985252516228298	0.014959409481922922
461	0.9992904549309128	0.03280739136112416
462	0.9990893198952779	0.01900329930418778
463	0.9991417746338669	0.019316021024294402
464	0.9997013338873515	0.0281485739046388
465	0.9997752326152424	0.011292943230842383
466	0.9987603744101543	0.024425598565862155
467	0.9993711186490672	0.008390300325550245
468	0.9982157721138994	0.016690759759708036
469	0.9988130527942876	0.015446134892481339
470	0.9985106768504394	0.028083370553769776
471	0.9990525394792638	0.007050254130793922
472	0.9993402154679668	0.03914543733174266
473	0.9992037706573748	0.01806645762248793
474	0.9983264231542007	0.036170472190530004
475	0.9986684679568723	0.015110330997086292
476	0.9992302332096498	0.028415386337511617
477	0.9992944186009813	0.026072134192877395
478	0.9994546720362644	0.007676742144621956
479	0.999250932161603	0.026020132400999468
480	0.9990038042408381	0.010428530344123017
481	0.9989309308570659	0.006315701518259076
482	0.9993462883779486	0.02700570971434047
483	0.9992248168323855	0.011386698833281422
484	0.9987512256921114	0.013636424165144823
485	0.9988744766658396	0.006429371412152305
486	0.9989902158267127	0.021198427980317982
487	0.9980536688260485	0.020797880976031274
488	0.9993443341622917	0.021808727010284114
489	0.999185017456046	0.012370196512367627
490	0.9983218659312518	0.008815973349848804
491	0.9983658538306059	0.02435385307316819
492	0.9995808320137702	0.020526429861651724
493	0.9984545921050554	0.015177821473156139
494	0.9994745583820005	0.022571085703759566
495	0.9995567029815889	0.024338945746466743
496	0.999153323785421	0.024358149812811262
497	0.9994572446694934	0.018825062145063885
498	0.9997580987492792	0.019803017255172126
499	0.999469560625819	0.010684239145843166
500	0.9989442874066774	0.017507459064233944
