group	n	mean_density_proxy	median_density_proxy	mean_local_anisotropy	median_local_anisotropy	mean_distance_to_centroid	median_distance_to_centroid
GOOD_EMR_LT10	83	0.09266641142412275	0.0933917352327921	0.3598881802995959	0.3507153223250484	14.135454762686738	12.72988322435618
POOR_GT10	13	0.10102257719399847	0.1074659826996778	0.3548765242333393	0.3344702363953951	12.989731114890779	13.643126454018848
