development_gene,development_entrez_ids,gpl570_status,matched_entrez_ids,gse236233_present_all9,eligible_v44
FOXC2,2303,EXACT_SYMBOL,2303,1,1
FOXD1,2297,EXACT_SYMBOL,2297,1,1
FOXD2,2306,EXACT_SYMBOL,2306,1,1
FOXD3,27022,EXACT_SYMBOL,27022,1,1
FOXD4,2298,EXACT_SYMBOL,2298,1,1
FOXD4L1,200350,EXACT_SYMBOL,200350,1,1
FOXD4L2,100036519|286380,UNRESOLVED,,0,0
FOXD4L3,387054,UNRESOLVED,,1,0
FOXD4L4,349334,UNRESOLVED,,1,0
FOXD4L5,653427,UNRESOLVED,,1,0
FOXD4L6,653404,UNRESOLVED,,1,0
FOXE1,2304,EXACT_SYMBOL,2304,1,1
FOXE3,2301,EXACT_SYMBOL,2301,1,1
FOXF1,2294,EXACT_SYMBOL,2294,1,1
FOXF2,2295,EXACT_SYMBOL,2295,1,1
FOXG1,2290,EXACT_SYMBOL,2290,1,1
FOXH1,8928,EXACT_SYMBOL,8928,1,1
FOXI1,2299,EXACT_SYMBOL,2299,1,1
FOXI2,399823,UNRESOLVED,,1,0
FOXI3,344167,UNRESOLVED,,1,0
FOXJ1,2302,EXACT_SYMBOL,2302,1,1
FOXJ2,55810,EXACT_SYMBOL,55810,1,1
FOXJ3,22887,EXACT_SYMBOL,22887,1,1
FOXK1,221937,EXACT_SYMBOL,221937,1,1
FOXK2,3607,EXACT_SYMBOL,3607,1,1
FOXL1,2300,EXACT_SYMBOL,2300,1,1
FOXL2,668,EXACT_SYMBOL,668,1,1
FOXM1,2305,EXACT_SYMBOL,2305,1,1
FOXN1,8456,EXACT_SYMBOL,8456,1,1
FOXN2,3344,EXACT_SYMBOL,3344,1,1
FOXN3,1112,EXACT_SYMBOL,1112,1,1
FOXN4,121643,EXACT_SYMBOL,121643,1,1
FOXO1,2308,EXACT_SYMBOL,2308,1,1
FOXO3,2309,EXACT_SYMBOL,2309,1,1
FOXO4,4303,EXACT_SYMBOL,4303,1,1
FOXO6,100132074,EXACT_SYMBOL,100132074,1,1
FOXP1,27086,EXACT_SYMBOL,27086,1,1
FOXP2,93986,EXACT_SYMBOL,93986,1,1
FOXP3,50943,EXACT_SYMBOL,50943,1,1
FOXP4,116113,EXACT_SYMBOL,116113,1,1
FOXQ1,94234,EXACT_SYMBOL,94234,1,1
FOXR1,283150,EXACT_SYMBOL,283150,1,1
FOXR2,139628,EXACT_SYMBOL,139628,1,1
FOXRED1,55572,EXACT_SYMBOL,55572,1,1
FOXRED2,80020,EXACT_SYMBOL,80020,1,1
FOXS1,2307,EXACT_SYMBOL,2307,1,1
FPGS,2356,EXACT_SYMBOL,2356,1,1
FPGT,8790,EXACT_SYMBOL,8790,1,1
FPR1,2357,EXACT_SYMBOL,2357,1,1
FPR2,2358,EXACT_SYMBOL,2358,1,1
FPR3,2359,EXACT_SYMBOL,2359,1,1
FRAG1,27315,ENTREZ_ID_MATCH,27315,0,0
FRAP1,2475,ENTREZ_ID_MATCH,2475,0,0
FRAS1,80144,EXACT_SYMBOL,80144,1,1
FRAT1,10023,EXACT_SYMBOL,10023,1,1
FRAT2,23401,EXACT_SYMBOL,23401,1,1
FREM1,158326,EXACT_SYMBOL,158326,1,1
FREM2,341640,EXACT_SYMBOL,341640,1,1
FREM3,166752,EXACT_SYMBOL,166752,1,1
FREQ,23413,ENTREZ_ID_MATCH,23413,0,0
FRG1,2483,EXACT_SYMBOL,2483,1,1
FRG1B,284802,EXACT_SYMBOL,284802,0,0
FRG2,448831,UNRESOLVED,,1,0
FRG2B,441581,UNRESOLVED,,1,0
FRG2C,100288801,UNRESOLVED,,1,0
FRK,2444,EXACT_SYMBOL,2444,1,1
FRMD1,79981,EXACT_SYMBOL,79981,1,1
FRMD3,257019,EXACT_SYMBOL,257019,1,1
FRMD4A,55691,EXACT_SYMBOL,55691,1,1
FRMD4B,23150,EXACT_SYMBOL,23150,1,1
FRMD5,84978,EXACT_SYMBOL,84978,1,1
FRMD6,122786,EXACT_SYMBOL,122786,1,1
FRMD7,90167,EXACT_SYMBOL,90167,1,1
FRMD8,83786,EXACT_SYMBOL,83786,1,1
FRMPD1,22844,EXACT_SYMBOL,22844,1,1
FRMPD2,143162,EXACT_SYMBOL,143162,1,1
FRMPD2L1,728798,ENTREZ_ID_MATCH,728798,0,0
FRMPD2L2,728603,UNRESOLVED,,0,0
FRMPD3,84443,EXACT_SYMBOL,84443,1,1
FRMPD4,9758,EXACT_SYMBOL,9758,1,1
FRRS1,391059,EXACT_SYMBOL,391059,1,1
FRS2,10818,EXACT_SYMBOL,10818,1,1
FRS3,10817,EXACT_SYMBOL,10817,1,1
FRY,10129,EXACT_SYMBOL,10129,1,1
FRYL,285527,EXACT_SYMBOL,285527,1,1
FRZB,2487,EXACT_SYMBOL,2487,1,1
FSBP,10646,EXACT_SYMBOL,,1,1
FSCB,84075,EXACT_SYMBOL,84075,1,1
FSCN1,6624,EXACT_SYMBOL,6624,1,1
FSCN2,25794,EXACT_SYMBOL,25794,1,1
FSCN3,29999,EXACT_SYMBOL,29999,1,1
FSD1,79187,EXACT_SYMBOL,79187,1,1
FSD1CL,405752,UNRESOLVED,,0,0
FSD1L,83856,EXACT_SYMBOL,83856,1,1
FSD2,123722,EXACT_SYMBOL,123722,1,1
FSHB,2488,EXACT_SYMBOL,2488,1,1
FSHR,2492,EXACT_SYMBOL,2492,1,1
FSIP1,161835,EXACT_SYMBOL,161835,1,1
FSIP2,285135,EXACT_SYMBOL,,1,1
FST,10468,EXACT_SYMBOL,10468,1,1
FSTL1,11167,EXACT_SYMBOL,11167,1,1
FSTL3,10272,EXACT_SYMBOL,10272,1,1
FSTL4,23105,EXACT_SYMBOL,23105,1,1
FSTL5,56884,EXACT_SYMBOL,56884,1,1
FTCD,10841,EXACT_SYMBOL,10841,1,1
FTH1,2495,EXACT_SYMBOL,2495,1,1
FTHL11,2503,UNRESOLVED,,0,0
FTHL12,2504,UNRESOLVED,,0,0
FTHL16,2508,UNRESOLVED,,0,0
FTHL17,53940,EXACT_SYMBOL,53940,1,1
FTHL19,389844,UNRESOLVED,,0,0
FTHL2,2497,UNRESOLVED,,0,0
FTHL3,2498,UNRESOLVED,,0,0
FTHL7,2500,UNRESOLVED,,0,0
FTHL8,2501,UNRESOLVED,,0,0
FTL,2512,EXACT_SYMBOL,2512,1,1
FTMT,94033,UNRESOLVED,,1,0
FTO,79068,EXACT_SYMBOL,79068,1,1
FTSJ1,24140,EXACT_SYMBOL,24140,1,1
FTSJ2,29960,EXACT_SYMBOL,29960,0,0
FTSJ3,117246,EXACT_SYMBOL,117246,1,1
FTSJD1,55783,ENTREZ_ID_MATCH,55783,0,0
FTSJD2,23070,ENTREZ_ID_MATCH,23070,0,0
FUBP1,8880,EXACT_SYMBOL,8880,1,1
FUBP3,8939,EXACT_SYMBOL,8939,1,1
FUCA1,2517,EXACT_SYMBOL,2517,1,1
FUCA2,2519,EXACT_SYMBOL,2519,1,1
FUK,197258,EXACT_SYMBOL,197258,1,1
FUNDC1,139341,EXACT_SYMBOL,139341,1,1
FUNDC2,65991,EXACT_SYMBOL,65991,1,1
FURIN,5045,EXACT_SYMBOL,5045,1,1
FUS,2521,EXACT_SYMBOL,2521,1,1
FUSSEL18,652991,UNRESOLVED,,0,0
FUT1,2523,EXACT_SYMBOL,2523,1,1
FUT10,84750,EXACT_SYMBOL,84750,1,1
FUT11,170384,EXACT_SYMBOL,170384,1,1
FUT2,2524,EXACT_SYMBOL,2524,1,1
FUT3,2525,EXACT_SYMBOL,2525,1,1
FUT4,2526,EXACT_SYMBOL,2526,1,1
FUT5,2527,EXACT_SYMBOL,2527,1,1
FUT6,2528,EXACT_SYMBOL,2528,1,1
FUT7,2529,EXACT_SYMBOL,2529,1,1
FUT8,2530,EXACT_SYMBOL,2530,1,1
FUT9,10690,EXACT_SYMBOL,10690,1,1
FUZ,80199,EXACT_SYMBOL,80199,1,1
FVT1,2531,ENTREZ_ID_MATCH,2531,0,0
FXC1,26515,ENTREZ_ID_MATCH,26515,0,0
FXN,2395,EXACT_SYMBOL,2395,1,1
FXR1,8087,EXACT_SYMBOL,8087,1,1
FXR2,9513,EXACT_SYMBOL,9513,1,1
FXYD1,5348,EXACT_SYMBOL,5348,1,1
FXYD2,486,EXACT_SYMBOL,486,1,1
FXYD3,5349,EXACT_SYMBOL,5349,1,1
FXYD4,53828,EXACT_SYMBOL,53828,1,1
FXYD5,53827,EXACT_SYMBOL,53827,1,1
FXYD6,53826,EXACT_SYMBOL,53826,1,1
FXYD7,53822,EXACT_SYMBOL,53822,1,1
FYB,2533,EXACT_SYMBOL,2533,0,0
FYCO1,79443,EXACT_SYMBOL,79443,1,1
FYN,2534,EXACT_SYMBOL,2534,1,1
FYTTD1,84248,EXACT_SYMBOL,84248,1,1
FZD1,8321,EXACT_SYMBOL,8321,1,1
FZD10,11211,EXACT_SYMBOL,11211,1,1
FZD2,2535,EXACT_SYMBOL,2535,1,1
FZD3,7976,EXACT_SYMBOL,7976,1,1
FZD4,8322,EXACT_SYMBOL,8322,1,1
FZD5,7855,EXACT_SYMBOL,7855,1,1
FZD6,8323,EXACT_SYMBOL,8323,1,1
FZD7,8324,EXACT_SYMBOL,8324,1,1
FZD8,8325,EXACT_SYMBOL,8325,1,1
FZD9,8326,EXACT_SYMBOL,8326,1,1
FZR1,51343,EXACT_SYMBOL,51343,1,1
G0S2,50486,EXACT_SYMBOL,50486,1,1
G3BP1,10146,EXACT_SYMBOL,10146,1,1
G3BP2,9908,EXACT_SYMBOL,9908,1,1
G6PC,2538,EXACT_SYMBOL,2538,1,1
G6PC2,57818,EXACT_SYMBOL,57818,1,1
G6PC3,92579,EXACT_SYMBOL,92579,1,1
G6PD,2539,EXACT_SYMBOL,2539,1,1
GAA,2548,EXACT_SYMBOL,2548,1,1
GAB1,2549,EXACT_SYMBOL,2549,1,1
GAB2,9846,EXACT_SYMBOL,9846,1,1
GAB3,139716,EXACT_SYMBOL,139716,1,1
GAB4,128954,EXACT_SYMBOL,128954,1,1
GABARAP,11337,EXACT_SYMBOL,11337,1,1
GABARAPL1,23710,EXACT_SYMBOL,23710,1,1
GABARAPL2,11345,EXACT_SYMBOL,11345,1,1
GABBR1,2550,EXACT_SYMBOL,2550,1,1
GABBR2,9568,EXACT_SYMBOL,9568,1,1
GABPA,2551,EXACT_SYMBOL,2551,1,1
GABPAP,8327,UNRESOLVED,,0,0
GABPB1,2553,EXACT_SYMBOL,2553,1,1
GABPB2,126626|2553,EXACT_SYMBOL,126626|2553,1,1
GABRA1,2554,EXACT_SYMBOL,2554,1,1
GABRA2,2555,EXACT_SYMBOL,2555,1,1
GABRA3,2556,EXACT_SYMBOL,2556,1,1
GABRA4,2557,EXACT_SYMBOL,2557,1,1
GABRA5,2558,EXACT_SYMBOL,2558,1,1
GABRA6,2559,EXACT_SYMBOL,2559,1,1
GABRB1,2560,EXACT_SYMBOL,2560,1,1
GABRB2,2561,EXACT_SYMBOL,2561,1,1
GABRB3,2562,EXACT_SYMBOL,2562,1,1
GABRD,2563,EXACT_SYMBOL,2563,1,1
GABRE,2564,EXACT_SYMBOL,2564,1,1
GABRG1,2565,EXACT_SYMBOL,2565,1,1
GABRG2,2566,EXACT_SYMBOL,2566,1,1
GABRG3,2567,EXACT_SYMBOL,2567,1,1
GABRP,2568,EXACT_SYMBOL,2568,1,1
GABRQ,55879,EXACT_SYMBOL,55879,1,1
GABRR1,2569,EXACT_SYMBOL,2569,1,1
GABRR2,2570,EXACT_SYMBOL,2570,1,1
GABRR3,200959,EXACT_SYMBOL,200959,1,1
GAD1,2571,EXACT_SYMBOL,2571,1,1
GAD2,2572,EXACT_SYMBOL,2572,1,1
GADD45A,1647,EXACT_SYMBOL,1647,1,1
GADD45B,4616,EXACT_SYMBOL,4616,1,1
GADD45G,10912,EXACT_SYMBOL,10912,1,1
GADD45GIP1,90480,EXACT_SYMBOL,90480,1,1
GADL1,339896,EXACT_SYMBOL,339896,1,1
GAFA1,100131227,EXACT_SYMBOL,100131227,0,0
GAFA2,100130322,EXACT_SYMBOL,100130322,0,0
GAFA3,100128236,EXACT_SYMBOL,100128236,0,0
GAGE1,2543,EXACT_SYMBOL,2543,1,1
GAGE10,643832,UNRESOLVED,,1,0
GAGE12B,729428,EXACT_SYMBOL,729428,1,1
GAGE12C,729422,EXACT_SYMBOL,729422,1,1
GAGE12D,100132399,EXACT_SYMBOL,100132399,1,1
GAGE12E,729431,EXACT_SYMBOL,729431,1,1
GAGE12F,100008586,EXACT_SYMBOL,100008586,1,1
GAGE12G,645073,EXACT_SYMBOL,645073,1,1
GAGE12H,729442,EXACT_SYMBOL,729442,1,1
GAGE12I,26748,EXACT_SYMBOL,26748,0,0
GAGE12J,729396,EXACT_SYMBOL,729396,1,1
GAGE2A,729447,EXACT_SYMBOL,729447,1,1
GAGE2B,645037,EXACT_SYMBOL,645037,0,0
GAGE2C,2574,EXACT_SYMBOL,2574,0,0
GAGE2E,26749,EXACT_SYMBOL,26749,1,1
GAGE4,2576,EXACT_SYMBOL,2576,0,0
GAGE5,2577,EXACT_SYMBOL,2577,0,0
GAGE6,2578,EXACT_SYMBOL,2578,0,0
GAGE7,2579,EXACT_SYMBOL,2579,0,0
GAGE8,100101629,EXACT_SYMBOL,100101629,0,0
GAK,2580,EXACT_SYMBOL,2580,1,1
GAL,51083,EXACT_SYMBOL,51083,1,1
GAL3ST1,9514,EXACT_SYMBOL,9514,1,1
GAL3ST2,64090,EXACT_SYMBOL,64090,1,1
GAL3ST3,89792,EXACT_SYMBOL,89792,1,1
GAL3ST4,79690,EXACT_SYMBOL,79690,1,1
GALC,2581,EXACT_SYMBOL,2581,1,1
GALE,2582,EXACT_SYMBOL,2582,1,1
GALIG,81625,UNRESOLVED,,0,0
GALK1,2584,EXACT_SYMBOL,2584,1,1
GALK2,2585,EXACT_SYMBOL,2585,1,1
GALM,130589,EXACT_SYMBOL,130589,1,1
GALNS,2588,EXACT_SYMBOL,2588,1,1
GALNT1,2589,EXACT_SYMBOL,2589,1,1
GALNT10,55568,EXACT_SYMBOL,55568,1,1
GALNT11,63917,EXACT_SYMBOL,63917,1,1
GALNT12,79695,EXACT_SYMBOL,79695,1,1
GALNT13,114805,EXACT_SYMBOL,114805,1,1
GALNT14,79623,EXACT_SYMBOL,79623,1,1
GALNT17,442117,ENTREZ_ID_MATCH,442117,1,1
GALNT2,2590,EXACT_SYMBOL,2590,1,1
GALNT3,2591,EXACT_SYMBOL,2591,1,1
GALNT4,8693,EXACT_SYMBOL,8693,1,1
GALNT5,11227,EXACT_SYMBOL,11227,1,1
GALNT6,11226,EXACT_SYMBOL,11226,1,1
GALNT7,51809,EXACT_SYMBOL,51809,1,1
GALNT8,26290,EXACT_SYMBOL,26290,1,1
GALNT9,50614,EXACT_SYMBOL,50614,1,1
GALNTL1,57452,ENTREZ_ID_MATCH,57452,0,0
GALNTL2,117248,ENTREZ_ID_MATCH,117248,0,0
GALNTL4,374378,ENTREZ_ID_MATCH,374378,0,0
GALNTL5,168391,EXACT_SYMBOL,168391,1,1
GALNTL6,442117,EXACT_SYMBOL,442117,1,1
GALP,85569,EXACT_SYMBOL,85569,1,1
GALR1,2587,EXACT_SYMBOL,2587,1,1
GALR2,8811,EXACT_SYMBOL,8811,1,1
GALR3,8484,EXACT_SYMBOL,8484,1,1
GALT,2592,EXACT_SYMBOL,2592,1,1
GAMT,2593,EXACT_SYMBOL,2593,1,1
GAN,8139,EXACT_SYMBOL,8139,1,1
GANAB,23193,EXACT_SYMBOL,23193,1,1
GANC,2595,EXACT_SYMBOL,2595,1,1
GAP43,2596,EXACT_SYMBOL,2596,1,1
GAPDH,2597,EXACT_SYMBOL,2597,1,1
GAPDHL6,729403,UNRESOLVED,,0,0
GAPDHS,26330,EXACT_SYMBOL,26330,1,1
GAPT,202309,EXACT_SYMBOL,202309,1,1
GAPVD1,26130,EXACT_SYMBOL,26130,1,1
GAR1,54433,EXACT_SYMBOL,54433,1,1
GARNL3,84253,EXACT_SYMBOL,84253,1,1
GARNL4,23108,ENTREZ_ID_MATCH,23108,0,0
GARS,2617,EXACT_SYMBOL,2617,1,1
GART,2618,EXACT_SYMBOL,2618,1,1
GAS1,2619,EXACT_SYMBOL,2619,1,1
GAS2,2620,EXACT_SYMBOL,2620,1,1
GAS2L1,10634,EXACT_SYMBOL,10634,1,1
GAS2L2,246176,EXACT_SYMBOL,246176,1,1
GAS2L3,283431,EXACT_SYMBOL,283431,1,1
GAS5,60674,EXACT_SYMBOL,60674,0,0
GAS6,2621,EXACT_SYMBOL,2621,1,1
GAS7,8522,EXACT_SYMBOL,8522,1,1
GAS8,2622,EXACT_SYMBOL,2622,1,1
GAST,2520,EXACT_SYMBOL,2520,1,1
GATA1,2623,EXACT_SYMBOL,2623,1,1
GATA2,2624,EXACT_SYMBOL,2624,1,1
GATA3,2625,EXACT_SYMBOL,2625,1,1
GATA4,2626,EXACT_SYMBOL,2626,1,1
GATA5,140628,EXACT_SYMBOL,140628,1,1
GATA6,2627,EXACT_SYMBOL,2627,1,1
GATAD1,57798,EXACT_SYMBOL,57798,1,1
GATAD2A,54815,EXACT_SYMBOL,54815,1,1
GATAD2B,57459,EXACT_SYMBOL,57459,1,1
GATC,283459,EXACT_SYMBOL,283459,1,1
GATM,2628,EXACT_SYMBOL,2628,1,1
GATS,352954,EXACT_SYMBOL,352954,0,0
GBA,2629,EXACT_SYMBOL,2629,1,1
GBA2,57704,EXACT_SYMBOL,57704,1,1
GBA3,57733,EXACT_SYMBOL,57733,0,0
GBAP,2630,ENTREZ_ID_MATCH,2630,0,0
GBAS,2631,EXACT_SYMBOL,2631,0,0
GBE1,2632,EXACT_SYMBOL,2632,1,1
GBF1,8729,EXACT_SYMBOL,8729,1,1
GBGT1,26301,EXACT_SYMBOL,26301,1,1
GBP1,2633,EXACT_SYMBOL,2633,1,1
GBP2,2634,EXACT_SYMBOL,2634,1,1
GBP3,2635,EXACT_SYMBOL,2635,1,1
GBP4,115361,EXACT_SYMBOL,115361,1,1
GBP5,115362,EXACT_SYMBOL,115362,1,1
GBP6,163351,EXACT_SYMBOL,163351,1,1
GBP7,388646,UNRESOLVED,,1,0
GBX1,2636,EXACT_SYMBOL,2636,1,1
GBX2,2637,EXACT_SYMBOL,2637,1,1
GC,2638,EXACT_SYMBOL,2638,1,1
GCA,25801,EXACT_SYMBOL,25801,1,1
GCAT,23464,EXACT_SYMBOL,23464,1,1
GCC1,79571,EXACT_SYMBOL,79571,1,1
GCC2,9648,EXACT_SYMBOL,9648,1,1
GCDH,2639,EXACT_SYMBOL,2639,1,1
GCET2,257144,ENTREZ_ID_MATCH,257144,0,0
GCG,2641,EXACT_SYMBOL,2641,1,1
GCGR,2642,EXACT_SYMBOL,2642,1,1
GCH1,2643,EXACT_SYMBOL,2643,1,1
GCHFR,2644,EXACT_SYMBOL,2644,1,1
GCK,2645,EXACT_SYMBOL,2645,1,1
GCKR,2646,EXACT_SYMBOL,2646,1,1
GCLC,2729,EXACT_SYMBOL,2729,1,1
GCLM,2730,EXACT_SYMBOL,2730,1,1
GCM1,8521,EXACT_SYMBOL,8521,1,1
GCM2,9247,EXACT_SYMBOL,9247,1,1
GCN1L1,10985,EXACT_SYMBOL,10985,0,0
GCNT1,2650,EXACT_SYMBOL,2650,1,1
GCNT2,2651,EXACT_SYMBOL,2651,1,1
GCNT3,9245,EXACT_SYMBOL,9245,1,1
GCNT4,51301,EXACT_SYMBOL,51301,1,1
GCNT6,644378,UNRESOLVED,,0,0
GCNT7,140687,EXACT_SYMBOL,140687,1,1
GCOM1,145781,EXACT_SYMBOL,145781,1,1
GCSH,2653,EXACT_SYMBOL,2653,1,1
GDA,9615,EXACT_SYMBOL,9615,1,1
GDAP1,54332,EXACT_SYMBOL,54332,1,1
GDAP1L1,78997,EXACT_SYMBOL,78997,1,1
GDAP2,54834,EXACT_SYMBOL,54834,1,1
GDE1,51573,EXACT_SYMBOL,51573,1,1
GDEP,118425,ENTREZ_ID_MATCH,118425,0,0
GDF1,2657,EXACT_SYMBOL,2657,1,1
GDF10,2662,EXACT_SYMBOL,2662,1,1
GDF11,10220,EXACT_SYMBOL,10220,1,1
GDF15,9518,EXACT_SYMBOL,9518,1,1
GDF2,2658,EXACT_SYMBOL,2658,1,1
GDF3,9573,EXACT_SYMBOL,9573,1,1
GDF5,8200,EXACT_SYMBOL,8200,1,1
GDF5OS,554250,UNRESOLVED,,1,0
GDF6,392255,UNRESOLVED,,1,0
GDF7,151449,UNRESOLVED,,1,0
GDF9,2661,EXACT_SYMBOL,2661,1,1
GDI1,2664,EXACT_SYMBOL,2664,1,1
GDI2,2665,EXACT_SYMBOL,2665,1,1
GDNF,2668,EXACT_SYMBOL,2668,1,1
GDPD1,284161,EXACT_SYMBOL,284161,1,1
GDPD2,54857,EXACT_SYMBOL,54857,1,1
GDPD3,79153,EXACT_SYMBOL,79153,1,1
GDPD4,220032,UNRESOLVED,,1,0
GDPD5,81544,EXACT_SYMBOL,81544,1,1
GEFT,115557,ENTREZ_ID_MATCH,115557,0,0
GEM,2669,EXACT_SYMBOL,2669,1,1
GEMIN4,50628,EXACT_SYMBOL,50628,1,1
GEMIN5,25929,EXACT_SYMBOL,25929,1,1
GEMIN6,79833,EXACT_SYMBOL,79833,1,1
GEMIN7,79760,EXACT_SYMBOL,79760,1,1
GEMIN8,54960,EXACT_SYMBOL,54960,1,1
GEN1,348654,EXACT_SYMBOL,348654,1,1
GFAP,2670,EXACT_SYMBOL,2670,1,1
GFER,2671,EXACT_SYMBOL,2671,1,1
GFI1,2672,EXACT_SYMBOL,2672,1,1
GFI1B,8328,EXACT_SYMBOL,8328,1,1
GFM1,85476,EXACT_SYMBOL,85476,1,1
GFM2,84340,EXACT_SYMBOL,84340,1,1
GFOD1,54438,EXACT_SYMBOL,54438,1,1
GFOD2,81577,EXACT_SYMBOL,81577,1,1
GFPT1,2673,EXACT_SYMBOL,2673,1,1
GFPT2,9945,EXACT_SYMBOL,9945,1,1
GFRA1,2674,EXACT_SYMBOL,2674,1,1
GFRA2,2675,EXACT_SYMBOL,2675,1,1
GFRA3,2676,EXACT_SYMBOL,2676,1,1
GFRA4,64096,EXACT_SYMBOL,64096,1,1
GFRAL,389400,UNRESOLVED,,1,0
GGA1,26088,EXACT_SYMBOL,26088,1,1
GGA2,23062,EXACT_SYMBOL,23062,1,1
GGA3,23163,EXACT_SYMBOL,23163,1,1
GGCT,79017,EXACT_SYMBOL,79017,1,1
GGCX,2677,EXACT_SYMBOL,2677,1,1
GGH,8836,EXACT_SYMBOL,8836,1,1
GGN,199720,EXACT_SYMBOL,199720,1,1
GGNBP1,449520,UNRESOLVED,,0,0
GGNBP2,79893,EXACT_SYMBOL,79893,1,1
GGPS1,9453,EXACT_SYMBOL,9453,1,1
GGT1,2678,EXACT_SYMBOL,2678,1,1
GGT2,728441,EXACT_SYMBOL,728441,1,1
GGT3,2679,ENTREZ_ID_MATCH,2679,0,0
GGT3P,2679,EXACT_SYMBOL,2679,0,0
GGT5,2687,EXACT_SYMBOL,2687,1,1
GGT6,124975,EXACT_SYMBOL,124975,1,1
GGT7,2686,EXACT_SYMBOL,2686,1,1
GGT8P,645367,EXACT_SYMBOL,645367,0,0
GGTA1,2681,ENTREZ_ID_MATCH,2681,0,0
GGTL3,2686,ENTREZ_ID_MATCH,2686,0,0
GGTLC1,92086,EXACT_SYMBOL,92086,1,1
GGTLC2,91227,EXACT_SYMBOL,91227,1,1
GH1,2688,EXACT_SYMBOL,2688,1,1
GH2,2689,EXACT_SYMBOL,2689,1,1
GHDC,84514,EXACT_SYMBOL,84514,1,1
GHITM,27069,EXACT_SYMBOL,27069,1,1
GHR,2690,EXACT_SYMBOL,2690,1,1
GHRH,2691,EXACT_SYMBOL,2691,1,1
GHRHR,2692,EXACT_SYMBOL,2692,1,1
GHRL,51738,EXACT_SYMBOL,51738,1,1
GHRLOS,100126793,EXACT_SYMBOL,100126793,1,1
GHSR,2693,EXACT_SYMBOL,2693,1,1
GIF,2694,EXACT_SYMBOL,2694,1,1
GIGYF1,64599,EXACT_SYMBOL,64599,1,1
GIGYF2,26058,EXACT_SYMBOL,26058,1,1
GIMAP1,170575,EXACT_SYMBOL,170575,1,1
GIMAP2,26157,EXACT_SYMBOL,26157,1,1
GIMAP4,55303,EXACT_SYMBOL,55303,1,1
GIMAP5,55340,EXACT_SYMBOL,55340,1,1
GIMAP6,474344,EXACT_SYMBOL,474344,1,1
GIMAP7,168537,EXACT_SYMBOL,168537,1,1
GIMAP8,155038,EXACT_SYMBOL,155038,1,1
GIN1,54826,EXACT_SYMBOL,54826,1,1
GINS1,9837,EXACT_SYMBOL,9837,1,1
GINS2,51659,EXACT_SYMBOL,51659,1,1
GINS3,64785,EXACT_SYMBOL,64785,1,1
GINS4,84296,EXACT_SYMBOL,84296,1,1
GIP,2695,EXACT_SYMBOL,2695,1,1
GIPC1,10755,EXACT_SYMBOL,10755,1,1
GIPC2,54810,EXACT_SYMBOL,54810,1,1
GIPC3,126326,EXACT_SYMBOL,126326,1,1
GIPR,2696,EXACT_SYMBOL,2696,1,1
GIT1,28964,EXACT_SYMBOL,28964,1,1
GIT2,9815,EXACT_SYMBOL,9815,1,1
GIYD1,548593,ENTREZ_ID_MATCH,548593,0,0
GIYD2,79008,ENTREZ_ID_MATCH,79008,0,0
GJA1,2697,EXACT_SYMBOL,2697,1,1
GJA10,84694,EXACT_SYMBOL,84694,1,1
GJA3,2700,EXACT_SYMBOL,2700,1,1
GJA4,2701,EXACT_SYMBOL,2701,1,1
GJA5,2702,EXACT_SYMBOL,2702,1,1
GJA8,2703,EXACT_SYMBOL,2703,1,1
GJA9,81025,EXACT_SYMBOL,81025,1,1
GJB1,2705,EXACT_SYMBOL,2705,1,1
GJB2,2706,EXACT_SYMBOL,2706,1,1
GJB3,2707,EXACT_SYMBOL,2707,1,1
GJB4,127534,EXACT_SYMBOL,127534,1,1
GJB5,2709,EXACT_SYMBOL,2709,1,1
GJB6,10804,EXACT_SYMBOL,10804,1,1
GJB7,375519,UNRESOLVED,,1,0
GJC1,10052,EXACT_SYMBOL,10052,1,1
GJC2,57165,EXACT_SYMBOL,57165,1,1
GJC3,349149,UNRESOLVED,,1,0
GJD2,57369,EXACT_SYMBOL,57369,1,1
GJD3,125111,EXACT_SYMBOL,125111,1,1
GJD4,219770,EXACT_SYMBOL,219770,1,1
GK,2710,EXACT_SYMBOL,2710,1,1
GK2,2712,EXACT_SYMBOL,2712,1,1
GK5,256356,EXACT_SYMBOL,256356,1,1
GKAP1,80318,EXACT_SYMBOL,80318,1,1
GKN1,56287,EXACT_SYMBOL,56287,1,1
GKN2,200504,EXACT_SYMBOL,200504,1,1
GLA,2717,EXACT_SYMBOL,2717,1,1
GLB1,2720,EXACT_SYMBOL,2720,1,1
GLB1L,79411,EXACT_SYMBOL,79411,1,1
GLB1L2,89944,EXACT_SYMBOL,89944,1,1
GLB1L3,112937,EXACT_SYMBOL,112937,1,1
GLCCI1,113263,EXACT_SYMBOL,113263,1,1
GLCE,26035,EXACT_SYMBOL,26035,1,1
GLDC,2731,EXACT_SYMBOL,2731,1,1
GLDN,342035,EXACT_SYMBOL,342035,1,1
GLE1,2733,EXACT_SYMBOL,2733,1,1
GLG1,2734,EXACT_SYMBOL,2734,1,1
GLI1,2735,EXACT_SYMBOL,2735,1,1
GLI2,2736,EXACT_SYMBOL,2736,1,1
GLI3,2737,EXACT_SYMBOL,2737,1,1
GLI4,2738,EXACT_SYMBOL,2738,1,1
GLIPR1,11010,EXACT_SYMBOL,11010,1,1
GLIPR1L1,256710,EXACT_SYMBOL,256710,1,1
GLIPR1L2,144321,UNRESOLVED,,1,0
