null_rep	AB_cosine	AC_cosine	BC_cosine	AB_w1	AC_w1	BC_w1	minimum_pairwise_cosine	maximum_pairwise_w1
26	0.9828697147536037	0.9904821346629851	0.9824491716890302	0.019525101180027614	0.08948058125123534	0.07354895743330757	0.9824491716890302	0.08948058125123534
27	0.9893306251041738	0.992936064265428	0.9804756122707641	0.033254361296335765	0.08896017360444597	0.06502513856842777	0.9804756122707641	0.08896017360444597
28	0.9620539267225402	0.9946619506695517	0.9815637812294115	0.012990059949378026	0.07146734126095959	0.06194569137333464	0.9620539267225402	0.07146734126095959
29	0.9736711136640224	0.9951707967042582	0.9796135115171624	0.03094627551873876	0.07379430164064385	0.05332421163817821	0.9736711136640224	0.07379430164064385
30	0.9840087179156496	0.9975792415449387	0.9814828430748004	0.02757280723887566	0.08227317358705472	0.06260954440753702	0.9814828430748004	0.08227317358705472
31	0.9567261326898568	0.9937245928754506	0.9748307476156471	0.019567640439571512	0.08399388787702879	0.07873866478993301	0.9567261326898568	0.08399388787702879
32	0.9818306298528476	0.992255767377155	0.9908315950133317	0.026025130145131012	0.07638812932618065	0.05610082995904267	0.9818306298528476	0.07638812932618065
33	0.9683607007190717	0.9939954844434039	0.9856052376004103	0.018346471497409846	0.07486943664180838	0.06532064065041045	0.9683607007190717	0.07486943664180838
34	0.9776414237065326	0.9983111209402425	0.9839578319642462	0.03660603705764978	0.07401744789409015	0.0576071168508035	0.9776414237065326	0.07401744789409015
35	0.9848430563773937	0.9967331975292776	0.9840523738922021	0.03070805172046392	0.08129247819128883	0.06280860491629799	0.9840523738922021	0.08129247819128883
36	0.9916711461949629	0.9925038323169487	0.9890555886982116	0.043786936952470414	0.10074529861453928	0.06601743629366805	0.9890555886982116	0.10074529861453928
37	0.9661723990453782	0.9895517346655208	0.9779857735696897	0.02874379058809821	0.08931427394416232	0.062457704711600656	0.9661723990453782	0.08931427394416232
38	0.9841377271663055	0.9971523656756814	0.9923044477179063	0.03954744706061643	0.08561172987786664	0.06108544911290127	0.9841377271663055	0.08561172987786664
39	0.9652882107392414	0.9890366218326784	0.9793383254899776	0.015730260521408513	0.07270409619345712	0.07106098718206806	0.9652882107392414	0.07270409619345712
40	0.9707443166551539	0.9961673674200092	0.9773364341586529	0.025234644066991812	0.09196032541155369	0.07567347632034994	0.9707443166551539	0.09196032541155369
41	0.978366324504457	0.9861475065502938	0.9830444342607519	0.020178000619672353	0.07498036590322837	0.05604622500147401	0.978366324504457	0.07498036590322837
42	0.987465389698008	0.9967727529419769	0.9856464712394283	0.029670530999206225	0.07707492284466017	0.05635792593764893	0.9856464712394283	0.07707492284466017
43	0.9685114531533326	0.9962153900683678	0.9788792838343218	0.03597916424055474	0.08975142941422856	0.07260221347001923	0.9685114531533326	0.08975142941422856
44	0.9751500826776166	0.9979055942438045	0.9769887201820918	0.02277787939420166	0.09759181170333385	0.08253803849425076	0.9751500826776166	0.09759181170333385
45	0.9632130976465771	0.9922894770020075	0.9737945254529035	0.021259092498265887	0.0984910131379523	0.07988161717370827	0.9632130976465771	0.0984910131379523
46	0.9780883306262791	0.9911935423827264	0.9769157493413707	0.022910040463273176	0.0843536614193187	0.07029297466979359	0.9769157493413707	0.0843536614193187
47	0.9646008219284343	0.9920344984752713	0.9808956855481207	0.01237076769550629	0.07068501495627293	0.062006496432408714	0.9646008219284343	0.07068501495627293
48	0.9551552603354454	0.9861104982912673	0.9863990557033814	0.018869359076899822	0.06552303159744172	0.0520873656574117	0.9551552603354454	0.06552303159744172
49	0.9817068388663697	0.997064244738303	0.9769896012111527	0.02003680997270689	0.08020094272749888	0.06699019012227965	0.9769896012111527	0.08020094272749888
50	0.9831937206326664	0.9914159979097816	0.9864617440194485	0.036868537626518	0.08454371024999045	0.06147959680612727	0.9831937206326664	0.08454371024999045
51	0.9840777738011118	0.9926925844812292	0.993922379268524	0.02835126926027309	0.0770401606183073	0.0635512530740431	0.9840777738011118	0.0770401606183073
52	0.9671692882013485	0.9934709190360044	0.9799659542758088	0.024123097917554882	0.07791118739274916	0.06132585145968596	0.9671692882013485	0.07791118739274916
53	0.9652939751857672	0.991452594199607	0.9878446104353151	0.028909146637028944	0.08403461313017027	0.07305718656680739	0.9652939751857672	0.08403461313017027
54	0.9673602522336414	0.9929570643445036	0.9722966580613077	0.020675411975689163	0.07813554866246902	0.061295273694148285	0.9673602522336414	0.07813554866246902
55	0.9829715362745939	0.9957193984184358	0.9888042442522387	0.02209123734813786	0.07829875015485528	0.06718992115256224	0.9829715362745939	0.07829875015485528
56	0.97821844393568	0.9961205161266026	0.9877568570796367	0.011594195550936503	0.0774679130589643	0.07069194013968845	0.97821844393568	0.0774679130589643
57	0.9626764074208038	0.989712566250952	0.9830169144054298	0.017838060983701092	0.07352725017383349	0.06336805707399021	0.9626764074208038	0.07352725017383349
58	0.9494377692097862	0.9871504754687915	0.9852933847632709	0.015800842295643512	0.07307830782161766	0.06595491294136645	0.9494377692097862	0.07307830782161766
59	0.9806052800046668	0.9986622187120937	0.9840444537626724	0.03573608678962611	0.07894687475099584	0.05372343888404271	0.9806052800046668	0.07894687475099584
