fold,repeat,fold_within_repeat,r,n_train,n_test,n_pos_train,n_pos_test,leading_abs_eigenvalue,pr_auc,roc_auc,balanced_accuracy,sensitivity,specificity
35,7,5,16,77,19,10,3,72.44526560732483,0.28888888888888886,0.49999999999999994,0.6354166666666666,0.3333333333333333,0.9375
36,8,1,4,76,20,10,3,56.13161270030411,0.4276315789473684,0.4117647058823529,0.6078431372549019,0.3333333333333333,0.8823529411764706
36,8,1,8,76,20,10,3,56.13161270030411,0.42300194931773877,0.37254901960784315,0.5490196078431372,0.3333333333333333,0.7647058823529411
36,8,1,16,76,20,10,3,56.13161270030411,0.2222222222222222,0.47058823529411764,0.47058823529411764,0.0,0.9411764705882353
37,8,2,4,77,19,11,2,60.940467574571635,0.5769230769230769,0.6764705882352942,0.4852941176470588,0.5,0.47058823529411764
37,8,2,8,77,19,11,2,60.940467574571635,0.5625,0.5882352941176471,0.6323529411764706,0.5,0.7647058823529411
37,8,2,16,77,19,11,2,60.940467574571635,0.5714285714285714,0.6470588235294117,0.6911764705882353,0.5,0.8823529411764706
38,8,3,4,77,19,11,2,63.22886205354732,0.35,0.7352941176470589,0.6323529411764706,0.5,0.7647058823529411
38,8,3,8,77,19,11,2,63.22886205354732,0.5833333333333333,0.9411764705882353,0.8529411764705883,1.0,0.7058823529411765
38,8,3,16,77,19,11,2,63.22886205354732,0.26785714285714285,0.7647058823529411,0.4411764705882353,0.0,0.8823529411764706
39,8,4,4,77,19,10,3,57.819539636472946,0.24074074074074076,0.625,0.78125,1.0,0.5625
39,8,4,8,77,19,10,3,57.819539636472946,0.2685185185185185,0.625,0.6041666666666666,0.3333333333333333,0.875
39,8,4,16,77,19,10,3,57.819539636472946,0.2851851851851852,0.6666666666666666,0.6041666666666666,0.3333333333333333,0.875
40,8,5,4,77,19,10,3,58.37935918760085,0.5916666666666666,0.8333333333333333,0.8125,1.0,0.625
40,8,5,8,77,19,10,3,58.37935918760085,0.5111111111111111,0.6666666666666666,0.7083333333333333,0.6666666666666666,0.75
40,8,5,16,77,19,10,3,58.37935918760085,0.6111111111111112,0.6666666666666666,0.7395833333333333,0.6666666666666666,0.8125
41,9,1,4,76,20,10,3,69.05767400165979,0.28968253968253965,0.7254901960784312,0.6862745098039216,0.6666666666666666,0.7058823529411765
41,9,1,8,76,20,10,3,69.05767400165979,0.35,0.7254901960784313,0.4901960784313726,0.3333333333333333,0.6470588235294118
41,9,1,16,76,20,10,3,69.05767400165979,0.4444444444444445,0.8627450980392156,0.4411764705882353,0.0,0.8823529411764706
42,9,2,4,77,19,11,2,62.520411220370164,0.5833333333333333,0.9411764705882353,0.8529411764705883,1.0,0.7058823529411765
42,9,2,8,77,19,11,2,62.520411220370164,0.5833333333333333,0.9411764705882353,0.8823529411764706,1.0,0.7647058823529411
42,9,2,16,77,19,11,2,62.520411220370164,0.5833333333333333,0.9411764705882353,0.9411764705882353,1.0,0.8823529411764706
43,9,3,4,77,19,11,2,56.795680670229714,0.17763157894736842,0.4117647058823529,0.6617647058823529,0.5,0.8235294117647058
43,9,3,8,77,19,11,2,56.795680670229714,0.09821428571428571,0.20588235294117652,0.4117647058823529,0.0,0.8235294117647058
43,9,3,16,77,19,11,2,56.795680670229714,0.11513157894736842,0.29411764705882354,0.5,0.0,1.0
44,9,4,4,77,19,10,3,61.17199001988036,0.5138888888888888,0.8541666666666666,0.6770833333333333,0.6666666666666666,0.6875
44,9,4,8,77,19,10,3,61.17199001988036,0.7575757575757576,0.8333333333333333,0.7083333333333333,0.6666666666666666,0.75
44,9,4,16,77,19,10,3,61.17199001988036,0.625,0.8541666666666666,0.6041666666666666,0.3333333333333333,0.875
45,9,5,4,77,19,10,3,70.59796311369388,0.5,0.6666666666666666,0.5104166666666666,0.3333333333333333,0.6875
45,9,5,8,77,19,10,3,70.59796311369388,0.5380952380952381,0.7083333333333333,0.7083333333333333,0.6666666666666666,0.75
45,9,5,16,77,19,10,3,70.59796311369388,0.5435897435897437,0.7291666666666666,0.5729166666666666,0.3333333333333333,0.8125
46,10,1,4,76,20,10,3,57.45331805313519,0.7254901960784313,0.7254901960784313,0.6568627450980392,0.6666666666666666,0.6470588235294118
46,10,1,8,76,20,10,3,57.45331805313519,0.519298245614035,0.6274509803921569,0.7156862745098038,0.6666666666666666,0.7647058823529411
46,10,1,16,76,20,10,3,57.45331805313519,0.626984126984127,0.7647058823529411,0.7745098039215685,0.6666666666666666,0.8823529411764706
47,10,2,4,77,19,11,2,62.33090525572338,0.225,0.7058823529411764,0.6029411764705883,0.5,0.7058823529411765
47,10,2,8,77,19,11,2,62.33090525572338,0.18333333333333335,0.6176470588235294,0.38235294117647056,0.0,0.7647058823529411
47,10,2,16,77,19,11,2,62.33090525572338,0.14646464646464646,0.5,0.4117647058823529,0.0,0.8235294117647058
48,10,3,4,77,19,11,2,59.26772833427509,0.39285714285714285,0.8235294117647058,0.6323529411764706,0.5,0.7647058823529411
48,10,3,8,77,19,11,2,59.26772833427509,0.41666666666666663,0.8823529411764706,0.9117647058823529,1.0,0.8235294117647058
48,10,3,16,77,19,11,2,59.26772833427509,0.29166666666666663,0.7647058823529411,0.4411764705882353,0.0,0.8823529411764706
49,10,4,4,77,19,10,3,60.820131065562244,0.44285714285714284,0.8333333333333334,0.875,1.0,0.75
49,10,4,8,77,19,10,3,60.820131065562244,0.7222222222222222,0.9166666666666666,0.7708333333333333,0.6666666666666666,0.875
49,10,4,16,77,19,10,3,60.820131065562244,0.5555555555555556,0.8958333333333334,0.8020833333333333,0.6666666666666666,0.9375
50,10,5,4,77,19,10,3,62.021932325985546,0.3555555555555555,0.6041666666666666,0.6145833333333333,0.6666666666666666,0.5625
50,10,5,8,77,19,10,3,62.021932325985546,0.519298245614035,0.6041666666666666,0.7083333333333333,0.6666666666666666,0.75
50,10,5,16,77,19,10,3,62.021932325985546,0.41111111111111115,0.8333333333333334,0.4375,0.0,0.875
51,11,1,4,76,20,10,3,62.68082521994974,0.38690476190476186,0.784313725490196,0.8235294117647058,1.0,0.6470588235294118
51,11,1,8,76,20,10,3,62.68082521994974,0.4909090909090909,0.6862745098039216,0.5490196078431372,0.3333333333333333,0.7647058823529411
51,11,1,16,76,20,10,3,62.68082521994974,0.4027777777777778,0.8039215686274509,0.6078431372549019,0.3333333333333333,0.8823529411764706
52,11,2,4,77,19,11,2,65.69955343431225,0.10795454545454546,0.29411764705882354,0.29411764705882354,0.0,0.5882352941176471
52,11,2,8,77,19,11,2,65.69955343431225,0.11437908496732026,0.3235294117647059,0.35294117647058826,0.0,0.7058823529411765
52,11,2,16,77,19,11,2,65.69955343431225,0.10512820512820513,0.2647058823529412,0.4117647058823529,0.0,0.8235294117647058
53,11,3,4,77,19,11,2,61.18140205021995,0.2111111111111111,0.6764705882352942,0.6323529411764706,0.5,0.7647058823529411
53,11,3,8,77,19,11,2,61.18140205021995,0.18382352941176472,0.47058823529411764,0.6029411764705883,0.5,0.7058823529411765
53,11,3,16,77,19,11,2,61.18140205021995,0.3125,0.5588235294117647,0.6911764705882353,0.5,0.8823529411764706
54,11,4,4,77,19,10,3,61.984094006173564,0.625,0.8541666666666666,0.7083333333333333,0.6666666666666666,0.75
54,11,4,8,77,19,10,3,61.984094006173564,0.75,0.8125,0.7083333333333333,0.6666666666666666,0.75
54,11,4,16,77,19,10,3,61.984094006173564,0.9166666666666665,0.9791666666666666,0.8020833333333333,0.6666666666666666,0.9375
55,11,5,4,77,19,10,3,61.43724685740412,0.7380952380952381,0.7708333333333333,0.6458333333333333,0.6666666666666666,0.625
55,11,5,8,77,19,10,3,61.43724685740412,0.18977591036414565,0.3958333333333333,0.5729166666666666,0.3333333333333333,0.8125
55,11,5,16,77,19,10,3,61.43724685740412,0.1508190883190883,0.3333333333333333,0.4375,0.0,0.875
56,12,1,4,76,20,10,3,59.82575957217687,0.6428571428571428,0.8823529411764706,0.8529411764705883,1.0,0.7058823529411765
56,12,1,8,76,20,10,3,59.82575957217687,0.6805555555555556,0.8823529411764706,0.7450980392156863,0.6666666666666666,0.8235294117647058
56,12,1,16,76,20,10,3,59.82575957217687,0.5,0.8431372549019607,0.7450980392156863,0.6666666666666666,0.8235294117647058
57,12,2,4,77,19,11,2,62.274584996000435,0.75,0.9411764705882353,0.8529411764705883,1.0,0.7058823529411765
57,12,2,8,77,19,11,2,62.274584996000435,0.18055555555555555,0.4411764705882353,0.6617647058823529,0.5,0.8235294117647058
57,12,2,16,77,19,11,2,62.274584996000435,0.13025210084033612,0.38235294117647056,0.4411764705882353,0.0,0.8823529411764706
58,12,3,4,77,19,11,2,56.890332241679296,0.26666666666666666,0.7058823529411764,0.6911764705882353,0.5,0.8823529411764706
58,12,3,8,77,19,11,2,56.890332241679296,0.1588235294117647,0.4411764705882353,0.4117647058823529,0.0,0.8235294117647058
58,12,3,16,77,19,11,2,56.890332241679296,0.1625,0.5588235294117647,0.47058823529411764,0.0,0.9411764705882353
59,12,4,4,77,19,10,3,63.013874200451674,0.4,0.6875,0.7083333333333333,0.6666666666666666,0.75
59,12,4,8,77,19,10,3,63.013874200451674,0.3873015873015873,0.8125,0.5729166666666666,0.3333333333333333,0.8125
59,12,4,16,77,19,10,3,63.013874200451674,0.6095238095238096,0.8541666666666666,0.5729166666666666,0.3333333333333333,0.8125
60,12,5,4,77,19,10,3,62.18917088721896,0.3088235294117647,0.5625,0.6145833333333333,0.6666666666666666,0.5625
60,12,5,8,77,19,10,3,62.18917088721896,0.2754901960784314,0.5833333333333333,0.6145833333333333,0.6666666666666666,0.5625
60,12,5,16,77,19,10,3,62.18917088721896,0.5435897435897437,0.7291666666666666,0.7083333333333333,0.6666666666666666,0.75
61,13,1,4,76,20,10,3,60.27070373204963,0.55,0.7647058823529411,0.5980392156862745,0.6666666666666666,0.5294117647058824
61,13,1,8,76,20,10,3,60.27070373204963,0.5111111111111111,0.6862745098039216,0.5980392156862745,0.6666666666666666,0.5294117647058824
61,13,1,16,76,20,10,3,60.27070373204963,0.25,0.6666666666666666,0.4411764705882353,0.0,0.8823529411764706
62,13,2,4,77,19,11,2,63.5783644159208,0.225,0.7058823529411764,0.6323529411764706,0.5,0.7647058823529411
62,13,2,8,77,19,11,2,63.5783644159208,0.29166666666666663,0.7647058823529411,0.6029411764705883,0.5,0.7058823529411765
62,13,2,16,77,19,11,2,63.5783644159208,0.20833333333333331,0.676470588235294,0.4117647058823529,0.0,0.8235294117647058
63,13,3,4,77,19,11,2,60.671847523737355,0.41666666666666663,0.8529411764705882,0.8529411764705883,1.0,0.7058823529411765
63,13,3,8,77,19,11,2,60.671847523737355,0.1875,0.5,0.4117647058823529,0.0,0.8235294117647058
63,13,3,16,77,19,11,2,60.671847523737355,0.5526315789473684,0.5,0.7205882352941176,0.5,0.9411764705882353
64,13,4,4,77,19,10,3,56.994562224359726,0.7254901960784313,0.7083333333333333,0.7708333333333333,0.6666666666666666,0.875
64,13,4,8,77,19,10,3,56.994562224359726,0.7192982456140351,0.6666666666666666,0.7708333333333333,0.6666666666666666,0.875
64,13,4,16,77,19,10,3,56.994562224359726,0.8666666666666667,0.9583333333333334,0.8020833333333333,0.6666666666666666,0.9375
65,13,5,4,77,19,10,3,61.10085975980761,0.26587301587301587,0.625,0.5729166666666666,0.3333333333333333,0.8125
65,13,5,8,77,19,10,3,61.10085975980761,0.626984126984127,0.75,0.7708333333333333,0.6666666666666666,0.875
65,13,5,16,77,19,10,3,61.10085975980761,0.5444444444444444,0.7708333333333333,0.6041666666666666,0.3333333333333333,0.875
66,14,1,4,76,20,10,3,58.53846848793004,0.8055555555555556,0.9607843137254902,0.8235294117647058,1.0,0.6470588235294118
66,14,1,8,76,20,10,3,58.53846848793004,0.8095238095238095,0.9215686274509803,0.803921568627451,0.6666666666666666,0.9411764705882353
66,14,1,16,76,20,10,3,58.53846848793004,0.6666666666666666,0.8627450980392156,0.803921568627451,0.6666666666666666,0.9411764705882353
67,14,2,4,77,19,11,2,59.35261087045804,0.5588235294117647,0.5588235294117647,0.5441176470588236,0.5,0.5882352941176471
67,14,2,8,77,19,11,2,59.35261087045804,0.5526315789473684,0.5,0.6029411764705883,0.5,0.7058823529411765
67,14,2,16,77,19,11,2,59.35261087045804,0.7,0.9117647058823529,0.6617647058823529,0.5,0.8235294117647058
68,14,3,4,77,19,11,2,66.47954681436049,0.225,0.7058823529411764,0.6029411764705883,0.5,0.7058823529411765
68,14,3,8,77,19,11,2,66.47954681436049,0.2159090909090909,0.6470588235294117,0.4117647058823529,0.0,0.8235294117647058
68,14,3,16,77,19,11,2,66.47954681436049,0.22619047619047616,0.7058823529411764,0.4411764705882353,0.0,0.8823529411764706
69,14,4,4,77,19,10,3,59.32600212725458,0.5625,0.6875,0.7395833333333333,0.6666666666666666,0.8125
69,14,4,8,77,19,10,3,59.32600212725458,0.3176638176638177,0.625,0.6354166666666666,0.3333333333333333,0.9375
69,14,4,16,77,19,10,3,59.32600212725458,0.2492063492063492,0.6041666666666666,0.5,0.0,1.0
70,14,5,4,77,19,10,3,70.73586825920619,0.3686868686868687,0.75,0.6458333333333333,0.6666666666666666,0.625
70,14,5,8,77,19,10,3,70.73586825920619,0.3472222222222222,0.7708333333333333,0.84375,1.0,0.6875
70,14,5,16,77,19,10,3,70.73586825920619,0.6428571428571428,0.875,0.6041666666666666,0.3333333333333333,0.875
71,15,1,4,76,20,10,3,66.488054659351,0.5769230769230769,0.7647058823529411,0.6862745098039216,0.6666666666666666,0.7058823529411765
71,15,1,8,76,20,10,3,66.488054659351,0.5,0.8431372549019607,0.6568627450980392,0.6666666666666666,0.6470588235294118
71,15,1,16,76,20,10,3,66.488054659351,0.6388888888888888,0.9411764705882353,0.9411764705882353,1.0,0.8823529411764706
72,15,2,4,77,19,11,2,59.39275681038086,0.1875,0.5,0.4117647058823529,0.0,0.8235294117647058
72,15,2,8,77,19,11,2,59.39275681038086,0.22916666666666666,0.5294117647058824,0.6617647058823529,0.5,0.8235294117647058
72,15,2,16,77,19,11,2,59.39275681038086,0.2777777777777778,0.7352941176470589,0.6911764705882353,0.5,0.8823529411764706
73,15,3,4,77,19,11,2,59.405176211985115,0.6111111111111112,0.7941176470588236,0.6617647058823529,0.5,0.8235294117647058
73,15,3,8,77,19,11,2,59.405176211985115,0.6428571428571428,0.8529411764705882,0.6323529411764706,0.5,0.7647058823529411
73,15,3,16,77,19,11,2,59.405176211985115,0.41666666666666663,0.8529411764705882,0.6911764705882353,0.5,0.8823529411764706
74,15,4,4,77,19,10,3,59.48559946322444,0.6388888888888888,0.7916666666666666,0.6145833333333333,0.6666666666666666,0.5625
