fold_i,fold_j,repeat_i,repeat_j,same_repeat,normalized_projector_overlap
8,67,2,14,0,0.6629281030109417
8,68,2,14,0,0.806660666336465
8,69,2,14,0,0.5998077428172304
8,70,2,14,0,0.6097818306619265
8,71,2,15,0,0.7345255957778919
8,72,2,15,0,0.6426338402010949
8,73,2,15,0,0.6869048947998725
8,74,2,15,0,0.6810245281797944
8,75,2,15,0,0.6286255723666196
8,76,2,16,0,0.6504690797378061
8,77,2,16,0,0.7835442485869648
8,78,2,16,0,0.6520456889259618
8,79,2,16,0,0.6003912987897317
8,80,2,16,0,0.722366191105615
8,81,2,17,0,0.6448536193352365
8,82,2,17,0,0.6464955296710602
8,83,2,17,0,0.7517825329969695
8,84,2,17,0,0.6089863229297392
8,85,2,17,0,0.7097562237892144
8,86,2,18,0,0.6446032956158856
8,87,2,18,0,0.6474591100804495
8,88,2,18,0,0.7052770382099587
8,89,2,18,0,0.6801408047298243
8,90,2,18,0,0.6948821831014669
8,91,2,19,0,0.6958360306816713
8,92,2,19,0,0.6794882567565732
8,93,2,19,0,0.6926545539033029
8,94,2,19,0,0.6231475636686625
8,95,2,19,0,0.7125394045974298
8,96,2,20,0,0.6562219973168886
8,97,2,20,0,0.6444198787580602
8,98,2,20,0,0.7069658117471412
8,99,2,20,0,0.7098954066463583
8,100,2,20,0,0.6447992027323975
9,10,2,2,1,0.5522796926252578
9,11,2,3,0,0.5902517687652844
9,12,2,3,0,0.6377498017833472
9,13,2,3,0,0.6323536915949259
9,14,2,3,0,0.6091433962785859
9,15,2,3,0,0.5690324283743018
9,16,2,4,0,0.5767591791828053
9,17,2,4,0,0.6357931419099343
9,18,2,4,0,0.6276882655255712
9,19,2,4,0,0.5526017991420602
9,20,2,4,0,0.632715778240657
9,21,2,5,0,0.6257687574101674
9,22,2,5,0,0.6145737238000565
9,23,2,5,0,0.6025196438077766
9,24,2,5,0,0.6332438759362422
9,25,2,5,0,0.5635218993197564
9,26,2,6,0,0.6645729977406238
9,27,2,6,0,0.6377540236520107
9,28,2,6,0,0.5607030339565549
9,29,2,6,0,0.5669303238979084
9,30,2,6,0,0.6087671273100338
9,31,2,7,0,0.5716524450843994
9,32,2,7,0,0.6149609961002263
9,33,2,7,0,0.7072597500568261
9,34,2,7,0,0.5694464438463555
9,35,2,7,0,0.584964670733877
9,36,2,8,0,0.5856993226172651
9,37,2,8,0,0.6093599469743332
9,38,2,8,0,0.5773403402813642
9,39,2,8,0,0.6228078381004384
9,40,2,8,0,0.6415423443072005
9,41,2,9,0,0.5779138667410931
9,42,2,9,0,0.5572720643161776
9,43,2,9,0,0.6832864394404994
9,44,2,9,0,0.6211978796769194
9,45,2,9,0,0.6465779634027856
9,46,2,10,0,0.5450460026118453
9,47,2,10,0,0.6658583217766678
9,48,2,10,0,0.5463294216817894
9,49,2,10,0,0.6066525702660345
9,50,2,10,0,0.6536805182455363
9,51,2,11,0,0.6239780696368531
9,52,2,11,0,0.6273267772918107
9,53,2,11,0,0.6606646578635751
9,54,2,11,0,0.5711702631532283
9,55,2,11,0,0.5344499619991436
9,56,2,12,0,0.5673217851377264
9,57,2,12,0,0.6420545808588378
9,58,2,12,0,0.6737308238754056
9,59,2,12,0,0.5630064889929669
9,60,2,12,0,0.5945270408530535
9,61,2,13,0,0.5803026318005954
9,62,2,13,0,0.5499498218249215
9,63,2,13,0,0.6655331496816959
9,64,2,13,0,0.6398832737572975
9,65,2,13,0,0.5966753928741487
9,66,2,14,0,0.560237258106278
9,67,2,14,0,0.6895032603705236
9,68,2,14,0,0.6157292912479571
9,69,2,14,0,0.5653519340890527
9,70,2,14,0,0.5847493168761844
9,71,2,15,0,0.5563210278672885
9,72,2,15,0,0.5794542486077779
9,73,2,15,0,0.6093012660657067
9,74,2,15,0,0.6560400703402606
9,75,2,15,0,0.5980120617261324
9,76,2,16,0,0.6775735569348535
9,77,2,16,0,0.5928645104017969
9,78,2,16,0,0.619576777328557
9,79,2,16,0,0.5444309084278067
9,80,2,16,0,0.5734978072767594
9,81,2,17,0,0.6400092396174963
9,82,2,17,0,0.5671272214949981
9,83,2,17,0,0.6025041277816754
9,84,2,17,0,0.6665357959655382
9,85,2,17,0,0.5894746147194762
9,86,2,18,0,0.653563652375084
9,87,2,18,0,0.5592570194887697
9,88,2,18,0,0.6685621704836948
9,89,2,18,0,0.5736422733831362
9,90,2,18,0,0.5601795659012838
9,91,2,19,0,0.584263881115756
9,92,2,19,0,0.588330252210864
9,93,2,19,0,0.6151120548210919
9,94,2,19,0,0.5980655047962322
9,95,2,19,0,0.5982926938211145
9,96,2,20,0,0.5837911358871708
9,97,2,20,0,0.6611710462057196
9,98,2,20,0,0.5865960319465562
9,99,2,20,0,0.5723124054862818
9,100,2,20,0,0.6276644066761238
10,11,2,3,0,0.6579488131597251
10,12,2,3,0,0.6325727873786359
10,13,2,3,0,0.7057325626650743
10,14,2,3,0,0.698025261018546
10,15,2,3,0,0.7535305341770231
10,16,2,4,0,0.6966052916876668
10,17,2,4,0,0.5834269715803548
10,18,2,4,0,0.7105072544449418
10,19,2,4,0,0.7726194780164084
10,20,2,4,0,0.6961819045095681
10,21,2,5,0,0.7356023944499016
10,22,2,5,0,0.6537367997972016
10,23,2,5,0,0.7320703134103979
10,24,2,5,0,0.676585020786735
10,25,2,5,0,0.6356075482964569
10,26,2,6,0,0.6802416705417644
10,27,2,6,0,0.6829281713117586
10,28,2,6,0,0.7608287902766231
10,29,2,6,0,0.6875963370863709
10,30,2,6,0,0.6186007776544417
10,31,2,7,0,0.6357153154939219
10,32,2,7,0,0.690953904942023
10,33,2,7,0,0.6487272928777259
10,34,2,7,0,0.867318403636088
10,35,2,7,0,0.6257723978890861
10,36,2,8,0,0.6597891962219538
10,37,2,8,0,0.7292166311637174
10,38,2,8,0,0.7723698278698089
10,39,2,8,0,0.6319048601048357
10,40,2,8,0,0.6259184192405581
10,41,2,9,0,0.6922528778383573
10,42,2,9,0,0.7303083807594625
10,43,2,9,0,0.7106525537094697
10,44,2,9,0,0.6478106616463648
10,45,2,9,0,0.6495403882272064
10,46,2,10,0,0.6935503856499976
10,47,2,10,0,0.6550086196035316
10,48,2,10,0,0.7202833825993654
10,49,2,10,0,0.7069906501418847
10,50,2,10,0,0.6406373586121968
10,51,2,11,0,0.6753829344675851
10,52,2,11,0,0.6075755951369513
10,53,2,11,0,0.6911318722640261
10,54,2,11,0,0.7625268651362332
10,55,2,11,0,0.6793612291661609
10,56,2,12,0,0.7392559740073417
10,57,2,12,0,0.6808601037860486
10,58,2,12,0,0.5280594535561784
10,59,2,12,0,0.848807779056052
10,60,2,12,0,0.6745411549522904
10,61,2,13,0,0.6973858555145501
10,62,2,13,0,0.6423630318229308
10,63,2,13,0,0.6182353790730759
10,64,2,13,0,0.7372143403614015
10,65,2,13,0,0.6888085603472383
10,66,2,14,0,0.7126256329151095
10,67,2,14,0,0.6967897465713131
10,68,2,14,0,0.686874030478763
10,69,2,14,0,0.6963168448868338
10,70,2,14,0,0.6929651427974581
10,71,2,15,0,0.586481910280565
10,72,2,15,0,0.705542710495551
10,73,2,15,0,0.6782689366021418
10,74,2,15,0,0.7224551611226151
10,75,2,15,0,0.7027105885373013
10,76,2,16,0,0.6411969844287164
10,77,2,16,0,0.6356007499620298
10,78,2,16,0,0.7595393576560803
10,79,2,16,0,0.6371835286314591
10,80,2,16,0,0.7505891174958353
10,81,2,17,0,0.6772156012351377
10,82,2,17,0,0.651711735248639
10,83,2,17,0,0.7291362223928834
10,84,2,17,0,0.7606202740382206
10,85,2,17,0,0.6438031304647519
10,86,2,18,0,0.6272168348487097
10,87,2,18,0,0.7352146014576151
10,88,2,18,0,0.6517689598788212
10,89,2,18,0,0.7218975559425518
10,90,2,18,0,0.6851348599582459
10,91,2,19,0,0.6615333584561449
10,92,2,19,0,0.6524089287809633
10,93,2,19,0,0.7376963004818206
10,94,2,19,0,0.7147111755708345
10,95,2,19,0,0.6837517904495374
10,96,2,20,0,0.7320009445175498
10,97,2,20,0,0.6121393905660957
10,98,2,20,0,0.7229353075767283
10,99,2,20,0,0.777205997585027
10,100,2,20,0,0.6334785872040158
11,12,3,3,1,0.583310597183406
11,13,3,3,1,0.6193576447665989
11,14,3,3,1,0.6161224344365245
11,15,3,3,1,0.6198363089121304
11,16,3,4,0,0.6409320619114363
11,17,3,4,0,0.6069508191208819
11,18,3,4,0,0.6585997149228342
11,19,3,4,0,0.6758259269536095
11,20,3,4,0,0.6488123153400843
11,21,3,5,0,0.6466255741653462
11,22,3,5,0,0.5975328279805614
11,23,3,5,0,0.6589387945342812
11,24,3,5,0,0.7131357708921241
11,25,3,5,0,0.613537555978945
11,26,3,6,0,0.697929396545828
11,27,3,6,0,0.6095689391636827
11,28,3,6,0,0.6846231388864462
11,29,3,6,0,0.6429992323594057
11,30,3,6,0,0.5817469007332163
11,31,3,7,0,0.6417454369029297
11,32,3,7,0,0.6775202113856417
11,33,3,7,0,0.6478331552132858
11,34,3,7,0,0.644094348264321
11,35,3,7,0,0.6290936620239377
11,36,3,8,0,0.640287983418858
11,37,3,8,0,0.6465555240544134
11,38,3,8,0,0.6599055981712649
11,39,3,8,0,0.6498529353107797
11,40,3,8,0,0.6515690074783356
11,41,3,9,0,0.5980664083181515
11,42,3,9,0,0.6758629346591236
11,43,3,9,0,0.6569348723915662
11,44,3,9,0,0.7012093615723799
11,45,3,9,0,0.6264978735173374
11,46,3,10,0,0.6946890695275258
11,47,3,10,0,0.6003910283428496
11,48,3,10,0,0.6413667983843798
11,49,3,10,0,0.6148027918403326
11,50,3,10,0,0.7026690536121938
11,51,3,11,0,0.6853260936753093
11,52,3,11,0,0.5702994580257842
11,53,3,11,0,0.6383542739117147
11,54,3,11,0,0.680365752161721
11,55,3,11,0,0.6311481651973788
11,56,3,12,0,0.6582585326099664
11,57,3,12,0,0.6753795794834173
11,58,3,12,0,0.5167779919049653
11,59,3,12,0,0.6775529983896376
11,60,3,12,0,0.6928931327149417
11,61,3,13,0,0.6661592497198375
11,62,3,13,0,0.5912177267983201
11,63,3,13,0,0.6909524483337397
11,64,3,13,0,0.6552815090610374
11,65,3,13,0,0.6354163314171071
11,66,3,14,0,0.6144690865052146
11,67,3,14,0,0.7242324573267138
11,68,3,14,0,0.6058466675361136
11,69,3,14,0,0.6949281278069361
11,70,3,14,0,0.6024624365948978
11,71,3,15,0,0.572066234977437
11,72,3,15,0,0.6574500690304275
11,73,3,15,0,0.6293544983484124
11,74,3,15,0,0.6625880009699952
11,75,3,15,0,0.6753310109149975
11,76,3,16,0,0.6394197602441543
11,77,3,16,0,0.6709706112980344
11,78,3,16,0,0.6470133035469179
11,79,3,16,0,0.5938369809721478
11,80,3,16,0,0.6377105190756589
11,81,3,17,0,0.5952444463235287
11,82,3,17,0,0.6548262302651309
11,83,3,17,0,0.6942077206684791
11,84,3,17,0,0.6652193243420021
11,85,3,17,0,0.6412293532659195
11,86,3,18,0,0.6874395825318474
11,87,3,18,0,0.6220682950166172
11,88,3,18,0,0.6334537629417872
11,89,3,18,0,0.6274509858806964
11,90,3,18,0,0.6660978342991049
11,91,3,19,0,0.623075124924368
11,92,3,19,0,0.6069236283197351
11,93,3,19,0,0.6439299853177783
11,94,3,19,0,0.7089301906387477
11,95,3,19,0,0.6578545957035912
11,96,3,20,0,0.6438833007120519
11,97,3,20,0,0.5656248234528805
11,98,3,20,0,0.6057536209450533
11,99,3,20,0,0.6986691710883559
11,100,3,20,0,0.7100883255038853
12,13,3,3,1,0.7029945075195668
12,14,3,3,1,0.6143861031324118
12,15,3,3,1,0.6137897390413515
12,16,3,4,0,0.6878296515039597
12,17,3,4,0,0.6041827335568525
12,18,3,4,0,0.655105741408889
12,19,3,4,0,0.6337081859519067
12,20,3,4,0,0.6906690118967412
12,21,3,5,0,0.7310063575466048
12,22,3,5,0,0.6240343418450978
12,23,3,5,0,0.6696206384162315
12,24,3,5,0,0.6516794188344335
12,25,3,5,0,0.6648684636670626
12,26,3,6,0,0.6514232732598229
12,27,3,6,0,0.687377303722467
12,28,3,6,0,0.6772759267471136
12,29,3,6,0,0.6007976765838687
12,30,3,6,0,0.6944093088970515
12,31,3,7,0,0.7031643129152582
12,32,3,7,0,0.6652246051681601
12,33,3,7,0,0.6782012008014253
12,34,3,7,0,0.649120304443396
12,35,3,7,0,0.6358591181880351
12,36,3,8,0,0.6266935940324587
12,37,3,8,0,0.6357559883468055
12,38,3,8,0,0.6946569296785091
12,39,3,8,0,0.6765820385087826
12,40,3,8,0,0.7167931084531857
12,41,3,9,0,0.7078639044858441
12,42,3,9,0,0.653815567523621
12,43,3,9,0,0.6600265155765398
12,44,3,9,0,0.6330342471160223
12,45,3,9,0,0.6920637232249558
12,46,3,10,0,0.6149960179248357
12,47,3,10,0,0.7139919373687479
12,48,3,10,0,0.6635392932407829
12,49,3,10,0,0.7064811982522239
12,50,3,10,0,0.6239342308371522
12,51,3,11,0,0.6683835042129784
12,52,3,11,0,0.6732082145235074
12,53,3,11,0,0.7109277580517609
12,54,3,11,0,0.6598230335117159
12,55,3,11,0,0.6015523884154681
12,56,3,12,0,0.6298787955900997
12,57,3,12,0,0.6717134197105437
12,58,3,12,0,0.6507272812069982
12,59,3,12,0,0.6476586568245226
12,60,3,12,0,0.6284621142964656
12,61,3,13,0,0.6479970988050456
12,62,3,13,0,0.7229290622776862
12,63,3,13,0,0.6634471390379568
12,64,3,13,0,0.6594292973035285
12,65,3,13,0,0.6544989251593509
12,66,3,14,0,0.6812970205035975
12,67,3,14,0,0.6351134609730344
12,68,3,14,0,0.7218187890443692
12,69,3,14,0,0.6113760335600693
12,70,3,14,0,0.6856647832840026
12,71,3,15,0,0.7198431111486884
12,72,3,15,0,0.6432388328848905
12,73,3,15,0,0.6524548473720647
12,74,3,15,0,0.6519427792015334
12,75,3,15,0,0.6847970134740152
12,76,3,16,0,0.624660966817
12,77,3,16,0,0.6757456862773019
12,78,3,16,0,0.7214077169360842
12,79,3,16,0,0.6388642090775216
12,80,3,16,0,0.6717884462873014
12,81,3,17,0,0.7211289843552928
12,82,3,17,0,0.6344937351087719
12,83,3,17,0,0.6920617396188694
12,84,3,17,0,0.6199221578768253
12,85,3,17,0,0.7272818717607938
12,86,3,18,0,0.6614192070489192
12,87,3,18,0,0.6326072914974507
12,88,3,18,0,0.7220603918005397
12,89,3,18,0,0.6883075613365973
12,90,3,18,0,0.6445213710034448
12,91,3,19,0,0.6588159256649899
12,92,3,19,0,0.6515814236005686
12,93,3,19,0,0.6805204468423491
12,94,3,19,0,0.6296953857481801
12,95,3,19,0,0.6772642614218242
12,96,3,20,0,0.6119163883119584
12,97,3,20,0,0.7345595050880669
12,98,3,20,0,0.682611082380682
12,99,3,20,0,0.6290703981743672
12,100,3,20,0,0.7015154835454609
13,14,3,3,1,0.6381591730268044
13,15,3,3,1,0.6517642254790763
13,16,3,4,0,0.6829561982118153
13,17,3,4,0,0.6630205262716269
13,18,3,4,0,0.7199626555112169
13,19,3,4,0,0.6603792658746542
13,20,3,4,0,0.663537921855707
13,21,3,5,0,0.7350778324729852
13,22,3,5,0,0.6616330236959174
13,23,3,5,0,0.6830968788728732
13,24,3,5,0,0.6513517444091849
13,25,3,5,0,0.661492060899764
13,26,3,6,0,0.6593222730969923
13,27,3,6,0,0.7552433798289679
13,28,3,6,0,0.7106709867151451
13,29,3,6,0,0.6248853180798647
13,30,3,6,0,0.6404507462059541
13,31,3,7,0,0.6826808677589746
13,32,3,7,0,0.7139499652471201
13,33,3,7,0,0.6375676889389814
13,34,3,7,0,0.7294217942033888
13,35,3,7,0,0.6199568994641739
13,36,3,8,0,0.6492362938264318
13,37,3,8,0,0.6533156793990722
13,38,3,8,0,0.7275080564613259
13,39,3,8,0,0.6502974575096457
13,40,3,8,0,0.6636302574269486
13,41,3,9,0,0.7588375223104997
13,42,3,9,0,0.6630296151332522
13,43,3,9,0,0.651656959634487
13,44,3,9,0,0.6350991671141915
13,45,3,9,0,0.7192814907120297
13,46,3,10,0,0.627096169282304
13,47,3,10,0,0.7119048390930749
13,48,3,10,0,0.7276035439390184
13,49,3,10,0,0.7092426662995638
13,50,3,10,0,0.6304805789392754
13,51,3,11,0,0.6474728872634435
13,52,3,11,0,0.7029346018750071
13,53,3,11,0,0.6998068933424195
13,54,3,11,0,0.7043771980771912
13,55,3,11,0,0.6555809514002209
13,56,3,12,0,0.6745254202875367
13,57,3,12,0,0.6439889249642543
13,58,3,12,0,0.6608712832237637
13,59,3,12,0,0.7392459463643398
13,60,3,12,0,0.6468009888005761
13,61,3,13,0,0.7771558713472042
13,62,3,13,0,0.6743117603316405
13,63,3,13,0,0.6476578404699153
13,64,3,13,0,0.6837345221935707
13,65,3,13,0,0.6759300732028066
13,66,3,14,0,0.6839438822802515
13,67,3,14,0,0.6505088425186322
13,68,3,14,0,0.7274131957198732
13,69,3,14,0,0.6013611778105343
13,70,3,14,0,0.7307224976128507
13,71,3,15,0,0.6798030848483645
13,72,3,15,0,0.6844163357599053
13,73,3,15,0,0.6766301412481053
13,74,3,15,0,0.65552191790298
13,75,3,15,0,0.6995665514766899
13,76,3,16,0,0.641385244338728
13,77,3,16,0,0.7325104065382531
13,78,3,16,0,0.6663155715591327
13,79,3,16,0,0.6477163681909915
13,80,3,16,0,0.7695313900274724
13,81,3,17,0,0.657694208028698
13,82,3,17,0,0.6562303925797256
13,83,3,17,0,0.714407676557171
13,84,3,17,0,0.6529863483425999
13,85,3,17,0,0.7525606349816325
13,86,3,18,0,0.6320011736290285
13,87,3,18,0,0.6616834028382199
13,88,3,18,0,0.7592383779755209
13,89,3,18,0,0.7356689641103761
13,90,3,18,0,0.6728929902589937
13,91,3,19,0,0.6671941418378492
13,92,3,19,0,0.7116562760438297
13,93,3,19,0,0.69949596869916
13,94,3,19,0,0.6780271674597915
13,95,3,19,0,0.691629743458342
13,96,3,20,0,0.6464514383056859
13,97,3,20,0,0.6785201585409473
13,98,3,20,0,0.7095728192679742
13,99,3,20,0,0.7156892365985031
13,100,3,20,0,0.6445729580902688
14,15,3,3,1,0.6477016341437951
14,16,3,4,0,0.7234081353597505
14,17,3,4,0,0.5280210206981888
14,18,3,4,0,0.7228822429138879
14,19,3,4,0,0.7216516458388437
14,20,3,4,0,0.6807787090501244
14,21,3,5,0,0.6547755007511364
14,22,3,5,0,0.7951495295097337
14,23,3,5,0,0.691201700622712
14,24,3,5,0,0.6541300599586886
14,25,3,5,0,0.5883665933710026
14,26,3,6,0,0.6205485578022938
14,27,3,6,0,0.6542064345201157
14,28,3,6,0,0.702411381981865
14,29,3,6,0,0.7317548185875757
14,30,3,6,0,0.6502596292526928
14,31,3,7,0,0.6504657954541448
14,32,3,7,0,0.6630450899995609
14,33,3,7,0,0.6485415803667745
14,34,3,7,0,0.7023318632428572
14,35,3,7,0,0.6487890853899186
14,36,3,8,0,0.6789944970245467
14,37,3,8,0,0.748898252374286
14,38,3,8,0,0.6574713736880478
14,39,3,8,0,0.6556241270711373
14,40,3,8,0,0.626535753211661
14,41,3,9,0,0.7091928150503137
14,42,3,9,0,0.6620377495185392
14,43,3,9,0,0.7366197482424861
14,44,3,9,0,0.5598294632946101
14,45,3,9,0,0.7155845551915532
14,46,3,10,0,0.7421721563352682
14,47,3,10,0,0.6306605044099785
14,48,3,10,0,0.6675693741040774
14,49,3,10,0,0.6283788380098747
14,50,3,10,0,0.6925572338556244
14,51,3,11,0,0.6627176893922202
14,52,3,11,0,0.6691892115248413
14,53,3,11,0,0.6697958217218751
14,54,3,11,0,0.6796327621221174
14,55,3,11,0,0.6758964267982375
14,56,3,12,0,0.6837543344722046
14,57,3,12,0,0.6725155371770972
14,58,3,12,0,0.5673826920618775
14,59,3,12,0,0.7000948979594879
14,60,3,12,0,0.6964114432545898
14,61,3,13,0,0.6362491352355926
14,62,3,13,0,0.6566959382998949
14,63,3,13,0,0.5816049328080815
14,64,3,13,0,0.7581779749555276
14,65,3,13,0,0.7440875139761753
14,66,3,14,0,0.6951250735436042
14,67,3,14,0,0.6921152403977137
14,68,3,14,0,0.694267689390022
14,69,3,14,0,0.6911723457648323
14,70,3,14,0,0.5882358110633447
14,71,3,15,0,0.6320467588150813
14,72,3,15,0,0.6740072352469177
14,73,3,15,0,0.6666268639425525
14,74,3,15,0,0.687265012394809
14,75,3,15,0,0.6489547153310723
14,76,3,16,0,0.7408994755124689
14,77,3,16,0,0.6142797736974863
14,78,3,16,0,0.6670765037897765
14,79,3,16,0,0.6387747544116534
14,80,3,16,0,0.6387231330504413
14,81,3,17,0,0.630994457683713
14,82,3,17,0,0.6889945322470413
14,83,3,17,0,0.7224928616926336
14,84,3,17,0,0.6957367848360427
14,85,3,17,0,0.6255542135145763
14,86,3,18,0,0.6137009166463064
14,87,3,18,0,0.7144894079456692
14,88,3,18,0,0.6175135221322964
14,89,3,18,0,0.6722975424172624
14,90,3,18,0,0.7141126057314113
14,91,3,19,0,0.7556563949223118
14,92,3,19,0,0.5739369815732802
14,93,3,19,0,0.6630931643917244
14,94,3,19,0,0.6180915105726001
14,95,3,19,0,0.6964834343511951
14,96,3,20,0,0.7123086198212374
14,97,3,20,0,0.6092803350943984
14,98,3,20,0,0.7392285928966706
14,99,3,20,0,0.6968933198357712
14,100,3,20,0,0.6021385470859464
15,16,3,4,0,0.6484284705132657
15,17,3,4,0,0.5647638974717514
15,18,3,4,0,0.721724704130629
15,19,3,4,0,0.7333841717936284
15,20,3,4,0,0.6755038999733972
15,21,3,5,0,0.69255369617663
15,22,3,5,0,0.6388645697858566
15,23,3,5,0,0.7727929115760033
15,24,3,5,0,0.6358659993582987
15,25,3,5,0,0.6316314628446962
15,26,3,6,0,0.6575084213253487
15,27,3,6,0,0.6627355060347083
15,28,3,6,0,0.7497406808005574
15,29,3,6,0,0.6466835524474739
15,30,3,6,0,0.5537830515240578
15,31,3,7,0,0.6359692728063195
15,32,3,7,0,0.688793910918214
15,33,3,7,0,0.65102737300544
15,34,3,7,0,0.7182573939024082
15,35,3,7,0,0.6607510942318773
15,36,3,8,0,0.6841404978442314
15,37,3,8,0,0.7425310882070302
15,38,3,8,0,0.6401332063885463
15,39,3,8,0,0.673937453172204
15,40,3,8,0,0.5958964321788378
15,41,3,9,0,0.6225693706476126
15,42,3,9,0,0.7036267237850985
15,43,3,9,0,0.7171755585967897
15,44,3,9,0,0.6148957261208043
15,45,3,9,0,0.6299645481663185
15,46,3,10,0,0.6614820151594867
15,47,3,10,0,0.7067797041433422
15,48,3,10,0,0.6293254690977744
15,49,3,10,0,0.6875024534017531
15,50,3,10,0,0.6648726209472129
15,51,3,11,0,0.5994539315511185
15,52,3,11,0,0.6157904743822483
15,53,3,11,0,0.6942069991392276
15,54,3,11,0,0.732055150049193
15,55,3,11,0,0.6638082421711955
15,56,3,12,0,0.6403682011919694
15,57,3,12,0,0.7521588787505462
15,58,3,12,0,0.5252602575126121
15,59,3,12,0,0.761815076799851
15,60,3,12,0,0.6421514780480946
15,61,3,13,0,0.6452670228514672
15,62,3,13,0,0.6684067148591833
15,63,3,13,0,0.6203837361507691
15,64,3,13,0,0.7369473966672612
15,65,3,13,0,0.6692260002398189
15,66,3,14,0,0.703191211908399
15,67,3,14,0,0.6741239511819995
15,68,3,14,0,0.6713260622514997
15,69,3,14,0,0.6648221012465021
15,70,3,14,0,0.6538985050022106
15,71,3,15,0,0.5679246767651059
15,72,3,15,0,0.6840828451222909
15,73,3,15,0,0.7192173967690682
15,74,3,15,0,0.6819312056007092
15,75,3,15,0,0.6658786618189643
15,76,3,16,0,0.6415300044786617
15,77,3,16,0,0.6372003204745645
15,78,3,16,0,0.7402226580873098
15,79,3,16,0,0.6580145715126133
15,80,3,16,0,0.636848217067524
15,81,3,17,0,0.6750721332146036
15,82,3,17,0,0.6433436843210634
15,83,3,17,0,0.7322247732554314
15,84,3,17,0,0.6644229694789379
15,85,3,17,0,0.6273294903262918
15,86,3,18,0,0.6224142645452382
15,87,3,18,0,0.7552860814706219
15,88,3,18,0,0.6502481147661131
15,89,3,18,0,0.6652497910395307
15,90,3,18,0,0.7096090559584577
15,91,3,19,0,0.6284149893128497
15,92,3,19,0,0.6539940702508948
15,93,3,19,0,0.7566008225187202
15,94,3,19,0,0.6111147086207518
15,95,3,19,0,0.6516685388488406
15,96,3,20,0,0.7117762627781644
15,97,3,20,0,0.6327722768272763
15,98,3,20,0,0.7289724685289697
15,99,3,20,0,0.6654638663664384
15,100,3,20,0,0.644364666580165
16,17,4,4,1,0.5759064716642529
16,18,4,4,1,0.669080716553952
16,19,4,4,1,0.6576925310696708
16,20,4,4,1,0.6275397549992755
16,21,4,5,0,0.6987041266051052
16,22,4,5,0,0.7120258029019333
16,23,4,5,0,0.7005113696728957
16,24,4,5,0,0.640662921085231
16,25,4,5,0,0.6292447882137109
16,26,4,6,0,0.6288992799661655
16,27,4,6,0,0.682636849351274
16,28,4,6,0,0.7433046258739229
16,29,4,6,0,0.7035279603642262
16,30,4,6,0,0.6087418893594756
16,31,4,7,0,0.683053665849261
16,32,4,7,0,0.6343473942001978
16,33,4,7,0,0.6325469770089074
16,34,4,7,0,0.7180707796233914
16,35,4,7,0,0.6725546211616268
16,36,4,8,0,0.6661723915350142
16,37,4,8,0,0.7309113061073743
16,38,4,8,0,0.7564674636626008
16,39,4,8,0,0.6521198103482793
16,40,4,8,0,0.6245304501748776
16,41,4,9,0,0.7168046410222904
16,42,4,9,0,0.6768983208751947
16,43,4,9,0,0.7032169830470564
16,44,4,9,0,0.6241566276181348
16,45,4,9,0,0.6820110044599357
16,46,4,10,0,0.709566882990309
16,47,4,10,0,0.6770657452009112
16,48,4,10,0,0.7757067871218299
16,49,4,10,0,0.6598876560374879
16,50,4,10,0,0.5830350655836817
16,51,4,11,0,0.6211258834589195
16,52,4,11,0,0.643945294690532
16,53,4,11,0,0.7012459025562616
16,54,4,11,0,0.7190995322712745
16,55,4,11,0,0.7008761331525118
16,56,4,12,0,0.6948865706935833
16,57,4,12,0,0.6660508816385388
16,58,4,12,0,0.5743544970409342
16,59,4,12,0,0.7481215247984445
16,60,4,12,0,0.6909198854838459
16,61,4,13,0,0.700190599288085
16,62,4,13,0,0.6913610357151041
16,63,4,13,0,0.5825023003528528
16,64,4,13,0,0.6786082476215346
16,65,4,13,0,0.7296155385092742
16,66,4,14,0,0.6580588250065598
16,67,4,14,0,0.6445681068605558
16,68,4,14,0,0.7397584349669946
16,69,4,14,0,0.6715398118971382
16,70,4,14,0,0.6764616166967566
16,71,4,15,0,0.6852602712876126
16,72,4,15,0,0.7219952251761419
16,73,4,15,0,0.6961724058527368
16,74,4,15,0,0.6413462094488251
16,75,4,15,0,0.6550989972913096
16,76,4,16,0,0.6272811705553374
16,77,4,16,0,0.6573746967060724
16,78,4,16,0,0.6909253272225381
16,79,4,16,0,0.7678253956390642
16,80,4,16,0,0.6399309601004097
16,81,4,17,0,0.6242876502305614
16,82,4,17,0,0.6991376241981136
16,83,4,17,0,0.7261889292732906
16,84,4,17,0,0.6440001286761486
16,85,4,17,0,0.7115275583886094
16,86,4,18,0,0.6178877818557372
16,87,4,18,0,0.7343350920533782
16,88,4,18,0,0.6538769879947653
16,89,4,18,0,0.7099762274987026
16,90,4,18,0,0.6763173010965894
16,91,4,19,0,0.6937499854068457
16,92,4,19,0,0.6054596620169496
16,93,4,19,0,0.6814618790219389
16,94,4,19,0,0.6751290332746049
16,95,4,19,0,0.7374872968515445
16,96,4,20,0,0.6002011524014969
16,97,4,20,0,0.5776921090456851
16,98,4,20,0,0.7699636200577249
16,99,4,20,0,0.7058445937126278
16,100,4,20,0,0.6928236013305465
17,18,4,4,1,0.5615271912171873
17,19,4,4,1,0.5201383913313307
17,20,4,4,1,0.5317934211051247
17,21,4,5,0,0.5803084834144487
