null_rep	spectrum_cosine	distance_wasserstein	anisotropy_wasserstein
38	0.5719668285668651	0.1865076448242351	0.09073388849955864
39	0.5798155762779245	0.17992509171450322	0.08746918796547001
40	0.5871332923072782	0.17372774319839177	0.08879178358391975
41	0.5888453507730652	0.18218590438647633	0.08956084712384042
42	0.5733257218915113	0.18147849717906522	0.08436574747269984
43	0.5744662090649504	0.1857341431784826	0.09043607281469464
44	0.5704352681400012	0.17340041677228907	0.08784507385181961
45	0.5804461349109176	0.17922211801908702	0.0905008059848255
46	0.5774291855014909	0.1769987093448424	0.08988480272552297
47	0.589343365526545	0.17970921098959236	0.09052316987291731
48	0.5734326063046271	0.18455650578538751	0.0839901235401066
49	0.5807612865122379	0.18368120332088092	0.08732249679278418
50	0.581859068720811	0.17273129433367226	0.08906250799308708
51	0.5772943778919053	0.18026115571278764	0.08698386646776357
52	0.5812658892537573	0.17650162362333616	0.08761652849709693
53	0.5739019651249312	0.1830106309540855	0.08792831490131374
54	0.5865005738047522	0.178878845634931	0.08861839842937697
55	0.582377953106274	0.18678192697374116	0.08860333660815949
56	0.5837099414978743	0.17446669900402587	0.0837333028274861
57	0.5754695356844182	0.18208912157955948	0.09152359002092066
58	0.5912531239922794	0.1799298435605522	0.09271741949430774
59	0.5959017555895868	0.17982592700883784	0.08662889677257059
60	0.5792650171677596	0.1771089568346387	0.09028387888608526
61	0.5793907724639344	0.1772593972436233	0.08834302539155853
62	0.586263017345113	0.18316646633208364	0.08445293455318624
63	0.5731390676693374	0.18779118876865955	0.09084697609127128
64	0.5804153983190279	0.1795436816200456	0.08857771483038997
65	0.5817850993295847	0.1811401951360488	0.08901136651027704
66	0.582481883562445	0.18053209979652665	0.09462985925295882
67	0.5791376501844981	0.18505863629875693	0.09560086403783896
68	0.5876597945762988	0.17946011489276945	0.09197656982914948
69	0.5763972899873042	0.17689124825896096	0.0868506495782483
70	0.5802524466164956	0.18363581542019505	0.08725590079135186
71	0.5806134412663325	0.1761701003203122	0.08478183823614288
72	0.5745174702409611	0.18372142687013324	0.0890176322908539
73	0.5867324373889404	0.18206985562738554	0.08758090029327982
74	0.5848913069716608	0.18304807603192277	0.09297967711632235
75	0.5942321544974355	0.18326659174789378	0.08979351763193716
76	0.5946075611754846	0.17383674188986917	0.08458001484863399
77	0.5802057010542865	0.17712903214528006	0.08820156998132342
78	0.571486585750462	0.18184123275870803	0.08669464690020587
79	0.5729166961970205	0.17935469756219669	0.07822869377230375
80	0.5885759381593952	0.1803147420146771	0.08810066538749302
81	0.5744719878411233	0.18496977073006976	0.08487189067557903
82	0.5840535352416307	0.19083849891848417	0.09057483031313757
83	0.5851453390267033	0.18100101672992955	0.0885071560718144
84	0.5799299581782613	0.17859093267424372	0.08145470482198278
85	0.5893344228527005	0.18584282136401153	0.08983480959689458
86	0.5784570748158233	0.18009512984239545	0.08865513273824711
87	0.5839063646431008	0.18115103025914484	0.08764559436898357
88	0.5801334140755182	0.18024234300724587	0.09120603995331199
89	0.57994325022598	0.17788752168497557	0.09029008908066723
90	0.5721881651748334	0.18262658333629414	0.08641856893902965
91	0.5916261431586287	0.1754971706268714	0.08503820995145084
92	0.5703352032613465	0.176376274431654	0.08802914654487799
93	0.5877128985875658	0.17908834119587586	0.09217138191577672
94	0.5682477181577159	0.18192105175115225	0.07961351126477031
95	0.5821596120454742	0.178627273633613	0.08960800499590484
96	0.5832560421558727	0.18108735090148154	0.092497352878825
97	0.5829221258584847	0.17710227600815145	0.08447787240640592
98	0.582224482502957	0.17923542490810776	0.082354795184446
99	0.5786957532868562	0.18339000119826163	0.0897265397803167
100	0.5712451337353944	0.18684750348030443	0.08508787005601316
101	0.579507972093707	0.1823197656211832	0.08854510865116683
102	0.5791321769754613	0.17667873579334337	0.0779742528448796
103	0.5876714194906609	0.17694180018571115	0.08402805433033152
104	0.5753872159710596	0.17972430428611863	0.08474068006056269
105	0.5830290382040255	0.18261311479611836	0.0860737426501907
106	0.5853349878497581	0.1889866181125769	0.09168364399031827
107	0.5791127316298522	0.17617185081421927	0.0824484932933538
108	0.5831611905841854	0.18863632106209124	0.09283145619790502
109	0.575946121851011	0.1830012155430333	0.08921057576049488
110	0.5885012179056318	0.17979895749963576	0.08830846474052684
111	0.5775771189762391	0.17415068886643156	0.08394648808981002
112	0.5841558306650688	0.17963355691594518	0.08549187740624115
113	0.5763275293366293	0.1835586102366496	0.09046573169285968
114	0.5848991611077059	0.18274153966642698	0.09044137966002173
115	0.5801670118011243	0.18248851018660384	0.0872931185386244
116	0.5774445018757742	0.17949591938650272	0.0892631293806866
117	0.5747965670610903	0.1804732873503278	0.09084960189574962
118	0.5762165667521364	0.18197903982318708	0.09052566603371641
119	0.5920709374104388	0.17472198349596235	0.08131789849866045
120	0.5718275511894432	0.1758361889664731	0.08989130006978127
121	0.5764319228550849	0.1837005845236362	0.08747194222208662
122	0.581323709435853	0.18639673642658794	0.09133647742521023
123	0.581100344492661	0.18575683360667075	0.08585601698783026
124	0.5797482772026558	0.17989325569396583	0.08844194686174627
125	0.58234954371285	0.18157340480180106	0.09100627905918487
126	0.5787407725635708	0.17712450793028012	0.0914590705308824
127	0.580897736681933	0.16732054258737863	0.08367164798488862
128	0.5716731404943178	0.18607497175701646	0.08649670566835369
129	0.5703013964721061	0.1814314421412992	0.0918603195686079
130	0.5800320278420512	0.17682437238030302	0.0904740943224313
131	0.5728565369573609	0.1868174969099977	0.0887952347585733
132	0.5905428761245917	0.17855843942924818	0.08765995989191466
133	0.577744590484822	0.171777363803401	0.08384720964555815
134	0.5861159493699195	0.1797054353561819	0.09239656721843961
135	0.5780611250890206	0.18073270606541736	0.09258905561691258
136	0.5791109787733602	0.1798807093966781	0.08067714987661231
137	0.5775762151357986	0.18423388768416837	0.09171063674069287
138	0.576136835550577	0.17642666798102694	0.08944269216077318
139	0.5791805397919311	0.17983517741433117	0.09196876860543758
140	0.5827896902004611	0.18562349320867472	0.09277452925632534
141	0.5782910574682315	0.18272678976413342	0.08575624743254183
142	0.5770760921250966	0.17236219108092954	0.08378240454392873
143	0.5807986685346954	0.17999692769178618	0.09023954055156261
144	0.5874327661203753	0.1814845587641311	0.09168714876261193
145	0.5936873258066878	0.18283403391692427	0.08387065380450738
146	0.5801161698452459	0.1743749029635576	0.08248304048300857
147	0.5849618616833892	0.18320271274155678	0.08918419478727399
148	0.5905853217059183	0.18191207773047555	0.07955800017163545
149	0.5742058270234153	0.1707028966216667	0.08350649930001541
150	0.5786796541779929	0.1806914116349436	0.08951741624326008
151	0.587759805971749	0.17802021756927777	0.08664715490608631
152	0.5801954797864877	0.18326888744615438	0.08547963452184978
153	0.5751943604875739	0.1793128132498056	0.08542349409750304
154	0.5683541892836227	0.17590821292925385	0.08763414744665883
