null_rep,mean_pairwise_projector_overlap
1,0.056781229723035224
2,0.05683106058630379
3,0.05671226188701131
4,0.05662134313481255
5,0.056864716312925376
6,0.056773844801320764
7,0.056931353445829266
8,0.056765082716331496
9,0.05686711454707801
10,0.05679176950056472
11,0.056687481328955555
12,0.05674252929879612
13,0.05665578891702889
14,0.05679132047469743
15,0.05678376733205494
16,0.0568761254468111
17,0.05676380315774889
18,0.056781029583071345
19,0.05679962076060552
20,0.056844400062615194
21,0.05682207653159945
22,0.056833499932606675
23,0.05691536491721937
24,0.05671195926107833
25,0.05675295194698091
26,0.056748016018411694
27,0.056794101009809146
28,0.05672525373704639
29,0.05679643383124143
30,0.05681063498622873
31,0.05681841421208237
32,0.05680974051976613
33,0.056860432497039065
34,0.056716963182653075
35,0.05669926244273771
36,0.0566536468152809
37,0.056670067124492136
38,0.05678451751258006
39,0.056776443222483104
40,0.056823091476559236
41,0.05666065976974014
42,0.05673975716111153
43,0.05678386094245382
44,0.05672305168581047
45,0.05677626983575588
46,0.056850534335056276
47,0.05691719750487362
48,0.05662333435385278
49,0.056793234938455034
50,0.056685082052847655
51,0.056756816734823815
52,0.05669808122680594
53,0.056859923679889283
54,0.056836220970585966
55,0.05669614714387419
56,0.05686958721831165
57,0.05682170652011031
58,0.05691802833499198
59,0.05695548777116047
60,0.05673097738824063
61,0.0568756833800629
62,0.05679298371466165
63,0.05674040752526378
64,0.05690617908584251
65,0.056809505680635794
66,0.05684770967149909
67,0.05686549601544374
68,0.05668825760886896
69,0.05677830435419058
70,0.056846167080608315
71,0.05674710849938495
72,0.05688508540336404
73,0.05680515839477275
74,0.05683620096921169
75,0.0566551218986736
76,0.05680706609307299
77,0.056805654371599824
78,0.056750307413662236
79,0.0567678597296926
80,0.056719594156304516
81,0.056769970416856545
82,0.05691850695044664
83,0.05671525244293399
84,0.05678940988473946
85,0.05671411558830676
86,0.056801413869809955
87,0.05674117838452716
88,0.05687775086780539
89,0.056715737762728965
90,0.05676610124491811
91,0.056755800144590286
92,0.05668121781919566
93,0.05667350845077013
94,0.056686633697377316
95,0.05674887470136483
96,0.0567519006997521
97,0.05677964977653694
98,0.05673486146156815
99,0.05663487277597732
100,0.05687007320056148
101,0.05666096726925396
102,0.05681895089811202
103,0.05676526110307902
104,0.05677503078051878
105,0.05685547018923272
106,0.05691589943620118
107,0.05673114586380562
108,0.05677218591659206
109,0.05682691022024674
110,0.05687867692078159
111,0.05668455124058046
112,0.056726808903578896
113,0.05664320061140862
114,0.05678765163305857
115,0.05681208978760311
116,0.05667759882212699
117,0.056884492921157256
118,0.056602743652389896
119,0.056859792731940084
120,0.05688236146444256
121,0.05687815120111315
122,0.05676667097248872
123,0.05672692951103108
124,0.05679858198168185
125,0.056755728317118795
126,0.05673192168691758
127,0.05674724935680083
128,0.056796439863465845
129,0.05679870773546895
130,0.05673409572779806
131,0.056811249146240694
132,0.05676106188329182
133,0.05680063164723708
134,0.05670031787011297
135,0.056917497899741376
136,0.05678780345579257
137,0.05670514239552134
138,0.05685332594606198
139,0.056900785197531424
140,0.05668136573813677
141,0.05666394666063686
142,0.056664091331312595
143,0.05680636892505279
144,0.05667968187238732
145,0.05686354547507371
146,0.056781579054244795
147,0.05681636306853602
148,0.05674632479984771
149,0.05675575111708005
150,0.056853997661855095
151,0.0567591071267234
152,0.05685255312537303
153,0.056844296961377196
154,0.056798799127252726
155,0.05689167138636433
156,0.05674561969417101
157,0.056586710013861195
158,0.0568307768544624
159,0.0567025178307258
160,0.0567601405576665
161,0.05683617819964337
162,0.05677055620594194
163,0.056675132124017064
164,0.05674421119054165
165,0.05655760481609987
166,0.05679083614239706
167,0.05672070059134071
168,0.05670609350331285
169,0.05683642657547682
170,0.056773705999557264
171,0.056874748052863355
172,0.05684606490225951
173,0.05677284439292063
174,0.05664477385179197
175,0.056736660800082425
176,0.056699092224418705
177,0.05683746714831723
178,0.056921517079053865
179,0.056859789143497624
180,0.0567498759211323
181,0.05687456701843513
182,0.05678457429521816
183,0.056794151072140184
184,0.05682819983241415
185,0.05690968724987715
186,0.056740117733300975
187,0.05672289635385672
188,0.05677292691154355
189,0.05681480596768156
190,0.056733574223585055
191,0.056812760005869586
192,0.05689372433947026
193,0.05678249479923644
194,0.05678967412811573
195,0.05668629920757156
196,0.05671349813315227
197,0.05682110957121289
198,0.056757710506811554
199,0.05682505398571038
200,0.05668467176946646
201,0.05671222326405287
202,0.05675021526265181
203,0.05679538127318748
204,0.05680248680604693
205,0.05680926924533025
206,0.056811566326387966
207,0.056829958892801194
208,0.05683192865403543
209,0.05677246283764186
210,0.056768688611959044
211,0.05686931481347889
212,0.056782812766074955
213,0.056809213494542966
214,0.05675005979265172
215,0.05677150360194916
216,0.05675008519682885
217,0.05676120835280993
218,0.05673944861439574
219,0.05688339995149781
220,0.05686813489364237
221,0.05671172223265706
222,0.05687330867641302
223,0.056822815392712014
224,0.05677520221593085
225,0.05674232037295237
226,0.056733747719199194
227,0.056705817962415424
228,0.05667897312566409
229,0.05683333690890556
230,0.05684807232171322
231,0.05672120104637235
232,0.05658277604067287
233,0.0567329060682459
234,0.0567680146213816
235,0.056718626212149736
236,0.05686074459630111
237,0.056794639176050245
238,0.05674193759993948
239,0.05673974520147948
240,0.05680835296362081
241,0.05675776355318097
242,0.05678021509857845
243,0.05669110929625949
244,0.05669786180802595
245,0.05673225880022529
246,0.05649794665741969
247,0.05677145358076846
248,0.056724561508378
249,0.056774916971795285
250,0.05687550722497563
251,0.05695480480173187
252,0.056816399361651906
253,0.05675880476692705
254,0.056764915231220146
255,0.05678845983373209
256,0.05673179850558338
257,0.056945749591290444
258,0.05684226863447169
259,0.05686669659352205
260,0.05659827635592298
261,0.05668226585358578
262,0.05679183981093144
263,0.056915972085881096
264,0.05691778788098146
265,0.05683276744181411
266,0.056793103573480205
267,0.056816442950157156
268,0.05674689042332052
269,0.056766976015528714
270,0.05694975037310171
271,0.05675139806965494
272,0.05665251332851975
273,0.056904630136385706
274,0.05675374655417442
275,0.056949979218282515
276,0.05672313748179821
277,0.05688635188469774
278,0.056663436591467144
279,0.05673155729880358
280,0.05676395441907064
281,0.05698552651163712
282,0.05674774225736407
283,0.056831280360172605
284,0.05679797492366446
285,0.05681333783351736
286,0.056775702284507845
287,0.05668251903217258
288,0.05680814348667548
289,0.0567713956554191
290,0.05666779709582037
291,0.05687848273218861
292,0.05669845328507248
293,0.05682146079784796
294,0.05662197982415268
295,0.056827694648570064
296,0.05675049582511928
297,0.056722796663998945
298,0.05692026917816804
299,0.0567651749273995
300,0.056766373423497635
301,0.05681702456707753
302,0.05679601399658156
303,0.0567301219846807
304,0.05671330033656119
305,0.05679751476356995
306,0.056663915306776794
307,0.05675359872700014
308,0.056699753640792216
309,0.056765527761583244
310,0.05678572176171092
311,0.05677378106286828
312,0.05668524664003949
