null_rep,mean_pairwise_projector_overlap
313,0.05677141555679278
314,0.056714401692231194
315,0.05680303357208372
316,0.05682993132588928
317,0.056703292054226556
318,0.05661575675447684
319,0.056867715657722626
320,0.05680836517224021
321,0.056753535853704344
322,0.05676910620736349
323,0.05667701464643994
324,0.05674996594450542
325,0.05681151760371083
326,0.056732476881112576
327,0.05680133312911804
328,0.05681323678413361
329,0.056938039026335145
330,0.05679827566600439
331,0.05658817075450158
332,0.05675519825136369
333,0.05669694457813496
334,0.05681591957217577
335,0.05691345815787194
336,0.05688556111819673
337,0.056804119696029345
338,0.05674751449150722
339,0.056706685540623566
340,0.05681350377170464
341,0.05691575893338365
342,0.0567927966724932
343,0.056762318451186226
344,0.056694771220319504
345,0.05666589559239834
346,0.0568211796938165
347,0.05666675111309085
348,0.05675980947880005
349,0.056747963404132
350,0.05679497935656655
351,0.05676209577962646
352,0.056752024532080524
353,0.05675637630061765
354,0.05678983483249072
355,0.05670864168752718
356,0.056826491624822256
357,0.0568452915734832
358,0.0567993511518488
359,0.0568322930947056
360,0.0567899099644935
361,0.05686396081956907
362,0.056749532832365016
363,0.0567201379309517
364,0.05678855962789042
365,0.056684645335484195
366,0.05678645558631049
367,0.05676792767311508
368,0.056782327908748445
369,0.05670786239584379
370,0.05689709253793554
371,0.05675023067477471
372,0.05683456523460655
373,0.05684811876270904
374,0.05681261907494527
375,0.05682893239250454
376,0.056930295709602424
377,0.05675467930433463
378,0.056719315881135754
379,0.05670874957320483
380,0.05681425464307769
381,0.056872760621815996
382,0.056821336160025514
383,0.056789654628375576
384,0.056947956123218305
385,0.05673547081747726
386,0.056746070955067486
387,0.05663365839736011
388,0.05687783342279592
389,0.05670079759972886
390,0.05688682676836437
391,0.05686125030124463
392,0.056799114674800324
393,0.0566902633735856
394,0.05690397458415538
395,0.056805618784066376
396,0.056674114089661866
397,0.05678138544592821
398,0.056819036796908605
399,0.05676301139002228
400,0.05680716350239112
401,0.05700164020600653
402,0.056839598538213035
403,0.05676422818182133
404,0.0568920826963156
405,0.05668509714846322
406,0.05668500128783149
407,0.056999779213604
408,0.05688535187913358
409,0.056935587663646425
410,0.05687115834783406
411,0.056792682731587614
412,0.05681430896326929
413,0.05671397942619165
414,0.05676232780010112
415,0.05676877633820698
416,0.05681064583868524
417,0.056753869454825606
418,0.05675252136895863
419,0.056883812944351374
420,0.05677184444847442
421,0.056797799259271135
422,0.05674330209319122
423,0.056887405732580595
424,0.056689060624659435
425,0.05687483501576021
426,0.05681781396094562
427,0.0568653137547156
428,0.05669401833982174
429,0.056909450565144695
430,0.056858712739822216
431,0.05676906386431305
432,0.0567093509226434
433,0.056896546987187
434,0.0568527445832486
435,0.05679937859199247
436,0.05682107545736766
437,0.05691897821019965
438,0.056796148356503706
439,0.056799006785546315
440,0.05681310277233802
441,0.05679404098508103
442,0.056770219194404524
443,0.05684234621066047
444,0.056858206995906276
445,0.05689596961873453
446,0.05677834321926059
447,0.05666375142614821
448,0.056697777999109855
449,0.056873177242927675
450,0.05664427078524821
451,0.05687936361687542
452,0.05674090350233051
453,0.05668219475193255
454,0.05672699503666259
455,0.05664009926181697
456,0.05669679527904802
457,0.05674221655085013
458,0.05680784188659359
459,0.05681251673364104
460,0.05673807314346475
461,0.056779713025817566
462,0.0569633488224715
463,0.05681921604393482
464,0.05693588096881043
465,0.05677459680913135
466,0.05682914430703672
467,0.05672267250311705
468,0.056862804194991436
469,0.05679344248276216
470,0.056877287800275865
471,0.056685880955220626
472,0.05692407306382334
473,0.05686582981236357
474,0.05672976807633405
475,0.0568135087518949
476,0.056753954929899125
477,0.0567775914893068
478,0.05678718867544764
479,0.05677092179256285
480,0.05676478079850463
481,0.056858454164559404
482,0.05671190749468016
483,0.05692540869414088
484,0.056813303703754925
485,0.0568650335758795
486,0.056691979829215124
487,0.05668718570910034
488,0.05685207265072291
489,0.05676470608051044
490,0.05682023573676286
491,0.056839998485448115
492,0.05674317803419091
493,0.05688055841561033
494,0.05675464680372574
495,0.05680958926819146
496,0.056799191240666874
497,0.05675863249133972
498,0.05677112036410791
499,0.05685781369614867
500,0.056750990235110634
501,0.056878954818889
502,0.05668239488255677
503,0.05664261428832414
504,0.0566477294498325
505,0.05681791720639258
506,0.05690732441269821
507,0.056823457496829786
508,0.056892734158248345
509,0.05682424897266751
510,0.05671567205498647
511,0.056742294267507834
512,0.05677377292650404
513,0.0568286620901564
514,0.05674227040416847
515,0.05704221008786484
516,0.05673472161217833
517,0.056658554861714464
518,0.056828885098668354
519,0.0567357009870512
520,0.05678391282159312
521,0.05672618824526479
522,0.05673324670894164
523,0.05676720533703359
524,0.05673888633221193
525,0.05679705931472814
526,0.05670590244521499
527,0.05682425241562373
528,0.05677002424674983
529,0.05660573279345374
530,0.05677735059241822
531,0.05658747771001559
532,0.05674438739344527
533,0.056928462738868583
534,0.05689786731068456
535,0.05682304750408324
536,0.05677612485622486
537,0.05674819739663683
538,0.056797957263636525
539,0.0567035508971953
540,0.0566387870447621
541,0.056637243169195065
542,0.05674404990487864
543,0.05686671555431231
544,0.05679774126098894
545,0.05684993029332048
546,0.05691339907367879
547,0.0567955939334369
548,0.05683155131423116
549,0.05682062276793578
550,0.05683357842082721
551,0.056742862033550945
552,0.05685416276706743
553,0.05681023996208659
554,0.056741586042392066
555,0.05687031343727844
556,0.05676185993624749
557,0.05662456591250158
558,0.05662165248291295
559,0.056900842481144895
560,0.056751486374067905
561,0.056811444248284
562,0.056803366691060696
563,0.05670155782301738
564,0.0568800188729388
565,0.05681701964584813
566,0.05689905889531969
567,0.056766183410747
568,0.0568214850651777
569,0.0567434971656402
570,0.05685753371686104
571,0.05673445248601297
572,0.05667806320309622
573,0.05666120863127538
574,0.056765784190365216
575,0.056892857420235025
576,0.05668602256874444
577,0.05667112933613338
578,0.056699183561928185
579,0.05674675118041528
580,0.05679858383274655
581,0.056816037015460764
582,0.05662394289451025
583,0.0568446032680487
584,0.05674357842570223
585,0.056849890116100324
586,0.056805145645504755
587,0.056820520412547405
588,0.056741325437742456
589,0.056759709177527644
590,0.05683057035930815
591,0.056718202563107306
592,0.05671956600302653
593,0.05689019180963284
594,0.0569228788290774
595,0.056766527572854435
596,0.05679477175430874
597,0.05675391903141103
598,0.05660260308178438
599,0.056901522073476575
600,0.05667587330704238
601,0.05679650125235748
602,0.056655349462659946
603,0.056845890220021386
604,0.05680196162104194
605,0.056668790528755224
606,0.056773612015681534
607,0.05680329923540384
608,0.05682203617392069
609,0.05681217701452601
610,0.056743600090734515
611,0.05673701626213896
612,0.05676859355778743
613,0.056862732165059486
614,0.05674064606690916
615,0.05677432309033691
616,0.0567436038974997
617,0.056825605972468336
618,0.05680882809176067
619,0.056705552802798424
620,0.05681236411780497
621,0.056729623896708034
622,0.05681758402569987
623,0.05672801637794004
624,0.0567260126625977
625,0.05671792307810893
626,0.05677106832510347
627,0.0566977451332012
628,0.0568608928630052
629,0.05675078919322961
630,0.05682119797741285
631,0.05676882508921922
632,0.05680666982354808
633,0.05681030603065862
634,0.056704793830120684
635,0.0567636991653103
636,0.056992157351001396
637,0.05697739555001529
638,0.056924098626578205
639,0.05675028319111269
640,0.05666320880286304
641,0.05682355824073484
642,0.056740565592647424
643,0.05686582974955062
644,0.05671554329088485
645,0.05665950433530577
646,0.05687320268524281
647,0.05678181322002461
648,0.05683583349399191
649,0.05671930937988048
650,0.056682447493149546
651,0.056738446868918185
652,0.05675210303013064
653,0.05697623032215595
654,0.05676764542748044
655,0.056823155021516476
656,0.05676152173945604
657,0.05674956917811617
658,0.05675228021786957
659,0.05665442133289424
660,0.05676169637834684
661,0.056910311803542425
662,0.05667591715844489
663,0.05677902323672032
664,0.05680847263419451
665,0.0567437605075867
666,0.0568316552662587
667,0.056739519128117
668,0.05675512563297823
669,0.05671250280552321
670,0.056862309042673385
671,0.05690654354895886
672,0.05679888262939354
673,0.05681263098483544
674,0.05683888516790967
675,0.056725106780267466
676,0.05676069456627141
677,0.0568886621635445
678,0.05682432681586721
679,0.05674685641296173
680,0.05686076909641009
681,0.05670337951041378
682,0.056797389318232465
683,0.05686034461863858
684,0.05668697755314196
685,0.056859936393948846
686,0.05664005633051301
687,0.05679885989256716
688,0.056965196579411806
689,0.056894281583286445
690,0.05655349134199705
691,0.05666157203879197
692,0.05682674904753659
693,0.05667435876208398
694,0.05668210058188776
695,0.05675972896797203
696,0.05687940115082594
697,0.05682140748482852
698,0.05680498117098944
699,0.05677550912676608
700,0.056754898110843326
701,0.0568248024047735
702,0.05685528330333909
703,0.05675108079795334
704,0.05682718163583345
705,0.056771241667457915
706,0.05680892340563694
707,0.056764636848528574
708,0.05695504415657786
709,0.05685353619603061
710,0.05688547910485377
711,0.056870519008041576
712,0.0566731633708371
713,0.05669660190255898
714,0.05682965417944793
715,0.05684410392165588
716,0.056842975761819986
717,0.05688546562460242
718,0.056778208647441444
719,0.05678772202497357
720,0.056926408066181516
721,0.056614698440342864
722,0.05681982074892899
723,0.05676150737683274
724,0.056766169638880835
725,0.05671671895186217
726,0.05685580983260632
727,0.056635563647887445
728,0.05678966905580298
729,0.05664592368719076
730,0.0568416161777199
731,0.05668456496049701
732,0.0567858211637408
733,0.0567149523256594
734,0.05677796930000058
735,0.056814424050693
736,0.05674542255005046
737,0.056707151676531
738,0.056752707938372296
739,0.056717171168411094
740,0.05678589544328708
741,0.05669134946559533
742,0.056838888401734386
743,0.0568277038769411
744,0.05675972296356909
745,0.05681246426947976
746,0.05661269583711283
747,0.0567237607374966
748,0.05676295563067929
749,0.05686388341090034
750,0.05667220094829288
751,0.05675690087685247
752,0.056716082724018846
753,0.056681245901810604
754,0.05684387464039078
755,0.056656951607402216
756,0.05677900977199183
757,0.05672222060790022
758,0.05666524007327766
759,0.056892759018652865
760,0.05665624100462891
761,0.05682025778042556
762,0.05680413094538416
763,0.056724246113311276
764,0.05685985015746827
765,0.05685082559977558
766,0.056749044927233164
767,0.056716951607504756
768,0.056775767220624974
769,0.05661629563953693
770,0.056886776105980856
771,0.056766814905202356
772,0.056812742406880425
773,0.05661207819691207
774,0.05663207370556355
775,0.056647238454097554
776,0.056767899259258583
777,0.056836299459119374
778,0.05667186537411722
779,0.05680499733452223
780,0.05673453682238765
781,0.05683382687525205
782,0.056787293487710104
783,0.05671862167830582
784,0.05678156587187042
785,0.05679601301968174
786,0.05707218873156198
787,0.05676800207658105
788,0.056767347056692535
789,0.056819572514858724
790,0.05682173272849889
791,0.05669156452626326
792,0.056903558208881946
793,0.05679201819223222
794,0.05684544631999574
795,0.05666102484251814
796,0.056750043830565845
797,0.05680819719248125
798,0.056742507276125356
799,0.056915512433737506
800,0.056753477978267165
801,0.05690843072516362
802,0.05680966260150492
803,0.05669364799388883
804,0.05676659713762627
805,0.0567890538557042
806,0.05669413807577667
807,0.05675112640532567
808,0.056755801007527265
809,0.05685779469495651
810,0.05679384357878505
811,0.0568448389317151
812,0.05683691671906888
813,0.0566854394140927
814,0.05677000663084114
815,0.05679392660384144
816,0.056845193097797696
817,0.05671651893814105
818,0.05674389710061545
819,0.05668688717754623
820,0.05680361347678218
821,0.05681089775765219
822,0.056758706367230946
823,0.0567489495036026
824,0.056686873620251675
825,0.05668594422806455
826,0.056815679514318575
827,0.05690552272821748
828,0.056858460024720586
829,0.05680032595645456
830,0.05671362742235919
831,0.05673681403175453
832,0.05673995844743454
833,0.0568711731153959
834,0.05665324059718961
835,0.056795025447679726
836,0.05668181852966474
837,0.05669212112901313
838,0.05686057956491741
839,0.05666968393721869
840,0.056703322977212596
841,0.05692996212784994
842,0.056751823507756476
843,0.05681812371558558
844,0.05683307080958049
845,0.05686802736097707
846,0.05672733752315082
847,0.05669102192977425
848,0.05667238113602138
849,0.056861217254818026
850,0.056707792921680066
851,0.056881331951856004
852,0.05663598945077887
853,0.056791947251198065
854,0.056943607054162904
855,0.056804158202158714
856,0.05685258424731713
857,0.056696277136142316
858,0.05668884857342321
859,0.05680594546535401
860,0.05697020887469514
861,0.056729561613221055
862,0.05678221084350379
863,0.05693980905726958
864,0.05681553710141822
865,0.05688656575266241
866,0.05685307077725512
867,0.05675981499271488
868,0.056669412221289454
869,0.056671192415820755
870,0.05668330999241095
871,0.05681812905711419
872,0.056721295036050896
873,0.05677290522009627
874,0.056786342250349016
875,0.05681652474465793
876,0.05671998686605961
877,0.05679071197886695
878,0.05690343264037493
879,0.05674113457314768
880,0.0567648144164923
881,0.056804913602583176
882,0.05684675251264434
883,0.056760677478138545
884,0.05679989675120775
885,0.05679449801501554
886,0.05672491866192879
887,0.056922194351325596
888,0.05678053963559008
889,0.05672973828610193
890,0.056644763881773585
891,0.056712891336882655
892,0.05685117173197298
893,0.05671785158027815
894,0.056742760424459374
895,0.05689861865238145
896,0.05673809051126231
897,0.05684203053406022
898,0.05686433548764444
899,0.05693004136032861
900,0.056764744647140056
901,0.056733941098546445
902,0.0568051407515125
903,0.05688391908499044
904,0.056798499295504054
905,0.056813829804759054
906,0.0567660985820535
907,0.05668780807238491
908,0.05675013781143655
909,0.0567395551809213
910,0.056686525800299835
911,0.05678825644440269
912,0.05665419475597463
913,0.056888036146715525
914,0.05702006919751153
915,0.05670793724858335
916,0.05694930216783344
917,0.05678277853486649
918,0.05686589751569078
919,0.05671050914034602
920,0.05695220285331624
921,0.05699454064389815
922,0.05688915078460222
923,0.05674541462251289
924,0.056864728168028504
925,0.05690320486883925
926,0.05677933271625371
927,0.056865497775054466
928,0.05674386937790411
929,0.05686956907693279
930,0.05653814406774353
931,0.05688990906403658
932,0.056833316768245115
933,0.05674565032137359
934,0.05674250007529656
935,0.05678480860095841
936,0.05667637303785529
937,0.05679038001151501
938,0.05680711836206101
939,0.0568980353719614
940,0.05671381119283433
941,0.05678593701340731
942,0.056746800753647006
943,0.05673886739090273
944,0.056778546378968946
945,0.05678395216031411
946,0.05672255622748526
947,0.05689799752405941
948,0.056731051907587635
949,0.056689591916674324
950,0.05689479298491067
951,0.05667321542331427
952,0.05681463634326416
953,0.056865338603534446
954,0.056740668161018186
955,0.05680836687364402
956,0.05676589544161304
957,0.05673108648134184
958,0.05683555605385374
959,0.05685178901147485
960,0.05666805128526561
961,0.05677528043816554
962,0.05678747952049869
963,0.05681038278642485
964,0.05688859665276872
965,0.05667704669904866
966,0.05687436332141774
967,0.056937157651200575
968,0.0567843820386158
969,0.05670478069194934
970,0.0566931906788716
971,0.05682128931572349
972,0.05676815595086553
973,0.0567730256459998
974,0.056759357056761404
975,0.056798466957753826
976,0.05685573997634948
977,0.05669455639096034
978,0.056687691747737586
979,0.056750702019234926
980,0.05687184522403482
981,0.05679399981789599
982,0.05679750104402089
983,0.056811842804265655
984,0.056683792002419436
985,0.05661613407360771
986,0.056548768874469524
987,0.05662694515783033
988,0.056898956802811124
989,0.0568260708828599
990,0.05678754798067098
991,0.05687302449430705
992,0.056787745222913286
993,0.05670244540818499
994,0.05690130187186575
995,0.05680302910676585
996,0.05662670101973422
997,0.05679663490182959
998,0.056788743404588275
999,0.05691009281713938
1000,0.05664520902403712
