resample	observed_spectrum_cosine	null_spectrum_mean	null_spectrum_sd	z_spectrum	empirical_p_spectrum	observed_distance_w1	null_distance_mean	null_distance_sd	z_distance	empirical_p_distance	observed_anisotropy_w1	observed_effective_dimension_abs_diff	dev_pca16_cumulative_variance	ext_pca16_cumulative_variance	dev_effective_dimension	ext_effective_dimension
27	0.995795530700549	0.5913581904967993	0.006645018514701091	60.86323752281409	0.0196078431372549	0.039531621747354646	0.17730436006925138	0.004676562860543816	29.460255839665066	0.0196078431372549	0.025517862698770426	0.8761597339911531	0.8776895288164136	0.8785118850112495	4.36183515718547	3.485675423194317
28	0.9923839284931867	0.5969501664412534	0.005613194369603726	70.44718853729087	0.0196078431372549	0.04294547168264626	0.1771170121466695	0.004225168814432896	31.755308807000134	0.0196078431372549	0.013727696713868672	0.9287483721805421	0.8782641939418464	0.8728176809439849	4.488524235209142	3.5597758630286
29	0.9956280766390995	0.5806223183404571	0.007302068788832476	56.83399736432741	0.0196078431372549	0.05503907905562746	0.19439893863085025	0.00472087981661231	29.519891416178233	0.0196078431372549	0.01864679046137113	0.6585372757526438	0.8794817565842521	0.8778651974328833	4.200642488955424	3.54210521320278
30	0.9944540395459863	0.5974066318514892	0.00590125232838897	67.28188960577631	0.0196078431372549	0.0424285773215111	0.18973345257907911	0.004836010813337951	30.459997080919273	0.0196078431372549	0.019725951889599705	0.9784141237069579	0.8803176540611946	0.8740833784805558	4.467346031901439	3.488931908194481
31	0.9935475184696679	0.6072360725807642	0.005593603010996805	69.06307886516625	0.0196078431372549	0.03142909750800672	0.15846521629337817	0.004772520294982301	26.618245902261286	0.0196078431372549	0.0259114432002886	1.1973009539361166	0.8770211790094808	0.8763017010880129	4.644987168472525	3.4476862145364087
32	0.9940193440511499	0.5899868783982094	0.005896781486506677	68.51745593379518	0.0196078431372549	0.0419541025805224	0.17846158568833448	0.004452835321392207	30.656306208317663	0.0196078431372549	0.017395461360153346	0.7775585715495272	0.881903525880355	0.8772539973241791	4.369868101655184	3.592309530105657
33	0.9931646254436014	0.5907076061811627	0.005532834003337848	72.73976031445088	0.0196078431372549	0.04348739000562061	0.18501189724964212	0.004894333887079821	28.91598949095428	0.0196078431372549	0.013040773190992049	0.9092180858559931	0.8815345591181464	0.8758502217279528	4.385943646785183	3.47672556092919
34	0.9959266635229821	0.5938497456589761	0.0066605708215003705	60.366735620631616	0.0196078431372549	0.027978910693502407	0.161888684775949	0.004782590762790162	27.99942138564322	0.0196078431372549	0.011662612011908378	0.8745928234732592	0.8762496989456249	0.8749228077068116	4.425434905638494	3.550842082165235
35	0.9950488346859504	0.5917994087645468	0.005830343360380416	69.16392414581438	0.0196078431372549	0.037288629774935286	0.1697224923589352	0.004795088503449614	27.61864822489225	0.0196078431372549	0.0055326760153973685	0.7636774478792998	0.8840088118595223	0.874314735259055	4.414393530807881	3.650716082928581
36	0.9943833000334595	0.5964974902587721	0.005542426482220013	71.7891001443315	0.0196078431372549	0.041592137655514165	0.17662148547683856	0.004678464699263794	28.861893057047688	0.0196078431372549	0.018421997764201944	0.9343569102793117	0.8797564846232211	0.8761685347624898	4.4726665421670315	3.53830963188772
37	0.9938807511050047	0.5739320271764037	0.005280029819899207	79.53529397616502	0.0196078431372549	0.05104028911614411	0.1885680888610012	0.00468648378707434	29.34562584515254	0.0196078431372549	0.01984127557602065	0.561009840394822	0.876100851769813	0.8733162559117167	4.11688354249713	3.5558737021023084
