gene	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16
FGFBP2	0.0797578625310545	-0.08165017971686149	-0.0010755480572495818	0.023946768478553607	0.020532486027618625	-0.03181926274350835	-0.03156778419207075	0.04704134791573797	-0.06530216772112973	-0.0788578283155783	-0.02482353671702676	0.03832407151828497	0.020438491364354654	0.021557083271995736	-0.09866419716054697	-0.04808404281831969
HBM	-0.0262518523293229	0.03677468886415972	-0.06366522127433097	0.0844999412652298	0.20349868615015226	0.02890626449216715	0.01993832173183106	0.05633559550747251	0.008680021973059664	0.013320481684411179	-0.033528723783494106	0.027418880340789112	-0.017447119102074582	0.06548884625336851	-0.023391724090319737	-0.02304384818560238
KLRB1	0.08822458366088819	-0.0638522823904164	0.009873598030500702	0.014073601610995936	0.02296615263669008	-0.030792618690778695	-0.0529672204129876	0.03881074025049993	-0.024637470475177788	-0.006673327511717967	-0.06222953906590483	0.06250767367059895	-0.03184187940034989	0.002276031335776389	-0.016127580985362287	0.03133307315120576
LTF	-0.06704212261688619	-0.09118304932332538	0.05723849323182308	0.09965089270505112	-0.020112239899601807	-0.04911145258402639	0.04156233753774714	-0.005546631456006541	0.034075741876074976	0.026178482371782177	-0.032208344135099425	0.02968369524196895	0.04706274900190237	-0.010424487168091976	0.03583968962666748	0.007100222366590158
TFF3	-0.07412717268619572	-0.054740542752912694	0.040662961188747876	0.08377074518239737	-0.02291796203349071	-0.03615597364210781	-0.045957075731937885	-0.00947179168331854	-0.07557900048278003	0.058308165211011155	-0.017397331644477577	0.02878387202404699	0.09506689244309534	-0.009717625389428105	0.04319253339673888	-0.019692317819728654
GZMA	0.07974490626615911	-0.09048950354707748	-0.0404366302615187	0.014591154121051166	0.008285395167718158	-0.004446181736655288	-0.016644269282585094	0.0630932486266996	-0.09296457978309142	-0.042749649208233625	-0.0032459881074403613	0.016184510996557107	0.05033771300050454	0.03634016719413275	-0.06695551161128854	-0.023924252077405925
VWF	0.031179916395392023	0.11215147686651541	-0.09267429093084471	0.10148774868235093	-0.07066840090744107	-0.01674054848297378	-0.0011517547569783277	-0.011300743559991961	-0.08296489803537138	-0.03224566328327919	0.01350445964753325	0.004925284952123545	0.048349966824845714	-0.0937218479809829	0.005895387278878541	0.015081327457991232
RAP1GAP	-0.00034947097570392624	0.011497119524993691	-0.07150734474712152	0.06599960086535511	0.17638018531546312	0.03162776648508325	0.05593027319144732	-0.0035325606246390563	2.0262588299405854e-05	0.005573760418214074	0.04419275081633991	-0.029681792282278144	-0.1300751868842614	-0.06853293303808146	0.04942301287169332	0.08330640194255257
PPBP	0.05650992306079587	0.05121085753397826	-0.07212945759486104	0.11977119061113453	-0.06954309123834343	-0.06183784223553733	0.011481876557700523	-0.10022663737155055	-0.039728267066479035	0.004395415113071319	0.05199630507721968	-0.017333984696499657	0.0350869305999815	0.01409406634756572	-0.01677910501452283	-0.00821838218491242
HBG2	0.03287249666100259	-0.033198806679732074	-0.027832039537348394	0.054718694488065746	0.1135729782533611	-0.01319350904719163	0.03343778104941857	-0.05567541722518512	-0.07301218481843637	0.14360980310400115	-0.04471105906152301	0.19636101740315443	-0.05180958218406034	-0.007580867419437344	-0.01405673511169023	-0.08269590245783331
CD247	0.08825581081867652	-0.06921405536853073	0.004342400909605087	0.011320929244001576	0.016714173894205885	-0.03488284311539986	-0.0701352329594534	0.03282179598278688	-0.020024478363226773	-0.008929301124497037	-0.035961811515749176	0.05313334488894855	-0.01450853361734183	-0.006333781510562635	-0.0371319139891037	0.024021352787470862
CD6	0.09167299737936227	-0.03149602813139953	0.007999400691577082	0.019590966247963897	0.022474024413512317	-0.03290343737364535	-0.062227369394189734	0.035731875994684345	0.006040048026647864	0.05294339731757936	-0.03862433585680063	0.06631175213987536	-0.010725400275823865	-0.039450337867501885	0.0040899478116772385	0.029479857683537378
