i,j,overlap,same_repeat
9,88,0.7371087629379511,0
9,89,0.7298364952428591,0
9,90,0.694123369854562,0
9,91,0.6883459650203443,0
9,92,0.7442479637745641,0
9,93,0.7160668638859047,0
9,94,0.7045826780009257,0
9,95,0.752541592201009,0
9,96,0.6397873778728886,0
9,97,0.7400778809128302,0
9,98,0.7174028552769391,0
9,99,0.6618824414504634,0
10,11,0.6534434525022366,1
10,12,0.6245378204855894,1
10,13,0.6250601095905711,1
10,14,0.6777878265360056,1
10,15,0.6495219964641833,0
10,16,0.6529673494487037,0
10,17,0.681673993818114,0
10,18,0.7021688160061268,0
10,19,0.7140463917618793,0
10,20,0.6648910073679716,0
10,21,0.6277517229104611,0
10,22,0.6906671310623957,0
10,23,0.7343494244681686,0
10,24,0.6681094516383936,0
10,25,0.735598838801598,0
10,26,0.6572693913756957,0
10,27,0.6940026955231728,0
10,28,0.6744189344824565,0
10,29,0.5843872848492979,0
10,30,0.6594113183629897,0
10,31,0.6735957163220548,0
10,32,0.7412927612171517,0
10,33,0.6979699785545974,0
10,34,0.664687900637508,0
10,35,0.6561839451796867,0
10,36,0.6783136154681044,0
10,37,0.6654753557366506,0
10,38,0.7088982179322948,0
10,39,0.6560773830930701,0
10,40,0.6272853830448621,0
10,41,0.7209079261666647,0
10,42,0.6761311023260193,0
10,43,0.7118003651775813,0
10,44,0.6486942728044064,0
10,45,0.6885773059826179,0
10,46,0.6932190474299871,0
10,47,0.7022457134766753,0
10,48,0.6553407769369972,0
10,49,0.7261704142841092,0
10,50,0.6821753401609252,0
10,51,0.6637018596904442,0
10,52,0.6984827216569691,0
10,53,0.6891203892744472,0
10,54,0.7174763685150671,0
10,55,0.650494026254632,0
10,56,0.693063225021942,0
10,57,0.5639462847679597,0
10,58,0.6893739096718994,0
10,59,0.7341412175612003,0
10,60,0.6899989546780428,0
10,61,0.6531925927746992,0
10,62,0.7321701505265701,0
10,63,0.668255429443398,0
10,64,0.6783926091633752,0
10,65,0.6876702551126123,0
10,66,0.7596894190608658,0
10,67,0.6324321849379053,0
10,68,0.7032564803013065,0
10,69,0.6423409676737233,0
10,70,0.6806510107847341,0
10,71,0.6778671461888361,0
10,72,0.671795226657492,0
10,73,0.7347251392233044,0
10,74,0.7144641564390242,0
10,75,0.6768022244004757,0
10,76,0.7135227168259322,0
10,77,0.7004442636294641,0
10,78,0.6439225009138005,0
10,79,0.6888952213959925,0
10,80,0.6108525313656072,0
10,81,0.7003238563251022,0
10,82,0.7286479342717403,0
10,83,0.6807585355828762,0
10,84,0.7032400010808461,0
10,85,0.6840395648829833,0
10,86,0.666579663152333,0
10,87,0.6598210153705975,0
10,88,0.6927467339049945,0
10,89,0.7084309430931384,0
10,90,0.6975151414163594,0
10,91,0.6630600098547323,0
10,92,0.6716160171557564,0
10,93,0.7424063246299896,0
10,94,0.6856192672364221,0
10,95,0.6796482892409875,0
10,96,0.6423736123029675,0
10,97,0.6839856054589789,0
10,98,0.6857562901645063,0
10,99,0.7429621090844378,0
11,12,0.6793335842047399,1
11,13,0.6255719719251474,1
11,14,0.6449355851625012,1
11,15,0.7083236472108322,0
11,16,0.6476891064916968,0
11,17,0.6922590897319516,0
11,18,0.6687615152211708,0
11,19,0.6926661983954575,0
11,20,0.6983970987638097,0
11,21,0.636276738309702,0
11,22,0.7093008347137304,0
11,23,0.6513701767959506,0
11,24,0.7208004061981478,0
11,25,0.6856013748517752,0
11,26,0.749920298598399,0
11,27,0.6794280834139902,0
11,28,0.6502533941779318,0
11,29,0.690988433300713,0
11,30,0.7484250548815794,0
11,31,0.7034526183036698,0
11,32,0.6912508332955405,0
11,33,0.6593001097175386,0
11,34,0.6825428907276285,0
11,35,0.6373313267541174,0
11,36,0.6779897921383091,0
11,37,0.7096038959205573,0
11,38,0.7128899873072935,0
11,39,0.7213897876235534,0
11,40,0.7499291859368051,0
11,41,0.6788658578618733,0
11,42,0.7239576657229208,0
11,43,0.6635561260552583,0
11,44,0.6829362593601225,0
11,45,0.6575207802573614,0
11,46,0.7570303815693069,0
11,47,0.7247457921707905,0
11,48,0.7375603141806908,0
11,49,0.6494485738739882,0
11,50,0.6552120991637682,0
11,51,0.7301213640660699,0
11,52,0.7338829274062184,0
11,53,0.6369302891641918,0
11,54,0.6466952068535088,0
11,55,0.6585962985313278,0
11,56,0.6916364383801343,0
11,57,0.6598489573839053,0
11,58,0.6707825397854916,0
11,59,0.6794457416894586,0
11,60,0.6640536912610959,0
11,61,0.7393405485022992,0
11,62,0.7368503923233667,0
11,63,0.6769458831984954,0
11,64,0.6795343858070175,0
11,65,0.6950010887630456,0
11,66,0.6670180386643594,0
11,67,0.7346901087544089,0
11,68,0.6858199591953497,0
11,69,0.6921048698181393,0
11,70,0.7752430050836006,0
11,71,0.6753057355573888,0
11,72,0.6781060969337243,0
11,73,0.635839399879103,0
11,74,0.707657321593681,0
11,75,0.6406613696366368,0
11,76,0.7419023310618624,0
11,77,0.7582270440340302,0
11,78,0.7014124900225304,0
11,79,0.6618710595203203,0
11,80,0.7374510700550085,0
11,81,0.690410631301285,0
11,82,0.7086635274319867,0
11,83,0.6461553783483165,0
11,84,0.7177255998854901,0
11,85,0.6333424013839095,0
11,86,0.6608039692331361,0
11,87,0.7052650353719507,0
11,88,0.7318345983360844,0
11,89,0.6852312255050788,0
11,90,0.6912949532010565,0
11,91,0.7151924963828871,0
11,92,0.6942569724512048,0
11,93,0.7154806277181353,0
11,94,0.6645253630330739,0
11,95,0.6772169386670128,0
11,96,0.7597416938183459,0
11,97,0.6769079883018969,0
11,98,0.6431365809365052,0
11,99,0.696562695443543,0
12,13,0.634621416155649,1
12,14,0.6475398259355143,1
12,15,0.7266974490214791,0
12,16,0.6833904448512371,0
12,17,0.761000539616473,0
12,18,0.6604085162871942,0
12,19,0.6395647828929785,0
12,20,0.7213246769771118,0
12,21,0.6663089181029158,0
12,22,0.7201970170482619,0
12,23,0.6788010403501948,0
12,24,0.6754258274647792,0
12,25,0.6768106766236652,0
12,26,0.7959434730630189,0
12,27,0.698125311425998,0
12,28,0.6479327092978877,0
12,29,0.6302510636309373,0
12,30,0.6269289092560631,0
12,31,0.7227826165299349,0
12,32,0.7045038945949196,0
12,33,0.736346848670535,0
12,34,0.6650139650421356,0
12,35,0.687705232780001,0
12,36,0.7117574523243801,0
12,37,0.7230915486565926,0
12,38,0.7041496962775797,0
12,39,0.665965673852233,0
12,40,0.7233400505625558,0
12,41,0.6770491333099546,0
12,42,0.6928388114208697,0
12,43,0.6476898321245195,0
12,44,0.7793914917401237,0
12,45,0.673720627674115,0
12,46,0.7475680768086579,0
12,47,0.754094124529314,0
12,48,0.7238180844567408,0
12,49,0.6633302677424686,0
12,50,0.6721699990107736,0
12,51,0.7312179363367148,0
12,52,0.6887034989281209,0
12,53,0.6517787411115906,0
12,54,0.7282945860158847,0
12,55,0.670181379757906,0
12,56,0.6342993153750971,0
12,57,0.6887230440249392,0
12,58,0.7371870533681097,0
12,59,0.6553692993266048,0
12,60,0.7546178269135436,0
12,61,0.6837293891583367,0
12,62,0.6893268861587052,0
12,63,0.6804359387364974,0
12,64,0.7001569702747449,0
12,65,0.686150904976196,0
12,66,0.6786984056463292,0
12,67,0.7248486645501788,0
12,68,0.6553127820175215,0
12,69,0.7319638519804965,0
12,70,0.6799018347436371,0
12,71,0.7470457887778916,0
12,72,0.6750095187572398,0
12,73,0.6343246220633311,0
12,74,0.6911323887170937,0
12,75,0.6630781246909905,0
12,76,0.6938428785077269,0
12,77,0.6881039494711125,0
12,78,0.7119452713310523,0
12,79,0.7589600237816345,0
12,80,0.6904730537098392,0
12,81,0.6856423915890252,0
12,82,0.687057883087077,0
12,83,0.6785774968585396,0
12,84,0.7543864063228518,0
12,85,0.6072737036570405,0
12,86,0.6722792366899162,0
12,87,0.784239919337733,0
12,88,0.7216652973648994,0
12,89,0.6783405671954486,0
12,90,0.6533328867735704,0
12,91,0.7330411551821696,0
12,92,0.6748464239817628,0
12,93,0.7030278937340476,0
12,94,0.7035330463430307,0
12,95,0.6931600450436006,0
12,96,0.735231505923901,0
12,97,0.7010094456412796,0
12,98,0.7051978112653774,0
12,99,0.66176375732323,0
13,14,0.6776927995797928,1
13,15,0.7230036752166294,0
13,16,0.5585075308008387,0
13,17,0.7184289854093105,0
13,18,0.7483618240436753,0
13,19,0.6470196378130044,0
13,20,0.6756382745414624,0
13,21,0.8051420347471231,0
13,22,0.6948921252449416,0
13,23,0.6759185325764869,0
13,24,0.5985126140093668,0
13,25,0.6513087437268816,0
13,26,0.6608053593632415,0
13,27,0.7060591834916101,0
13,28,0.7370678087990937,0
13,29,0.6251501413690161,0
13,30,0.6686861482644475,0
13,31,0.6946951364196674,0
13,32,0.7075190746850204,0
13,33,0.7032027552675173,0
13,34,0.6567308843317217,0
13,35,0.7154708338325535,0
13,36,0.7424464856166916,0
13,37,0.6864679213731388,0
13,38,0.6669199794080121,0
13,39,0.5930542196463713,0
13,40,0.6995765779008061,0
13,41,0.6747580996580611,0
13,42,0.7322083150099865,0
13,43,0.5971182463369558,0
13,44,0.6789143520043143,0
13,45,0.7365465354806852,0
13,46,0.6659465314187587,0
13,47,0.6599622213991492,0
13,48,0.6377848711242027,0
13,49,0.738286138355426,0
13,50,0.6886825456630045,0
13,51,0.6891000092002975,0
13,52,0.6559983479756479,0
13,53,0.6717696334428405,0
13,54,0.7033405911815456,0
13,55,0.6978547633567881,0
13,56,0.6584670998976323,0
13,57,0.5655051175222021,0
13,58,0.7143899113668536,0
13,59,0.7194528005969696,0
13,60,0.650423756432603,0
13,61,0.633281392514917,0
13,62,0.639294994279383,0
13,63,0.711448665080048,0
13,64,0.7487282841004398,0
13,65,0.7132952508140145,0
13,66,0.7239565108769668,0
13,67,0.669139197301873,0
13,68,0.7348716946926672,0
13,69,0.589834278090096,0
13,70,0.6614839159025592,0
13,71,0.7110468335288154,0
13,72,0.6971747342763084,0
13,73,0.6992232439803634,0
13,74,0.6672832315381767,0
13,75,0.7426467081519941,0
13,76,0.6320782988017399,0
13,77,0.657900426074985,0
13,78,0.7120633264155689,0
13,79,0.6617097966725212,0
13,80,0.6698988954406239,0
13,81,0.732194864047669,0
13,82,0.7066870951262341,0
13,83,0.6920271286550341,0
13,84,0.6433044639812613,0
13,85,0.6318025115763953,0
13,86,0.753361263378171,0
13,87,0.6046827618655322,0
13,88,0.689389287315155,0
13,89,0.7400898528616342,0
13,90,0.7457699440353976,0
13,91,0.60940363072316,0
13,92,0.6682426969786891,0
13,93,0.6949980907882842,0
13,94,0.7097907164741253,0
13,95,0.7022415464369167,0
13,96,0.6419436144549705,0
13,97,0.714811686017457,0
13,98,0.6989960514703133,0
13,99,0.6373275879418263,0
14,15,0.6955087312083847,0
14,16,0.619523877440139,0
14,17,0.7263380638746746,0
14,18,0.7663455853465593,0
14,19,0.7405232987378872,0
14,20,0.718746664186592,0
14,21,0.6856451316673877,0
14,22,0.7922481073190224,0
14,23,0.6586893962350754,0
14,24,0.6807308524842424,0
14,25,0.6889048258378725,0
14,26,0.6910158695026429,0
14,27,0.7934336010457534,0
14,28,0.6912574206989757,0
14,29,0.5874257915928701,0
14,30,0.6556255548088216,0
14,31,0.6946717945190222,0
14,32,0.7029001755910542,0
14,33,0.756369956385192,0
14,34,0.6805053406919785,0
14,35,0.6878877095599172,0
14,36,0.799932839902839,0
14,37,0.7188252820354197,0
14,38,0.6878035666593936,0
14,39,0.6348488249334837,0
14,40,0.6443372767402665,0
14,41,0.7848827756145509,0
14,42,0.7662966764644654,0
14,43,0.6413198195198537,0
14,44,0.6679348628900112,0
14,45,0.7553859183873535,0
14,46,0.7379352609972036,0
14,47,0.6699035648132683,0
14,48,0.7217460208993003,0
14,49,0.6906061464990866,0
14,50,0.6579784888656675,0
14,51,0.6475481289976468,0
14,52,0.7499239987551967,0
14,53,0.7442536906011161,0
14,54,0.6962067304693039,0
14,55,0.6906527546378373,0
14,56,0.7510685346082956,0
14,57,0.538524208779007,0
14,58,0.8032271372087354,0
14,59,0.6946858889382412,0
14,60,0.6890324475155374,0
14,61,0.6484914741723707,0
14,62,0.6914540891824168,0
14,63,0.7374237433128028,0
14,64,0.7020043542487087,0
14,65,0.745825042617675,0
14,66,0.6865208617081953,0
14,67,0.6640451353080997,0
14,68,0.7204824951724602,0
14,69,0.6846424711935057,0
14,70,0.6535162305985843,0
14,71,0.7232058581177817,0
14,72,0.7577453670276153,0
14,73,0.7135242516781244,0
14,74,0.705769874281978,0
14,75,0.6474170195699147,0
14,76,0.6197232111550306,0
14,77,0.7683122498590618,0
14,78,0.7307921265569127,0
14,79,0.6716316568206582,0
14,80,0.6588879503238299,0
14,81,0.7082305575871997,0
14,82,0.7918494051246496,0
14,83,0.6840392719839526,0
14,84,0.6995443484256905,0
14,85,0.6180518598444771,0
14,86,0.7600619500012543,0
14,87,0.6465486876636628,0
14,88,0.7089236161308798,0
14,89,0.7656377336714417,0
14,90,0.6955730617466067,0
14,91,0.7046475645099863,0
14,92,0.7473314209550024,0
14,93,0.6418867387762623,0
14,94,0.7051844407098877,0
14,95,0.745277527046962,0
14,96,0.6290854518576965,0
14,97,0.7631898567304817,0
14,98,0.6841263439382606,0
14,99,0.6518828502717389,0
15,16,0.6060405506690185,1
15,17,0.7087391098759696,1
15,18,0.6708993444266451,1
15,19,0.6444791762758464,1
15,20,0.737834364199488,0
15,21,0.7387598943425313,0
15,22,0.7064788071859441,0
15,23,0.6633224465643641,0
15,24,0.6892666249396557,0
15,25,0.6637707962630235,0
15,26,0.7409877217747034,0
15,27,0.7031505212836566,0
15,28,0.7091052941072162,0
15,29,0.6448102827396336,0
15,30,0.6914458487227485,0
15,31,0.6927180888888983,0
15,32,0.7449701179277337,0
15,33,0.692502325945073,0
15,34,0.6820905060713375,0
15,35,0.7196728022480106,0
15,36,0.773281294727745,0
15,37,0.7341018471088488,0
15,38,0.6799892792145465,0
15,39,0.6540274007952502,0
15,40,0.7027271915435931,0
15,41,0.6736836808509585,0
15,42,0.7372451239901925,0
15,43,0.6632555601714016,0
15,44,0.7337039833209573,0
15,45,0.7302936239346359,0
15,46,0.7454587490434219,0
15,47,0.7714920356854644,0
15,48,0.6907407125927667,0
15,49,0.6742261862569843,0
15,50,0.6475596338155343,0
15,51,0.762772780402551,0
15,52,0.6777820208967111,0
15,53,0.7294573939726811,0
15,54,0.7389065725940341,0
15,55,0.7106898860635735,0
15,56,0.6490172354227342,0
15,57,0.6165374579384841,0
15,58,0.7297853576992128,0
15,59,0.7342524111983353,0
15,60,0.7152125422620077,0
15,61,0.6936401315238954,0
15,62,0.6776832906211792,0
15,63,0.7141922291267074,0
15,64,0.7290001978078511,0
15,65,0.7146377194918745,0
15,66,0.7000366572418149,0
15,67,0.7330924955666029,0
15,68,0.7239091130455073,0
15,69,0.677082051232957,0
15,70,0.7017604593170422,0
15,71,0.7800429514513922,0
15,72,0.7072444653701946,0
15,73,0.6650342297619166,0
15,74,0.6624914611497574,0
15,75,0.6294676290690744,0
15,76,0.7153876769995309,0
15,77,0.6896176592176373,0
15,78,0.9049677988039203,0
15,79,0.6635122021157649,0
15,80,0.6636411436215064,0
15,81,0.7314297535229437,0
15,82,0.6890311539503465,0
15,83,0.6748676539956066,0
15,84,0.7665651564883731,0
15,85,0.6165044222099997,0
15,86,0.7630383258105327,0
15,87,0.6924615001787511,0
15,88,0.7221058546450929,0
15,89,0.7160590405034668,0
15,90,0.6488443659375676,0
15,91,0.6907845986810792,0
15,92,0.7009444531914517,0
15,93,0.7013334221390515,0
15,94,0.758335996252973,0
15,95,0.6856438296309186,0
15,96,0.6981567560358413,0
15,97,0.7589455527542317,0
15,98,0.6539201390256479,0
15,99,0.7044001610845834,0
16,17,0.6113722305996367,1
16,18,0.595226097218944,1
16,19,0.6008992670125588,1
16,20,0.6475959629950709,0
16,21,0.5949962067200416,0
16,22,0.6492980942691854,0
16,23,0.5912955510315915,0
16,24,0.6313348031203374,0
16,25,0.64994117491521,0
16,26,0.6765654855731014,0
16,27,0.6102600853566802,0
16,28,0.5992301630139789,0
16,29,0.6106721832502555,0
16,30,0.6343190846986816,0
16,31,0.5740143399274292,0
16,32,0.6591971822175341,0
16,33,0.6600167816833862,0
16,34,0.6586252240234605,0
16,35,0.5876358809857827,0
16,36,0.6169180358052502,0
16,37,0.6500835215243206,0
16,38,0.6655725911744668,0
16,39,0.6599708694139403,0
16,40,0.6202733515439152,0
16,41,0.6644106252820159,0
16,42,0.6188765050792233,0
16,43,0.6312281368576113,0
16,44,0.6512109482831145,0
16,45,0.6222398917146185,0
16,46,0.6743382162701774,0
16,47,0.6588461139263929,0
16,48,0.6285872216180286,0
16,49,0.5998969127710538,0
16,50,0.6048595561158553,0
16,51,0.6473180867368784,0
16,52,0.6379646762246868,0
16,53,0.5870469031385457,0
16,54,0.6848334210718878,0
16,55,0.6324912608550757,0
16,56,0.6054782465490487,0
16,57,0.6106432720727036,0
16,58,0.6467788536995118,0
16,59,0.6345529286419322,0
16,60,0.6348545217568129,0
16,61,0.6758897928868453,0
16,62,0.6917450224386964,0
16,63,0.6065114497475361,0
16,64,0.5964784640719494,0
16,65,0.6753626282016687,0
16,66,0.6612759840337661,0
16,67,0.5814054717694273,0
16,68,0.6004448210944004,0
16,69,0.656120444963341,0
16,70,0.6696704837294998,0
16,71,0.6251261171687895,0
16,72,0.6088663261294736,0
16,73,0.5963508728184093,0
16,74,0.6556312551596983,0
16,75,0.6131058867586708,0
16,76,0.6318190316068872,0
16,77,0.6409126784143921,0
16,78,0.6137401371708207,0
16,79,0.6790034238605919,0
16,80,0.6130406494584684,0
16,81,0.5973155353335575,0
16,82,0.6407798961894233,0
16,83,0.6405289320246501,0
16,84,0.6454336672205367,0
16,85,0.6536382185271621,0
16,86,0.5955575361434339,0
16,87,0.6487675427734723,0
16,88,0.6448607728012031,0
16,89,0.6546998700412756,0
16,90,0.5925499511704522,0
16,91,0.6904288005332291,0
16,92,0.612254538192258,0
16,93,0.6740991392249429,0
16,94,0.607331765392626,0
16,95,0.6235919720122154,0
16,96,0.6771058075404233,0
16,97,0.6346250588775151,0
16,98,0.5954755846652136,0
16,99,0.6303058853623977,0
17,18,0.7224403271143982,1
17,19,0.67297833853252,1
17,20,0.6970209202655576,0
17,21,0.7397745304900512,0
17,22,0.7731302973847166,0
17,23,0.7042257785900514,0
17,24,0.696760904136684,0
17,25,0.6871268522190692,0
17,26,0.7653184152975363,0
17,27,0.7858383585261286,0
17,28,0.6699147552829205,0
17,29,0.6369104185999532,0
17,30,0.6514222975197935,0
17,31,0.7998939839583545,0
17,32,0.7506931283772483,0
17,33,0.7223119557741626,0
17,34,0.6707071520386814,0
17,35,0.7451864228163607,0
17,36,0.7622335911800475,0
17,37,0.7620457415488012,0
17,38,0.7316126160691773,0
17,39,0.6421435249189205,0
17,40,0.7086857456378173,0
17,41,0.7006035443084996,0
17,42,0.8057854396835749,0
17,43,0.6427355390855465,0
17,44,0.766981134908537,0
17,45,0.7304990743011498,0
17,46,0.7833062160315603,0
17,47,0.7449498890530688,0
17,48,0.7078463114626625,0
17,49,0.7605550414162916,0
17,50,0.6946619756776895,0
17,51,0.7269388610730403,0
17,52,0.699061843490764,0
17,53,0.6996137617156264,0
17,54,0.7219722772978483,0
17,55,0.6793254150220556,0
17,56,0.7118230883231713,0
17,57,0.6796227252077115,0
17,58,0.7406364194199515,0
17,59,0.6751647322626024,0
17,60,0.7447828517076029,0
17,61,0.6576068867126723,0
17,62,0.6790534836026936,0
17,63,0.7700559467661341,0
17,64,0.7405627718975828,0
17,65,0.7185147660771478,0
17,66,0.7431064531068423,0
17,67,0.7318859902768824,0
17,68,0.733845786861743,0
17,69,0.6587292018972327,0
17,70,0.7034400138429838,0
17,71,0.7916622543450809,0
17,72,0.7180332173507677,0
17,73,0.6993780795780893,0
17,74,0.6921736071303352,0
17,75,0.7593313472879178,0
17,76,0.6823515076174526,0
17,77,0.7122018906428335,0
17,78,0.731677338665713,0
17,79,0.6942859157454816,0
17,80,0.6889642098715562,0
17,81,0.7254568854881885,0
17,82,0.738667277945156,0
17,83,0.6960975451325071,0
17,84,0.7404084235509526,0
17,85,0.6542278274109152,0
17,86,0.7167814450475452,0
17,87,0.7129256252425931,0
17,88,0.7368016437943156,0
17,89,0.7606189994290395,0
17,90,0.7266116372638172,0
17,91,0.7302266670735935,0
17,92,0.7032003744551971,0
17,93,0.6846251360793626,0
17,94,0.7130616206115097,0
17,95,0.7234648215955741,0
17,96,0.7087225725840021,0
17,97,0.7585434678019038,0
17,98,0.7366352998338522,0
17,99,0.6854842524873554,0
18,19,0.6706036655945931,1
18,20,0.7050723487387855,0
18,21,0.7036713263134418,0
18,22,0.7536725883286854,0
18,23,0.712939348954819,0
18,24,0.652078186208067,0
18,25,0.6597785071767557,0
18,26,0.696553847921215,0
18,27,0.7832415673817889,0
18,28,0.7285904499251662,0
18,29,0.6117385659180532,0
18,30,0.7183495947884432,0
18,31,0.7353365888195819,0
18,32,0.6636066484299614,0
18,33,0.7488009196818824,0
18,34,0.6440463699061457,0
18,35,0.6735034137307567,0
18,36,0.7092207315205841,0
18,37,0.747150934686464,0
18,38,0.7236821003089504,0
18,39,0.6802775758042061,0
18,40,0.7009416268292327,0
18,41,0.7982179089316456,0
18,42,0.7110585180584974,0
18,43,0.6192639315189055,0
18,44,0.6738324233710187,0
18,45,0.7850913450775463,0
18,46,0.6860676515028639,0
18,47,0.6729594147751738,0
18,48,0.6971936703537136,0
18,49,0.6949843161179396,0
18,50,0.6929084135188184,0
18,51,0.6517051459788752,0
18,52,0.703544121844847,0
18,53,0.7518859920070793,0
18,54,0.6727394911094694,0
18,55,0.7188292246082333,0
18,56,0.6927632320962841,0
18,57,0.5462848819457824,0
18,58,0.7454690588658803,0
18,59,0.7412660358765752,0
18,60,0.6880066303133676,0
18,61,0.6727940683161782,0
18,62,0.672274737972606,0
18,63,0.6948209952403133,0
18,64,0.7339009163473753,0
18,65,0.7510080445119878,0
18,66,0.7274735447124983,0
18,67,0.6603432724622873,0
18,68,0.695138899589251,0
18,69,0.6621589056481463,0
18,70,0.6893580602649904,0
18,71,0.7108913775115546,0
18,72,0.7230762938126714,0
18,73,0.6979457971656209,0
18,74,0.680416829436678,0
18,75,0.6757063668948177,0
18,76,0.6918947053845401,0
18,77,0.7173725205657112,0
18,78,0.6889081508964914,0
18,79,0.708838796652,0
18,80,0.691497874871215,0
18,81,0.6785207127969433,0
18,82,0.7737272831152171,0
18,83,0.6674501821916436,0
18,84,0.7231923583309378,0
18,85,0.6372924181898163,0
18,86,0.7154549463186961,0
18,87,0.6415829250210114,0
18,88,0.7276635283086175,0
18,89,0.77358245125311,0
18,90,0.7655012302241035,0
18,91,0.6735577821925938,0
18,92,0.70348270222488,0
18,93,0.6665422498629859,0
18,94,0.7134482780752189,0
18,95,0.7645967426011768,0
18,96,0.6276508831772616,0
18,97,0.7300587411037981,0
18,98,0.7515808158219196,0
18,99,0.6453721842278288,0
19,20,0.7345034419549896,0
19,21,0.6271084673207812,0
19,22,0.7030437122505745,0
19,23,0.6986739472738652,0
19,24,0.6699604781576163,0
19,25,0.7455262082589951,0
19,26,0.6601236163178623,0
19,27,0.680998718275134,0
19,28,0.7057726172447749,0
19,29,0.6125361945508654,0
19,30,0.665295163707742,0
19,31,0.6742461562115507,0
19,32,0.706221216516369,0
19,33,0.7147241547440121,0
19,34,0.7121595702116483,0
19,35,0.6832280899523174,0
19,36,0.7540280644581656,0
19,37,0.6551111707452287,0
19,38,0.6605565176876628,0
19,39,0.6681279058657305,0
19,40,0.624096054159468,0
19,41,0.7114738022921144,0
19,42,0.716951412320785,0
19,43,0.6864987573243104,0
19,44,0.6413662618702513,0
19,45,0.6502287360156711,0
19,46,0.745157653888082,0
19,47,0.6491940344946818,0
19,48,0.7048790889921621,0
19,49,0.6911555244114131,0
19,50,0.6529334667573926,0
19,51,0.6482770376601028,0
19,52,0.7850935594309332,0
19,53,0.657153533119856,0
19,54,0.6989678427438658,0
19,55,0.6761403408919207,0
19,56,0.7593313637188139,0
19,57,0.5622569556361852,0
19,58,0.7304463889381874,0
19,59,0.6111691902121107,0
19,60,0.6817601089906478,0
19,61,0.6525112331674955,0
19,62,0.7114620759575677,0
19,63,0.7282411155218591,0
19,64,0.6611328231677238,0
19,65,0.6858388611168839,0
19,66,0.6733222132931772,0
19,67,0.6064747203614427,0
19,68,0.7517022691722882,0
19,69,0.6800904118670761,0
19,70,0.6603603393522464,0
19,71,0.6551042931008364,0
19,72,0.6739135578740192,0
19,73,0.7021215399539276,0
19,74,0.8248149715079734,0
19,75,0.6448447102326551,0
19,76,0.6409205657031254,0
19,77,0.7798532788931444,0
19,78,0.667793637711664,0
19,79,0.6761464083330425,0
19,80,0.6578050314400457,0
19,81,0.7123914638536222,0
19,82,0.7339880172671764,0
19,83,0.7118420905355789,0
19,84,0.6766245317698663,0
19,85,0.6422172492467862,0
19,86,0.7318297520613268,0
19,87,0.7097383239412396,0
19,88,0.6696714306020403,0
19,89,0.6946406332683165,0
19,90,0.6666978913751183,0
19,91,0.6479574606575252,0
19,92,0.8062027082639777,0
19,93,0.6838087636951102,0
19,94,0.665829547043767,0
19,95,0.7085245837424119,0
19,96,0.6676753610660178,0
19,97,0.6743061907325947,0
19,98,0.6831005262193117,0
19,99,0.6748327500856693,0
20,21,0.6517867511300288,1
20,22,0.7072204539056518,1
20,23,0.6581540846854447,1
20,24,0.6038645889782194,1
20,25,0.730994679046385,0
20,26,0.6822758844928618,0
20,27,0.7397832634402784,0
20,28,0.6927135242459488,0
20,29,0.6176934546508905,0
20,30,0.6430298462087362,0
20,31,0.6297015329421032,0
20,32,0.7233014977739671,0
20,33,0.7257897589351534,0
20,34,0.7172139669029725,0
20,35,0.7331231696622816,0
20,36,0.7078458824985447,0
20,37,0.7327546075328595,0
20,38,0.6467705238987891,0
20,39,0.7096225958721596,0
20,40,0.6892571271960787,0
20,41,0.7126414604322365,0
20,42,0.7629047339800505,0
20,43,0.6628317993585536,0
20,44,0.6896306701868256,0
20,45,0.6919637638951419,0
20,46,0.7831117746979754,0
20,47,0.7477620414061199,0
20,48,0.6412097932590073,0
20,49,0.6683211106776568,0
20,50,0.6225789930395386,0
20,51,0.6809869309609291,0
20,52,0.7427586995821656,0
20,53,0.7384294227019605,0
20,54,0.7560691024960338,0
20,55,0.6974879702963369,0
20,56,0.704275712535082,0
20,57,0.6031429158336954,0
20,58,0.7690796057798175,0
20,59,0.6588818292822178,0
20,60,0.7355215993624037,0
20,61,0.63410435111075,0
20,62,0.7233711734878425,0
20,63,0.7134109770637348,0
20,64,0.6644172640504744,0
20,65,0.7070906444340415,0
20,66,0.6725904234686153,0
20,67,0.6636810398305619,0
20,68,0.7446966308380683,0
20,69,0.7106393510135123,0
20,70,0.6524744278623062,0
20,71,0.6812572890868442,0
20,72,0.6921544277804489,0
20,73,0.652928822428934,0
20,74,0.7818405295154374,0
20,75,0.6336632960922831,0
20,76,0.6235552698598473,0
20,77,0.7499662989442847,0
20,78,0.7587887677352526,0
20,79,0.7043820222147807,0
20,80,0.6583993537366291,0
20,81,0.6578861608496118,0
20,82,0.7250028683771658,0
20,83,0.7385864675936524,0
20,84,0.7084713275752043,0
20,85,0.6300522235320872,0
20,86,0.6998703768090617,0
20,87,0.7550077942267043,0
20,88,0.7115321622030186,0
20,89,0.7176647881817922,0
20,90,0.6558702935248835,0
20,91,0.6532255475462587,0
20,92,0.7643353253380518,0
20,93,0.7062126650436131,0
20,94,0.7389265815291106,0
20,95,0.6672853902700933,0
20,96,0.7055960097003648,0
20,97,0.6920693896929819,0
20,98,0.7370811797584145,0
20,99,0.6669121167579448,0
21,22,0.7189731222707344,1
21,23,0.6166514525570785,1
