i,j,overlap,same_repeat
3,14,0.7423462333041411,0
3,15,0.72009272915991,0
3,16,0.5802166860662725,0
3,17,0.7430956079617675,0
3,18,0.7383642278231031,0
3,19,0.7570853266213982,0
3,20,0.6737169855540456,0
3,21,0.6989113658144236,0
3,22,0.743587977183102,0
3,23,0.6578549694569473,0
3,24,0.7448011691024834,0
3,25,0.6982965823336988,0
3,26,0.6904613683543028,0
3,27,0.756083622079144,0
3,28,0.7124182041711841,0
3,29,0.6302524311211246,0
3,30,0.7044255604063306,0
3,31,0.7558583430535784,0
3,32,0.6798053178616887,0
3,33,0.755746083425421,0
3,34,0.647757608592493,0
3,35,0.7202754831067397,0
3,36,0.7855189770175148,0
3,37,0.7331941009863889,0
3,38,0.6844939799923092,0
3,39,0.6312166281480383,0
3,40,0.734124498120694,0
3,41,0.6933668318829933,0
3,42,0.7209409205105102,0
3,43,0.6939271021522846,0
3,44,0.6571757740564628,0
3,45,0.7259254178566923,0
3,46,0.6896409052439907,0
3,47,0.7410429091941656,0
3,48,0.683729040300397,0
3,49,0.7041851480998874,0
3,50,0.6595916664880204,0
3,51,0.6902654176832796,0
3,52,0.7409784738773976,0
3,53,0.6700364431859953,0
3,54,0.7030623892181123,0
3,55,0.6635002094350704,0
3,56,0.7419417545029372,0
3,57,0.5703192530622954,0
3,58,0.793988209383074,0
3,59,0.7191474552279908,0
3,60,0.755103232063939,0
3,61,0.6568695894027977,0
3,62,0.6568267645538844,0
3,63,0.739847365487347,0
3,64,0.6925664309913324,0
3,65,0.6772354984466176,0
3,66,0.7038909047472339,0
3,67,0.6878924106656732,0
3,68,0.7377713172264092,0
3,69,0.7035174874682514,0
3,70,0.6985459211285359,0
3,71,0.6953863300073542,0
3,72,0.7197047454754164,0
3,73,0.7023296473240599,0
3,74,0.7392501907645986,0
3,75,0.6579882508539754,0
3,76,0.713604382905735,0
3,77,0.7537464089526287,0
3,78,0.7133088621409488,0
3,79,0.6873614624926032,0
3,80,0.6501932301795355,0
3,81,0.7265140065600474,0
3,82,0.7452457719826935,0
3,83,0.7107605168419853,0
3,84,0.7344934077493604,0
3,85,0.6379978333945533,0
3,86,0.7663007533937524,0
3,87,0.6405397182979635,0
3,88,0.7706669467087452,0
3,89,0.7315271788317297,0
3,90,0.7299194064322487,0
3,91,0.6346543509543304,0
3,92,0.7516699613099993,0
3,93,0.7615774026564507,0
3,94,0.6741056525625078,0
3,95,0.7360440907896165,0
3,96,0.6367225887608748,0
3,97,0.7078941789519178,0
3,98,0.7222911343029729,0
3,99,0.7105568563721635,0
4,5,0.6132618183229965,0
4,6,0.6909092220753916,0
4,7,0.7108538460736731,0
4,8,0.6096341091069333,0
4,9,0.6586914940183032,0
4,10,0.6111472938553624,0
4,11,0.7085865954091491,0
4,12,0.6508804243389223,0
4,13,0.6546361687293458,0
4,14,0.6282278337146685,0
4,15,0.7274346544179011,0
4,16,0.6119005769505765,0
4,17,0.6386319948666217,0
4,18,0.6375457009946088,0
