null_rep	AC_spectrum_cosine	AC_distance_w1	BC_spectrum_cosine	BC_distance_w1
46	0.6110691747822543	0.1862061373746331	0.562349293956399	0.1526906905555751
47	0.6030183039680742	0.19384392286756896	0.5533458735147382	0.1603256163339905
48	0.6038307071028852	0.19029345434529493	0.5543458054772065	0.1567713624968881
49	0.5957319861456563	0.19377801111912268	0.5458802808986601	0.1602605208279458
50	0.598774720161118	0.17910370882214646	0.5489226453529358	0.14558851943813855
51	0.5978043133059786	0.1848895451422141	0.5470520484965271	0.15137376689075996
52	0.5957277401765324	0.18895552101451807	0.5452669987164479	0.15543803868316444
53	0.5964329703249049	0.1884218663124502	0.5466023713055702	0.15490597482198465
54	0.6092291233288621	0.18917825198228666	0.5593020777161569	0.1556626591156621
55	0.6023884195737286	0.18785666261365933	0.5535944222094464	0.1543409381849669
56	0.6063927800533594	0.1844337133056107	0.5560879482142183	0.15091770247627662
57	0.5908761121210537	0.1985473884992113	0.5409954658859889	0.16503118197885372
58	0.6054002894836248	0.19086679917120772	0.5557387147374215	0.15735025177023604
59	0.6097763813894697	0.17986181866133333	0.561653929391943	0.1463434026193721
60	0.5958888796873357	0.18145295489520086	0.5452809529602671	0.1479361254246691
61	0.5936530055214624	0.189065635318408	0.5438279141456527	0.15554900779193717
62	0.5956906706880634	0.18133951769526754	0.5468849525879279	0.14782357117233308
63	0.5959871872807582	0.19203547574841137	0.5459053943775826	0.1585193084033345
64	0.5894222868638628	0.1906778151298747	0.5382664852543856	0.15716016388898923
65	0.6097182012793557	0.1773186556170317	0.5619719847486666	0.1438004809468594
66	0.5938431109308606	0.19112919210893314	0.5442024063237924	0.1576133774961918
67	0.6090485288241418	0.18669885266635805	0.5600708143246237	0.15317833393875355
68	0.6041729600383984	0.18907433825188216	0.5556066241884168	0.15555846193928166
69	0.5953494820407284	0.18269462432435277	0.5452548507101391	0.14917871139932154
70	0.596171160710145	0.18403631993621375	0.5456601415476844	0.150520621499641
71	0.5961737345909256	0.19347724146122128	0.5458889350046829	0.15995910048538864
72	0.6056703910876544	0.1869354709764232	0.5554269312231228	0.15341954487190326
73	0.5999538875247115	0.1880739219029397	0.5500705060635614	0.15455724866296633
74	0.5958819966629814	0.18947459213214612	0.5467424136593629	0.1559541793968886
75	0.6169010320529662	0.18713916405728367	0.5674618960991022	0.1536175983824804
76	0.603600060225369	0.18477322804864055	0.553409871771114	0.15125594039494766
77	0.5891052271769808	0.19257261890139762	0.5379086176920533	0.1590563569681373
78	0.5982251207809139	0.18790969957407075	0.5489412095607604	0.15439379436602518
79	0.5955047749012633	0.18671656982318324	0.5458953935548476	0.1532008229281202
80	0.5988948488130552	0.18536710471087006	0.549210146773258	0.1518444681557533
81	0.591117433702384	0.18700327374253584	0.5411872065736455	0.15347217872196148
82	0.6055348370013294	0.20128619970487094	0.5555578088199395	0.16777007574982777
83	0.5947474847716456	0.1971712144086045	0.544747179592785	0.1636547512621908
84	0.6017892626632646	0.18379867934443436	0.5519694780440082	0.15027974029258398
85	0.5843454418498685	0.18694729858089665	0.5348218321585129	0.15343144727547192
86	0.6008768156604135	0.19455761005630928	0.5514673589424427	0.16104163472111416
87	0.5933998022432987	0.19108265593953075	0.543443996271074	0.15756640553139262
88	0.6001380387407905	0.1842948967598464	0.550725263745236	0.15077864802103338
89	0.5990660864520954	0.192508526176594	0.5493811455932667	0.15899269049347867
90	0.6077723149984373	0.18630719298953516	0.5580564713133835	0.15279077634174018
91	0.6011396699350514	0.1931756038085922	0.552352891498319	0.15965842587587772
92	0.6061478652163482	0.1933098294199652	0.556651922333602	0.15979405264268093
93	0.5984623285735118	0.18695227054019978	0.5486705762672122	0.1534315470172314
94	0.5980470848502905	0.18517269503831676	0.5472720447775647	0.15165336555832698
95	0.6127725948475995	0.18737272003950306	0.5638074156442164	0.1538575917230077
96	0.5925854666076003	0.17930735199605424	0.5424891591791525	0.14579109675954227
97	0.597460466001131	0.19116872307255897	0.5472947531778293	0.15765294283969905
98	0.6058415129759319	0.19008308706653176	0.5569835302802275	0.1565681707448069
99	0.5989364299742028	0.17789567342659374	0.5502529579128757	0.14438038901957703
100	0.596818420201967	0.20233277401894875	0.5471202154427914	0.16881626295452803
101	0.5966151486343932	0.18226637767301504	0.546259901744282	0.14874678014149698
102	0.595380463598613	0.19062117590379818	0.5458207413690127	0.15710519163381367
103	0.6061867425831504	0.1882372419580471	0.5563328110079082	0.15472138072335673
104	0.6091638808330411	0.19185831882943782	0.561549090079932	0.15833112457601597
105	0.6070289603755612	0.18650739054516918	0.5578050640695595	0.1529908244703022
106	0.5923172729885944	0.185976168154377	0.5415303838071657	0.15245650288605064
107	0.6025252877226787	0.20641500603029106	0.5528720183717682	0.17289926314112128
108	0.616156552410539	0.1826336438827313	0.5670265823452214	0.14911697485895842
109	0.5997204158254633	0.19880607190685926	0.5494903259093541	0.16529004140693554
110	0.596712180939204	0.19517700138025085	0.5474142920757632	0.16165869030680707
111	0.6052913194559246	0.18089055407919277	0.5554292791757837	0.14737477942557128
112	0.5931423807756608	0.18745556653255838	0.543213733756813	0.15393451159132712
113	0.6057675131291806	0.18169873784892296	0.5557795535185236	0.14818248191608385
114	0.5999361248933134	0.1903631570014723	0.5492658919955113	0.15682966837749313
115	0.6052664661141828	0.18381907432455796	0.556247622805059	0.15030378840379344
116	0.6066627921889284	0.19159435696993157	0.5567548819962189	0.158076566847862
117	0.5917097474365572	0.18416179308368053	0.542427641129333	0.15064514627391234
118	0.6015722392917184	0.18382324033296968	0.5523448185176925	0.15030775307377608
119	0.5938626776592711	0.19365798899382614	0.5439642105658749	0.1601408497709919
120	0.6067663898271844	0.18093665227850014	0.5577751381803989	0.14742062026407535
