resample	n_good	n_poor	observed_centroid_distance	null_mean	null_sd	z_null	empirical_p	top256_overlap_with_v47_2	top256_jaccard_with_v47_2	pca16_cumulative_variance
63	66	10	6.786041013143156	4.835302756712915	1.5059580665437582	1.2953469952236276	0.08782435129740519	243	0.9033457249070632	0.873146717373951
64	66	10	9.126122707692314	4.879800641018878	1.488426823582326	2.852892731705442	0.00998003992015968	235	0.8483754512635379	0.8892203158170099
65	66	10	7.728951410578276	4.883864203429451	1.3974679460811996	2.035887273927864	0.033932135728542916	234	0.841726618705036	0.8789588572716015
66	66	10	7.864970760087727	5.037528968034916	1.4533922205863703	1.945408646065328	0.04590818363273453	241	0.8892988929889298	0.885055330300274
67	66	10	7.402928699333869	4.929884851447154	1.501789476355817	1.6467313740190173	0.07784431137724551	240	0.8823529411764706	0.8752703447850861
68	66	10	7.202126110486734	4.893859127109625	1.5281722905845516	1.5104756169176174	0.08582834331337326	239	0.8754578754578755	0.8830019714305328
69	66	10	7.960880153464944	4.85805580150577	1.5779852292308179	1.9663202763131264	0.03992015968063872	237	0.8618181818181818	0.8918404334124574
70	66	10	8.045273187633278	4.928671734769913	1.4959262203896226	2.0833924898058327	0.03992015968063872	240	0.8823529411764706	0.876036275477009
71	66	10	6.336816760235015	4.94381455984925	1.469161956640498	0.9481610887686704	0.17165668662674652	238	0.8686131386861314	0.8763140777476479
72	66	10	9.307785330978625	4.924643589661092	1.578794824970058	2.7762579861513412	0.021956087824351298	242	0.8962962962962963	0.8918503356097084
73	66	10	7.029513634440657	4.847160269555203	1.4890563098224405	1.465594921085076	0.08183632734530938	238	0.8686131386861314	0.8801820706763674
74	66	10	6.275416245013916	4.898948224561012	1.420247212854291	0.9691749492587253	0.1536926147704591	239	0.8754578754578755	0.876203208755818
75	66	10	7.427867371593624	4.855928710534886	1.505986315516954	1.7078101139158621	0.06387225548902195	231	0.8220640569395018	0.8751842272989537
76	66	10	7.45224534100664	4.807552704954242	1.534296975241558	1.7237162548899772	0.0499001996007984	236	0.855072463768116	0.8860634016399691
77	66	10	9.680793758498176	5.013622599763364	1.6283742816665614	2.866153814440124	0.013972055888223553	237	0.8618181818181818	0.8845503272429488
78	66	10	8.55226495741698	4.933139866080725	1.4389413134681994	2.515130434759206	0.021956087824351298	243	0.9033457249070632	0.8839392727909924
79	66	10	8.429554576192212	4.961195729338477	1.5115553562681163	2.2945629033506103	0.027944111776447105	238	0.8686131386861314	0.8844760569798347
80	66	10	8.154626128215412	4.8641642331628265	1.4119982593994012	2.330358322433199	0.029940119760479042	233	0.8351254480286738	0.8751797649020614
81	66	10	7.81582138836478	4.867124722078354	1.5422774195271955	1.9119106776460397	0.04790419161676647	240	0.8823529411764706	0.8852444211073262
82	66	10	9.742954746222214	4.952801148532526	1.605081381984601	2.9843680522709124	0.023952095808383235	239	0.8754578754578755	0.8876828633235134
83	66	10	9.534690894109541	4.9988366002856734	1.565161558982998	2.898010283852838	0.007984031936127744	239	0.8754578754578755	0.8825933437046551
84	66	10	7.7331083790594715	4.888706008854983	1.5760342147616844	1.804784657314433	0.05389221556886228	246	0.924812030075188	0.8883573379809366
85	66	10	8.292824592589554	4.961558536193181	1.3911644567589356	2.3945882459916983	0.029940119760479042	241	0.8892988929889298	0.8808135175040139
