gene	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16
HBZ	-0.009809065100129945	-0.02638599157470767	0.1148964472810499	0.006236972159635861	0.004860043938137701	-0.10146439238097185	0.08086089160343833	-0.06963737361850784	-0.10060795830935165	-0.036123491647827584	0.11205288702846154	0.03270761019509963	0.004956003391968924	0.048293086151732105	0.11781658122471561	-0.07663885838540757
RNF182	-0.003856524198663291	-0.05719195485819058	0.05611546449595514	-0.03399236446850429	0.05761638409513805	0.05192534282836229	-0.0008241399505211154	-0.007851152463510253	0.047523513754600205	0.12150515385056854	0.013143108696851714	-0.11414820511551022	-0.03365719078135377	0.03717556062179526	0.3662192062231705	-0.05042358788934674
KRT1	-0.027659141086719123	-0.0975260487569717	0.09104193418690297	-0.06314375008955193	0.044371730350635595	0.02785547760409149	-0.05603991820346192	0.06328023319688825	-0.027523412023743712	-0.020838792783987984	-0.013593069639049334	0.0036174142775265723	-0.04237003111576567	0.018080978397132727	-0.03360076585407283	-0.061135460300316066
RETN	0.08661219554646789	0.03247524866767266	-0.013915589598953596	-0.026703343299993767	0.08256948450847117	-0.0005880109469922142	-0.01000362680583111	-0.016122479594596475	0.03370732767736301	-0.0038776364198193115	-0.027133011499422526	-0.021702297954361224	0.030295782820433406	-0.00944133723120515	-0.00664494172866654	-0.0058664826915464565
SUCNR1	0.08873300148809332	-0.001227506769299092	0.0029784553588332705	0.015494008951499046	0.0520405166098454	0.028525393390420064	0.020660036439468205	0.01952404406147203	0.04184715054158737	-0.037391723430331175	-0.0597232139010993	0.02227573426837257	-0.03129852456142999	-0.029654332893692143	-0.0017500603580826596	-0.03544665315192711
COL17A1	0.08761529133623638	0.02192243328358914	0.005426065105449478	-0.023533192798975568	0.07326159363424646	-0.01623831719413166	0.002654161982638814	-0.010559994600279865	0.023154529452066766	-0.04260420525503888	-0.013008511270451389	0.008539691206305424	-0.001043464684080583	-0.001041453712037599	0.055526483717271174	-0.005914214902188811
PRSS21	0.037756982216410814	0.007522728444097457	-0.021458855469402075	0.018009539342016535	-0.03478609992757349	-0.03503633004982416	-0.055080044088270046	0.01900347373976521	-0.046329053196519664	-0.08658003453321993	0.09926311144826605	-0.1038301845029984	0.10623629179598992	-0.0804809041166082	0.05778803462941138	0.34897593723216813
TMEM45A	0.06698752064996082	0.01589475798284098	-0.010179316148127457	0.03731078720991488	0.029621314328062552	-0.004860806861304615	-0.004593128328640793	0.01759164327251626	-0.033017909164983095	0.07849529874731855	0.010246972810658027	0.09459657944123309	-0.11680889557555166	0.026606688855956556	-0.009123879964906361	0.07739438072904094
OAS1	-0.026358428461759613	0.11870102092633154	0.1057676168346496	0.05231012260379266	0.03977372210108106	0.047624234480732636	-0.020034281642096863	0.030849521744801565	0.021449957197709337	-0.0693695327048762	-0.04062935436445908	0.04549613317030364	-0.014569369020083156	0.04920814620647817	-0.06592339910579269	0.06513448180614619
TCL1A	-0.049716728727623366	0.0436390973922222	-0.022052635336027266	-0.06474811107132207	-0.02555975115849313	-0.08271510744623572	0.008263523087550892	-0.01685532846201171	-0.16524059537572774	0.0018399720881853178	-0.030601287122810145	-0.17562486893179027	0.12962314569427755	0.18520180662659044	-0.1032533154125577	0.009387666272171968
