group	n	mean_density_proxy	median_density_proxy	mean_local_anisotropy	median_local_anisotropy	mean_distance_to_centroid	median_distance_to_centroid
MMR	69	0.10056852994697697	0.10319152739524416	0.3625357952474356	0.36282784526452727	13.915556044015437	14.1524023367929
NONE_NO_MMR	59	0.09962693956132646	0.0992720450650767	0.3807336002275908	0.3856437422707806	14.996492063364903	14.53138313983841
