null_rep,mean_pr_auc,mean_roc_auc
1,0.3805192859184733,0.6675735294117647
2,0.3551395669747063,0.6712745098039216
3,0.3759730413492023,0.6835049019607843
4,0.40570247078915805,0.7025735294117648
5,0.3845531283588559,0.6948897058823529
6,0.38169759032104233,0.6974264705882353
7,0.3766122982194964,0.6689705882352941
8,0.39937126654735017,0.6781740196078432
9,0.40682151160672836,0.6944117647058825
10,0.3965080571446671,0.685061274509804
11,0.4055645393335021,0.7005024509803921
12,0.40706873421269696,0.7021813725490196
13,0.35656306762982465,0.6659803921568627
14,0.39993598793134394,0.679313725490196
15,0.3850643347450623,0.6872426470588232
16,0.3644458617148245,0.6749387254901962
17,0.40461082937243936,0.7187132352941178
18,0.40423930677452347,0.6759681372549019
19,0.3932293281910155,0.6917401960784314
20,0.36961609791137656,0.6804411764705882
21,0.37112899633333063,0.6652696078431372
22,0.3813567743888951,0.688627450980392
23,0.4081259826344965,0.6951470588235296
24,0.40515137276437585,0.6910294117647058
25,0.3395850077138777,0.6572058823529412
26,0.38556852097564176,0.6825367647058823
27,0.37607135081980286,0.6818627450980389
28,0.35695077798018976,0.6664460784313725
29,0.39954817095529166,0.6972303921568627
30,0.3857409585025684,0.6687009803921569
31,0.4033408975069191,0.7034558823529413
32,0.38192703979313886,0.6824754901960783
33,0.39174408000839894,0.6839215686274508
34,0.4013811127955865,0.6948406862745098
35,0.36372529817963245,0.6765318627450982
36,0.3750047267117701,0.681421568627451
37,0.3993923637422089,0.6860661764705882
38,0.37823805497334917,0.6918014705882353
39,0.40599345600506603,0.6963235294117645
40,0.4050607622368459,0.6831985294117647
41,0.38588470838586936,0.6796200980392156
42,0.37360821781990516,0.6778063725490194
43,0.36276839931367794,0.6658210784313726
44,0.38622835134135447,0.676372549019608
45,0.39307883590294584,0.6916176470588234
46,0.36203015770778935,0.6636764705882352
47,0.4104576919325371,0.7026102941176469
48,0.3842976830960577,0.6970220588235294
49,0.40821678714016185,0.7130024509803923
50,0.3808014314117255,0.6909803921568628
51,0.40085829498445597,0.6815318627450979
52,0.3709435053322438,0.6657230392156863
53,0.36763787231859985,0.6707230392156863
54,0.3984370228083464,0.687794117647059
55,0.40979037537396673,0.677095588235294
56,0.3777316755741678,0.6802450980392157
57,0.38149040556393493,0.6956495098039217
58,0.3957638799682144,0.6874754901960783
59,0.3980629697458259,0.679387254901961
60,0.4147173124289998,0.7016176470588235
61,0.3936232315729219,0.6896568627450981
62,0.36558608831828643,0.6904166666666666
63,0.3749664409234842,0.6566421568627451
64,0.3985313541091405,0.6948651960784313
65,0.3927332183067477,0.6926102941176471
66,0.3857690312496814,0.694142156862745
67,0.37440856824061164,0.6834558823529412
68,0.3720881397011428,0.6892279411764706
69,0.38652846369603333,0.6748406862745097
70,0.4034316196932297,0.6867279411764706
71,0.4311228732138175,0.7100245098039217
72,0.3704150454808349,0.6660539215686273
73,0.37791254823607756,0.6955759803921567
74,0.37345793303417163,0.6675122549019608
75,0.37530909766474785,0.6758946078431373
76,0.41827359758977406,0.6960294117647058
77,0.38445090541839777,0.6721078431372548
78,0.3882333206582434,0.6849387254901962
79,0.40643295175183725,0.6962867647058821
80,0.3750046334169786,0.6749877450980394
81,0.3868393230436574,0.6897549019607843
82,0.3817648895365614,0.6746936274509803
83,0.38373548364260446,0.6839950980392158
84,0.38440487677097585,0.6762009803921569
85,0.3873352768232799,0.6863357843137254
86,0.3733952393495737,0.6692769607843136
87,0.3586177326572064,0.6913725490196079
88,0.3870891753728442,0.687389705882353
89,0.38971003207032623,0.6953186274509804
90,0.41694035632696624,0.6880269607843138
91,0.3899313622680497,0.6930024509803923
92,0.3908357063473163,0.6855514705882352
93,0.3977337028439969,0.6955147058823529
94,0.39808938291097734,0.6896323529411764
95,0.3891234890410587,0.6942524509803922
96,0.3877133112558808,0.6878186274509804
97,0.37846632747484144,0.6833088235294119
98,0.3825367291234164,0.6738235294117646
99,0.40035481952974217,0.711531862745098
100,0.36683545049721533,0.679938725490196
101,0.3793486403660552,0.6635294117647059
102,0.3846736035865293,0.6762254901960786
103,0.38024529755160574,0.6777450980392156
104,0.3922834397141673,0.6756740196078432
105,0.3877878392390776,0.6917156862745096
106,0.35965187743399823,0.6570833333333335
107,0.3993426795727492,0.7032720588235294
108,0.36602866985955224,0.6935171568627453
109,0.3831193306177825,0.6818995098039216
110,0.40618317472574444,0.692610294117647
111,0.3939786324356758,0.7068504901960785
112,0.38524524522318637,0.6857598039215683
113,0.4051806965108048,0.6991789215686275
114,0.41634093102746356,0.6899142156862745
115,0.37930999881038574,0.6651470588235294
116,0.3711985102673957,0.671029411764706
117,0.34531000922022587,0.6584068627450981
118,0.41233504397649134,0.672279411764706
119,0.43009638728717675,0.7087009803921568
120,0.39001139122888356,0.6890686274509804
121,0.3638110608431816,0.6694730392156865
122,0.3699364569039492,0.6689583333333333
123,0.3599031349842108,0.6596813725490196
124,0.3664555172639538,0.674938725490196
125,0.37084702050472174,0.6529166666666667
126,0.36569288800867755,0.6707843137254901
127,0.4038907507754257,0.6746936274509804
128,0.3599092070926435,0.6794975490196079
129,0.40354074368470655,0.6824754901960786
130,0.39787225167333523,0.6678676470588236
131,0.36226516332824377,0.651593137254902
132,0.38148760172289586,0.6690686274509804
133,0.395268845877205,0.6761274509803924
134,0.3611241125575491,0.6593995098039216
135,0.3795128174199382,0.6920343137254902
136,0.36767861235198696,0.6550612745098039
137,0.38913465300036504,0.6964093137254901
138,0.4018487568288265,0.6964828431372548
139,0.39306589554809357,0.7082843137254901
140,0.39391018048429044,0.6687377450980392
141,0.3993016930896189,0.6912254901960783
142,0.37890591446164207,0.6827083333333335
143,0.3791575066087451,0.6725490196078432
144,0.3700484795705384,0.6698774509803923
145,0.41118134388258226,0.692156862745098
146,0.4058011066877167,0.6765441176470587
147,0.39718679305444016,0.6844975490196077
148,0.39782612176265425,0.688578431372549
149,0.3710722147219825,0.6664093137254902
150,0.36804447742373436,0.6642156862745098
151,0.3921130377333938,0.6931372549019608
152,0.3926490524725819,0.6854044117647059
153,0.371626355856619,0.6762132352941177
154,0.37560595059395374,0.6785661764705883
155,0.4082744717729237,0.6834191176470586
156,0.3780105130793986,0.6750490196078429
157,0.402480711411052,0.6869117647058823
158,0.41410343665335925,0.6920588235294116
159,0.39018932378394455,0.6796323529411764
160,0.400771462040425,0.686372549019608
161,0.39888357477289377,0.6749387254901962
162,0.37600986660971186,0.6707475490196078
163,0.3698022795917533,0.6828676470588236
164,0.4157864150669878,0.7042647058823529
165,0.35721894000106075,0.6580882352941176
