null_rep,mean_normalized_projector_overlap,median_normalized_projector_overlap
319,0.056151814275063563,0.056078778769487574
320,0.05608433621240641,0.056069840592405946
321,0.05628944400063082,0.05621375712004857
322,0.0561765903511459,0.05601442313859431
323,0.05616933152448527,0.056113221312501516
324,0.05629276369895871,0.05617098615355224
325,0.056296537619637876,0.056191861270559335
326,0.05619802774275803,0.05613896436427246
327,0.05608295580626356,0.055911498944473934
328,0.056133476238386874,0.05600375610399277
329,0.05616874333359977,0.05603072709942016
330,0.056234039906876296,0.05610353672013791
331,0.056200475587531856,0.0560377187689408
332,0.0561936386877094,0.056234892494898825
333,0.05623386444741868,0.05609415955701191
334,0.05627334165111614,0.05614735501551306
335,0.056143659067912514,0.055999701628442464
336,0.0562389937863754,0.056095531499869664
337,0.05621554475977077,0.05604748736804642
338,0.0561527480442842,0.05601319400660529
339,0.05612186069027994,0.05603553387820776
340,0.056173073585994694,0.05615558872798895
341,0.05617850969309382,0.05610268100659169
342,0.05632125394948547,0.05614659265817767
343,0.05619169093182977,0.0560317390342088
344,0.05611805953210787,0.05604853426945175
345,0.056131070469586895,0.056023039472723496
346,0.056039056414067846,0.05584889781331541
347,0.056076862887473544,0.05593013942535299
348,0.05612232974367964,0.05601016492345332
349,0.056279119267327336,0.056202784649787715
350,0.056297973738124306,0.05613922334378163
351,0.05625030308640043,0.05614119417136319
352,0.05611902656909812,0.055977005439527126
353,0.05627493737370211,0.056152803592389895
354,0.05614541870192315,0.05611692911253052
355,0.056141901731497926,0.05601071092927304
356,0.056135892581071434,0.05589392387327966
357,0.056148055752051236,0.05600329101953598
358,0.05624559351395701,0.05615028848381634
359,0.05632724191560749,0.05615075101303721
360,0.056072145678897525,0.055908799052477545
361,0.05629496577146652,0.05615838694745586
362,0.0563375306011138,0.05624093058937225
363,0.05624086019154456,0.05603331859646406
364,0.05611490538879686,0.05590173311505975
365,0.05624075102010732,0.05610631926558387
366,0.05626441569705034,0.0561042363523867
367,0.056291657782520585,0.056145989059003504
368,0.05615206732503166,0.05597254570089867
369,0.05620142992792784,0.056033062138835105
370,0.05626258969964143,0.056191204927275466
371,0.05628393904934459,0.05620708161170731
372,0.05629464086849118,0.05614108781306444
373,0.0560485067931732,0.05579528243758193
374,0.05620939823511804,0.05605780381208727
375,0.05630656338199726,0.056173363363961976
376,0.05617851640318813,0.056067941088935695
377,0.05608680517482592,0.05594224488913281
378,0.056233090774660904,0.05605575191898647
379,0.05608451472531355,0.056043730351960225
380,0.05612806396125496,0.05602984811581597
381,0.05616540641904228,0.0559790706131562
382,0.05604390187109439,0.05587704523180349
383,0.05622580796282244,0.05614032415460006
