gsm	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	mean_knn_distance	density_proxy	local_anisotropy	distance_to_centroid
GSM3737704	28.902232600551365	6.370055100209035	0.09486250361748266	-20.036858209942203	2.3313882635793015	3.552179388086793	-3.8872168436720465	5.170464430532959	-3.889792084204539	1.6805400977168785	0.09136823909040949	-0.48116000477889986	1.023345365340611	-0.35612349841102214	-0.9626907876828869	-0.40397697485602097	27.466807011924978	0.03640758096002218	0.37622890984906154	36.8477602463068
GSM3737705	-13.339826079095678	2.3291077464363354	1.5430410651726916	-2.935202780447955	-3.5518814988423832	2.638600253384237	-0.8819780135269332	-0.3860362050013064	-0.33357865410493037	3.683438460167829	2.4312287034575757	2.6320086087456924	-2.0668387108211212	0.7669237816357113	-0.8916873042830334	0.3246372631074767	8.859380827048815	0.11287470530070906	0.31361266904685325	15.721160972747354
GSM3737706	-13.312221817160136	2.699545308257558	-1.0120058941664198	-2.696521325863906	-0.4414716010002652	4.002993124638944	2.6045662563160774	1.1326390796730352	-0.3327909827600906	0.08913938927202654	-1.3528964087820958	2.147741782212999	-0.2266818121387547	-1.6381141192354831	-0.9955173374155036	0.16210399879613463	7.876311212056008	0.12696298725083466	0.285338391794885	15.079708872588169
GSM3737707	-9.993099080992094	1.0915781999490812	1.5130271475185957	-1.935649596233174	-3.0130791199924833	0.7456551136787732	0.32864577670752443	1.1925328428464874	-1.4154645774854673	0.8712073619643816	-0.12073793931585217	-3.066271046425777	-0.3222335234514401	0.6986282960701883	-0.5620479818995804	1.3142273993870486	7.8032250777481185	0.1281521409463759	0.34260959918835304	11.535531987130868
GSM3737708	2.68048154009756	-2.4457272907507828	1.7526287581398097	1.0519010996759932	1.7203116460073749	-1.1332758617312324	1.2148705273226263	0.6746557721870171	-4.6348312435528465	-2.034424417703796	-1.2476670314872333	1.2936353706645076	1.680983682321121	-0.6711412695018324	-1.4511971213351287	-3.3054535086339873	9.944770553369967	0.10055536169821748	0.30262934459415586	8.287247159943218
GSM3737709	-5.899505453514116	8.533081877687888	-1.713306394046868	3.5199830140035817	-2.9538373500975514	-0.018978949411615983	2.5700193524668196	3.6682001613938895	-0.22509695316212322	2.51308677751034	-1.28275776859861	-2.4629496161223314	0.13970244341191548	-1.7005505626952342	2.04416681055752	0.18465223444539525	10.743744183864056	0.09307742095179435	0.436368310980944	13.150343068289375
GSM3737710	-8.493656154148024	-0.11936751741147426	0.2260154967105347	-1.4521287562304421	1.1509888475371974	1.1712537591405958	-0.5281963668060122	-0.291870949386867	-2.702134998224629	-0.5378390201832149	2.2083912662266174	1.7993370084570324	-1.9865423993353046	1.0480854987633124	0.5868096821941039	-0.4952419030980394	7.909295249230523	0.12643351505902645	0.37488996836063443	9.935635320641564
GSM3737711	-8.073025197577953	1.6324133428090126	7.16129231914538	-3.7307615341776703	0.7346124433142172	0.8805496146060612	2.8588808237382364	-1.0616220406581542	-1.6516887336392032	1.8922413918513472	-0.05909986477460653	2.4201017491089316	-2.1825954260639895	0.16068948653982898	1.2288211578168944	-0.9931529724102044	9.268319358746004	0.10789442630246088	0.2905828676016259	12.77150731324429
GSM3737712	-8.872683199258702	-4.312592494193394	-5.034290137223294	-1.7076552509383116	3.624426698081736	0.5319672848518486	-3.048573994279129	-3.0615094745025413	0.6879982037231486	1.803122577834118	1.5272019352371857	-0.6926001653320183	1.1156452564914225	-0.4370979104758143	0.17263201217856927	-1.8250361934679635	9.863890157976655	0.10137987994434693	0.41116208485204614	13.00008221896956
GSM3737713	6.827332413426445	-7.540558734841147	-9.287496956776094	-1.3887920814750734	10.438619818571413	1.3123997741175182	3.922646281107807	2.7574349921376817	2.4414838940622534	1.0932532791044491	-2.2995213049423753	-0.5974400117602428	-0.06392779250781012	-2.69036341110297	3.516697797322396	1.635331384241503	16.979854375870723	0.058893320158328	0.3603968600248771	18.984757277043162
GSM3737714	-10.57705250804483	2.563099880191397	1.4248542663473465	0.5065219377509024	-0.6801967909789902	1.387610547354053	0.9262498576555152	1.1562299906907227	-0.40019033631193524	-1.1679568272102419	2.0438194278846895	1.9299495804863014	-1.7433882014278654	0.7530632520967196	-0.557785035175978	-0.826283830879979	7.080325394226945	0.1412364466773271	0.3068207124491998	11.804227492427895
GSM3737715	-8.581159771538324	-1.3471458714767137	-10.330936506360903	3.342846214183395	6.181017280146359	-1.2478459754004398	0.3714547649351022	-4.085802255233171	0.7718820671850064	-0.7547507335036467	3.6511005019900264	0.5081887902220762	-2.579192063843466	-0.22627477897263673	0.019873133052878786	-1.9297687856329833	13.204076868332455	0.07573418497723532	0.4249274260039361	16.587040231566803
GSM3737716	2.9235214667836282	-0.9680703812264417	9.94538050748167	-3.205267208597286	3.505900380077063	-3.496915237053431	-3.8218707600779576	-4.746093873111181	2.7252601029573724	2.5028765690778516	-0.29423412193798665	-0.03698193321260261	-0.8766226857452845	-3.4569968102353097	-0.3523588853276033	0.18658326844358736	13.072558847205894	0.07649611768346805	0.31595866852734855	14.386728803523091
GSM3737717	3.8920636973420972	-2.2272048442897066	-5.782191001503458	2.8711708511928316	1.2355133580475985	1.17607167714018	6.553168341861527	-3.2950512873292195	-0.34064242741666634	1.338767930696716	0.39743192520406373	0.32267343540325866	-1.382529418420238	-1.573037305820409	0.026588940499002203	0.5736125974138325	12.62323208054353	0.07921901408603928	0.24763863483154358	11.197452910660873
GSM3737718	-3.040898857261114	6.116674714834546	6.616563232540233	5.394006538791727	2.0087914383052916	7.698435959768188	-5.9320034836121796	2.288949219206389	5.618780923950971	-1.7557086700002373	2.68277412359483	0.058908979031462534	1.1000985169105109	0.560611204849401	-0.6184780541542144	2.055698323675085	15.257423370804233	0.0655418661261953	0.40459402953204504	16.469698714534058
