r,n_folds,pr_auc_mean,pr_auc_sd,pr_auc_q025,pr_auc_median,pr_auc_q975,roc_auc_mean,roc_auc_sd,roc_auc_q025,roc_auc_median,roc_auc_q975,balanced_accuracy_mean,balanced_accuracy_sd,balanced_accuracy_q025,balanced_accuracy_median,balanced_accuracy_q975,sensitivity_mean,sensitivity_sd,sensitivity_q025,sensitivity_median,sensitivity_q975,specificity_mean,specificity_sd,specificity_q025,specificity_median,specificity_q975
4,100,0.42511198045447274,0.19560873061914738,0.12864583333333332,0.4083333333333333,0.8069444444444439,0.713639705882353,0.15216340566270173,0.3380821078431372,0.7401960784313725,0.9501838235294117,0.6612867647058824,0.13410546143700555,0.39370404411764703,0.6458333333333333,0.878860294117647,0.6649999999999998,0.2906077458583338,0.0,0.6666666666666666,1.0,0.6575735294117648,0.11433599636143209,0.4117647058823529,0.6470588235294118,0.8235294117647058
8,100,0.415783554737889,0.19696955090466797,0.12850436328377504,0.3902777777777777,0.8135416666666663,0.692389705882353,0.16416094255987285,0.3238051470588235,0.7156862745098039,0.9394301470588234,0.640030637254902,0.1450978712825742,0.3375,0.6458333333333333,0.8823529411764706,0.5333333333333333,0.28525295447359467,0.0,0.5,1.0,0.7467279411764706,0.10746634340962205,0.5294117647058824,0.7647058823529411,0.9394301470588234
16,100,0.477031250612133,0.20665398015718348,0.16965909090909093,0.44166666666666665,0.8929166666666661,0.7858700980392156,0.12727015360850336,0.5241421568627451,0.7990196078431373,0.9704350490196076,0.6699448529411763,0.1511596324411164,0.40886948529411765,0.6911764705882353,0.9411764705882353,0.4699999999999999,0.3046405031166563,0.0,0.5,1.0,0.8698897058823529,0.07531241182784994,0.7058823529411765,0.875,1.0
