permutation	centroid_distance
127	4.65223344995423
128	3.986880435572997
129	7.994194687612414
130	2.184385841705378
131	3.1569820646698608
132	6.017129460714795
133	3.492548725077794
134	4.2897538232206145
135	3.595694014176068
136	7.37486652895095
137	2.4005199445112106
138	3.154703563719491
139	4.449656926372588
140	4.106781040710613
141	3.7011257742103525
142	4.401019179022971
143	4.435257557650724
144	4.173648673105919
145	4.093980600180002
146	3.472632451158344
147	3.9197234835054062
148	3.3145931219259266
149	4.161729058656479
150	4.458753661480009
151	3.752262367784394
152	5.953601283389408
153	3.952118130040398
154	5.166470924634606
155	4.095200689626186
156	7.449789456795648
157	3.969546653108829
158	2.7847465149111716
159	4.39477294906432
160	3.3564392226308337
161	4.270513949373321
162	6.777425288354407
163	3.5479332131001873
164	6.930101549524351
165	3.9445303140553465
166	5.593782689316619
167	4.024883293798051
168	2.5883668615340647
169	4.8086154870222435
170	2.9471302326343958
171	2.6163821278022703
172	5.618362781107379
173	5.846882257402458
174	6.456059353838219
175	2.6732672440019147
176	3.2208242678147707
177	2.1008121170478486
178	3.6045750460675086
179	4.06833430026377
180	6.48424187834113
181	3.002247454465815
182	7.693279537837191
183	3.5242103969602123
184	7.935160192010668
185	3.526315997941989
186	4.155595008582341
187	6.266131040811404
188	3.5493928161969697
189	4.108632655991823
190	4.7489992693928125
191	3.052078419647093
192	4.074436654516351
193	9.824093109452447
194	3.6679710516005697
195	4.913005393875682
196	4.664523985058352
197	5.762070287779425
198	3.174351053688237
199	3.3775186896618568
200	5.109647470052293
201	4.219419245432478
202	2.3366553497540075
203	2.9512917096499036
204	4.943489494937678
205	4.491585124272497
206	4.590653350777441
207	2.665886032910924
208	2.5123475954129053
209	3.2894007061282236
210	3.580686893199618
211	4.055468898542934
212	2.7580575778272602
213	4.0827255090706664
214	4.261382051356315
215	4.761542703092964
216	4.957144776508129
217	4.146068553239306
218	3.970917263652765
219	3.0304717244933506
220	4.113052207742483
221	3.3325040626691806
222	3.4801324390038624
223	4.252508925120631
224	3.8521938123370076
225	3.090004050454399
226	2.488258686683164
227	4.5329537246984986
228	3.782288088837495
229	3.771865863645109
230	4.337133089509203
231	3.2299850530107657
232	5.266096794600997
233	5.593609113169468
234	3.550703547885428
235	2.894642293003448
236	4.8672166240258745
237	4.711419487903764
238	4.01866362726531
239	4.4770830800720525
240	3.5299113707878345
241	4.202614317106604
242	5.212169453263155
243	2.8289455509923096
244	4.113968411815948
245	3.5856175391368192
246	2.9074707289794333
247	5.038559329015152
248	3.662897973496624
249	5.896255745077216
250	3.9686440212540868
251	4.844108138920877
252	2.8350709290374354
253	4.920706021520748
254	2.42814628311772
255	3.1037731703158737
256	4.073763874103956
257	2.371627921560367
258	6.074858461979653
259	3.595418400882495
260	3.7102040816024027
261	3.8219052839810526
262	3.444130365343278
263	2.671249335399933
264	4.459622386459133
265	5.098263699210644
266	4.999158062209475
267	4.798780207119673
268	10.089917921564927
269	4.630073083905813
270	3.522986387570823
271	2.37303568052733
272	5.700574692075078
273	4.318265170474031
274	8.076625853740754
275	2.2294412266304837
276	3.212710413349415
277	3.7153518124213947
278	4.366371099721959
279	5.7556107080438474
280	5.447934751618719
281	4.249261964359503
282	3.4900445641532087
283	6.576794571293435
284	4.735769292403741
285	4.9018227172318936
286	3.597680376564534
287	5.062705115877736
288	4.306109510371427
289	4.285890870814028
290	3.4230682899859297
291	2.642730382670145
292	4.031437757705746
293	3.766748567896774
294	5.014069120306464
295	4.953985779859153
296	5.835082358409212
297	4.4771661774287566
298	3.5798078442648626
299	4.033918761220524
300	3.535651574143487
301	2.981434038766194
302	6.723828646518027
303	3.899626250713561
304	3.802651369086532
305	4.601308802731894
306	3.7056171588211884
307	3.822366976524485
308	4.834824286312545
309	3.0975175315949595
310	2.415707586386689
311	2.2503524249402407
312	3.444739909480045
313	3.576420117578756
314	3.5639444395904984
315	5.600536333209285
316	4.924725634676626
317	3.4054256672564347
318	3.7597395978207104
319	2.7585853777084495
320	3.7725146279401574
321	4.642428951079912
322	2.406568373300058
323	4.656346187836466
324	6.583575125477854
325	5.263848846644331
326	3.0159746572555752
327	2.945253910765588
328	3.456140774729807
329	3.3182636724247256
330	3.4690346196007233
331	2.5851203852369053
332	5.451209527182673
333	3.040654914357505
334	4.819036384836789
335	4.140379953980329
336	6.019843697320243
337	3.325975421413562
338	2.9913069497000264
339	4.101560493237716
340	4.44530773716766
341	5.564748220143226
342	2.6508266986408446
343	4.154105352933702
344	4.504356192866478
345	3.235097438852868
346	3.4491122920711725
347	3.414756504409599
348	4.101332646246351
349	5.997473530016232
350	4.127995306438184
351	3.2935951256735803
352	2.9427945104591413
353	3.45190167244893
354	6.6274689265712725
355	3.8753520267058628
356	3.0648063052185357
357	4.33244362744164
358	4.040108782458202
359	3.610331924718867
360	3.715260247226525
361	4.889960656549331
362	5.522436591087122
363	5.340592849050289
364	4.149174054625556
365	6.009699503020973
366	2.1556875246033314
367	3.6023471783141847
368	4.163284126491883
369	5.8632700394141875
370	2.91844336651338
371	4.526575416088494
372	4.301358882966826
373	3.7445246724349786
374	2.9866972036531734
375	2.845706735773463
376	4.46538318996537
377	3.0384606361748463
378	3.149595804869262
379	3.678379446317791
380	4.161871574884364
381	4.294822568481237
382	3.5269160072256103
383	2.4597795725705294
384	3.4362194820440397
385	2.6826894014177096
386	3.761899021340826
387	4.429386363225642
388	4.327423851891533
389	3.353158504080389
390	5.342481341110133
391	3.890696823156089
392	5.757070154660349
393	2.562242093666542
394	5.058219191612385
395	4.796376108890395
396	3.353166016943361
397	4.005763561688686
398	6.663688193677941
399	5.055513527025357
400	2.4602816393627633
401	4.303086757478236
402	3.657784848880012
403	3.4940747490589406
404	6.721489527110371
405	3.8282062365382634
406	3.967390983030079
407	4.830953016847996
408	6.181672403818126
409	4.562688726985626
410	2.978752162544814
411	3.1730424593463726
412	3.0185957573306017
413	3.487768302951922
414	4.66006095390605
415	3.276147890015519
416	4.040117496845022
417	2.037077485583549
418	3.8168589656035965
419	4.157040315222666
420	3.323208130274614
421	3.1904468568007958
422	2.470645930553433
423	3.793983709196291
424	3.4103127123990045
425	3.8466447896259814
426	4.024586272819686
427	7.899329230006862
428	4.7422930775126115
429	5.159317580211649
430	2.760679894154452
431	3.8017008543532316
432	3.4392535585444772
433	3.888189908585668
434	3.9862347625310464
435	3.86879099993526
436	2.5375726304730146
437	3.30726789627401
438	3.5762274895611403
439	3.8121833754705174
440	2.338090227359927
441	3.23875065862892
442	5.14132434171352
443	4.561940282298075
444	6.263107427503184
445	2.9169163484941056
446	5.0299215927840795
447	2.5220817961853257
448	4.149307498396262
449	3.105961429175712
450	2.864872932840504
451	2.8441687240471674
452	4.34328730012282
453	3.725537643116266
454	4.081697927973222
455	2.608009539196994
456	5.54993308500457
457	2.949090330749833
458	2.3921689844232965
459	2.514668345503801
460	4.049148920351854
461	2.8502652116548406
462	3.6505972509092994
463	5.110077712869809
464	3.9793546397680664
465	6.9110015523326975
466	4.354380936733022
467	3.6490295100546875
468	5.726264427344054
469	2.929917195308494
470	2.8744129931806253
471	3.9897701658837486
472	3.363257507651409
473	3.449217526213089
474	3.86438916281965
475	3.2982808490611926
476	5.02741736831891
477	3.6968651608509897
478	4.70407286872184
479	4.632823415154752
480	3.8316225063573706
481	3.338600151153131
482	4.4702042234656005
483	2.371113042516353
484	2.597931000059552
485	4.519103413275921
486	3.2970953579742357
487	3.6620674064006478
488	6.7001020114127865
489	2.515750793876427
490	3.889651182658595
491	4.741239509346313
492	3.1586098856156744
493	3.4344552036788025
494	4.0958319886394206
495	5.5679907070143235
496	3.6374674423195343
497	4.356315339482863
498	5.274774867726689
499	5.135690022647422
500	3.8658797416295863
501	5.025816987868744
502	3.674041675387798
503	2.8587099904704
504	3.7762810738791726
505	4.328923096430607
506	3.3314047745138806
507	3.6497578687005334
508	5.472944305824821
509	4.496007819027795
510	4.508529625091969
511	4.285388752291143
512	2.5437598210357413
513	2.156706183360007
514	3.554573294092199
515	3.144900289611209
516	3.5085072041950838
517	1.9786744368154425
518	6.990400568700388
519	5.831303287815488
520	4.592662893595137
521	5.446738678343835
522	2.610513982390134
523	6.2595478899019845
524	2.92136951001053
525	4.136864930840284
526	3.887505726237923
527	3.4915496050130908
528	6.537533329008713
529	2.7378531635562755
530	4.4030490034330665
531	4.012396468831923
532	3.1945341610027653
533	3.6881328596702656
534	6.660458280186338
535	4.900688656411237
536	6.032141880277133
537	7.103407185507897
538	4.504223801165871
539	3.832466893816538
540	2.83747911312665
541	2.316318407758143
542	3.2228346836729793
543	3.1957350698153664
544	2.8837000872071488
545	3.01921404817784
546	5.392381302640432
547	3.599973407185672
548	1.8022908738291203
549	5.062894327956374
550	4.5751227430568155
551	4.859471517152953
552	2.3815267087367973
553	6.923884184353994
554	3.6827669035702684
555	4.056324460687874
556	5.280890364589302
557	6.416753319050233
558	4.418728895791454
559	3.8346953621507605
560	2.690490421628883
561	9.77786215406406
562	8.364897058977588
563	3.4144133831248706
564	3.1377883393767645
565	4.012767361915059
566	7.20757030420449
567	4.584268192617355
568	3.3654285089721356
569	3.3002839243101136
570	3.0330138869888272
571	2.496831324907871
572	4.139722324489749
573	2.872300347454854
574	3.475800725053948
575	3.5310921407475284
576	3.9288494449358846
577	2.066453216479942
578	5.309655022487448
579	3.649036397848407
580	4.50709994147187
581	4.546206434343967
582	3.5812562132907666
583	4.403297137639164
584	5.088120588355747
585	3.994578090299561
586	3.1447293382180312
587	5.044411071840866
588	3.8650640668795333
589	3.2889809980942424
590	3.133775929782377
591	3.9935875021042198
592	2.408318931840248
593	3.145371013779848
594	3.0285571926733192
595	3.594876689204483
596	4.757098992863726
597	5.24797839684594
598	3.4195751234561977
599	3.6586149049730183
600	4.1243208965747575
601	6.618208300727854
602	3.7403142962307188
603	4.5504313542317325
604	5.783517635917311
605	4.27966686431216
606	6.74278339397767
607	3.678421127622876
608	6.314825322981507
609	4.9399077907960915
610	3.345104808621867
611	3.5234945761010517
612	6.648608011331813
613	5.092278188301822
614	3.901371964967185
615	3.812278457551978
616	3.2100065613492674
617	4.635295578761566
618	3.049717904238726
619	3.958881414537648
620	3.887699822610995
621	4.2833439061337915
622	3.534935099531827
623	2.6013424346580445
624	4.797596243854919
625	7.233489449092672
626	2.5459199167660738
627	5.0564386199547515
628	5.303270153034483
629	3.7139453207208493
630	2.6573360786327123
631	3.66464097591737
632	2.8331887558658306
633	3.223660503696665
634	4.18089190127156
635	4.681593442671789
636	4.72814184297059
637	3.7368429465205035
638	4.564098086056453
639	3.785826856667176
640	5.326969960519281
641	4.338493007684008
642	5.462428861979904
643	5.969693891351223
644	5.689603158549662
645	3.240996106764627
646	3.8142091088567036
647	3.7937501266718487
648	2.9270467223968657
649	5.058941057929523
650	5.35540271628896
651	2.7259046510517435
652	3.965137620471332
653	4.342527221420031
654	4.459770519811573
655	3.449715495959124
656	3.8024973771860466
657	7.598277633313115
658	5.798030214639223
659	5.976754106477308
660	4.9094220905176424
661	3.3357341822207753
662	5.1610839179537935
663	7.741370028242116
664	2.8244651995981784
665	4.078378484740003
666	3.309768053445147
667	4.7377472338090865
668	3.813065464979486
669	7.490675744684462
670	2.3135701331882172
671	3.976706375278311
672	4.367239340233683
673	4.902970409918016
674	3.707829550539616
675	5.331817755673059
676	2.2264829755450024
677	3.8508032019601273
678	4.3837333397557865
679	3.4027278434877846
680	4.499619482445909
681	2.663387282822584
682	3.610885801461645
683	3.1282193812826127
684	3.4213085771016276
685	7.422709816108883
686	3.862807498288267
687	4.93182413344374
688	3.3439484932325616
689	5.5857640491587075
690	5.274903922358022
691	2.4113239723436677
692	5.539274425737428
693	4.326176794224225
694	4.617379472663293
695	2.782713343684433
696	3.349155500172597
697	3.454135964558875
698	2.5529177555414875
699	6.928438022367054
700	4.235678510883666
701	5.474110258691363
702	6.03651251122868
703	4.92169508632305
704	6.654519668432397
705	2.987830146645474
706	3.256644575995289
707	3.3512167002486137
708	4.033249904891626
709	5.551103708212165
710	3.652467611826449
711	5.516012069901259
712	4.9042699339143425
713	4.199864159913841
714	3.349694302912429
715	4.189343615502912
716	8.813882642224687
717	4.0495100518166876
718	3.4646730925309197
719	2.6222363811869727
720	3.4998874316583475
721	2.2713133593343775
722	3.566339502026144
723	4.490864660065571
724	3.26010444700415
725	3.671596136891368
726	3.3435381669408724
727	4.992324700888057
728	7.047741001581853
729	4.760246495736212
730	3.218670352343765
731	6.387946988019434
732	4.802803752923692
733	3.3601530839813294
734	4.237275314527142
735	2.702705510291251
736	3.625752881787981
737	6.763629288541667
738	3.863161814694938
739	4.511820027392132
740	3.739093945249247
741	3.123412038063706
742	4.176766166111899
743	5.744916888072443
744	4.94254159151707
745	3.4389195907679118
746	4.997421363039613
747	2.3757103346958703
748	5.7927632402380365
749	3.713317679436204
750	3.16268291875936
751	4.533246454143571
752	3.101551323536171
753	2.958741254882875
754	4.071806899437425
755	4.254268883390454
756	4.250872015391672
757	4.305248140585111
758	3.8624577169614973
759	4.44054494083322
760	3.754870337392007
761	3.7664864753096707
762	2.9384605669500727
763	3.5481111003688843
764	1.9305963447471697
765	3.1839146317805507
766	4.733392232637981
767	2.594525383279251
768	5.57249787296814
769	5.620448529601785
770	5.723236675439192
771	3.403524985713996
772	5.5556326903196185
773	4.6277298047888165
774	3.210067818807505
775	4.364355088316189
776	2.9158950514111956
777	5.1758328989192925
778	2.2184470625033414
779	5.237059911977644
780	3.2245344764293677
781	3.8622731183324297
782	4.131584665674409
783	3.0590844164771114
784	4.198523822258005
785	6.296338235485424
786	2.801804199376783
787	6.962450528314626
788	3.504020868764522
789	3.5613343998163454
790	4.2529476750698905
791	3.4046860998886155
792	5.401305307634153
793	2.579842476165179
794	4.936486352629183
795	2.9513811267505274
796	3.4077003928585547
797	4.155625238956465
798	4.691238873190135
799	3.482415553647074
800	4.345803260961696
801	4.019922585300483
802	4.858352524466669
803	5.6943348721627505
804	3.622747636751308
805	5.049981758920178
806	2.5271665640910945
807	3.45684841676017
808	3.4800278266037403
809	4.550415046088838
810	7.141906388695742
811	5.316237684286101
812	5.866773928082397
813	5.707263637644386
814	3.9451673976513977
815	3.1864272519557812
816	3.709231326986772
817	4.003609912707924
818	6.5425484472697955
819	6.152709107333754
820	3.187612521262004
821	3.4885236124206
822	2.8496375214608376
823	4.080773562500639
824	3.120755524643809
825	5.564228137493672
826	5.150280600415208
827	7.528650749403496
828	3.9698364633611645
829	3.406396141501941
830	3.816611190779233
831	7.46588066637869
832	3.332928913322845
833	5.661743450250405
834	3.410913590026011
835	4.496778980575762
836	4.90646958962177
837	4.999002120754486
838	5.469501247539987
839	4.317080284786487
840	5.504844785756175
841	4.983440410755085
842	3.0809394957276295
843	3.1111512805400046
844	4.583889471772436
845	2.5596547582438576
846	2.5930472428255036
847	5.5368641731979364
848	4.593618563745726
849	5.617086055717458
850	4.487839530807185
851	2.8064117953132452
852	2.0378717405185798
853	3.2114621440321547
854	3.800512173759172
855	3.7348949917926673
856	4.401324146178612
857	3.3111550996876535
858	5.298478783937995
859	4.246316929391025
860	3.461659974427076
861	5.036538496946845
862	3.0520037712018837
863	4.683124525613548
864	2.5340367933325
865	6.476915286853053
866	3.6566957989860307
867	3.419186529896202
868	3.364474935721856
869	2.6340596899534985
870	2.5442726263840516
871	3.546399299804033
872	5.629722927577295
873	8.158136222022781
874	7.181701197684994
875	6.753160315824048
876	3.9185374528576284
877	4.17225222776047
878	3.5892874042096135
879	4.511143845550928
880	3.7797166317268855
881	2.717415761789453
882	4.453062349404388
883	4.854908641617832
884	5.142536213223404
885	7.928805593480377
886	2.255882821556729
887	6.193796070637068
888	4.233614168203609
889	2.8752790369075583
890	5.118126918291721
891	2.304841820534361
892	4.483843200809972
893	3.7006217180296037
894	2.7183788227304917
895	5.047942315015335
896	2.872254883662176
897	7.403899660462401
898	3.7998608831073737
899	3.659419387945149
900	7.266667877059548
901	5.803606772622417
902	4.804492704109384
903	3.687181616037911
904	3.2703715252051446
905	3.389269211900446
906	5.659700473713679
907	4.656798438696819
908	4.560321651482653
909	4.685922057633408
910	6.073310539480767
911	7.32503373332351
912	5.2860318148620244
913	5.580953501686053
914	4.220760387030579
915	4.325801021961557
916	5.986899852653175
917	4.509095611294807
918	4.384399721626736
919	4.392643545831838
920	4.826832063248106
921	7.2351676483285905
922	3.9969320982580254
923	5.20632941266993
924	3.6615556229714485
925	3.4133414902690595
926	3.7529422354181654
927	4.088751261614049
928	8.00849142912312
929	2.2584344578543836
930	5.7577097668059745
931	3.49350578616818
932	3.277622948693024
933	3.665123696452372
934	6.706168216201226
935	3.962900824145923
936	6.2369315786387745
937	4.559282524205668
938	5.910391044593039
939	3.336634239100111
940	2.7802536100450848
941	3.6053445247535914
942	4.831099977018471
943	3.3070184281958315
944	5.0185370221666545
945	4.914090344498529
946	3.578940834186771
947	4.106663261991013
948	3.4892047340701526
949	3.3459646753632475
950	4.449109135013953
951	8.567103967945998
952	2.9660673598523064
953	4.157880521193362
954	4.210716682747867
955	5.707836508560699
956	4.49680296985544
957	2.954729940653706
958	3.578089296858168
959	3.727578724449447
960	5.094002830763987
961	3.8396374765553998
962	4.081362197713531
963	2.056244718084655
964	2.2946729216544153
965	3.503799435887902
966	4.7797594382976625
967	8.769400133183096
968	3.599628279994003
969	4.951867518629556
970	4.314343745941186
971	2.8636655755671954
972	4.041722880040006
973	4.350721745350938
974	5.588627178030408
975	2.5687334857923347
976	2.619603276306597
977	4.875192287929346
978	3.703224572399805
979	3.310294001034655
980	5.148238161048565
981	3.1060628384886795
982	4.050093053232485
983	4.9299622993835674
984	4.440068646235355
985	4.041683914869811
986	3.7539738104256832
987	3.1166709508765966
988	3.4540059225177537
989	4.600786564895509
990	3.7180822963844187
991	4.966360746443559
992	3.8001715461402017
993	2.8212639590807775
994	2.963626285832174
995	6.357233179845841
996	3.145881734769332
997	4.6657208588371875
998	4.686530127502765
999	5.775374463202067
1000	4.641934376651621
1001	5.555680276045605
1002	3.033115072369612
1003	4.005632596436577
1004	3.2866272822845453
1005	4.216776427233449
1006	3.566574567084954
1007	3.46518610645541
1008	3.0322451846971266
1009	2.631547899238318
1010	4.903924376325738
1011	2.754070881929212
1012	4.526195133051238
1013	5.273292163792767
1014	5.418711155698846
1015	3.261000972454976
1016	3.6465863651455015
1017	3.1266193166520395
1018	3.327910699853783
1019	4.154829389907534
1020	2.974299839871163
1021	4.751325364596659
1022	5.041900857541075
1023	3.188295990673418
1024	4.404747728148074
1025	6.855278451983362
1026	8.078375850238714
1027	3.493097029719711
1028	4.958367747010139
1029	5.212378391069457
1030	3.667864847273616
1031	4.749931894550845
1032	4.024960320668075
1033	3.181280035918707
1034	5.430716292114206
1035	5.31734082374089
1036	4.05261436699521
1037	4.368686164285245
1038	3.8427561788025444
1039	6.456956090186318
1040	3.666803362199283
1041	3.331728501410963
1042	5.155008803302656
1043	4.998021729503974
1044	3.9330845581333014
1045	3.002819669129324
1046	2.7735662678430355
1047	5.557008331975872
1048	3.523809079613217
1049	4.168518744521007
1050	5.7762802587644435
1051	4.962458349696272
1052	2.7724102797208814
1053	3.035293761354906
1054	3.737298776380122
1055	4.693928885629737
1056	3.357298700321504
1057	4.030607066065504
1058	3.5514022230112694
1059	6.370892408188676
1060	4.627217917806216
1061	6.02303607544111
1062	3.625605308736403
1063	6.327950846891318
1064	3.070962143105425
1065	3.188452675404842
1066	6.715449645253132
1067	7.044882417574113
1068	6.388644516695128
1069	5.575482234308934
1070	3.525187521561196
1071	4.55292928845489
1072	2.685751574193974
1073	4.877789808974844
1074	3.1237781110920912
1075	4.779442588539731
1076	4.539516033515746
1077	3.2774238893958763
1078	6.387177482947643
1079	3.9832193317914055
1080	2.186286346263543
1081	3.5785115240210925
1082	4.68379975591746
1083	4.533926303354063
1084	4.746624466028621
1085	5.994977922782878
1086	3.158009807575367
1087	5.405337876168799
1088	3.712586230798723
1089	6.923730181197638
1090	3.301334864991338
1091	2.9121292047459626
1092	3.6101339503291436
1093	4.036950421211971
1094	4.469741019598376
1095	6.116602282868045
1096	3.649285182428619
1097	4.11133230031607
1098	4.918118227981689
1099	7.834296896904018
1100	3.0357607493128658
1101	3.7264401280064
1102	2.822895917212519
1103	2.9837174165759044
1104	3.1688327571899833
1105	4.086453689953391
1106	3.8829130883291856
1107	3.5268367434518644
1108	4.059829820903441
1109	2.4363282282307916
1110	5.440839533424743
1111	4.338523252774967
1112	3.52702911612673
1113	4.000194355574989
1114	2.029130354824588
1115	7.143009425936121
1116	3.0767936559408415
1117	4.178368044032585
1118	8.708665320658406
1119	5.260390770307833
1120	3.196101617828297
1121	2.5142588188666934
1122	3.711198116932869
1123	2.584612967298521
1124	4.005157293655737
1125	6.073369852793546
1126	3.8829665047949184
1127	3.7386715918332483
1128	3.3158838241496262
1129	4.8518774260837985
1130	5.360464440851162
1131	5.175303199198912
1132	4.292890430028528
1133	3.664399904676444
1134	5.671179950113797
1135	4.110029131245712
1136	8.087812767897718
1137	2.9987326916681734
1138	3.7093693783753867
1139	3.8589988952315237
1140	2.488725075318248
1141	3.4251181514477076
1142	3.443530827143995
1143	3.7272972580932078
1144	2.526794304522918
1145	3.3311845712099566
1146	4.251652302209054
1147	5.442042231483027
1148	4.332502818575124
1149	3.3360664964609064
1150	5.268698337862924
1151	3.864425792188333
1152	3.7830898693826582
1153	3.2095572208385836
1154	3.45514086159258
1155	3.4608389241167585
1156	3.150723286747736
1157	6.386986077063452
1158	6.547767090652436
1159	3.271060213725724
1160	4.969461144048041
1161	4.177209176020599
1162	3.1951684849407287
1163	3.8260972595219735
1164	2.6229056744632206
1165	4.264410945579969
1166	2.315118236535383
1167	4.409107449206129
1168	6.039798894612203
1169	4.833926758950835
1170	2.6986958842892848
1171	4.77590766507728
1172	9.493252007973298
1173	5.362426076254913
1174	3.5223531741679635
1175	3.2800539487433404
1176	6.204786280527417
1177	4.867014647331552
1178	3.2716803745648715
1179	3.188217592473429
1180	4.656664670009671
1181	3.1923745816415123
1182	3.69528625163324
1183	2.990500772628129
1184	3.8081907307196357
1185	1.7506094805530523
1186	2.5064778644703773
1187	3.410931296235559
1188	7.888113349002078
1189	4.373769924517065
1190	5.743464011736808
1191	4.00001916319906
1192	4.064128694653006
1193	3.451228735009539
1194	6.194355555651709
1195	2.8777873406990606
1196	5.582576775729579
1197	5.03499990898941
1198	3.610315462246848
1199	6.027947468200771
1200	4.271370068907479
1201	2.0908130194086247
1202	5.270860189718924
1203	4.696337312031303
1204	2.892506078065336
1205	4.686912489972349
1206	2.8111405499258115
1207	1.880869505508476
1208	2.3486967177136555
1209	4.651823064637669
1210	3.541928951192378
1211	8.179611641901705
1212	2.707954991361949
1213	3.6176547552800664
1214	4.440266401544465
1215	4.587185292279531
1216	3.103530639953403
1217	3.665649740881152
1218	2.7506413533042093
1219	6.031771081973381
1220	5.099247218278993
1221	3.8130202214264632
1222	4.041934482585115
1223	3.198836109060866
1224	8.834566680959128
1225	3.111544908441206
1226	3.281387511816156
1227	4.290182625526986
1228	1.8593700912330056
1229	3.719186344195628
1230	4.0611843363908
1231	3.2567036333067647
1232	3.272475256192646
1233	3.6037568774552464
1234	6.588616522638849
1235	2.255257183665642
1236	4.004423065838399
1237	3.624202298796379
1238	4.68304372574151
1239	3.0253461241157966
1240	5.291194739099155
1241	3.82330319901164
1242	2.7832768343397096
1243	3.3704861084237403
1244	4.766190009281072
1245	3.2678011936956133
1246	5.175169134743435
1247	3.9883865639037595
1248	4.449751678613511
1249	3.557053195710107
1250	3.2678103460401373
1251	4.173852832953143
1252	2.777793011946189
1253	3.9493754593018084
1254	3.7179759851897254
1255	3.8393289019598495
1256	4.8331656351282755
1257	4.8945100019798
1258	8.136976276115641
1259	5.261402046849027
1260	4.3332943676323055
1261	4.179487855018004
1262	4.513759322479154
1263	3.2747082256185127
1264	3.2122074124514763
1265	2.814581564442697
1266	4.942654214918172
1267	6.319406161677688
1268	4.819062781802731
1269	4.057167347727512
1270	2.5833612581483516
1271	3.5916178295790946
1272	4.40218857798914
1273	3.8746342474146247
1274	2.3332802405032886
1275	4.005696198983517
1276	2.7543123545329102
1277	4.191766154962609
1278	4.44255479840642
1279	4.56126993126636
1280	8.391947388024214
1281	6.384567909879499
1282	4.633098248178168
1283	4.608481074103155
1284	3.9499651528449427
1285	3.878555464481385
1286	3.642475091898709
1287	4.469622842364614
1288	3.7189370649465383
1289	4.3097803755614486
1290	2.7939630665339568
1291	2.929960647908784
1292	3.8909375062740645
1293	4.0291362187525825
1294	2.3784580878841144
1295	4.6101432644605875
1296	6.077878753618337
1297	2.977182036589727
1298	4.546009140669732
1299	4.928333571378385
1300	3.5647888621876436
1301	4.314929412827357
1302	5.689062835479214
1303	3.9082538434250154
1304	7.734222576180803
1305	2.6183782238296947
1306	3.1547915638483075
1307	3.6715680268259674
1308	2.309565417144917
1309	3.2026036940726534
1310	4.209648946786402
1311	3.2694696168065334
1312	5.402787637958
1313	2.750794817846212
1314	3.850042025241024
1315	4.305808778173687
1316	2.9197622560247867
1317	6.081767790393055
1318	5.704108258836139
1319	3.620148319078478
1320	6.955404602099159
1321	3.976133079212751
1322	3.916415882340946
