fold,model,rank,gene,coupling_score,global_gene_column
5,REAL,12,STAP1,0.09423715531120337,18810
5,REAL,13,AGPAT5,0.09318344875441592,456
5,REAL,14,GPRIN3,0.09252945725309931,6910
5,REAL,15,LOC100130232,0.0917718279892901,9839
5,REAL,16,ARHGAP20,0.09077751656586248,958
5,REAL,17,ZKSCAN4,0.08959904860543416,21550
5,REAL,18,RPS15A,0.0892982082272645,16935
5,REAL,19,PEBP1,0.0877316412033956,14840
5,REAL,20,CT55,0.08742447369375832,3878
5,REAL,21,KALRN,0.08687228657911931,8348
5,REAL,22,PLEKHB2,0.08655567670000137,15213
5,REAL,23,YKT6,0.08620167631385167,21317
5,REAL,24,DEXI,0.08578487466607305,4367
5,REAL,25,TADA2B,0.08499245543383442,19107
5,REAL,26,CCDC85A,0.08435726489597463,2609
5,REAL,27,MAP3K2,0.0822167282111658,12192
5,REAL,28,PDZD8,0.08064790607516635,14830
5,REAL,29,POT1,0.0805827754434311,15446
5,REAL,30,ATAD5,0.08017093549296003,1198
5,REAL,31,XPR1,0.07972378391546273,21281
5,REAL,32,LOC101928973,0.07971222865687441,10786
5,REAL,33,MIR497HG///MIR497///MIR195///LOC284112,0.07958020671980381,12714
5,REAL,34,LOC101930324///NSF,0.07907896737571471,10998
5,REAL,35,SERAC1,0.07900403372147874,17425
5,REAL,36,CDH12,0.07865621611150697,2852
5,REAL,37,C1orf131,0.07857979119041204,1976
5,REAL,38,APRT,0.0784716447119949,909
5,REAL,39,MOGAT1,0.07833504975594653,12893
5,REAL,40,ANAPC15,0.077740214423323,664
5,REAL,41,SIRT1,0.07746247055740803,17692
5,REAL,42,UCHL1,0.07703810814736071,20713
5,REAL,43,MELTF,0.07611132253055956,12440
5,REAL,44,EIF3I,0.07604937810567505,5025
5,REAL,45,NRF1,0.07541403408027698,13968
5,REAL,46,LAS1L,0.07465422840651248,8988
5,REAL,47,IQGAP1,0.07456701162260558,8174
5,REAL,48,FAM127A,0.07429140996978548,5480
5,REAL,49,ELAVL4,0.07428275657544159,5055
5,REAL,50,CPA5,0.07416289607560829,3664
5,REAL,51,SFTPD,0.07415866505588446,17534
5,REAL,52,RMND1,0.07330025260274832,16682
5,REAL,53,SLU7,0.07320107538453806,18135
5,REAL,54,EIF2AK4,0.07245816114664433,5006
5,REAL,55,GIMAP6,0.07233281336564416,6575
5,REAL,56,AACS,0.07201580955698106,11
5,REAL,57,OGDHL,0.07200861112046636,14191
5,REAL,58,ZFYVE9,0.07091416398442067,21528
5,REAL,59,SLTM,0.07075211006372242,18134
5,REAL,60,DUSP7,0.07064271205328317,4820
5,REAL,61,BCDIN3D,0.0704902830233873,1493
5,REAL,62,POU2AF1,0.07039085395495481,15451
5,REAL,63,CLEC2B,0.07033376355573119,3333
5,REAL,64,NBEAL1///RPL12,0.07007198824911073,13451
5,NULL,1,MIR497HG///MIR497///MIR195///LOC284112,0.13694690786934272,12714
5,NULL,2,FLVCR1,0.12269894220256142,6074
5,NULL,3,AKR1E2,0.11751164028777979,540
5,NULL,4,MELTF,0.11615302772494616,12440
5,NULL,5,MCHR2,0.11494687057588135,12333
5,NULL,6,IDNK,0.10997201215251495,7788
5,NULL,7,MAP3K2,0.10750452192115324,12192
5,NULL,8,TADA2B,0.10640545458469713,19107
5,NULL,9,EIF3I,0.1042906283641051,5025
5,NULL,10,LOC100130232,0.10215112425905803,9839
5,NULL,11,CPA5,0.09984304784083789,3664
5,NULL,12,COG6,0.099218629853404,3515
5,NULL,13,ERLIN1,0.09528554434271333,5271
5,NULL,14,DANT2,0.09506740755215767,4145
5,NULL,15,SERAC1,0.09503478705661689,17425
5,NULL,16,CBLN4,0.09195092833940492,2460
5,NULL,17,GIMAP6,0.090640005526992,6575
5,NULL,18,LOC100294362,0.09046872833257427,9987
5,NULL,19,IGHG1,0.09014470634863957,7889
5,NULL,20,BCDIN3D,0.08837735207516913,1493
5,NULL,21,EIF5A,0.08831589997141091,5045
5,NULL,22,ZKSCAN4,0.087536901230684,21550
5,NULL,23,OGDHL,0.08712207343879926,14191
5,NULL,24,ACP5,0.08697126742997463,174
5,NULL,25,ADGRA3,0.08531208651283562,333
5,NULL,26,CD44,0.08518247316085786,2769
5,NULL,27,MEN1,0.0844807085260825,12441
5,NULL,28,KMO,0.08375694268819713,8785
5,NULL,29,NLRX1,0.08375240826273549,13782
5,NULL,30,CSF2,0.08341535856318508,3816
5,NULL,31,ECT2,0.08297487403503023,4899
5,NULL,32,SOGA1,0.08242686053350158,18419
5,NULL,33,FOXD3,0.08212977760554514,6137
5,NULL,34,C1orf131,0.08210724433566091,1976
5,NULL,35,PDZD8,0.08167819455854759,14830
5,NULL,36,STAP1,0.08161287813466002,18810
5,NULL,37,DUSP7,0.08149267246504598,4820
5,NULL,38,C19orf57,0.08134005094978597,1932
5,NULL,39,ARHGAP12,0.08058296152525639,954
5,NULL,40,SIRT1,0.08033638729916626,17692
5,NULL,41,SLU7,0.0798374776007596,18135
5,NULL,42,CCL20,0.07880150309834788,2643
5,NULL,43,RPS15A,0.07754632345617049,16935
5,NULL,44,COX18,0.07748852713467473,3637
5,NULL,45,PCMT1,0.07722852430349511,14710
5,NULL,46,NBEAL1///RPL12,0.07715629637726384,13451
5,NULL,47,IQGAP1,0.07711704608151884,8174
5,NULL,48,PLEKHA8P1,0.07670326415468644,15211
5,NULL,49,CHD9,0.07670161235082149,3147
5,NULL,50,ALDOB,0.07655207676796923,575
5,NULL,51,GPRIN3,0.07637986518204792,6910
5,NULL,52,MDGA1,0.07562778110315856,12368
5,NULL,53,IRF2,0.07481933620218417,8188
5,NULL,54,TAPT1,0.0748098915772877,19153
5,NULL,55,AOX1,0.07460129409467173,812
5,NULL,56,DLL4,0.07375236088604432,4518
5,NULL,57,B4GALNT1,0.07206000259830728,1405
5,NULL,58,LOC101928651,0.0715394781961005,10703
5,NULL,59,MOGAT1,0.0714846677344905,12893
5,NULL,60,UBE2NL,0.07121296109249373,20655
5,NULL,61,MIR1236///NELFE,0.07093650097903217,12624
5,NULL,62,LOC100422781,0.06962202369018215,9997
5,NULL,63,ATAD5,0.06948891942980333,1198
5,NULL,64,ORAI1,0.06912296259306687,14357
6,REAL,1,HPS5,0.11267179394780072,7603
6,REAL,2,LOC101929748,0.11149520388413271,10941
6,REAL,3,GYG1,0.10945870312579489,7116
6,REAL,4,ASAP1-IT1,0.10917352491466557,1122
6,REAL,5,ZNF439,0.10577773631273502,21773
6,REAL,6,ANKRD33B,0.10572689408207192,736
6,REAL,7,LINC00494,0.10270106765900992,9282
6,REAL,8,FHOD1,0.09983359496636493,5967
6,REAL,9,SLC31A1,0.09937280741493118,17926
6,REAL,10,ACOD1,0.09706445826615304,158
6,REAL,11,HAGHL,0.09408095914093464,7163
6,REAL,12,SMARCA1,0.09407823148644977,18157
6,REAL,13,STAU2,0.09394213897166256,18834
6,REAL,14,NCR3,0.0937050325672052,13509
6,REAL,15,CPXM1,0.09346584340411823,3712
6,REAL,16,LDLRAP1,0.09303322665280915,9043
6,REAL,17,SMAD5-AS1,0.09181582458084638,18150
6,REAL,18,MGC40069,0.08972190786175802,12550
6,REAL,19,ARL5C,0.08746508434199576,1046
6,REAL,20,IGF2BP2,0.08668747945069934,7868
6,REAL,21,PCDHB4,0.08475478369546427,14671
6,REAL,22,RTKN2,0.08376711227765538,17044
6,REAL,23,COX7A1,0.0833681193791093,3651
6,REAL,24,PIGN,0.08269646585639517,15032
6,REAL,25,TRIM22,0.08245526528105372,20222
6,REAL,26,CCDC126,0.08215701163175781,2503
6,REAL,27,FAM221B,0.08184751583303283,5609
6,REAL,28,TNFRSF18,0.0818085770661765,19976
6,REAL,29,LOC102724612,0.08127586621274858,11118
6,REAL,30,CEP104,0.08126090039430564,3010
6,REAL,31,CD63,0.08059374452100633,2781
6,REAL,32,BMF,0.08045880630279796,1605
6,REAL,33,VMP1,0.08042625584719584,20985
6,REAL,34,AFTPH,0.0803934471309099,424
6,REAL,35,RPS10,0.08028913570030462,16927
6,REAL,36,IGLL3P,0.08016243529784822,7927
6,REAL,37,ABCC4,0.08013346001946038,64
6,REAL,38,CDYL,0.07967986534283855,2940
6,REAL,39,LHX8,0.07899821341041396,9113
6,REAL,40,NME6,0.07869873127714046,13791
6,REAL,41,MPHOSPH9,0.07867643771083385,12931
6,REAL,42,MFAP1,0.07863778357292597,12490
6,REAL,43,PSMD14,0.07852075257852721,15928
6,REAL,44,MEGF6,0.07842285618118196,12428
6,REAL,45,PDGFRL,0.07836312394232774,14789
6,REAL,46,LOC101929518///LOC101927088///FLJ43315///LOC442028,0.077194676196866,10895
6,REAL,47,CALHM3,0.07713981878801861,2307
6,REAL,48,LOC101928597,0.07607391086294668,10685
6,REAL,49,SMIM3,0.07598471281275491,18212
6,REAL,50,ABL2,0.07548800166885078,108
6,REAL,51,ACTL6B,0.07493086467061125,213
6,REAL,52,PRKCQ-AS1,0.0748879879386168,15717
6,REAL,53,S100Z,0.07443685739035012,17111
6,REAL,54,L2HGDH,0.07431087491967907,8926
6,REAL,55,SLIT1-AS1,0.07395288305179493,18120
6,REAL,56,ATG4C,0.07392358855469709,1224
6,REAL,57,POLD1,0.07284028417095448,15365
6,REAL,58,CCNJ,0.07259192533268942,2677
6,REAL,59,LMNB1,0.07254651501108572,9756
6,REAL,60,ANKRD11,0.07228780358303451,705
6,REAL,61,ELOVL2-AS1,0.07225429214955349,5080
6,REAL,62,COL19A1,0.07202726422128038,3531
6,REAL,63,PNPLA4,0.07184264795945247,15339
6,REAL,64,LOC101927446///GTPBP10,0.07182505742160082,10434
6,NULL,1,SLC6A19,0.12299344827775538,18056
6,NULL,2,MIR133A1HG,0.10974748577107128,12634
6,NULL,3,APOC3,0.10726507310618742,887
6,NULL,4,VMP1,0.10638884257217537,20985
6,NULL,5,CDR1,0.10422320950066111,2925
6,NULL,6,TRIM22,0.10224015531989572,20222
6,NULL,7,PPP2R1B,0.10130764001623119,15580
6,NULL,8,SMARCA1,0.10061041063958137,18157
6,NULL,9,LOC100506459,0.10010874902641816,10090
6,NULL,10,HAGHL,0.09945597695442583,7163
6,NULL,11,SLC5A3,0.09920576086468326,18038
6,NULL,12,LOC100996624,0.09864922641926707,10252
6,NULL,13,XGY2///XG,0.09813512097669831,21258
6,NULL,14,ELOVL2-AS1,0.09795160828481744,5080
6,NULL,15,ERLIN2,0.0977533107673161,5272
6,NULL,16,ATP1A4,0.09762579518740694,1258
6,NULL,17,SPATA2L,0.09142006963629014,18519
6,NULL,18,CPNE8,0.08972512526605742,3691
6,NULL,19,C1QB,0.08843582348521559,1945
6,NULL,20,ZNF157,0.0874910266078067,21602
6,NULL,21,COMTD1,0.0868187352444332,3587
6,NULL,22,FBLN2,0.086566579774614,5771
6,NULL,23,ACOD1,0.08652135507451901,158
6,NULL,24,KIAA1614-AS1,0.08583986124161827,8599
6,NULL,25,SLIT1-AS1,0.08524790647718225,18120
6,NULL,26,CD63,0.08494501529013915,2781
6,NULL,27,GPR25,0.08328063329294692,6866
6,NULL,28,CDYL,0.08317969488364087,2940
6,NULL,29,ASAP1-IT1,0.08284843090606121,1122
6,NULL,30,MYDGF,0.0828106322158718,13254
6,NULL,31,SRSF11,0.08278185322402215,18707
6,NULL,32,ANKRD33B,0.08167251196681304,736
6,NULL,33,LINC00441,0.08142280485891848,9252
6,NULL,34,MIR6791///GPR108,0.08024644700646337,12753
6,NULL,35,HIST1H2AB,0.07997117707268239,7369
6,NULL,36,SMAD5-AS1,0.07986664454294964,18150
6,NULL,37,ZFP2,0.07933668074642776,21493
6,NULL,38,ZNF439,0.07915982033912163,21773
6,NULL,39,TP53I3,0.07895926005601517,20083
6,NULL,40,CBFB,0.07882772058437541,2452
6,NULL,41,PCDHB4,0.07861949735753503,14671
6,NULL,42,HERC6,0.07859481801340035,7296
6,NULL,43,CSRP3,0.07855704788187581,3856
6,NULL,44,MFAP1,0.07806229775589171,12490
6,NULL,45,C10orf2,0.0769776958231015,1774
6,NULL,46,CHMP4A///TM9SF1,0.07565763732358656,3175
6,NULL,47,RPL7L1,0.07565182830001574,16906
6,NULL,48,MGC40069,0.07480030849550429,12550
6,NULL,49,IGF2BP2,0.07437357569164851,7868
6,NULL,50,CERS3,0.07415720966946021,3052
6,NULL,51,GYG1,0.07340020998178533,7116
6,NULL,52,SMIM3,0.07322689219756238,18212
6,NULL,53,AGTPBP1,0.07309550447202272,463
6,NULL,54,FKSG29,0.07284357941452137,6002
6,NULL,55,SYN3,0.07261666522080398,19031
6,NULL,56,SPATA1,0.07259772936672582,18506
6,NULL,57,LDLRAP1,0.07252285555905245,9043
6,NULL,58,CHM,0.07220587355995967,3169
6,NULL,59,HPS5,0.07204595218264345,7603
6,NULL,60,SSX2B///SSX2,0.07190027465159647,18755
6,NULL,61,CIITA,0.07178495072117919,3251
6,NULL,62,PNN,0.07125117316366143,15332
6,NULL,63,MPHOSPH9,0.07105174746730754,12931
6,NULL,64,ALOX12B,0.06942087308262535,607
7,REAL,1,C10orf76,0.1215108154607489,1784
7,REAL,2,CAB39,0.1185237844870023,2241
7,REAL,3,STS,0.11779211185102255,18903
7,REAL,4,CCDC50,0.11091546978753078,2580
7,REAL,5,DKFZP586B0319,0.11051645414232193,4474
7,REAL,6,KRT6C///KRT6B///KRT6A,0.10750788439007475,8855
7,REAL,7,DPYSL3,0.10723831409869716,4724
7,REAL,8,TRH,0.10629033529915115,20203
7,REAL,9,ARNTL2,0.10536870912237536,1078
7,REAL,10,SMIM12,0.10445335862972531,18200
7,REAL,11,CRYBA1,0.10403925242031864,3789
7,REAL,12,PRF1,0.10296097768244626,15674
7,REAL,13,ATRIP///TREX1,0.10188860670472191,1338
7,REAL,14,LOC158402,0.10059841109338002,11390
7,REAL,15,PREB,0.09947022856879754,15664
7,REAL,16,CADPS,0.09640387099358334,2292
7,REAL,17,MFSD13A,0.0961304495075941,12507
7,REAL,18,CNOT4,0.09591635750357262,3462
7,REAL,19,CASK,0.0952516675795254,2414
7,REAL,20,C3,0.09393628798182231,2072
7,REAL,21,SRSF7,0.09156616942167864,18713
7,REAL,22,NUDT21,0.09110418350838541,14074
7,REAL,23,NDUFC2-KCTD14///KCTD14,0.08952497538759789,13568
7,REAL,24,FCGR1CP///FCGR1B///FCGR1A,0.08936052155782176,5853
7,REAL,25,PLCH1,0.08891534092035472,15184
7,REAL,26,ABI1,0.08788619439199663,103
7,REAL,27,ANKRD22,0.08718807269240432,721
7,REAL,28,EMILIN2,0.08715434109915107,5110
7,REAL,29,DESI1,0.08621646010877144,4363
7,REAL,30,EDRF1,0.08604212708654489,4919
7,REAL,31,LOC101927933///LRRC8C,0.08454191897664148,10540
7,REAL,32,ABCB7,0.0841014735206792,53
7,REAL,33,DEXI,0.08279310943585134,4367
7,REAL,34,PDCD4,0.08221801959181431,14748
7,REAL,35,TXNDC11,0.08200968754892476,20574
7,REAL,36,LOC101927237,0.08181893781312481,10385
7,REAL,37,KLHL15,0.0811974515817096,8729
7,REAL,38,SH3GL1,0.08098009169288532,17589
7,REAL,39,CSTA,0.07987856275264114,3869
7,REAL,40,EIF4EBP1,0.07934114843930255,5037
7,REAL,41,DYRK4,0.07882430187931146,4850
7,REAL,42,TBPL1,0.07881622352472735,19243
7,REAL,43,SMIM24,0.0785988958373781,18211
7,REAL,44,PABPC1,0.07673783236967494,14473
7,REAL,45,HTR1A,0.07670964564390016,7707
7,REAL,46,CD47,0.07561809153346401,2771
7,REAL,47,NPTX2,0.07517980516345123,13919
7,REAL,48,CMTR1,0.07503837848213948,3428
7,REAL,49,BUB1,0.0748926952991595,1757
7,REAL,50,SLC2A10,0.07489205717792109,17903
7,REAL,51,LINC00475,0.07426784377264409,9269
7,REAL,52,NPTX1,0.07386437134690005,13918
7,REAL,53,LOC100131496,0.07377121457952686,9881
7,REAL,54,TRAPPC11,0.07373802052383817,20171
7,REAL,55,HIST1H2BJ,0.07335705994322672,7385
7,REAL,56,AKTIP,0.07330695197277229,547
7,REAL,57,UROS,0.07294415136955927,20828
7,REAL,58,GLDC,0.0711480655241176,6624
7,REAL,59,CKB,0.07096983165933914,3273
7,REAL,60,GSTT2,0.07092843763907,7037
7,REAL,61,ECHDC2,0.07079583822870605,4889
7,REAL,62,DPY19L1P1,0.07073154349388014,4712
7,REAL,63,BOC,0.0706076466471744,1638
7,REAL,64,ITPR2,0.07036254014297261,8285
7,NULL,1,ACR,0.12510736269904654,178
7,NULL,2,ZBTB25,0.11033949690875053,21377
7,NULL,3,LOC101927406,0.10827658275966834,10426
7,NULL,4,DARS-AS1,0.1054439658268063,4158
7,NULL,5,SLC2A11,0.10203398788449189,17904
7,NULL,6,PYM1,0.1016125818523816,16118
7,NULL,7,DEXI,0.10052924049986027,4367
7,NULL,8,CADPS,0.09992055971869793,2292
7,NULL,9,CD47,0.09977359834109237,2771
7,NULL,10,BUB1,0.09946635321425507,1757
7,NULL,11,TRAPPC11,0.09871230709654764,20171
7,NULL,12,C3,0.09696649054192247,2072
7,NULL,13,DPYSL3,0.09567727719167568,4724
7,NULL,14,SMAD4,0.09558977046135082,18148
7,NULL,15,KRT6C///KRT6B///KRT6A,0.09482326446330548,8855
7,NULL,16,UROS,0.09463890319363798,20828
7,NULL,17,LOC100131496,0.09448313888273281,9881
7,NULL,18,N4BP1,0.09139868284094707,13349
7,NULL,19,LOC158402,0.09138360524281447,11390
7,NULL,20,LINC01098,0.09010518119059208,9518
7,NULL,21,RPL27A,0.08996585489865536,16878
7,NULL,22,ADAMTS9-AS2,0.08827412024389313,294
7,NULL,23,EMILIN2,0.0880804098279517,5110
7,NULL,24,SRSF7,0.08672512363541798,18713
7,NULL,25,CRYBA1,0.08544102973268669,3789
7,NULL,26,ZNF322,0.08425882709374953,21706
7,NULL,27,P2RX5,0.08414904395286223,14448
7,NULL,28,C6orf118,0.0831380635578468,2134
7,NULL,29,STS,0.08263515283574989,18903
7,NULL,30,CST2,0.08258645789918294,3860
7,NULL,31,ATXN10,0.08167861771766281,1343
7,NULL,32,BEST1,0.08143648323252847,1546
7,NULL,33,NDUFC2-KCTD14///KCTD14,0.07933828093671785,13568
7,NULL,34,MFSD13A,0.07903660479562771,12507
7,NULL,35,PLCH1-AS1,0.07875642510757119,15185
7,NULL,36,ARID2,0.07834441468395249,1019
7,NULL,37,CLCN4,0.0783420062073925,3295
7,NULL,38,CALR3,0.07768882953167756,2316
7,NULL,39,AKTIP,0.07728811613063823,547
7,NULL,40,IER3,0.07700188767285675,7794
7,NULL,41,CKB,0.07689042489655777,3273
7,NULL,42,C10orf76,0.07626140262965896,1784
7,NULL,43,YTHDF3-AS1,0.07618121496892982,21332
7,NULL,44,PHKA1,0.07617961705252935,14973
7,NULL,45,LOC101927839,0.07547845279679802,10525
7,NULL,46,DYNC1I2,0.0741791485060375,4835
7,NULL,47,RPS6KA2-AS1,0.07383958018070114,16959
7,NULL,48,PITX3,0.07382610530430689,15103
7,NULL,49,POLG,0.07374249028457389,15375
7,NULL,50,LOC100996349,0.07347437286247016,10239
7,NULL,51,CTBP2,0.07295711505512403,3894
7,NULL,52,RBP1,0.07291913313596196,16431
7,NULL,53,CRAMP1,0.07270101992750906,3723
7,NULL,54,RAD50,0.07267123569637862,16242
7,NULL,55,NFYC,0.07263952118666228,13686
7,NULL,56,CCDC50,0.07253059704993291,2580
7,NULL,57,NUDT21,0.07238998663062986,14074
7,NULL,58,PPM1J,0.0723353207555795,15527
7,NULL,59,DNAJC21,0.07214226610269255,4599
7,NULL,60,NPTX1,0.07203024059957719,13918
7,NULL,61,LOC105372881,0.07134231659738625,11233
7,NULL,62,BLNK,0.0707066312391605,1594
7,NULL,63,TSSK1B,0.0704209097425761,20417
7,NULL,64,C15orf57,0.07028627637085974,1868
8,REAL,1,CTSH,0.1367975929293215,3940
8,REAL,2,ASL,0.11934867085436748,1164
8,REAL,3,TSPYL5,0.11549517948032231,20410
8,REAL,4,PIH1D2,0.11302159349590611,15045
8,REAL,5,PHF10,0.11032710483606217,14951
8,REAL,6,GATAD1,0.10779081776061396,6431
8,REAL,7,ATP6V1A,0.10406705926552087,1309
8,REAL,8,NUDT19,0.10348296559347252,14072
8,REAL,9,TCL1B,0.0944428886750728,19307
8,REAL,10,CCDC94,0.09362638778830115,2623
8,REAL,11,MYEOV,0.09274175658620094,13256
8,REAL,12,BIN2,0.09145033185414506,1579
8,REAL,13,STOM,0.09144597387300157,18880
8,REAL,14,DNAJC1,0.0903649868221317,4587
8,REAL,15,BAIAP2L1,0.08699765594434755,1441
8,REAL,16,LINC01532,0.0867205421609821,9673
8,REAL,17,MFN1,0.08654441550987735,12500
8,REAL,18,MDH2,0.08612932029659169,12372
8,REAL,19,ITGAX,0.08571263792290579,8252
8,REAL,20,PCTP,0.08535703768801788,14734
8,REAL,21,PWWP2A,0.08439974268802362,16095
8,REAL,22,ZNF638-IT1///ZNF638,0.08433056162978365,21927
8,REAL,23,NOL4L,0.08431064442775375,13829
8,REAL,24,COMMD3-BMI1///BMI1,0.0831112993655037,3578
8,REAL,25,CAB39,0.0829387384402954,2241
8,REAL,26,AHSA1,0.08243593247474455,480
8,REAL,27,LINC01220,0.08228992029686433,9575
8,REAL,28,ZNF611,0.08135665111561059,21906
8,REAL,29,ARPC1A,0.08123193734803796,1080
8,REAL,30,TUBG1,0.08030527462333185,20535
8,REAL,31,CDS1,0.08025869263283306,2930
8,REAL,32,NFKBIE,0.08021096538762112,13676
8,REAL,33,BRD7P3,0.08002503779086532,1680
8,REAL,34,LOC102724229///RASA4B///RASA4,0.0789591279809392,11093
8,REAL,35,ERMAP,0.07892927656402378,5273
8,REAL,36,FAM212A,0.07756617500656819,5592
8,REAL,37,LOC105379178,0.07744353077561533,11328
8,REAL,38,MOAP1,0.07716678836722271,12879
8,REAL,39,CLEC4D,0.07690012475891655,3339
8,REAL,40,TNFRSF10A,0.07682703799502656,19965
8,REAL,41,LOC101929123,0.07649329036683837,10815
8,REAL,42,MMGT1,0.07612960552298054,12842
8,REAL,43,C9orf47,0.07572863072193865,2213
8,REAL,44,IQCF3,0.07566383678050052,8162
8,REAL,45,VEZT,0.075420527243624,20964
8,REAL,46,SDHAP2///LINC00969///SDHAP1,0.07502976751206542,17304
8,REAL,47,RERE,0.07494479393243628,16509
8,REAL,48,NDFIP2,0.07489544413300092,13521
8,REAL,49,CDC23,0.07475810323886525,2814
8,REAL,50,CCL2,0.07451701568840381,2642
8,REAL,51,ASPA,0.07450630433187658,1171
8,REAL,52,IGFBP2,0.07432244640291566,7874
8,REAL,53,BOLA1,0.0741445621767796,1643
8,REAL,54,SMIM1,0.07379566499516652,18194
8,REAL,55,SLF1,0.07343533227146158,18110
8,REAL,56,PLD3,0.07329859235524304,15195
8,REAL,57,N4BP2L2,0.07305173562943632,13352
8,REAL,58,RFPL3S,0.07285519707147113,16537
8,REAL,59,LOC440346,0.07171938811166204,11626
8,REAL,60,TSTA3,0.07158199037545228,20424
8,REAL,61,PLEKHF2,0.07051314813979646,15215
8,REAL,62,PPP1R21,0.07032896094103076,15558
8,REAL,63,CCDC80,0.06945447910612758,2604
8,REAL,64,LOC646626,0.06940894410832661,11702
8,NULL,1,ZNF559,0.10872510145024697,21854
8,NULL,2,ADAM7,0.10368390660623351,270
8,NULL,3,TRAV8-3,0.09878523512078337,20186
8,NULL,4,ITGAX,0.09394201457535607,8252
8,NULL,5,TSPYL5,0.09233289684564988,20410
8,NULL,6,LOC285556,0.0915295841032788,11492
8,NULL,7,DNAJC1,0.09140787059197243,4587
8,NULL,8,CDS1,0.09064298948617627,2930
8,NULL,9,GATAD1,0.09027613343675528,6431
8,NULL,10,LOC102724229///RASA4B///RASA4,0.08938415817339922,11093
8,NULL,11,BRD7P3,0.08880676895586904,1680
8,NULL,12,DNAH14,0.08842417349620867,4558
8,NULL,13,POU3F4,0.08835200508934916,15458
8,NULL,14,LOC105379178,0.08791495623214647,11328
8,NULL,15,FKBP3,0.08780225956606309,5993
8,NULL,16,TIGD4,0.08441101725047748,19542
8,NULL,17,EXOG,0.08323714149529203,5374
8,NULL,18,LINC01220,0.08304818153093906,9575
8,NULL,19,MIR612///NEAT1,0.08302041626279971,12723
8,NULL,20,FETUB,0.08288388499886999,5899
8,NULL,21,LOC646626,0.08234290459935738,11702
8,NULL,22,SLC9A1,0.08222111416902987,18086
8,NULL,23,INSM1,0.08211990080275682,8116
8,NULL,24,GFI1B,0.0818078291894568,6522
8,NULL,25,CLEC4D,0.08077948428006854,3339
8,NULL,26,FNDC1,0.0802353028443516,6101
8,NULL,27,PHF10,0.07988609699484794,14951
8,NULL,28,LOC284395,0.07957535350573573,11459
8,NULL,29,PLEKHF2,0.07902059617150851,15215
8,NULL,30,BRK1,0.07831271994332255,1697
8,NULL,31,ARPC1A,0.07790908859967235,1080
8,NULL,32,BOLA1,0.07751720395709874,1643
8,NULL,33,AHSA1,0.07679157195254371,480
8,NULL,34,CBWD7///CBWD6///CBWD3///CBWD5///CBWD2///CBWD1,0.07652143258655421,2466
8,NULL,35,AHSP,0.07601282397071772,483
8,NULL,36,FAM212A,0.07600498066008093,5592
8,NULL,37,NFKBIE,0.07581353154160282,13676
8,NULL,38,LOC100505853,0.07560218343362347,10032
8,NULL,39,SPACA6,0.07549518814984245,18482
8,NULL,40,HOXD11,0.075098641575407,7578
8,NULL,41,AGA,0.07448189908870231,425
8,NULL,42,CAB39,0.07438058465676164,2241
8,NULL,43,TTC25,0.07430883497846714,20441
8,NULL,44,TRPM5,0.07380721849669304,20331
8,NULL,45,C9orf72,0.07370536665137822,2220
8,NULL,46,NPPC,0.07321328084448783,13908
8,NULL,47,TMEM238,0.07308984703682903,19811
8,NULL,48,LOC100130285,0.07282039851542632,9842
8,NULL,49,DCAF1,0.07279512330523116,4178
8,NULL,50,CTRB2///CTRB1,0.07242431216051666,3930
8,NULL,51,ASL,0.0720291904188648,1164
8,NULL,52,SMIM1,0.07178255625514132,18194
8,NULL,53,NOL4L,0.07172093948552316,13829
8,NULL,54,RILPL2,0.07168587027690691,16643
8,NULL,55,ATP6V1A,0.07116633188398763,1309
8,NULL,56,PIH1D2,0.07091108339868231,15045
8,NULL,57,NR2F1-AS1,0.07077090936622162,13945
8,NULL,58,KCNIP2-AS1,0.07076010781111408,8423
8,NULL,59,E2F5,0.070365174567834,4864
8,NULL,60,LGI4,0.07005632463040874,9090
8,NULL,61,PPP1R14A,0.06961901791958988,15544
8,NULL,62,ZNF638-IT1///ZNF638,0.06959814784227214,21927
8,NULL,63,ARL2,0.0695649278436588,1039
8,NULL,64,POFUT2,0.0695648741463597,15358
9,REAL,1,DUSP2,0.13348232365083362,4808
9,REAL,2,CCND2,0.1210993450812761,2667
9,REAL,3,CCDC50,0.11444779875654426,2580
9,REAL,4,AGK,0.11312409459614751,444
9,REAL,5,NUP58,0.10613357820057429,14108
9,REAL,6,WDR54,0.10394528931721253,21129
9,REAL,7,C2CD5,0.10215941760176625,2047
9,REAL,8,LOC101060835///LOC100996809///HLA-DRB5///HLA-DRB4///HLA-DRB1///HLA-DQB1,0.10182118436273004,10305
9,REAL,9,HLA-DPA1,0.10040592088609056,7430
9,REAL,10,GTF2H2B,0.0964947468464991,7052
9,REAL,11,PCTP,0.09606259739123185,14734
9,REAL,12,HNRNPLL,0.09570575772858061,7514
9,REAL,13,JOSD1,0.09565083106389767,8332
9,REAL,14,LOC646214,0.0953559101125146,11694
9,REAL,15,STK24-AS1,0.09475060319905076,18858
9,REAL,16,MIS18A,0.09255639875419557,12791
9,REAL,17,IRS1,0.09095089734364303,8202
9,REAL,18,GNGT2,0.09063158228974141,6728
9,REAL,19,CAPN6,0.08971778593577762,2360
9,REAL,20,ATAD2,0.0896073746663108,1192
9,REAL,21,PARVA,0.08736342445428283,14587
