null_rep	roc_auc
1	0.7548611111111111
2	0.7920833333333333
3	0.6108333333333333
4	0.7376388888888888
5	0.8269444444444445
6	0.7183333333333334
7	0.7991666666666667
8	0.6354166666666666
9	0.5797222222222222
10	0.8011111111111111
11	0.41666666666666674
12	0.6568055555555554
13	0.8425
14	0.5826388888888889
15	0.7086111111111113
16	0.6529166666666667
17	0.7413888888888889
18	0.7393055555555554
19	0.7470833333333333
20	0.6058333333333333
21	0.6669444444444446
22	0.7022222222222222
23	0.7711111111111112
24	0.4795833333333333
25	0.7605555555555554
26	0.8506944444444444
27	0.7204166666666666
28	0.7923611111111112
29	0.7341666666666667
30	0.37513888888888886
31	0.8131944444444443
32	0.5444444444444444
33	0.5770833333333334
34	0.6808333333333333
35	0.6343055555555555
36	0.6218055555555555
37	0.7090277777777778
38	0.5502777777777778
39	0.6495833333333334
40	0.7455555555555557
41	0.6209722222222223
42	0.815138888888889
43	0.8033333333333332
44	0.5722222222222222
45	0.6544444444444444
46	0.8231944444444445
47	0.7780555555555556
48	0.6516666666666667
49	0.8184722222222224
50	0.45166666666666666
51	0.6981944444444445
52	0.745
53	0.46958333333333335
54	0.6498611111111111
55	0.6447222222222222
56	0.5925
57	0.5747222222222222
58	0.7404166666666666
59	0.6143055555555555
60	0.8073611111111112
61	0.6581944444444444
62	0.8722222222222222
63	0.7756944444444445
64	0.887777777777778
65	0.6216666666666666
66	0.749861111111111
67	0.9352777777777778
68	0.9048611111111111
69	0.5006944444444446
70	0.7790277777777778
71	0.7915277777777777
72	0.5773611111111111
73	0.8786111111111111
74	0.7154166666666667
75	0.7419444444444445
76	0.6998611111111112
77	0.40916666666666657
78	0.6288888888888888
79	0.7322222222222221
80	0.8086111111111112
81	0.5372222222222223
82	0.8655555555555555
83	0.7508333333333335
84	0.5887500000000001
85	0.7218055555555556
86	0.6436111111111111
87	0.5066666666666666
88	0.5808333333333333
89	0.6559722222222223
90	0.7220833333333333
91	0.8766666666666667
92	0.6652777777777777
93	0.826111111111111
94	0.4813888888888889
95	0.7038888888888889
96	0.5145833333333334
97	0.8345833333333332
98	0.8106944444444444
99	0.5229166666666667
100	0.72
101	0.3826388888888889
102	0.663611111111111
103	0.8272222222222222
104	0.7226388888888888
105	0.7916666666666665
106	0.7327777777777779
107	0.7668055555555555
108	0.6536111111111111
109	0.7986111111111112
110	0.9305555555555556
111	0.8193055555555556
112	0.6984722222222222
113	0.7052777777777779
114	0.7134722222222223
115	0.8327777777777777
116	0.678611111111111
117	0.792638888888889
118	0.7215277777777779
119	0.627361111111111
120	0.7869444444444444
121	0.773611111111111
122	0.8062499999999999
123	0.7068055555555556
124	0.5733333333333334
125	0.8077777777777777
126	0.5843055555555555
127	0.4016666666666666
128	0.4919444444444444
129	0.69125
130	0.5641666666666667
131	0.9086111111111111
132	0.7081944444444445
133	0.7261111111111112
134	0.5790277777777778
135	0.5152777777777778
136	0.4591666666666667
137	0.596111111111111
138	0.46472222222222226
139	0.8177777777777777
140	0.8870833333333333
141	0.4098611111111111
142	0.8447222222222224
143	0.6162500000000001
144	0.4025
145	0.8119444444444442
146	0.5845833333333333
147	0.8952777777777777
148	0.67125
149	0.3931944444444444
150	0.7044444444444444
151	0.6236111111111111
152	0.7259722222222221
153	0.6793055555555556
154	0.45694444444444443
155	0.5641666666666666
156	0.5922222222222223
157	0.5165277777777778
158	0.6820833333333333
159	0.579861111111111
160	0.6372222222222222
161	0.7230555555555556
162	0.5697222222222222
163	0.7137500000000001
164	0.8275
165	0.6734722222222221
166	0.5769444444444445
167	0.6341666666666667
168	0.6656944444444446
169	0.5991666666666667
170	0.5675000000000001
171	0.7966666666666665
172	0.69125
173	0.49666666666666665
174	0.5843055555555555
175	0.6763888888888888
176	0.5518055555555555
177	0.71875
178	0.5797222222222222
179	0.7066666666666667
180	0.6047222222222222
181	0.6245833333333334
182	0.6279166666666667
183	0.74625
184	0.6352777777777777
185	0.779861111111111
186	0.5702777777777779
187	0.7815277777777777
188	0.6572222222222223
189	0.7666666666666667
190	0.84625
191	0.8229166666666667
192	0.7712500000000001
193	0.6856944444444446
194	0.4706944444444445
195	0.7148611111111112
196	0.48958333333333337
197	0.5773611111111111
198	0.3644444444444444
199	0.7663888888888889
200	0.6000000000000001
201	0.9525
202	0.745
203	0.6230555555555556
204	0.7775
205	0.7556944444444444
206	0.8266666666666667
207	0.5511111111111111
208	0.5791666666666666
209	0.8545833333333333
210	0.6098611111111112
211	0.6490277777777778
212	0.7594444444444445
213	0.7890277777777779
214	0.6418055555555554
215	0.9755555555555556
216	0.6719444444444445
217	0.37986111111111115
218	0.8368055555555555
219	0.7045833333333333
220	0.6777777777777777
221	0.560138888888889
222	0.6309722222222223
223	0.5888888888888889
224	0.8830555555555555
225	0.4444444444444445
226	0.7838888888888889
227	0.9159722222222222
228	0.8002777777777778
229	0.6355555555555557
230	0.6331944444444445
231	0.6318055555555555
232	0.9390277777777777
233	0.5181944444444444
234	0.7548611111111111
235	0.6770833333333335
236	0.6054166666666666
237	0.8545833333333333
238	0.5593055555555556
239	0.3683333333333333
240	0.6943055555555556
241	0.6366666666666667
242	0.7904166666666665
243	0.4966666666666667
244	0.6141666666666667
245	0.6986111111111112
246	0.7973611111111112
247	0.81
248	0.8022222222222223
249	0.5788888888888889
250	0.5147222222222222
251	0.8661111111111113
252	0.5902777777777778
253	0.8073611111111112
254	0.4061111111111111
255	0.7941666666666666
256	0.6620833333333332
257	0.5506944444444444
258	0.7622222222222221
259	0.6891666666666666
260	0.3165277777777778
261	0.7401388888888889
262	0.6759722222222222
263	0.6515277777777777
264	0.8554166666666666
265	0.6775000000000001
266	0.6243055555555557
267	0.7484722222222221
268	0.7520833333333334
269	0.7372222222222223
270	0.6561111111111111
271	0.8123611111111111
272	0.7266666666666666
273	0.4081944444444445
274	0.8351388888888889
275	0.7152777777777779
276	0.7958333333333334
277	0.6738888888888889
278	0.6815277777777777
279	0.6427777777777777
280	0.3744444444444444
281	0.6834722222222223
282	0.7434722222222221
283	0.7299999999999999
284	0.5023611111111113
285	0.5756944444444444
286	0.46972222222222215
287	0.9284722222222223
288	0.6048611111111112
289	0.48666666666666664
290	0.579861111111111
291	0.46027777777777784
292	0.8009722222222222
293	0.43319444444444444
294	0.6983333333333333
295	0.5437500000000001
296	0.45069444444444445
297	0.6308333333333332
298	0.7008333333333333
299	0.6468055555555555
300	0.7693055555555556
301	0.591388888888889
302	0.7730555555555554
303	0.6058333333333332
304	0.6725
305	0.6827777777777778
306	0.7227777777777777
307	0.5313888888888889
308	0.7804166666666665
309	0.9651388888888889
310	0.67
311	0.7070833333333333
312	0.5701388888888889
313	0.8423611111111111
314	0.9327777777777777
315	0.785138888888889
316	0.81375
317	0.766388888888889
318	0.8336111111111112
319	0.7116666666666667
320	0.4855555555555556
321	0.7193055555555555
322	0.4781944444444444
323	0.6208333333333333
324	0.3766666666666667
325	0.59
326	0.7819444444444444
327	0.4497222222222222
328	0.9206944444444443
329	0.49180555555555555
330	0.5019444444444445
331	0.5048611111111111
332	0.7315277777777779
333	0.8244444444444444
334	0.6886111111111113
335	0.4143055555555556
336	0.5441666666666668
337	0.8031944444444445
338	0.5331944444444444
339	0.7204166666666667
340	0.7493055555555556
341	0.6663888888888888
342	0.6381944444444445
343	0.4777777777777778
344	0.35541666666666666
345	0.6536111111111111
346	0.5066666666666667
347	0.7595833333333334
348	0.6104166666666666
349	0.569861111111111
350	0.4890277777777778
351	0.6684722222222222
352	0.71875
353	0.63875
354	0.6341666666666668
355	0.7365277777777779
356	0.7381944444444444
357	0.815
358	0.83125
359	0.5619444444444445
360	0.9526388888888888
361	0.7648611111111111
362	0.7169444444444444
363	0.6229166666666667
364	0.5211111111111112
365	0.7709722222222222
366	0.5906944444444444
367	0.54875
368	0.6208333333333333
369	0.6686111111111112
370	0.6452777777777777
371	0.7772222222222221
372	0.9187499999999998
373	0.8672222222222223
374	0.9090277777777778
375	0.9481944444444445
376	0.6906944444444446
377	0.718611111111111
378	0.8930555555555556
379	0.7968055555555554
380	0.7005555555555554
381	0.7673611111111112
382	0.5711111111111111
383	0.7545833333333333
384	0.47347222222222224
385	0.6434722222222223
386	0.4370833333333334
387	0.7952777777777778
388	0.8409722222222222
389	0.6708333333333334
390	0.5109722222222222
391	0.39805555555555555
392	0.21138888888888893
393	0.7105555555555556
394	0.6504166666666668
395	0.7483333333333332
396	0.7054166666666667
397	0.7341666666666667
398	0.4505555555555556
399	0.6295833333333334
400	0.7550000000000001
401	0.6193055555555556
402	0.6034722222222222
403	0.7988888888888889
404	0.637638888888889
405	0.5520833333333333
406	0.4940277777777778
407	0.9373611111111111
408	0.7031944444444445
409	0.7280555555555555
410	0.9130555555555557
411	0.7298611111111112
412	0.7956944444444445
413	0.8594444444444445
414	0.8077777777777777
415	0.6831944444444444
416	0.8170833333333333
417	0.5502777777777778
418	0.67125
419	0.8765277777777777
420	0.49777777777777776
421	0.5836111111111112
422	0.7109722222222223
423	0.5443055555555555
424	0.6384722222222222
425	0.9254166666666666
426	0.5236111111111111
427	0.7069444444444444
428	0.6572222222222223
429	0.7304166666666667
430	0.8020833333333333
431	0.5341666666666667
432	0.695
433	0.44708333333333333
434	0.72625
435	0.6787500000000002
436	0.7569444444444444
437	0.6643055555555556
438	0.7508333333333332
439	0.8183333333333335
440	0.7609722222222223
441	0.7162500000000002
442	0.5622222222222222
443	0.571388888888889
444	0.5205555555555555
445	0.7747222222222223
446	0.8325
447	0.47041666666666665
448	0.5544444444444445
449	0.6981944444444446
450	0.5791666666666666
451	0.9040277777777779
452	0.713888888888889
453	0.7990277777777777
454	0.4686111111111112
455	0.5958333333333333
456	0.6363888888888889
457	0.6877777777777777
458	0.8873611111111112
459	0.48444444444444446
460	0.6643055555555556
461	0.6931944444444444
462	0.7416666666666667
463	0.7305555555555556
464	0.8591666666666665
465	0.7866666666666667
466	0.4252777777777778
467	0.8883333333333333
468	0.7701388888888888
469	0.74125
470	0.699861111111111
471	0.7369444444444444
472	0.8725000000000002
473	0.6601388888888888
474	0.7711111111111112
475	0.52
476	0.8297222222222221
477	0.6366666666666666
478	0.4115277777777777
479	0.7483333333333334
480	0.6291666666666668
481	0.5431944444444445
482	0.5488888888888889
483	0.6970833333333334
484	0.900138888888889
485	0.5508333333333334
486	0.6095833333333333
487	0.7401388888888889
488	0.6058333333333333
489	0.6975
490	0.658888888888889
491	0.5405555555555556
492	0.8369444444444444
493	0.5052777777777778
494	0.48888888888888893
495	0.710277777777778
496	0.68125
497	0.9170833333333335
498	0.6658333333333333
499	0.4405555555555556
500	0.741388888888889
