resample,n_samples,n_gcb,n_abc,overlap_fraction_with_frozen16,panel,null_panel,coupling_mean,coupling_median,coupling_max,topP_abs_fraction
299,280,146,134,0.4375,CTCFL|HBA2///HBA1|MMP20|LOC613266|WFDC21P|KCCAT333|DNER|RGS13|HBB|CTAG2|SPIC|TNFRSF17|FSTL5|UMODL1|FCRL4|VPREB3,CTCFL|TPSB2|NME8|S100Z|TNFRSF17|FOSB|VSIG4|COMP|SNX29P1///SNX29P2|PDZRN4|CD163|MAGEB2|EML6|LILRA4|KRT5|SUGCT,0.05830066190566529,0.05796821821147685,0.09942491390575374,0.3983423215168917
300,280,146,134,0.1875,NOL4|DNER|IGLJ3///IGLV1-44///CKAP2///IGLV@///IGLC1|HBA2///HBA1|FHOD3|PDZRN4|NPIPA5///NPIPB6///NPIPB8///NPIPB3|TUBB2B|HBB|CRYBA4|SNORD3D///SNORD3C///SNORD3B-2///SNORD3A///SNORD3B-1|MAGEA12|MAGEA6///MAGEA3|CILP|NMU|DNAH8,NPIPA5///NPIPB6///NPIPB8///NPIPB3|NMU|STAG3|CLGN|STXBP6|GPAT2|H2AFB1///H2AFB2///H2AFB3|WFDC21P|GOLIM4|BEX2|LTF|PNMAL1|DTHD1|CXCL6|AICDA|EPYC,0.05833860774065215,0.05691324145322991,0.10760283272139509,0.4052174800383999
301,280,146,134,0.125,SACS-AS1|MYOT|DNER|ZNF883|LINC01619|MUC16|LOC283454///HRK|MYH1|KRT5|S100A2|AICDA|EEF1A2|NMU|BEX2|LOC102725526///IGHV4-31///IGHM///IGHG3///IGHG2///IGHG1///IGHA2///IGHA1///IGH|NLRP11,LILRA4|MLK7-AS1|RNF183|LMO2|LYPD6B|LOC100996809///HLA-DRB5///HLA-DRB4///HLA-DRB3///HLA-DRB1|MAGEA6///MAGEA3|SNX29P1///SNX29P2|IGHV1-69|IL12B|UBASH3A|IL22RA2|CCR10|CCL21|MFAP4|CHRM3-AS2,0.0582859449208933,0.05615541381201794,0.11389252138134269,0.40325581958429246
302,280,146,134,0.4375,KCCAT333|CD5L|LILRA3|MAGEB2|EML6|CPXM1|TCL1B|P2RY12|MYOCD|UMODL1|TCL1A|NMU|MUC16|IL13RA2|MMP20|KRT14,KDM5D|LOC100505878|STXBP6|LOC101929141///CCDC144CP///CCDC144B///CCDC144A|FDCSP|OLFM4|SFRP4|FAM167A-AS1|CTCFL|DNAH8|HSF5|MAL2|SOX8|MATN3|PDGFRL|DAPL1,0.05824590312301142,0.05583235233495047,0.11980121164088281,0.3964877185863808
303,280,146,134,0.1875,FSTL5|DNER|ARNT2|CT45A8///CT45A9///CT45A10///CT45A7///CT45A2///CT45A1///CT45A6///CT45A5///CT45A3|LOC105375172|LOC101928173|TCL1A|SPIC|PXDNL|MUC16|ASZ1|RASSF6|RGL4|CCL17|NTS|EYA2,FAR2P3///FAR2P2|HIST1H3A|SERPINA9|MAGEA1|PRAME|CCL22|ZBTB32|MMP3|STON1-GTF2A1L///GTF2A1L|LRRN1|KCCAT333|EPYC|MT1M|PPBP|LMO2|IL17RB,0.05829298894678577,0.059234188893607556,0.09877079208998579,0.3956210793239361
304,280,146,134,0.125,SLN|HLF|PITX1|TCL1A|EPHB1|NMU|IGHD|DNAH8|JCHAIN|ASB5|MYL2|RGS13|SYT17|KRT6A|S100A2|C4orf22,WFDC21P|MLK7-AS1|CT45A8///CT45A9///CT45A10///CT45A7///CT45A2///CT45A1///CT45A6///CT45A5///CT45A3|SUSD5|CXCL6|MYH1|H2AFB1///H2AFB2///H2AFB3|CCL21|CHRM3-AS2|GPM6A|IGLJ3///CKAP2|HIST1H3B|SOX8|ORM1|INHBA|C17orf99,0.05826812865987563,0.05590898277450663,0.1135169945571179,0.39327717455859146
305,280,146,134,0.375,EYA2|MAGEA4|DHRS9|TCL1B|DNER|FHOD3|SPIC|UMODL1|KRT6A|ELOVL7|RGS13|MAL2|KRT14|MYOT|LOC283454///HRK|PNMAL1,SFRP2|CTTNBP2|NOL4|IGKV1OR2-108|ZPBP2|NME8|MFAP4|FAM9C|LMO2|AICDA|PLA2G2D|GTSF1|LOC105375172|COL11A1|SUSD5|TRIM59///IFT80,0.05832401820443921,0.05790866766585421,0.10497691845837444,0.395931273778865
306,280,146,134,0.3125,EML6|LOC283454///HRK|FAM30A|MMP20|UMODL1|SYT17|MARCO|RASSF6|IGLJ3///IGLV@///IGLC1|PNMAL1|BEX2|C17orf99|MLK7-AS1|BIK|CT45A8///CT45A9///CT45A10///CT45A7///CT45A2///CT45A1///CT45A6///CT45A5///CT45A3|NPIPA5///NPIPB6///NPIPB8///NPIPB3,ZNF883|GJB6|LOC101929141///CCDC144CP///CCDC144B///CCDC144A|CTAG1A///CTAG1B|AQP9|MGST1|LILRA3|KCNK12|VSIG4|HLF|DAPL1|USP9Y|COL11A1|MAGEB2|FAR2P3///FAR2P2|FAM30A,0.05831893225493218,0.05703270992970519,0.11251248951930093,0.3923528258709791
307,280,146,134,0.0625,NLRP7|FCER2|MMP3|MGST1|ZNF711|KRT14|C15orf48|LOC105375172|TCL1A|ICOS|KRT5|CLIP2|EPCAM|GJB2|MAGEA12|LOC101929219///C1orf186,CD5L|MFAP4|GPAT2|CCR10|STEAP2|SFTA3|MME|ZNF883|ADIRF|DNAH8|IL22RA2|HAGLROS|DNER|NTS|MMP12|COL11A1,0.058325696982273606,0.0583770998184165,0.0981338666509483,0.3994083812316731
308,280,146,134,0.375,UMODL1|MLK7-AS1|MYOCD|DNER|IL17RB|ANKRD20A4///ANKRD20A2///ANKRD20A3///ANKRD20A1|RSPH1|FAM30A|MAGEA6///MAGEA3|LHX8|CTAG1A///CTAG1B|ASZ1|WFDC21P|TCL1A|SPIC|TCL1B,LOC101927811|SMPX|VSIG4|NCKAP5|LRRN1|TSIX|PKHD1L1|SUSD5|PRAME|EML6|KRT14|ZNF385B|HTR3A|JCHAIN|MT1M|KRT13,0.05829654322702294,0.0567485666422078,0.11860548568938559,0.39593220267735874
309,280,146,134,0.1875,RGS13|TCL1B|LOC105377925|UMODL1|CAMP|CCL21|HEPACAM2|IGKV1OR2-108|FSTL5|ITIH3|PRAME|TNFRSF17|HLA-DQB1|LOC101929272|LOC613266|ZNF257,SMC3|SYT17|STXBP6|LINC00487|DDX43|LOC101927811|KRT5|SYT14|PNMAL1|COL11A1|AQP9|PKHD1L1|HIST1H3B|FCRL4|FSTL5|KCNN3,0.05829784549882676,0.0586335550873132,0.09678923945933973,0.37763925666968096
310,280,146,134,0.3125,PDZRN4|FAM167A-AS1|MYBPC1|PSMA8|LOC105375172|RGS13|HTR3A|DNER|TCL1A|MMP20|NOL4|IGK///IGKC|MUC16|WISP2|UBASH3A|SDR16C5,C2orf40|OLFM4|PROK2|COL11A1|WFDC21P|MMP1|SFRP4|LIN28B|LOC105372840|ADGRD1|UMODL1|PTPN20|AP3D1|ASMT|ZBTB32|MMP3,0.058267843865826355,0.05667359033656289,0.12802170586518893,0.414575440499991
311,280,146,134,0.125,BTBD16|LRP1B|SLN|SYT17|CSRP3|MYL1|CTAG2|P2RY12|SMPX|EPCAM|MYL2|C2CD4A|EML6|MYOT|CA3|MAGEB2,TCL1B|TRIM59///IFT80|CTCFL|LRP1B|OLFM4|MME|C15orf48|UGT2B17|ZBTB32|MAGEB2|TNFRSF17|COL9A3|KCCAT333|COL11A1|FDCSP|SLN,0.05820737148567457,0.057702385739180295,0.1297989064052225,0.41039619149453255
312,280,146,134,0.1875,PDZRN4|UMODL1|SFTA2|EYA2|JCHAIN|KCCAT333|TCL1A|FAM167A-AS1|CKAP2///IGLC1|FHOD3|ZNF711|SFTA3|CT45A8///CT45A9///CT45A10///CT45A7///CT45A2///CT45A1///CT45A6///CT45A5///CT45A3|SDR16C5|LINC01405|MUC16,LOC101929272|HLA-DQB1|PXDNL|CXCL8|CCDC110|STXBP6|LOC100509457///HLA-DQA1|UBASH3A|MMP7|P2RY12|MLK7-AS1|FDCSP|C7orf57|NTS|UGT2B4|RGS13,0.05823168644559027,0.05783404617985147,0.1214752086808289,0.4005075279787893
313,280,146,134,0.1875,MAGEA4|LOC105372840|MMP20|DNAH8|HTR3A|ZNF711|PLPP2|LOC283454///HRK|EML6|KDM5D|BIK|MYOT|MMP13|CCDC110|LOC102724689|USP9Y,LGSN|IGHV3-23///IGHV4-31///IGHM///IGHG3///IGHG1///IGHD///IGHA1///IGH|PXDNL|ASMT|C3orf67|HMCN1|DNAH8|TCL1A|KRT14|GTSF1|CXCL14|RNF128|PPBP|MMP7|MMP20|IGLJ3///IGLV1-44///CKAP2///IGLV@///IGLC1,0.058268484045572486,0.0556922374199578,0.10594379866523815,0.3899153865027849
314,280,146,134,0.1875,C16orf74|CRYBA4|CA3|EML6|KCCAT333|PITX1|FCER2|UMODL1|ZNF257|USP9Y|TNFRSF17|GPM6A|EPHB1|C15orf48|FDCSP|CENPV,VSIG4|LOC102725526///IGHV4-31///IGHM///IGHG3///IGHG2///IGHG1///IGHA2///IGHA1///IGH|DNER|SPIC|GJB2|SOX8|LOC283454///HRK|CAMP|NMU|OVAAL|NPY1R|STAG3|ANKRD36BP2|C17orf99|KDM5D|ASB5,0.05832085898456975,0.057850172702963124,0.10036335120084201,0.3865122902221607
315,280,146,134,0.25,POMC|UMODL1|DAPL1|LECT2|VPREB3|TCL1B|SPIC|DNER|CCDC110|C15orf48|CILP|HTR3A|SFRP4|NME8|BIK|PITX1,FAM30A|C1QA|NPY1R|HIST1H1B|TPSB2|GJB2|MAGEB18|LECT2|MMP1|IL22RA2|FCER2|PDGFRL|LOC101929141///CCDC144CP///CCDC144B///CCDC144A|GPM6A|CD5L|LOC102724689,0.058314235275986524,0.05739592692958724,0.12213991302893411,0.394339337213616
316,280,146,134,0.125,UMODL1|MMP13|BTBD16|UGT2B17|MYOT|TCL1B|MMP12|SFTA3|LOC101928173|SACS-AS1|RSPH1|NMU|PCSK1|MUC16|IGHV3-23///IGHV4-31///IGHM///IGHG3///IGHG1///IGHD///IGHA1///IGH|MYL1,CILP|C12orf77|LOC283454///HRK|NME8|LOC101930415|ANKRD36BP2|GPM6A|CD74|KCCAT333|KCNK12|MMP12|NTN4|SOX2-OT|BEX2|GJB2|MMP20,0.058249119683573825,0.05732819950818879,0.10774381112782432,0.38249778158152037
317,280,146,134,0.125,KCCAT333|SYT17|ZNF711|CXCL3|C17orf99|MAGEB2|EYA2|IGHV3-23///IGHV4-31///IGHM///IGHG3///IGHG1///IGHD///IGHA1///IGH|CAMP|LOC102725526///IGHV4-31///IGHM///IGHG3///IGHG2///IGHG1///IGHA2///IGHA1///IGH|TCL1A|LILRA4|EEF1A2|USP9Y|RASSF6|KCNN3,NLRP11|SACS-AS1|PXDNL|OLFM4|UMODL1|LOC102724689|ASMT|MARCO|NMU|LOC101929272|IGHV1-69|LHX8|PABPC5|MFAP4|LOC101929219///C1orf186|CSAG2///CSAG3,0.05827623755202311,0.058364700541430725,0.10894754181351314,0.3966761948354951
318,280,146,134,0.375,LECT2|EYA2|EML6|TCL1B|RAB25|UMODL1|BTBD16|FDCSP|MMP13|NMU|MYOCD|CLIP2|TCL1A|CPXM1|CCL22|RGS13,NPY1R|TCL1B|GTF2IP20|USP9Y|LOC102725526///IGHV4-31///IGHM///IGHG3///IGHG2///IGHG1///IGHA2///IGHA1///IGH|LMO2|SPRR1B|COL11A1|SFTA2|KLRC2///KLRC1|CLGN|MYOT|ZBTB32|HK3|IL13RA2|GJB2,0.058272846276432706,0.05645710714865987,0.11792403034878673,0.4197362801183983
319,280,146,134,0.3125,MMP20|UGT2B17|IL13RA2|LOC613266|CENPV|P2RY12|UMODL1|IGLJ3///CKAP2|LOC283454///HRK|ASZ1|KCCAT333|DNER|KRT14|ITIH3|FAM30A|GJB2,CLIP2|KDM5D|IL13RA2|CLGN|IGHV1-69|ITIH3|ZYG11A|CNTN3|PNMAL1|ARL14|PSMA8|NPY1R|NLRP7|CCL21|LOC440864///MSH6|STEAP2,0.05836778553353329,0.05727624596655429,0.09830762005360097,0.4069743370063946
320,280,146,134,0.125,MMP3|RGS13|NLRP7|LOC101927811|HEPACAM2|LINC01405|JCHAIN|BIK|LOC102725526///IGHV4-31///IGHM///IGHG3///IGHG2///IGHG1///IGHA2///IGHA1///IGH|ASZ1|EYA2|XCL2///XCL1|COL9A3|TCL1A|CT45A8///CT45A9///CT45A10///CT45A7///CT45A2///CT45A1///CT45A6///CT45A5///CT45A3|FAM30A,EPHB1|LOC102724689|UGT2B17|HAGLROS|LOC100653057///CES1|CTCFL|SMC3|PTPN20|GPM6A|LOC101927811|C7orf57|LOC100130744|IGLJ3///IGLV1-44///CKAP2///IGLV@///IGLC1|STXBP6|IGHV4-31///IGHM///IGHG3///IGHG1///IGHA1|LOC102725526///IGHV4-31///IGHM///IGHG3///IGHG2///IGHG1///IGHA2///IGHA1///IGH,0.058288607506591095,0.057559821167534345,0.10058264157649259,0.4072557539810783
321,280,146,134,0.1875,DNAH8|IGHD|ASB5|FHOD3|TCL1A|LOC283454///HRK|MMP3|FAM30A|ORM2///ORM1|SPIC|ITIH3|CCL17|ORM1|HPGDS|HLF|PTPN20,SCARA5|ARL14|COL11A1|IGK///IGKC|IGHV3-23///IGHV4-31///IGHM///IGHG3///IGHG1///IGHD///IGHA1///IGH|LOC101929272|NLRP7|EPCAM|S100Z|CTAG1A///CTAG1B|LOC440864///MSH6|KRT6A|KCNK12|TMEM158|HIST1H3B|EIF1AY,0.05831231563689966,0.05683906273440636,0.10512536997536222,0.39392952781233725
322,280,146,134,0.25,RGS13|LOC105372840|DNER|CT45A8///CT45A9///CT45A10///CT45A7///CT45A2///CT45A1///CT45A6///CT45A5///CT45A3|SPINK2|WASIR2|ORM2///ORM1|ORM1|MMP20|KCCAT333|TUBB2B|ZNF711|HTR3A|LILRA3|LINC01021|CCL17,MT1M|GJB2|TSIX|CT45A8///CT45A9///CT45A10///CT45A7///CT45A2///CT45A1///CT45A6///CT45A5///CT45A3|AICDA|JCHAIN|LOC101929141///CCDC144CP///CCDC144B///CCDC144A|IL12B|LRP1B|ZYG11A|XIST|CTCFL|MARCO|RSPH1|HK3|EPCAM,0.05828280749034941,0.05662006691288417,0.097357021578612,0.40024207462964856
323,280,146,134,0.25,LINC01405|RAB25|FDCSP|KRT13|RNF183|CD1C|ASMT|C4orf22|RSPH1|MAL2|FAM167A-AS1|KCCAT333|IGLJ3///IGLV1-44///CKAP2///IGLV@///IGLC1|SPRR1B|DNER|KRT6A,C15orf48|NCKAP5|HIST1H3B|KLHL13|C7orf57|SFRP2|SERPINA9|LINC01268|IGHD|GPM6A|COL9A3|SUSD5|CNTN3|PABPC5|RGS13|KCNN3,0.05831640909694695,0.057593239280112056,0.10891133247002349,0.4098061459967138
324,280,146,134,0.25,LECT2|UMODL1|KRT5|EML6|TCL1A|ST14|LRRN1|XIRP2|MMP12|LOC283454///HRK|FCER2|CAMP|MUC16|CCR6|DNAH8|HTR3A,HSF5|MMP3|SPIC|XK|ITIH3|NMU|PSMA8|EPHA4|KCNH8|LHX8|KDM5D|CTAG1A///CTAG1B|ASZ1|SOX8|LOC102725526///IGHV4-31///IGHM///IGHG3///IGHG2///IGHG1///IGHA2///IGHA1///IGH|FAR2P3///FAR2P2,0.05826777824699985,0.057010597754746234,0.11086474515402384,0.3925333711776749
325,280,146,134,0.3125,LAMP5|IGLJ3///IGLV1-44///CKAP2///IGLV@///IGLC1|ABCG5|CRYBA4|RASSF6|MUC16|VPREB3|APOD|KCCAT333|IGK///IGKC|MYOT|ORM1|UMODL1|SACS-AS1|DAPL1|MYOCD,KLHL13|GPM6A|GTSF1|ZNF883|PKHD1L1|SCARA5|LOC101929141///CCDC144CP///CCDC144B///CCDC144A|LOC102725426///MIR8071-2///MIR8071-1///IGHM///IGHG1|SPIC|MAGEB1|CRNDE|MMP3|LIN28B|LINC00487|LOC101929272|NME8,0.05824166879299608,0.056837500658837595,0.11023030726022472,0.3956058121685364
326,280,146,134,0.125,JCHAIN|FDCSP|HLF|UGT2B17|RYR1|HLA-DQA1|MMP20|TCL1A|S100A2|ZNF385B|LINC01021|UBASH3A|NOL4|CCL21|CNTN3|SOX8,SACS-AS1|ZPBP2|ANKRD36BP2|USP9Y|CTAG1A///CTAG1B|HLF|P2RY12|CENPV|NCKAP5|GPR158|LILRA4|FAM129C|ELOVL7|C3orf67|NLRP4|TSIX,0.05831316962582626,0.0579500798120179,0.098240050684356,0.4213988243769183
327,280,146,134,0.1875,LINC01021|BTBD16|EPCAM|UMODL1|MYOT|FCER2|TCL1A|PNMAL1|HLF|IGLJ3///IGLV1-44///CKAP2///IGLV@///IGLC1|OVAAL|CCDC110|IGHD|LOC105372840|ZNF711|CAMP,AP3D1|MMP3|IL13RA2|RGS13|ZNF711|KLRC2///KLRC1|CCL21|INHBA|VPREB3|CTAG2|SFRP4|LINC01102|AQP9|STEAP2|ZBTB32|MGST1,0.058293890185540514,0.05683186875197739,0.10891662254598893,0.3983759418495783
328,280,146,134,0.3125,MYOCD|ORM1|CSRP3|ACTA1|ORM2///ORM1|MYL2|MYL1|LOC100509457///HLA-DQA1|IGK///IGKC|HLA-DQB1|EML6|ASZ1|TCL1A|LOC283454///HRK|MYH1|UGT2B17,LOC101930067|TNFRSF17|MMP7|SFRP4|RNF183|XIST|FAR2P3///FAR2P2|FAM167A-AS1|RASSF6|CLGN|PRAME|NLRP7|TRPM4|FCGR3B///FCGR3A|GOLIM4|ADIRF,0.05828192330526004,0.0576003015949413,0.1063334815002606,0.40014732145034587
329,280,146,134,0.125,LOC105375172|PNMAL1|MAGEA12|HTR3A|MMP20|LOC105372840|LINC01619|TNFRSF17|IL17RB|GPAT2|XIST|MUC16|GPM6A|PDZRN4|RNF183|USP9Y,AICDA|PCSK1|KLRC2///KLRC1|ZIC2|TRPM4|EPHA4|HLA-DQB1|NLRP11|GJB6|SOX8|LOC100134317///LOC284412|SUGCT|LOC101930415|MFAP4|TCL1B|HTR3A,0.05828532869421783,0.05506120673547597,0.11209865862941416,0.40048926462736634
330,280,146,134,0.0625,LECT2|IGLJ3///IGLV1-44///CKAP2///IGLV@///IGLC1|EYA2|MMP13|P2RY12|ORM2///ORM1|HEPACAM2|IGKV1OR2-108|LOC102725526///IGHV4-31///IGHM///IGHG3///IGHG2///IGHG1///IGHA2///IGHA1///IGH|EPCAM|CPXM1|RASSF6|ORM1|JCHAIN|HLF|KCNN3,LOC101929219///C1orf186|S100A8|PROK2|NCKAP5|PKHD1L1|LOC102723648|C15orf48|SNX29P1///SNX29P2|LINC01021|ORM2///ORM1|MAGEB1|PSMA8|SYT17|UMODL1|COL9A3|VPREB3,0.05825866701615123,0.05716113364401571,0.11715623233522238,0.4028116824492349
331,280,146,134,0.125,MMP3|ASMT|NME8|LOC613266|KCCAT333|FSTL5|MMP20|JCHAIN|CCR6|MAGEB2|ZNF711|LGSN|PNMAL1|FCER2|UGT2B17|RASSF6,ZNF385B|NCKAP5|EIF1AY|HTR3A|RAB25|LINC01268|TMEM100|LAMP5|LIN28B|NMU|MAGEA6|LINC00996|C12orf77|MMP7|TXLNGY|SACS-AS1,0.058284918268440955,0.05725315150349965,0.10545962141077497,0.41214718346955515
332,280,146,134,0.25,MYOT|TCL1A|IGHV1-69|MMP3|HTR3A|GPR158|LOC102724689|C17orf99|FAM30A|IGLJ3///IGLV1-44///CKAP2///IGLV@///IGLC1|KCCAT333|TCL1B|HLF|LGSN|HMCN1|UGT2B17,LIN28B|H2AFB1///H2AFB2///H2AFB3|CRNDE|MAGEA6///MAGEA3|ZBTB32|CTAG1A///CTAG1B|MFAP4|KRT5|C4orf22|LOC101929272|FCGR3B///FCGR3A|LOC102723648|EYA2|MAL2|MUC16|SMC3,0.058269641377694525,0.05691977938777308,0.10287876379762458,0.38927679726218045
333,280,146,134,0.1875,IGLJ3///CKAP2|KCNN3|UGT2B17|JCHAIN|LOC283454///HRK|KRT13|S100A7|MMP3|KRT5|LOC101929219///C1orf186|IGLJ3///IGLV1-44///CKAP2///IGLV@///IGLC1|SDR16C5|FCER2|HEPACAM2|CILP|KCCAT333,DNAH8|EPHA4|CD1C|HLA-DQB1|IL22RA2|MMP3|LEP|LOC100653057///CES1|LILRA3|CTAG1A///CTAG1B|ZNF257|MMP7|KRT13|IGLJ3///IGLV1-44///CKAP2///IGLV@///IGLC1|LOC613266|ZNF750,0.058303772181552985,0.05765524324077628,0.10514096163334227,0.39727170052306165
334,280,146,134,0.3125,HLF|IL12B|HBB|LOC283454///HRK|RNF183|TCL1A|ZNF711|TCL1B|CHRM3-AS2|CLGN|HTR3A|UMODL1|MMP7|KCNN3|FAM30A|MME,AQP9|LINC00487|COL9A3|CTAG2|ZBTB32|MT1M|LMO2|STXBP6|LOC440864///MSH6|MAGEA6|C3orf67|HLA-DQA1|H2AFB1///H2AFB2///H2AFB3|IGLJ3///IGLV1-44///CKAP2///IGLV@///IGLC1|MMP20|GOLIM4,0.058279616032286145,0.0570456566102099,0.10551885172613898,0.392039361531096
335,280,146,134,0.125,TAC1|HBB|HBA2///HBA1|XIRP2|BEX2|MAGEA6///MAGEA3|IL13RA2|RGS13|LGSN|C4orf22|HLF|FAM167A-AS1|CTAG2|ORM1|CSRP3|RASSF6,IL22RA2|TPSB2|XIRP2|LINC00551|PLA2G2A|CXCL14|FSTL5|KCCAT333|FCRL4|LYPD6B|COL9A3|MATN3|CLGN|PCSK1|PXDNL|SOX8,0.05828478372209816,0.05799203848037273,0.10591538534385361,0.4128225549772109
336,280,146,134,0.1875,MUC16|MYOCD|IL12B|MYOT|LILRA4|NLRP7|TCL1A|HTR3A|ZNF883|HLF|PLA2G2D|NMU|NPIPA5///NPIPB6///NPIPB8///NPIPB3|MMP1|KRT5|VSIG4,LTF|MMP7|FCAMR|LOC102725426///MIR8071-2///MIR8071-1///IGHM///IGHG1|CTAG2|PXDNL|PNMAL1|ASPN|LOC101930415|GPAT2|LINC00487|NLRP4|MLK7-AS1|STAG3|MFAP4|LOC100996809///HLA-DRB5///HLA-DRB4///HLA-DRB3///HLA-DRB1,0.058331229721016425,0.056402649433946364,0.10008384900077177,0.41326425332265154
337,280,146,134,0.25,TCL1B|PDZRN4|CXCL8|TCL1A|CLIP2|PITX1|MYOCD|UMODL1|KRTDAP|FLG2|FAM167A-AS1|FCER2|KRT1|CHRM3-AS2|KCNN3|FABP4,RNF183|ZNF257|KCCAT333|MMP7|KRT1|MAGEB1|EYA2|GPR158|FCAMR|CILP|C3orf67|BIK|KRT6A|MGST1|C2orf40|ORM1,0.05825284689136519,0.05743383812145137,0.1097661160035023,0.3942739790109782
338,280,146,134,0.1875,RGS13|MMP3|SPRR1B|NRG4|KRT5|HTR3A|EPHA4|KRT13|MYOT|CCDC110|KRT6A|MAGEA1|ORM2///ORM1|RNF183|TCL1A|ORM1,C3orf67|IL17RB|LINC01102|LYPD6B|ASZ1|MAGEA6///MAGEA3|PDGFRL|LOC101928173|NLRP11|MAGEA1|ABCG5|CXCL8|HTR3A|GJB2|COMP|CENPV,0.058226568677387534,0.056632639485265354,0.11923860370380951,0.40466628275119687
339,280,146,134,0.1875,DNER|LGSN|ASZ1|MMP20|LOC105375172|CCL17|LOC101930067|MUC16|FCER2|UMODL1|C16orf74|PNMAL1|GPM6A|NOL4|ADIRF|NFE4,CNTN3|LOC101930067|ZNF257|P2RY12|AP3D1|UHMK1|FAM30A|RNF183|VPREB3|IL17RB|EML6|EPCAM|ABCG5|CPXM1|TCL1A|MUC16,0.0583116646461731,0.05784103861601559,0.10108547023793844,0.40555360875716334
340,280,146,134,0.4375,MMP12|PDZRN4|LOC101928173|DNAH8|LOC283454///HRK|MMP20|IGLJ3///IGLV1-44///CKAP2///IGLV@///IGLC1|KRT13|NLRP7|JCHAIN|LILRA4|DNER|IGK///IGKC|TCL1B|SPIC|IGLJ3///IGLV@///IGLC1,HMCN1|EIF1AY|LINC01268|PTPN20|DHRS9|IGLJ3///IGLV1-44///CKAP2///IGLV@///IGLC1|NCKAP5|LILRA3|LHX8|CRYBA4|HTR3A|FABP4|KRT6A|CCL17|PDGFRL|LINC01527,0.05825895396755333,0.05738272558831928,0.11178381155032745,0.3994274341725306
341,280,146,134,0.25,EYA2|MYL1|LOC105375172|HTR3A|MYL2|CA3|SDR16C5|MAGEA6|SMPX|OVAAL|EML6|DNER|COL11A1|LOC283454///HRK|RGS13|CCL17,CCL22|LINC01405|CA3|LOC100653057///CES1|LTF|RASSF6|C1QA|PTPN20|IL22RA2|C16orf74|LOC101929272|LOC101930415|FAR2P3///FAR2P2|KRT5|LINC01268|LOC101930067,0.058261126697854104,0.05635479084153687,0.10845492459019342,0.3909202634117649
342,280,146,134,0.1875,LOC283454///HRK|MAGEA12|ITIH3|JCHAIN|MAGEA4|OLFM4|KRT5|COL11A1|UGT2B17|PITX1|UMODL1|CCL17|KCNN3|DNER|P2RY12|FSTL5,SPRR1B|LOC101930114|HMCN1|LOC102723648|FSTL5|FDCSP|ZPBP2|TNFRSF17|GTSF1|HEPACAM2|FCGR3B///FCGR3A|LINC00551|GPAT2|USP9Y|CCDC110|DAPL1,0.05834505303229999,0.05755062176901572,0.09965506350073375,0.396646060581543
343,280,146,134,0.3125,EML6|SPIC|BTBD16|LOC101930114|S100A2|TCL1B|MMP13|BIK|MME|DNAH8|DHRS9|IGHV3-23///IGHV4-31///IGHM///IGHG3///IGHG1///IGHD///IGHA1///IGH|PROK2|RGS13|KRT14|TCL1A,ORM1|IGHV3-23///IGHV4-31///IGHM///IGHG3///IGHG1///IGHD///IGHA1///IGH|ZNF883|ZIC2|HEPACAM2|ZNF385B|ZPBP2|GTSF1|KRT13|ZBTB32|LINC01021|CRNDE|GPM6A|LOC105375172|MAGEB18|LRRN1,0.058272036999552995,0.05720065413464258,0.10818184527837219,0.40628692383172993
344,280,146,134,0.125,LECT2|PSMA8|PROK2|MMP12|LOC101929272|LOC283454///HRK|MAL2|MAGEA6///MAGEA3|RASSF6|HTR3A|FAM30A|SYT17|MMP20|XIRP2|ZNF711|JCHAIN,LOC101930415|C1QA|MAGEA6|CD74|PITX1|DNAH8|CCL20|ASB5|HIST1H3B|HEPACAM2|EYA2|KCNK12|PNMAL1|S100A8|KCCAT333|RPS4Y1,0.05828220047239836,0.05781734329295041,0.13974790345075636,0.4017212739381525
345,280,146,134,0.1875,HTR3A|LOC283454///HRK|SACS-AS1|MYOCD|TMEM52B|FCER2|IGHV3-23///IGHV4-31///IGHM///IGHG3///IGHG1///IGHD///IGHA1///IGH|UGT2A3|CHIT1|HMCN1|CLIP2|ZNF883|C17orf99|TCL1A|WFDC21P|LOC101929272,SOX8|HPDL|PKHD1L1|TMEM52B|VPREB3|HK3|LOC100506405|ARL14|DAPL1|LRP1B|LOC105371307|LOC100287497|MIS18BP1|MAGEA1|NMU|EPYC,0.05830573239524205,0.057496491059853175,0.09551003327265241,0.3962290127175634
346,280,146,134,0.1875,IL13RA2|CCDC110|LOC283454///HRK|RASSF6|LOC105375172|LOC613266|UMODL1|PROK2|SFTA2|ZNF711|COL11A1|CPXM1|RNF183|CAMP|SFTA3|STXBP6,TSIX|IGSF11|ZIC2|ICOS|SFRP4|HMCN1|TNFRSF17|LILRA3|NMU|MAGEB1|HK3|BEX2|IGLJ3///CKAP2|CD163|MARCO|ZNF385B,0.05834521771769037,0.057667991867053445,0.10342887410964755,0.38782282224163306
