metric,real,null_mean,null_sd,null_q025,null_q975,real_minus_null_mean,empirical_one_sided_p
top4_eigensubspace_overlap,0.6897587133533098,0.5612963962466588,0.09199635646602687,0.3823201831402594,0.7434634953750018,0.12846231710665101,0.07849215078492151
corr_structure_similarity,0.6191144365625277,0.42582038155414476,0.1862307683316625,0.02101594755542427,0.7397642241352247,0.19329405500838298,0.1506849315068493
top8_eigensubspace_overlap,0.8235170364194729,0.7689391733430134,0.04735461224659224,0.677555257666684,0.8639154239423009,0.05457786307645951,0.12428757124287572
eigenvalue_profile_cosine,0.9968450833862595,0.9926918966031771,0.0063998058952746545,0.9755557664222556,0.9987981897305389,0.004153186783082408,0.24627537246275372
