null_rep,panel,GSE10846_to_GSE87371__corr_structure_similarity,GSE10846_to_GSE87371__top4_eigensubspace_overlap,GSE10846_to_GSE87371__top8_eigensubspace_overlap,GSE10846_to_GSE87371__eigenvalue_profile_cosine,GSE10846_to_GSE31312__corr_structure_similarity,GSE10846_to_GSE31312__top4_eigensubspace_overlap,GSE10846_to_GSE31312__top8_eigensubspace_overlap,GSE10846_to_GSE31312__eigenvalue_profile_cosine,GSE87371_to_GSE31312__corr_structure_similarity,GSE87371_to_GSE31312__top4_eigensubspace_overlap,GSE87371_to_GSE31312__top8_eigensubspace_overlap,GSE87371_to_GSE31312__eigenvalue_profile_cosine
22,LINC01268|PLA2G2A|ICOS|LMO2|STXBP6|MAGEA6|NME8|FAM129C|IGKV1OR2-108|KLRC2///KLRC1|C12orf77|UBASH3A|MIS18BP1|ABCG5|PROK2|USP9Y,0.7226375951286692,0.6327444192591485,0.7733750280280243,0.9956007618026627,0.5190814306559669,0.5553926012125363,0.6422649524699071,0.9611980044772199,0.6552629720303955,0.6114913783552874,0.6730062029307843,0.9600387832412504
23,P2RY12|FABP4|MT1M|SFRP2|CCDC110|C4orf22|EML6|DNER|LOC100653057///CES1|ARL14|LOC105375172|LINC01102|PABPC5|C12orf77|UHMK1|SFRP4,0.6945804584700416,0.6374630557717976,0.727000512270412,0.9954976545877848,0.5375465748071621,0.5662441492143648,0.6924765858147219,0.9776560605219149,0.6222262681340288,0.5957251180429642,0.691780471106236,0.982655921910523
24,IGLJ3///CKAP2|CTAG2|CCDC110|PLA2G2A|FAM30A|PXDNL|WFDC21P|LIN28B|PSMA8|FCGR3B///FCGR3A|KLHL13|GJB6|MMP12|MFAP4|LOC105375172|CCL21,0.663162112974214,0.7413935309149267,0.7140359148553302,0.9969963245398845,0.6137036284852576,0.5636064989524651,0.7675913392322415,0.9980182789686205,0.5634391268346375,0.5696469494428299,0.6467710589872799,0.9934298023652471
25,RSPH1|LINC01268|C3orf67|LOC101929141///CCDC144CP///CCDC144B///CCDC144A|HAGLROS|STAG3|FCAMR|IL13RA2|ICOS|FAR2P3///FAR2P2|MFAP4|PDGFRL|NLRP7|USP9Y|LOC613266|LGALS2,0.7805441182210424,0.7203159947796087,0.7978923610092025,0.992387826590985,0.679313136592011,0.6933829112493655,0.6503265324560181,0.9932174412049295,0.6949515576052607,0.6724318887130882,0.6602827926263424,0.9887055550451795
26,CCR10|HSF5|NOL4|STAG3|SPIC|LINC00877|CHIT1|GJB2|ZPBP2|CCL21|NCKAP5|MMP12|MIS18BP1|LINC01268|SPINK2|LILRA4,0.7634626823386833,0.6467430163038521,0.773229908405457,0.9958825309421742,0.7451263907578151,0.6346109128324126,0.7330540602892903,0.9747813272511949,0.8036858486557228,0.6522651119249779,0.7587219639722775,0.9743878275447774
27,SFTA3|LMO2|TXLNGY|TCL1A|LRP1B|EIF1AY|CLIP2|KLRC2///KLRC1|MMP1|MT1M|CCDC110|SUSD5|CRNDE|P2RY12|ZNF711|MATN3,0.7957039995702949,0.7996058419292388,0.7432003634841939,0.9971899477653692,0.7367576421029547,0.6713511692620813,0.6605301538351344,0.9911577572082929,0.7476395874588653,0.6499002184408882,0.667096210041396,0.9891168349824568
28,EPCAM|OVAAL|ARL14|AP3D1|SDR16C5|LGALS2|PDGFRL|LOC100996809///HLA-DRB5///HLA-DRB4///HLA-DRB3///HLA-DRB1|HPDL|SFTA3|LINC00487|LILRA4|AQP9|LYPD6B|NPY1R|LOC102725526///IGHV4-31///IGHM///IGHG3///IGHG2///IGHG1///IGHA2///IGHA1///IGH,0.6385441888813419,0.6589503633308768,0.7036822654934557,0.9994668913311956,0.3770952129953327,0.5480420167030313,0.6279187505134993,0.9659781439717811,0.4740750655876178,0.6398659819851351,0.6313020337179036,0.9667268661850271
29,LOC101930114|EML6|LOC613266|PNMAL1|LOC283454///HRK|FAM167A-AS1|CRNDE|LOC100996809///HLA-DRB5///HLA-DRB4///HLA-DRB3///HLA-DRB1|OVAAL|PPBP|SUSD5|AICDA|FAM111B|HPDL|MT1M|LINC01405,0.42010753010032775,0.5055126429460596,0.6134616867909343,0.9984382312411996,0.3646005864433006,0.48992295229674154,0.6634964016321243,0.989480079362392,0.5687466569319379,0.5925565436049929,0.6486310702068396,0.9904651576317246
30,ARL14|ORM2///ORM1|ZPBP2|CCR10|MAGEA6///MAGEA3|LGSN|LOC283454///HRK|TXLNGY|MAGEA1|FSTL5|MAGEA9B///MAGEA9|BIK|SFTA3|AP3D1|NLRP4|LINC00877,0.6312049747807602,0.6533387872469418,0.6732880666935169,0.9970471828854129,0.6201199016340947,0.5674481624543657,0.7067814907232068,0.9869053032965055,0.5749349082300106,0.6241519816088059,0.7128528327695156,0.982843455742523
31,NLRP4|H2AFB1///H2AFB2///H2AFB3|PROK2|MT1M|ADIRF|LRP1B|VPREB3|CTAG1A///CTAG1B|SPINK2|KCCAT333|LOC613266|CD163|FAM111B|PTPN20|C4orf22|NLRP7,0.7468908322637647,0.5677345238505184,0.788673218425226,0.9987251410161163,0.6601796707677626,0.6437379453140232,0.6601392387263869,0.9857170107112099,0.7199304290680244,0.6483389113124655,0.7282135634656285,0.9910729224708741
