resample,real_subspace_capture,null_subspace_capture,delta_subspace_capture,real_corr_neighborhood,null_corr_neighborhood,delta_corr_neighborhood,real_exact_overlap,null_exact_overlap,delta_exact_overlap
237,0.5152478949840149,0.16200000696598688,0.35324788801802803,0.6485084536168565,0.29848316268923136,0.35002529092762513,0.4375,0.0625,0.375
238,0.3775068085661637,0.14768516521302555,0.22982164335313815,0.4738684212967584,0.29712939689624596,0.17673902440051242,0.3125,0.0,0.3125
239,0.3364418035167145,0.15448699123921544,0.18195481227749905,0.46831984189599896,0.3041501784662718,0.16416966342972716,0.25,0.0,0.25
240,0.4171549454727974,0.2162146978571709,0.2009402476156265,0.5331536736871432,0.367985095448487,0.16516857823865616,0.375,0.0625,0.3125
241,0.27882914653883445,0.1976487149856986,0.08118043155313584,0.3825090786084997,0.3413048343390865,0.041204244269413215,0.1875,0.0625,0.125
242,0.3347257756039719,0.24170994962093917,0.09301582598303271,0.4577076755787474,0.38215339640006357,0.07555427917868385,0.25,0.125,0.125
243,0.2789517546229946,0.23813180130074124,0.040819953322253355,0.42288024032037513,0.3980179715927698,0.02486226872760533,0.1875,0.0625,0.125
244,0.2276451399612554,0.18599651433818187,0.04164862562307353,0.3463753486812545,0.3420708612677351,0.004304487413519409,0.125,0.0,0.125
245,0.26786042224722223,0.2892455246453678,-0.02138510239814556,0.4075933990069118,0.4799598913257068,-0.072366492318795,0.1875,0.1875,0.0
246,0.4848903310697663,0.2599370716161081,0.22495325945365824,0.5802256174126129,0.4215328505880079,0.15869276682460504,0.4375,0.0625,0.375
247,0.2884538361055271,0.2415563749654655,0.0468974611400616,0.4206405501368985,0.37178698644260244,0.048853563694296054,0.1875,0.125,0.0625
248,0.1983711189053517,0.3972381144866403,-0.19886699558128862,0.3339455153005777,0.528657703038165,-0.19471218773758725,0.0625,0.3125,-0.25
249,0.47793396982669745,0.18386845269613994,0.2940655171305575,0.5613308750458716,0.31093444715152896,0.2503964278943427,0.4375,0.0625,0.375
250,0.44069556022938267,0.23095375897636256,0.2097418012530201,0.5731601403674831,0.36953299903934966,0.20362714132813342,0.375,0.125,0.25
251,0.37234930410005357,0.14647485517325926,0.2258744489267943,0.49310937527290644,0.2654882301315722,0.22762114514133425,0.3125,0.0,0.3125
252,0.20046883073799945,0.16290061281419232,0.03756821792380713,0.3175617656895459,0.30769205310558306,0.009869712583962853,0.0625,0.0,0.0625
253,0.22481803076822665,0.19401834502255164,0.030799685745675015,0.34260574279740363,0.352020512459686,-0.009414769662282385,0.125,0.0625,0.0625
254,0.23675050519507676,0.24791379570765504,-0.011163290512578278,0.3623347014734549,0.39317166688393423,-0.03083696541047931,0.125,0.125,0.0
255,0.2512660013429029,0.1811662517086733,0.0700997496342296,0.3755293428534049,0.32156723532546766,0.05396210752793723,0.125,0.0625,0.0625
256,0.5291717678456498,0.21094481488138328,0.3182269529642665,0.6582820070442431,0.37285623634129667,0.28542577070294645,0.5,0.0625,0.4375
257,0.39983396057611575,0.15473224092259044,0.2451017196535253,0.5267756757623105,0.29819088826457774,0.2285847874977328,0.3125,0.0,0.3125
258,0.3126543974028112,0.1366143826504329,0.1760400147523783,0.4545809370628731,0.27383079182565334,0.18075014523721977,0.1875,0.0,0.1875
259,0.3325063373580363,0.2901802738313214,0.04232606352671492,0.42076619040187613,0.45069351409172276,-0.02992732368984663,0.25,0.125,0.125
260,0.26069332232447096,0.2493184482603103,0.011374874064160656,0.387119166125825,0.41684879198389,-0.029729625858065045,0.1875,0.125,0.0625
261,0.278801656275085,0.18654276245079193,0.09225889382429309,0.42701040257406575,0.3393570992751359,0.08765330329892984,0.1875,0.0625,0.125
262,0.19062081794098107,0.1433065561490132,0.047314261791967877,0.3130324541490321,0.2882658411035121,0.02476661304551997,0.0625,0.0,0.0625
263,0.29091723631979205,0.17808117476435223,0.11283606155543982,0.4190580262840583,0.3116611611118305,0.1073968651722278,0.1875,0.0625,0.125
264,0.23279644203162492,0.15314516416357438,0.07965127786805054,0.33103596857916895,0.3122008735457217,0.01883509503344727,0.125,0.0,0.125
265,0.296225363998643,0.16325586884034182,0.1329694951583012,0.4531094343441524,0.309197112464073,0.1439123218800794,0.1875,0.0,0.1875
266,0.49028305162555985,0.10376266165387002,0.3865203899716898,0.5928274068907409,0.20627403563868285,0.386553371252058,0.4375,0.0,0.4375
267,0.2177445448086347,0.1655102709488676,0.05223427385976709,0.3245196517159211,0.32126327819330475,0.0032563735226163737,0.125,0.0,0.125
268,0.40991451156350206,0.23581802688281311,0.17409648468068895,0.5098875583424594,0.38506442971034205,0.12482312863211731,0.375,0.125,0.25
269,0.09546872718113238,0.14389807263507,-0.048429345453937636,0.17857729159319397,0.2723361376880391,-0.09375884609484514,0.0,0.0,0.0
270,0.3326947388602135,0.2543180085396918,0.07837673032052173,0.4812649384186357,0.3951771410484003,0.08608779737023542,0.1875,0.125,0.0625
271,0.5365203304984018,0.2213428877618513,0.31517744273655046,0.6186793080648028,0.3842475326867855,0.23443177537801724,0.5,0.0625,0.4375
272,0.324118241452619,0.2235333190811043,0.10058492237151473,0.460758396395266,0.404153874246607,0.05660452214865902,0.25,0.0625,0.1875
273,0.27154524846662575,0.233458027640877,0.03808722082574875,0.40687625003471567,0.3971448299256247,0.009731420109090949,0.1875,0.0625,0.125
274,0.38224831237265644,0.22798463016310702,0.15426368220954942,0.5092035016045747,0.38030394636254716,0.12889955524202756,0.3125,0.0625,0.25
275,0.35053135489890347,0.15204478389461715,0.19848657100428632,0.49309760759907423,0.27351803950083325,0.21957956809824097,0.25,0.0,0.25
276,0.3667958736425957,0.21507129237047334,0.15172458127212235,0.47142098094559426,0.3864291628007721,0.08499181814482215,0.3125,0.0625,0.25
277,0.3826649417690742,0.14669437535939583,0.23597056640967834,0.48064376331399306,0.27492299205400816,0.2057207712599849,0.3125,0.0,0.3125
278,0.30645126398184247,0.20196018841685123,0.10449107556499124,0.4333841904853153,0.3187983929594128,0.11458579752590248,0.25,0.0625,0.1875
279,0.22418393003949424,0.17180231654940145,0.05238161349009279,0.34286344662915513,0.3252333305661824,0.01763011606297271,0.125,0.0,0.125
280,0.308992098101592,0.29531433863863604,0.013677759462955963,0.4150133340183941,0.44876449869117196,-0.03375116467277789,0.25,0.125,0.125
281,0.23234900170833128,0.22193346426499616,0.010415537443335121,0.3575860933275708,0.3435991810171929,0.013986912310377908,0.125,0.125,0.0
282,0.29904218895189033,0.2378634678780522,0.06117872107383812,0.41038529657664824,0.39407971520760354,0.016305581369044697,0.1875,0.125,0.0625
283,0.23854566437725214,0.14454728165741804,0.0939983827198341,0.3534875452024162,0.2881535910208285,0.06533395418158772,0.125,0.0,0.125
284,0.3775793048706154,0.2373624580170751,0.14021684685354033,0.48618242046581456,0.3658811548971091,0.12030126556870546,0.3125,0.125,0.1875
285,0.4103069108431807,0.13266279750495624,0.2776441133382245,0.5646308418807292,0.25460098299788125,0.31002985888284795,0.3125,0.0,0.3125
286,0.4327801787537369,0.18815611571185215,0.24462406304188478,0.5681034875613952,0.3495018169899605,0.21860167057143465,0.375,0.0625,0.3125
287,0.35481039177588797,0.17499760852955815,0.17981278324632982,0.5021278853614636,0.2989909438368932,0.2031369415245704,0.25,0.0625,0.1875
288,0.18327775738548907,0.15960055755805638,0.023677199827432688,0.3181382569398655,0.28864650334148934,0.02949175359837619,0.0625,0.0625,0.0
289,0.20277259534705538,0.2436767718053765,-0.04090417645832112,0.3209189824451433,0.3899962639303963,-0.06907728148525305,0.125,0.125,0.0
290,0.422990318529196,0.190839571890274,0.232150746638922,0.5377637349508531,0.3641182682519037,0.17364546669894937,0.375,0.0,0.375
291,0.4283716908080551,0.2410820871126276,0.1872896036954275,0.5430876168163541,0.3803296824054966,0.1627579344108575,0.375,0.125,0.25
292,0.32696080301370667,0.10779514380490066,0.219165659208806,0.47357093434064945,0.2097544578602023,0.26381647648044715,0.25,0.0,0.25
293,0.18240714535495067,0.16494437869177664,0.017462766663174034,0.32756306875215,0.2851457146589129,0.0424173540932371,0.0625,0.0625,0.0
294,0.20198192642262003,0.14521688913456687,0.056765037288053155,0.3629690669926744,0.30659303900237755,0.05637602799029684,0.0625,0.0,0.0625
295,0.21243197657074922,0.13292264217922994,0.07950933439151928,0.32401782034159543,0.26889452909838824,0.055123291243207195,0.125,0.0,0.125
296,0.28294051956591454,0.14095987326286616,0.14198064630304838,0.406892952903286,0.28476825545525636,0.12212469744802962,0.1875,0.0,0.1875
297,0.25072949508649056,0.14815083108567473,0.10257866400081583,0.3860834585550632,0.27847040086908886,0.10761305768597434,0.125,0.0,0.125
298,0.2801894871966878,0.2077608923920492,0.07242859480463859,0.3990004319635906,0.3667790485618603,0.03222138340173031,0.1875,0.0625,0.125
299,0.4934180147270004,0.18204294215892636,0.31137507256807406,0.5828903809463386,0.3358248861084909,0.24706549483784768,0.4375,0.0625,0.375
300,0.282247819260852,0.18822135610561408,0.09402646315523794,0.4188763200889836,0.31216641585239024,0.10670990423659338,0.1875,0.0625,0.125
301,0.2456626208429989,0.20139428407939675,0.044268336763602145,0.4041823824768787,0.36816502033438203,0.03601736214249668,0.125,0.0625,0.0625
302,0.49044294762506246,0.11366419798698044,0.376778749638082,0.5876849147021477,0.23995357850111204,0.34773133620103563,0.4375,0.0,0.4375
303,0.2988718148677894,0.19103323874296238,0.10783857612482703,0.44815293268287987,0.33492647869848,0.11322645398439984,0.1875,0.0625,0.125
304,0.23279659392019533,0.16812178949548287,0.06467480442471246,0.35574082471980867,0.30980479819428275,0.04593602652552592,0.125,0.0,0.125
305,0.41642974250008724,0.19403769296588202,0.22239204953420522,0.534614159225259,0.38329093677662124,0.15132322244863777,0.375,0.0,0.375
306,0.4179075892736933,0.1696919657785874,0.24821562349510592,0.5551059715597855,0.2989652251363226,0.25614074642346285,0.3125,0.0,0.3125
307,0.19393610903485825,0.19307817419987178,0.0008579348349864735,0.33339312271348187,0.31591187489398376,0.017481247819498114,0.0625,0.0625,0.0
308,0.45150065011767476,0.18556378858994546,0.26593686152772933,0.5562218374716674,0.3225508475539005,0.2336709899177669,0.375,0.0625,0.3125
309,0.30229504901313975,0.14729049655416293,0.15500455245897682,0.44895367521959995,0.27272601379560235,0.1762276614239976,0.1875,0.0,0.1875
310,0.3917031033069997,0.1829921628508605,0.2087109404561392,0.5241299859705002,0.31723692096561273,0.20689306500488747,0.3125,0.0625,0.25
311,0.20838561039296846,0.2567057185833589,-0.048320108190390426,0.34093555992240615,0.415386141588988,-0.07445058166658186,0.125,0.125,0.0
312,0.2903055836526727,0.1792928832731313,0.11101270037954142,0.4373548562353454,0.2938494090271765,0.14350544720816893,0.1875,0.0625,0.125
313,0.25630224769919524,0.28379345935797545,-0.027491211658780212,0.37828254945136364,0.41849708891882387,-0.04021453946746023,0.1875,0.1875,0.0
314,0.293127877120709,0.3141510100381454,-0.021023132917436405,0.4077197874792534,0.4699902399619354,-0.06227045248268198,0.1875,0.1875,0.0
315,0.33098678793884195,0.1339999724167474,0.19698681552209454,0.4585034502074335,0.2611520198093606,0.1973514303980729,0.25,0.0,0.25
316,0.24275136658348306,0.3004231759551548,-0.05767180937167171,0.40930031262395594,0.4131086250080227,-0.0038083123840667588,0.125,0.1875,-0.0625
317,0.2570722253006106,0.18683704853592692,0.07023517676468366,0.41675970745338015,0.3156807858235346,0.10107892162984555,0.125,0.0625,0.0625
318,0.4350773696424712,0.21155368902413424,0.22352368061833694,0.5330303635161822,0.3925687510785556,0.14046161243762656,0.375,0.0625,0.3125
319,0.3957786206709031,0.14603623381970032,0.24974238685120276,0.5191992427611117,0.27757739299641093,0.2416218497647008,0.3125,0.0,0.3125
320,0.248496472306813,0.18961833332753752,0.05887813897927546,0.40162500783880817,0.3264416510812972,0.07518335675751098,0.125,0.0625,0.0625
321,0.26607188926468267,0.24273698129715887,0.0233349079675238,0.39004840393062057,0.3984854957812351,-0.008437091850614531,0.1875,0.0625,0.125
322,0.326747048823447,0.12975216729243988,0.19699488153100714,0.4271726860560283,0.24046567988228493,0.1867070061737434,0.25,0.0,0.25
323,0.3131901684157171,0.1905342508225707,0.12265591759314642,0.44344942902746587,0.30731069484412804,0.13613873418333783,0.25,0.0625,0.1875
324,0.3140855084803241,0.22860504844635865,0.08548046003396548,0.4207451397941273,0.3778920376917754,0.042853102102351937,0.25,0.0625,0.1875
325,0.37998160331414055,0.18118928334454198,0.19879231996959856,0.4832811852920542,0.30193464055889035,0.18134654473316386,0.3125,0.0625,0.25
326,0.23925563626253,0.1846342289775872,0.0546214072849428,0.3780634739805291,0.33779429228447855,0.04026918169605054,0.125,0.0,0.125
327,0.2716795065537236,0.24571749533342874,0.025962011220294845,0.43816495533372257,0.3941073385312698,0.04405761680245279,0.1875,0.125,0.0625
328,0.35350575231900594,0.20468276159899745,0.14882299072000849,0.48932372940424806,0.3366289838780499,0.15269474552619816,0.3125,0.0625,0.25
329,0.2516435394650076,0.19187141412993564,0.05977212533507198,0.3634197639752256,0.33668757139042194,0.026732192584803638,0.125,0.0625,0.0625
330,0.2000827285077231,0.1895988789390553,0.010483849568667797,0.33153029997437056,0.31190463323819084,0.019625666736179714,0.0625,0.0625,0.0
331,0.2347057179285229,0.1551488052943466,0.0795569126341763,0.3614391595419958,0.28012908928689284,0.08131007025510295,0.125,0.0,0.125
332,0.3245653995608587,0.19606961419421967,0.12849578536663905,0.4661872972471298,0.321175749333532,0.14501154791359783,0.25,0.0,0.25
333,0.275485107395797,0.2132635493144207,0.062221558081376305,0.4034728348661396,0.3554406726768521,0.04803216218928752,0.1875,0.0625,0.125
334,0.3896502995687571,0.3097221970325667,0.07992810253619037,0.5032632740308485,0.4694747475580965,0.03378852647275199,0.3125,0.1875,0.125
335,0.20842376153102954,0.18651841385394913,0.02190534767708041,0.3170764593455192,0.3042154211324962,0.01286103821302298,0.125,0.0625,0.0625
336,0.2733472659632492,0.19258095917314838,0.08076630679010083,0.4011249751027012,0.3510405923641619,0.05008438273853927,0.1875,0.0625,0.125
337,0.3272677444791115,0.23230067702910712,0.09496706745000438,0.4388503760543778,0.35735920821574224,0.08149116783863558,0.25,0.125,0.125
338,0.2715516805063063,0.13959687905796517,0.13195480144834112,0.39323355925516135,0.2781495153845646,0.11508404387059673,0.1875,0.0,0.1875
339,0.2920784094009797,0.29946409300282684,-0.0073856836018471594,0.4110240664960022,0.42291194439957247,-0.011887877903570265,0.1875,0.1875,0.0
340,0.49004742113752675,0.1748911014756872,0.31515631966183955,0.5941619441851703,0.30449083238507607,0.28967111180009425,0.4375,0.0625,0.375
341,0.338900023970084,0.15015228488690807,0.18874773908317594,0.45994537168889765,0.2652571236504102,0.19468824803848744,0.25,0.0,0.25
342,0.28940511887733783,0.13386063902717404,0.15554447985016379,0.4055166556514189,0.2534892608252587,0.15202739482616023,0.1875,0.0,0.1875
343,0.40619149015430045,0.17044869910853672,0.23574279104576373,0.5591619386010773,0.33278893218424377,0.22637300641683356,0.3125,0.0,0.3125
344,0.24191369436049148,0.20386237726689294,0.03805131709359855,0.3689190803968373,0.3334326540422956,0.03548642635454169,0.125,0.0625,0.0625
345,0.30414188355992267,0.16445565318747268,0.13968623037244998,0.4472112659643508,0.3127986169004653,0.1344126490638855,0.1875,0.0,0.1875
346,0.28204768197750657,0.1442801016907589,0.13776758028674768,0.37355882863862266,0.28514683551888376,0.08841199311973891,0.1875,0.0,0.1875
347,0.3701852522200224,0.20237797285801415,0.16780727936200826,0.4846078989878335,0.3321389438101716,0.1524689551776619,0.3125,0.0,0.3125
348,0.24634930992091952,0.19796667217951863,0.04838263774140089,0.386843950124373,0.3249014973034642,0.06194245282090882,0.125,0.0625,0.0625
349,0.3447891317012115,0.16427033385069928,0.18051879785051222,0.4818406878392354,0.3193192667386291,0.1625214211006063,0.25,0.0,0.25
350,0.2870731781000233,0.20064501639991789,0.08642816170010542,0.441631387639445,0.35937561929979267,0.08225576833965231,0.1875,0.0625,0.125
351,0.36265790858056324,0.25056952299993285,0.11208838558063039,0.4692671217811744,0.3757056249335765,0.0935614968475979,0.3125,0.125,0.1875
352,0.2841124235703022,0.2184453115805161,0.06566711198978609,0.4065862687999269,0.35399184723767063,0.052594421562256244,0.1875,0.125,0.0625
353,0.3744286055003452,0.13409314061168884,0.24033546488865634,0.48907978639646776,0.25931538184960123,0.22976440454686653,0.3125,0.0,0.3125
354,0.2746103364148496,0.22978914118754457,0.044821195227305044,0.40385940300407586,0.36489263084261064,0.03896677216146521,0.1875,0.125,0.0625
355,0.4245306684364766,0.1890061938885135,0.23552447454796308,0.5649239788641125,0.34263927198996463,0.22228470687414786,0.375,0.0625,0.3125
356,0.1796687418424855,0.24656923916115703,-0.06690049731867154,0.2870781180325631,0.4109538472822096,-0.12387572924964646,0.0625,0.125,-0.0625
357,0.3750302689086118,0.1794380521044952,0.1955922168041166,0.4771164568859164,0.32981597735591933,0.14730047952999709,0.3125,0.0,0.3125
358,0.3167145703107439,0.13661541071664773,0.18009915959409617,0.45975707966226287,0.2894315560649926,0.17032552359727027,0.25,0.0,0.25
359,0.3079837963538605,0.15438404342454454,0.15359975292931594,0.463002987081511,0.2959831489040764,0.1670198381774346,0.1875,0.0,0.1875
360,0.4237547539949523,0.22983081322524251,0.1939239407697098,0.5574853445823533,0.3544718424099216,0.20301350217243175,0.375,0.125,0.25
361,0.22850182045049275,0.18265368199470133,0.045848138455791415,0.35241220239716264,0.3410149209506237,0.011397281446538954,0.125,0.0625,0.0625
362,0.310051711521087,0.16886742023789764,0.14118429128318938,0.4500325254614571,0.3355273444938684,0.11450518096758872,0.25,0.0,0.25
363,0.3347591198061103,0.3072482967590669,0.027510823047043387,0.4549043390740988,0.4775479303447683,-0.022643591270669505,0.25,0.125,0.125
364,0.36806092324920486,0.2510357896823747,0.11702513356683014,0.48638464451186636,0.4164322124819305,0.06995243202993584,0.3125,0.125,0.1875
365,0.494962799423476,0.27062716914566465,0.22433563027781134,0.5881485532869672,0.41235639347481534,0.1757921598121519,0.4375,0.125,0.3125
366,0.4279437595744796,0.20111873024391866,0.22682502933056095,0.5445646521530076,0.34596966966553233,0.1985949824874753,0.375,0.0625,0.3125
367,0.21841691520614473,0.16651322820873202,0.05190368699741271,0.3705813541160214,0.3056682022301306,0.06491315188589081,0.125,0.0,0.125
368,0.26869463157796497,0.2343308556577704,0.03436377592019457,0.413550450145439,0.3718077246177524,0.0417427255276866,0.125,0.125,0.0
369,0.3116402350765797,0.18303180948141806,0.1286084255951616,0.4529656041819761,0.3459109048180383,0.1070546993639378,0.1875,0.0,0.1875
370,0.3096594306316826,0.17190349604978705,0.13775593458189556,0.41822165465307304,0.28410756003028204,0.134114094622791,0.25,0.0625,0.1875
371,0.13559509854721857,0.25601013149625856,-0.12041503294903999,0.24362003292980453,0.4218244104791757,-0.17820437754937116,0.0,0.125,-0.125
372,0.44252059184636494,0.13615163591047777,0.3063689559358872,0.5865373193484817,0.30009990551217236,0.2864374138363094,0.375,0.0,0.375
373,0.48484322635061516,0.1915797493980278,0.29326347695258737,0.579961401877905,0.32815546586397115,0.25180593601393386,0.4375,0.0625,0.375
374,0.3343272663010552,0.207888524698841,0.1264387416022142,0.46978782612624576,0.32051665179783095,0.1492711743284148,0.25,0.125,0.125
375,0.22963473608267918,0.1488069554485799,0.08082778063409929,0.33312084074847037,0.30164964427760865,0.03147119647086172,0.125,0.0,0.125
376,0.21600811844494194,0.2231922326385774,-0.00718411419363546,0.34301743486402625,0.3882346386912111,-0.04521720382718486,0.125,0.125,0.0
377,0.311673593011358,0.14898212087804036,0.16269147213331764,0.4329811454423692,0.29670793423795444,0.13627321120441477,0.25,0.0,0.25
378,0.32284344753335914,0.17068981835459102,0.15215362917876812,0.439206434199663,0.30669921870538863,0.13250721549427436,0.25,0.0,0.25
379,0.384704643165545,0.15941170320941514,0.22529293995612984,0.48770578209133636,0.2908847421858099,0.19682103990552646,0.3125,0.0,0.3125
380,0.2816369839120413,0.1765085816306197,0.10512840228142159,0.3983029229299129,0.29804088480303786,0.10026203812687501,0.1875,0.0625,0.125
381,0.2754063663986076,0.15111852080905058,0.12428784558955702,0.41382347729340624,0.28135653247236037,0.13246694482104587,0.1875,0.0,0.1875
382,0.3294554027674653,0.17416065381426973,0.1552947489531956,0.47825865727201144,0.3094973066656186,0.16876135060639286,0.25,0.0,0.25
383,0.3892327418595266,0.1895388696631833,0.1996938721963433,0.5004142111590798,0.32408333260421696,0.17633087855486285,0.3125,0.0625,0.25
384,0.33279887797307806,0.18600957777858224,0.14678930019449582,0.4624769756444319,0.3311940409817937,0.13128293466263818,0.25,0.0625,0.1875
385,0.3666797755181385,0.1787556391252506,0.1879241363928879,0.4943945488697439,0.28987397897259304,0.20452056989715084,0.3125,0.0625,0.25
386,0.26669701747533325,0.19701838659064586,0.0696786308846874,0.3881492896278538,0.37152578184099727,0.016623507786856506,0.1875,0.0625,0.125
387,0.29986588780091883,0.2564142664135043,0.04345162138741454,0.43460032567510204,0.40865043675053536,0.025949888924566678,0.1875,0.125,0.0625
388,0.2319735685952323,0.24555526684225773,-0.013581698247025431,0.34984436123095936,0.3986749044795278,-0.04883054324856845,0.125,0.125,0.0
389,0.28574175016218567,0.12931332662029163,0.15642842354189404,0.42031758118004964,0.262608135416679,0.15770944576337065,0.1875,0.0,0.1875
390,0.28878535925223137,0.1975204369488473,0.09126492230338407,0.433394883109847,0.3566356519843116,0.0767592311255354,0.1875,0.0625,0.125
391,0.23717065400285192,0.24211744708433194,-0.004946793081480022,0.3733418184989501,0.40162761046556295,-0.02828579196661285,0.125,0.125,0.0
392,0.48817605301693345,0.22042304066640078,0.26775301235053267,0.6298552006564149,0.3975175725970935,0.23233762805932134,0.4375,0.0625,0.375
393,0.2333504876699544,0.23294182194366014,0.00040866572629424947,0.34387319187718207,0.3953568413733778,-0.051483649496195716,0.125,0.125,0.0
394,0.2802848563181404,0.1368972618853327,0.14338759443280769,0.40815244668354284,0.2718464949563236,0.1363059517272192,0.1875,0.0,0.1875
395,0.26996991339960275,0.1705278727772827,0.09944204062232004,0.37574470423159345,0.2899029769920012,0.08584172723959227,0.1875,0.0625,0.125
396,0.26792110371251643,0.14471106093496094,0.12321004277755548,0.4068818853439129,0.30292316020726107,0.10395872513665183,0.125,0.0,0.125
397,0.44461486809761985,0.16413104118909277,0.2804838269085271,0.5898185846087719,0.33797687240539853,0.25184171220337337,0.375,0.0,0.375
398,0.32785550921046835,0.18441445280237487,0.1434410564080935,0.4477713900730375,0.34331649164791045,0.10445489842512706,0.25,0.0625,0.1875
399,0.4157665174848364,0.1900342926847941,0.2257322248000423,0.5119420847459885,0.3129774873005982,0.19896459744539025,0.375,0.0625,0.3125
400,0.17647831865632493,0.13255682988885337,0.04392148876747157,0.30935460443256335,0.26177468175147367,0.04757992268108968,0.0625,0.0,0.0625
401,0.40023933126579064,0.2781285248341082,0.12211080643168243,0.5417152851634002,0.4552912874896302,0.08642399767376996,0.3125,0.125,0.1875
402,0.2122063490914699,0.1841461558502296,0.028060193241240317,0.3356627750752541,0.32391329385103185,0.011749481224222258,0.0625,0.0625,0.0
403,0.3284067592038783,0.17536149646377933,0.15304526274009897,0.4518651446074956,0.3071297643784755,0.1447353802290201,0.25,0.0,0.25
404,0.1992114824875592,0.14507682889217768,0.05413465359538153,0.3189278850540704,0.2947814055093674,0.024146479544703003,0.0625,0.0,0.0625
405,0.16121644082647035,0.19698354528083872,-0.03576710445436837,0.29004706894122007,0.3221618512324296,-0.03211478229120951,0.0625,0.0625,0.0
406,0.3900199541583067,0.13105181513611847,0.25896813902218824,0.46839018329167303,0.2764817102160255,0.1919084730756475,0.3125,0.0,0.3125
407,0.15570135951514746,0.19417729407622933,-0.038475934561081865,0.2993566417419505,0.33747984136198694,-0.03812319962003646,0.0,0.0625,-0.0625
408,0.20705673142448092,0.16608429560348936,0.040972435820991554,0.31542603909816846,0.28907712551334713,0.026348913584821332,0.125,0.0,0.125
409,0.2921592756115943,0.24316689404240946,0.04899238156918487,0.41582873590429037,0.36498069381479403,0.05084804208949634,0.1875,0.125,0.0625
410,0.27010667929098586,0.1393293541127214,0.13077732517826446,0.37418239651933516,0.24867938533119294,0.12550301118814222,0.1875,0.0,0.1875
411,0.36465840243970693,0.17181176964911477,0.19284663279059217,0.5036023464424655,0.3270691827367439,0.17653316370572159,0.25,0.0,0.25
412,0.2338125589308467,0.1631817467949168,0.07063081213592992,0.3508749991783536,0.32297938027437795,0.027895618903975627,0.125,0.0,0.125
413,0.43524978621125876,0.23544314473196537,0.1998066414792934,0.5634192363216983,0.3804316055133201,0.1829876308083782,0.375,0.125,0.25
414,0.3312467194732711,0.14844731340811607,0.18279940606515505,0.45411531606672,0.28221795864639376,0.17189735742032625,0.25,0.0,0.25
415,0.11089440801090114,0.2304665729490256,-0.11957216493812445,0.22619062988520966,0.38987279458802004,-0.16368216470281038,0.0,0.0625,-0.0625
416,0.41711944168260656,0.24202896307730293,0.17509047860530363,0.5643617750135113,0.42667495549700135,0.1376868195165099,0.3125,0.125,0.1875
417,0.3897134290082308,0.22376550203841675,0.16594792696981406,0.5095061435186357,0.379113925611674,0.13039221790696165,0.3125,0.0625,0.25
418,0.32290147037691863,0.23068418615251432,0.09221728422440431,0.4548722281103167,0.36015595892360897,0.09471626918670772,0.25,0.125,0.125
419,0.2218440883230905,0.182648662309305,0.039195426013785506,0.337867521344867,0.33520679481321425,0.002660726531652724,0.125,0.0,0.125
420,0.30282126095679845,0.20379305689629468,0.09902820406050378,0.43906265043438786,0.3564260456126223,0.08263660482176555,0.1875,0.0625,0.125
421,0.26825388287686586,0.22976624309651658,0.038487639780349275,0.3989644718774121,0.37545212469423084,0.023512347183181237,0.1875,0.125,0.0625
422,0.3287626202222391,0.24855084432326727,0.08021177589897185,0.4516795046431468,0.3786303831559472,0.07304912148719961,0.25,0.125,0.125
423,0.2240342096871793,0.18425321088650576,0.03978099880067354,0.3497062644199041,0.3260890754106932,0.023617189009210893,0.125,0.0625,0.0625
424,0.38839014353419615,0.1474479446192928,0.24094219891490334,0.4872522176731733,0.2747328296170837,0.2125193880560896,0.3125,0.0,0.3125
425,0.18420193554066494,0.14260052709683368,0.041601408443831256,0.3106423990330624,0.2804076890364172,0.03023470999664518,0.0625,0.0,0.0625
426,0.2952547998117145,0.1372056979963723,0.15804910181534218,0.4061657574790565,0.2538490163628278,0.15231674111622867,0.1875,0.0,0.1875
427,0.34876619829968636,0.1678860346191919,0.18088016368049445,0.5105532083794979,0.32020040216835144,0.19035280621114647,0.25,0.0,0.25
428,0.43188738157243467,0.21841482752604796,0.2134725540463867,0.5505444603266949,0.3671749355134212,0.18336952481327373,0.375,0.0625,0.3125
429,0.23662936886063396,0.18086600528914742,0.055763363571486535,0.35297817281077604,0.32739322035981905,0.025584952450956988,0.125,0.0625,0.0625
430,0.4104576117569742,0.13637903739027446,0.27407857436669975,0.5177627389211441,0.2624003611345813,0.2553623777865628,0.375,0.0,0.375
431,0.3243392883781502,0.19091104069382261,0.13342824768432757,0.44177246606747467,0.32809865382612435,0.11367381224135031,0.25,0.0625,0.1875
432,0.342367059496254,0.23514571267689696,0.10722134681935705,0.4864439475338176,0.37916897504297664,0.10727497249084095,0.25,0.125,0.125
433,0.2786098952338312,0.17404178518636443,0.10456811004746674,0.39487765664825913,0.2910398438094685,0.10383781283879062,0.1875,0.0625,0.125
434,0.3755385099290264,0.12247573106784043,0.25306277886118594,0.4777860229778395,0.2558244128344717,0.2219616101433678,0.3125,0.0,0.3125
435,0.38667634092323566,0.2549712032682872,0.13170513765494846,0.5028062354316607,0.37551962685222384,0.12728660857943686,0.3125,0.125,0.1875
436,0.3708189723031008,0.1839775712540292,0.1868414010490716,0.4780029574111738,0.28690399997834476,0.19109895743282906,0.3125,0.0625,0.25
