null_rep,panel,corr_structure_similarity,eigenvalue_profile_cosine,top4_eigensubspace_overlap,top8_eigensubspace_overlap
81,CETP|BIK|TMEM17|FOSB|HSF5|CHIT1|C15orf48|CENPV|LRRN1|NLRP7|MAGEB1|CHI3L1,0.7987743161465056,0.9928906075839553,0.6167625494079095,0.8221675608740453
82,PLA2G2A|SMPX|TPSB2|LYPD6B|TMEM17|LEP|XK|BAIAP2L1|MUC16|CXCL6|HPDL|MLC1,0.6661374479515259,0.9989252281754785,0.6196899927715007,0.837412942330084
83,C3orf67|HEPACAM2|TNFRSF17|HOTAIR|PSMA8|CCL22|FOSB|DPEP2|PCSK1|RAB25|CHIT1|ZNF711,0.5354959202637138,0.9977974274375685,0.5833414712995777,0.8028956645164007
84,EYA2|MT1M|C4orf22|CETP|CNTN3|EPHA4|PABPC5|ZNF711|C15orf48|ZNF257|HMCN1|CD24,0.7265717777731214,0.9979435079008308,0.6440514074070536,0.7965768515424335
85,AICDA|PPP1R14A|NLRP4|PABPC5|MAGEB2|FAM151A|PNMAL1|KCNN3|NTS|CTGF|GPAT2|CCL22,0.6053469280880929,0.9940256461087605,0.6034721888942611,0.8159429974713983
86,CTCFL|HPDL|MAGEA1|CHIT1|ASB5|XK|ZYG11A|LGALS2|GTSF1|DPEP2|CPXM1|LYPD6B,0.6987724468474273,0.9975388253712946,0.6899605888545198,0.7792364857310978
87,NLRP11|MAGEA6|MMP20|ASZ1|IL17RB|SPAG16|FAM129C|DDX43|UMODL1|LILRA4|ZPBP2|STXBP6,0.7376217828436912,0.9821374093427873,0.6244046448318906,0.8299236941247288
88,DNAH8|COL9A3|MAMDC4|SH3GL2|PXDNL|SOX8|ICOS|STEAP2|CLGN|TSPAN8|SPIC|IYD,0.5937582584437221,0.9954548325963257,0.6500106782203958,0.8280659236498638
89,TPSB2|TFPI2|HIST1H1B|BEX2|MMP3|KRT14|PITX1|SFTA3|UGT2B17|TNFRSF17|S100A9|TSIX,0.37539058840132594,0.9978745280743301,0.5935241426951362,0.8159050220328343
90,TCL1B|MT1M|NCKAP5|EPHB1|S100Z|MAMDC4|PNMA6A|NLRP7|ZPBP2|HK3|MMP3|CNTN3,0.7452145930588615,0.997308559997463,0.6917293656228427,0.7996519162247953
91,TCL1B|MMP1|UMODL1|S100Z|NLRP7|KCNN3|IL22RA2|GOLIM4|EYA2|PXDNL|ITIH3|MAL2,0.44318415863172045,0.9954558906241798,0.615769333663211,0.8241404096697351
92,GTSF1|LHX8|LMO2|TAGLN3|FOSB|IL13RA2|IGSF11|HK3|MAGEB1|GPAT2|MYOCD|NLRP7,0.34088972052949895,0.997656217714845,0.5031819188876854,0.7895021156171552
93,CTCFL|HLF|COL11A1|FABP4|RNF128|KCNH8|ASZ1|LTF|EEF1A2|HSF5|UGT2B4|LYPD6B,0.6440622125270583,0.9970504466031784,0.5825266286137141,0.7465225766523104
94,TMEM158|HLF|UBASH3A|NMU|LCTL|CD163|MAGEA6|EPHA4|MUC16|TCL1B|SPIC|LMO2,0.710740848459787,0.995572671224002,0.8063634077074426,0.76471128908818
95,CD24|CXCL6|RAB25|DHRS9|KLHL13|ZYG11A|BIK|FABP4|CTGF|MMP1|CLIP2|STAG3,0.771240785169681,0.9972455564869873,0.7772626538271389,0.8941869430306593
96,ZIC2|KRT14|SYT14|CAMP|UMODL1|NOL4|PITX1|COL11A1|SCARA5|MGST1|SFRP4|MYOCD,0.7183402505806382,0.9958963230199563,0.7354267848899769,0.8776042218147846
97,C1QA|GPR158|TREM1|SOST|LIPI|TCL1A|ICOS|HLA-DQA1|SFTA2|ZNF257|HLF|SFRP4,0.5051933131973646,0.9991785925392315,0.6358632345560551,0.7284177883372533
98,ARL14|FAM111B|PPBP|PDGFRL|C4orf22|GJB6|COL10A1|MMP20|TCL1B|MAGEA1|ZNF750|UBASH3A,0.5120826186579491,0.9845164951933545,0.7232208966235746,0.7843840561424497
99,MYOT|ASPN|SPIC|RPS4Y1|CHI3L1|LILRA3|PLAC8|FAM151A|SPAG16|CHIT1|KCNN3|INHBA,0.8158421167177282,0.9951576981804463,0.746308686804152,0.9067783831313203
100,HMCN1|XIRP2|GOLIM4|ZNF257|CENPV|KCNK12|CTTNBP2|LIN28B|EPHA4|CRYBA4|STXBP6|CCL20,0.3606996143586286,0.9816902201112994,0.5239108871075773,0.7155265277901243
101,NMU|CCL20|CTTNBP2|LILRA3|SMPX|MSTN|TSPAN8|UGT2B17|C3orf67|C16orf74|CCL17|SEC31B,0.44214364307871656,0.9929219704433598,0.5851451517251618,0.7736814313920195
102,FAM151A|IYD|COL9A3|SPIC|CCR10|UGT2B4|CILP|C16orf74|PPP1R14A|HIST1H3B|MMP7|TRPM4,0.3680633197265394,0.9970526892440439,0.6031422908120118,0.7736868780820454
103,NLRP4|CRYBA4|CTGF|KCNH8|MMP12|FAM151A|SH3GL2|MLC1|CLIP2|TUBB2B|MMP3|ZNF711,0.6839570996401352,0.9941330579487034,0.6644646575521651,0.8844891136943138
104,RASSF6|ZPBP2|KLHL32|GGT5|STEAP2|FAM151A|HEPACAM2|FCER2|EIF1AY|ABCG5|C15orf48|PPBP,0.7437159087426808,0.9960660701550875,0.5552534692065001,0.8681956857297384
105,RNF128|CCR10|SOX8|KRT6A|UGT2B17|MYOCD|HPDL|STEAP2|VSIG4|TPSB2|DNAH8|HEPACAM2,0.7828074197958287,0.9973441390049874,0.683295269870964,0.8659835240313616
106,HIST1H3B|PKHD1L1|LYPD6B|C2orf40|ZYG11A|S100A8|UGT2B17|TAC1|SEC31B|KCNK12|TNFRSF17|DNER,0.5537425976716295,0.9846135771902992,0.5117347757167579,0.7763713382735271
107,S100A8|FAM111B|TREM1|LIPI|CCL20|NLRP7|SMC3|TUBB2B|MSTN|MAGEA6|MFAP4|LRRN1,0.3840706093352085,0.9906349244484207,0.7046806563913965,0.8731985176584915
108,ABCG5|ZIC2|KRT13|DHRS9|C12orf77|TAGLN3|XIRP2|ASPN|ASB5|MYOCD|FAM151A|RAB25,0.6144980357909025,0.9950987190932481,0.7346043469232817,0.7945430141829616
109,DNAH8|CXCL14|C15orf48|HK3|FOXG1|ZIC2|CHIT1|HTR2B|CD163|CA3|MFAP4|DAPL1,0.7767486254374543,0.9951756565078137,0.8547078788755404,0.8878010258431328
110,NCKAP5|PCSK1|TCL1B|USP9Y|CD74|MATN3|FAM111B|PDGFRL|UGT2B17|PPBP|HTR3A|DNAJC12,0.523551076506618,0.9655155507140629,0.45089918618365654,0.7508094943665669
111,SMC3|SEC31B|TNFRSF17|SOST|LYPD6B|CD24|AP3D1|BEX2|ZNF711|KCNK12|RAB25|NCKAP5,-0.02026782182182092,0.97587833246182,0.5618443052830177,0.7566876326367763
112,LGALS2|FOSB|TSPAN8|CAMP|GJB2|CXCL14|GPAT2|GGT5|WISP2|MYOT|BAIAP2L1|C1QA,0.4517348528721983,0.9920828701559504,0.5909568927061354,0.8234261827966447
113,C16orf74|PROK2|DDX43|SERPINA9|ZFY|MATN3|MAGEA1|RNF183|S100Z|NLRP7|CTCFL|TRPM4,0.6596691926588152,0.9954090259487044,0.5941555558468612,0.7853667621270194
114,MAGEA1|HK3|LGALS2|S100A9|SFTA3|COMP|ZBTB32|TAGLN3|C15orf48|FHOD3|CCL21|MAGEB18,0.5784996027417882,0.9973382789811132,0.6075166113264227,0.8225817041850082
115,CILP|MME|CTAG2|MMP12|SULF1|NLRP11|PXDNL|MFAP4|CCL17|DNER|PSMA8|FCER2,0.8487171095621096,0.9921984204386134,0.8995898864334151,0.9337705337547733
116,DPEP2|CAMP|LRP1B|TRPM4|HMCN1|RASSF6|COL10A1|PNMAL1|ZNF257|HK3|MYH1|C2orf40,0.48187240070905596,0.9961769535324795,0.48094890835559523,0.794884111715761
117,FCRL4|KLHL13|ZNF257|C2CD4A|MAL2|FOSB|IL13RA2|HSF5|KCNN3|PNMAL1|NPY1R|HK3,0.43519427818393847,0.9994941056362103,0.49330518337332685,0.7796266707006445
118,UHMK1|S100A2|BAIAP2L1|LIPI|STAG3|SOST|HLF|C12orf77|SMPX|ZNF385B|GPR158|SOX8,0.5350737971695465,0.9972130683371101,0.544630885507597,0.8249568669979667
119,EEF1A2|PPBP|CCL21|EYA2|FAM111B|SMC3|CCDC110|LCTL|MMP7|PLA2G2A|IGSF11|SDR16C5,0.408793310348765,0.9876816415542411,0.5283280922458584,0.7452195880339689
120,MFAP4|KRT14|LRRN1|VPREB3|EPHA4|RSPH1|UHMK1|C12orf77|FOXG1|CYS1|MUC16|FAM129C,0.2256795439035715,0.9933445316586942,0.4612329545237581,0.7836839190848363
121,FCER2|ASPN|SPAG16|RSPH1|LILRA4|PITX1|LMO2|SCARA5|C1QB|CD1C|SEC31B|DAPL1,0.791785481496914,0.9976539871913188,0.6374600179414526,0.8328026518709188
122,LTF|CXCL14|ELOVL7|S100A2|IL17RB|EPHB1|KRT14|NLRP4|CLIP2|ASPN|LIN28B|MAMDC4,0.7097032386154138,0.9960228933617846,0.6607706248197468,0.830765140589993
