geometry_angstrom,method,k,n,captured_probability_mass_mean,captured_probability_mass_median,captured_probability_mass_std,captured_probability_mass_min,captured_probability_mass_max,absolute_energy_error_hartree_mean,absolute_energy_error_hartree_median,absolute_energy_error_hartree_std,absolute_energy_error_hartree_min,absolute_energy_error_hartree_max,precision_at_k_mean,precision_at_k_median,precision_at_k_std,precision_at_k_min,precision_at_k_max,recall_at_k_mean,recall_at_k_median,recall_at_k_std,recall_at_k_min,recall_at_k_max,ndcg_at_k_mean,ndcg_at_k_median,ndcg_at_k_std,ndcg_at_k_min,ndcg_at_k_max,selection_efficiency_mean,selection_efficiency_median,selection_efficiency_std,selection_efficiency_min,selection_efficiency_max
1.25,NULL,8,12,0.1717896783202778,0.031969870678354245,0.319232785769307,2.2363706832942165e-05,0.8867479048664739,0.4044257103988662,0.37106968083284575,0.18861120592917893,0.08533677696913688,0.6759650284471772,0.11458333333333333,0.125,0.10775083784154793,0.0,0.25,0.22916666666666666,0.25,0.21550167568309586,0.0,0.5,0.06390373182241389,0.011218389241799465,0.12035069395296973,7.280545166090494e-06,0.3412876650997638,0.021473709790034726,0.003996233834794281,0.03990409822116338,2.7954633541177706e-06,0.11084348810830924
1.25,NULL,12,12,0.2682047781300763,0.08767511703724802,0.372321366320804,8.885402532274665e-05,0.9501702934319873,0.30291281087032357,0.3404041028001972,0.16513087126878745,0.051721432111405896,0.594075840460385,0.11805555555555554,0.08333333333333333,0.07948279959902499,0.0,0.25,0.3541666666666667,0.25,0.23844839879707494,0.0,0.75,0.09207108577858314,0.02272438425469,0.13346430770490678,2.208051514041734e-05,0.3421014356556369,0.022350398177506354,0.007306259753104002,0.031026780526733667,7.404502110228888e-06,0.07918085778599894
1.25,NULL,16,12,0.9243368719739018,0.9078225138275753,0.032198889797783244,0.8732164462364245,0.9767768217891594,0.061138530791810974,0.06135928617593556,0.02134823929040339,0.018100185048213202,0.10073221914279484,0.15104166666666666,0.125,0.047450174891376554,0.0625,0.25,0.6041666666666666,0.5,0.18980069956550621,0.25,1.0,0.2696663148412081,0.257438238210053,0.035180904539492366,0.23267703057752787,0.346577406054977,0.05777105449836886,0.056738907114223455,0.0020124306123614527,0.05457602788977653,0.06104855136182246
1.25,RANDOM,2,12,0.009369205720520711,8.089542287426007e-05,0.018135388775224984,1.0130472975813069e-33,0.06646556974881557,0.8476717468955055,0.8894739877183298,0.3354402118508788,0.3566337313550205,1.4136250397977874,0.125,0.0,0.21650635094610965,0.0,0.5,0.0625,0.0,0.10825317547305482,0.0,0.25,0.005616619750479101,5.370533550148049e-05,0.00971154885356571,0.0,0.03493785681980831,0.0046846028602603555,4.0447711437130034e-05,0.009067694387612492,5.0652364879065346e-34,0.033232784874407784
1.25,RANDOM,4,12,0.011872227962739621,0.001879293125011792,0.018588338165459774,2.7826237629928335e-33,0.06646556974881557,0.5806690611981876,0.5878706567745682,0.20616043655037297,0.3547200673205113,0.9098243067667746,0.08333333333333333,0.0,0.11785113019775792,0.0,0.25,0.08333333333333333,0.0,0.11785113019775792,0.0,0.25,0.0064404344506812095,0.0007727639476656647,0.009742701291582261,0.0,0.0345384743802875,0.0029680569906849054,0.000469823281252948,0.0046470845413649434,6.956559407482084e-34,0.016616392437203892
1.25,RANDOM,8,12,0.18130118471042841,0.02736774925135651,0.3416078616805872,0.00014258406256708082,0.9538022010234332,0.44444888540308264,0.46837033450576215,0.2118127508982517,0.05117666338332594,0.8018583464383657,0.13541666666666666,0.125,0.11922419939853747,0.0,0.375,0.2708333333333333,0.25,0.23844839879707494,0.0,0.75,0.06567283394665573,0.009996907594594269,0.12493946244652901,3.706917856148232e-05,0.3558458811030828,0.022662648088803552,0.0034209686564195636,0.0427009827100734,1.7823007820885102e-05,0.11922527512792915
1.25,RANDOM,12,12,0.2679722616552666,0.05836825272957834,0.3867479230348838,0.008013237914487216,0.9539303799816158,0.31156529731798155,0.3547741141998999,0.16499354088268509,0.05044764208956831,0.5741283980119394,0.125,0.16666666666666666,0.08673608331108885,0.0,0.25,0.375,0.5,0.2602082499332666,0.0,0.75,0.09164045900326463,0.017938558530933516,0.13647143666581588,0.0019715885336393916,0.3551063013824416,0.022331021804605552,0.004864021060798194,0.03222899358624031,0.000667769826207268,0.07949419833180131
1.25,RANDOM,16,12,0.5010245814782074,0.49757350925090266,0.43449701268455393,0.00837665337992187,0.9633481381752392,0.19562852812070705,0.14922897941955338,0.14588307023024047,0.036816805859145596,0.43271161994879526,0.125,0.15625,0.07216878364870322,0.0,0.1875,0.5,0.625,0.28867513459481287,0.0,0.75,0.15466966830066228,0.13577950932655575,0.14009780335162605,0.0019884021377245113,0.35543300807995265,0.03131403634238796,0.031098344328181416,0.02715606329278462,0.0005235408362451168,0.06020925863595245
1.25,REAL,2,1,0.9317380856548569,0.9317380856548569,0.0,0.9317380856548569,0.9317380856548569,0.0752960328649328,0.0752960328649328,0.0,0.0752960328649328,0.0752960328649328,1.0,1.0,0.0,1.0,1.0,0.5,0.5,0.0,0.5,0.5,1.0,1.0,0.0,1.0,1.0,0.46586904282742847,0.46586904282742847,0.0,0.46586904282742847,0.46586904282742847
1.25,REAL,4,1,0.9535040195876149,0.9535040195876149,0.0,0.9535040195876149,0.9535040195876149,0.049903424114899675,0.049903424114899675,0.0,0.049903424114899675,0.049903424114899675,0.75,0.75,0.0,0.75,0.75,0.75,0.75,0.0,0.75,0.75,0.9965141195928415,0.9965141195928415,0.0,0.9965141195928415,0.9965141195928415,0.23837600489690372,0.23837600489690372,0.0,0.23837600489690372,0.23837600489690372
