seed,family,metric,spearman,n_pairs,n_qubits
25042008,dephasing,A_group,-0.03885630498533724,32,12
25042008,dephasing,C_group,0.18878299120234604,32,12
25042008,dephasing,cross_sum,-0.03739002932551319,32,12
25042008,transverse,A_group,0.5927419354838709,32,12
25042008,transverse,C_group,0.7800586510263928,32,12
25042008,transverse,cross_sum,0.5157624633431084,32,12
