version,seed,family,group,energy,group_dim,K2_norm,K3_norm,K4_norm,K3_over_K2,K4_over_K2,slope_abs_K2,slope_abs_K2K3,slope_abs_K2K3K4,slope_rel_K2,slope_rel_K2K3,slope_rel_K2K3K4,smallest_lambda_rel_K2,smallest_lambda_rel_K2K3,smallest_lambda_rel_K2K3K4
v32.24,25042000,transverse,14,-1.4334527954745657,4,5.651038191788011,7.261673363730558e-12,206.8050422537408,1.285015800155641e-12,36.5959378144473,3.9995592032917524,3.9995592032825757,5.9977075378826115,2.0004994171641792,2.000499417155004,3.998647751755039,3.2936399211518806e-06,3.2936399212656333e-06,5.487726663912566e-12
v32.24,25042000,transverse,15,-1.4275616977982162,4,6.593553103597548,6.77632538258669e-12,279.0905063417075,1.0277198463586224e-12,42.32778624159882,4.0009186729873125,4.000918672990238,6.001134320421049,1.9997965894699723,1.9997965894728982,4.000012236903711,3.8094981295138415e-06,3.8094981294734973e-06,1.1813348693065018e-11
v32.24,25042000,transverse,16,-1.0939615772545643,4,1.5881619803530624,3.835535814351147e-13,36.51051509192388,2.4150784754956e-13,22.989163286610896,4.002855548229365,4.00285554823041,6.003073750074677,2.0023284441483677,2.0023284441494136,4.002546645993681,2.0690409124446713e-06,2.06904091243585e-06,2.0010206350344138e-11
v32.24,25042000,transverse,17,-1.0881648225246672,4,1.1087701021687182,3.5438682863115325e-13,51.95822074239795,3.196215590030649e-13,46.86113076170557,3.998168352993525,3.9981683529963075,5.996175434403912,1.9970883042002407,1.9970883042030214,3.9950953856106266,4.2174598293984195e-06,4.217459829354231e-06,2.7126730711290418e-11
v32.24,25042000,transverse,18,-1.0741101228597911,4,0.9000294449297266,1.865774393157889e-13,18.7725720388035,2.0730148370907653e-13,20.857730982644956,3.9999591350378916,3.999959135037702,5.995291911815692,1.999585786761115,1.9995857867609261,3.994918563538916,1.87719309262189e-06,1.8771930926238609e-06,7.949299729527335e-13
v32.24,25042000,transverse,19,-1.0687765868124615,4,0.8300863090711154,1.6183514559035066e-13,21.2439663151974,1.9496182965774692e-13,25.592478857975458,3.998407366902338,3.998407366902015,5.9979645768711185,1.997856172095003,1.9978561720946804,3.997413382063783,2.303306312875029e-06,2.303306312877193e-06,1.300132208881433e-11
v32.24,25042000,transverse,20,-0.6587625915442124,4,36.57140058305071,1.1190143640268461e-10,1302.278938456948,3.059807243328443e-12,35.60921697542256,4.010046793983433,4.01004679399031,6.006816849345025,2.0091146578963723,2.00911465790325,4.0058847132579665,3.204927781326726e-06,3.2049277812457208e-06,1.1486096333968571e-10
v32.24,25042000,transverse,21,-0.6523641195267387,4,33.335566674789334,1.1841183187066693e-10,10785.212911547507,3.552116963417879e-12,323.53471044198665,4.004340698628556,4.004340698628064,6.001784608708253,2.013196776050631,2.0131967760501395,4.010640686130328,2.911939717825886e-05,2.911939717831365e-05,4.3588991239069563e-10
v32.24,25042000,transverse,22,-0.6353883011550365,4,37.59858210199095,1.487323554723031e-10,14276.610163550135,3.955796925236372e-12,379.7113977549209,4.001532827160915,4.00153282715973,6.002473198924902,2.0118488544757764,2.0118488544745907,4.012789226239763,3.417536539869021e-05,3.417536539884073e-05,2.0075306851370808e-10
v32.24,25042000,transverse,23,-0.6293356210701319,4,41.819561292763375,1.4297030167868477e-10,2842.5118178425923,3.4187422646020183e-12,67.97086650295569,4.006919782613122,4.006919782615925,6.007365803125317,2.0050999510458523,2.005099951048653,4.005545971558049,6.11748234047648e-06,6.117482340411419e-06,1.4296357054430627e-10
v32.24,25042000,transverse,24,-0.2843715887463746,4,0.5943860319934443,5.995466163689213e-13,43.50973227682444,1.0086822100414598e-12,73.20113517961055,4.001833763458692,4.001833763458883,6.0016883145515765,2.000081916207331,2.0000819162075234,3.9999364673002136,6.5881040183528685e-06,6.588104018350277e-06,4.174667395195752e-11
v32.24,25042000,transverse,25,-0.28120544125656827,4,0.28098159706720593,6.182385872036315e-13,8.25259209235654,2.2002814193406395e-12,29.370578637513628,3.9991237467387175,3.9991237467511622,5.99944832841424,1.9998997072196545,1.9998997072320994,4.000224288895177,2.643351211951575e-06,2.643351211828574e-06,1.3224035692579926e-11
v32.24,25042000,transverse,26,-0.26482062964046393,4,0.5324347757832546,5.611058652759031e-13,8.543716165877548,1.0538490173758297e-12,16.046502885370423,4.000947320055863,4.00094732005008,6.000919236654046,2.0005406125862155,2.000540612580434,4.000512529184396,1.4441878991835215e-06,1.4441878992132853e-06,4.6818107692602295e-12
v32.24,25042000,transverse,27,-0.26198646877352644,4,0.47756224691767757,5.381889489558831e-13,17.82428719268282,1.126950366008845e-12,37.32348465090328,3.998692894491901,3.9986928944962785,5.998373415411223,1.9978170201239613,1.9978170201283387,3.9974975410432867,3.3590886955388924e-06,3.3590886954849254e-06,1.4997314028085884e-11
v32.24,25042000,transverse,28,-0.07278294475567904,4,86.93439827648587,2.8319976581451803e-09,31380.011725131237,3.257626111517221e-11,360.96197071877526,4.003141970146445,4.003141970131711,5.956611523983728,1.9935999175608934,1.9935999175461585,3.9470694713981778,3.2485929612248736e-05,3.248592961403392e-05,4.076059388014269e-10
v32.24,25042000,transverse,29,-0.07081255002358791,4,81.45057685459233,2.840694452674406e-09,38450.51380626467,3.4876296305987945e-11,472.07171871732135,3.9944771020278846,3.9944771020398964,6.024051842932072,2.0070666383283258,2.007066638340337,4.036641379232511,4.248754011259537e-05,4.2487540110690766e-05,7.197163842515274e-10
v32.24,25042000,transverse,30,-0.048600388009180505,4,63.022519072681405,1.1697541863979724e-09,22464.30923958877,1.8560892258986676e-11,356.4489260367641,4.003661131181238,4.003661131206805,5.96781955693902,1.9942207149046751,1.9942207149302411,3.9583791406624576,3.2079824912665346e-05,3.2079824909606405e-05,4.5056091682611787e-10
v32.24,25042000,transverse,31,-0.046593787730558514,4,58.301808506713236,1.1764609197921724e-09,21064.096548599846,2.0178806625813455e-11,361.2940505297429,3.9947341006911734,3.994734100663556,6.0110425467093105,2.0043238922938493,2.0043238922662323,4.020632338311987,3.251697055709741e-05,3.2516970560448415e-05,5.511548779579191e-10
v32.24,25042000,transverse,32,0.04659378773055864,4,58.301808506712675,1.2740986488237599e-09,21064.096548599486,2.1853501314235635e-11,361.2940505297402,3.994734100659146,3.9947341006609394,6.0110426959542345,2.0043238922618536,2.004323892263648,4.020632487556943,3.251697056098673e-05,3.251697056076821e-05,5.511545614885884e-10
v32.24,25042000,transverse,33,0.048600388009180644,4,63.0225190726809,1.2620682323002906e-09,22464.30923958884,2.002567099618482e-11,356.4489260367681,4.003661131205514,4.0036611312044315,5.967819419135377,1.99422071492898,1.9942207149278968,3.9583790028588446,3.2079824909765525e-05,3.2079824909894464e-05,4.5056115578418017e-10
v32.24,25042000,transverse,34,0.07081255002358793,4,81.45057685459248,3.456378793851177e-09,38450.513806264295,4.243528931687724e-11,472.0717187173158,3.994477102050427,3.994477102044892,6.024051550757422,2.0070666383508433,2.0070666383453073,4.0366410870578395,4.248754010900454e-05,4.248754010988134e-05,7.197171933675893e-10
v32.24,25042000,transverse,35,0.07278294475567904,4,86.93439827648606,3.4366301873492304e-09,31380.01172513145,3.953130470195901e-11,360.9619707187769,4.0031419701258155,4.0031419701316935,5.956611523583803,1.9935999175402424,1.9935999175461196,3.9470694709982315,3.248592961474483e-05,3.2485929614034186e-05,4.076059393077033e-10
v32.24,25042000,transverse,36,0.2619864687735263,4,0.4775622469176667,9.517089316748097e-13,17.824287192686395,1.9928479225848175e-12,37.32348465091162,3.998692894342639,3.9986928943438933,5.998407078896091,1.9978170199747007,1.9978170199759544,3.997531204528153,3.359088697488191e-06,3.35908869747163e-06,1.4995369112780582e-11
v32.24,25042000,transverse,37,0.26482062964046393,4,0.532434775783289,1.0394589501325019e-12,8.543716165875617,1.952274714970123e-12,16.046502885365758,4.000947320239013,4.000947320252635,6.000976218872775,2.0005406127693637,2.000540612782988,4.000569511403128,1.4441878981626257e-06,1.4441878980878748e-06,4.680783269909391e-12
v32.24,25042000,transverse,38,0.2812054412565679,4,0.28098159706719794,5.146843635542335e-13,8.252592092355732,1.8317369141835455e-12,29.370578637511585,3.9991237471751107,3.9991237471525505,5.999370735334005,1.9998997076560445,1.9998997076334848,4.000146695814938,2.6433512075551137e-06,2.6433512077766798e-06,1.3227984871294019e-11
v32.24,25042000,transverse,39,0.2843715887463743,4,0.5943860319934581,4.602871560938708e-13,43.50973227682503,7.74390936728703e-13,73.20113517960985,4.001833763422549,4.0018337634174825,6.00168276390529,2.000081916171189,2.0000819161661214,3.999930916653932,6.588104019251652e-06,6.588104019376778e-06,4.1747564265399847e-11
v32.24,25042000,transverse,40,0.6293356210701317,4,41.819561292762735,1.2728217598889863e-10,2842.5118178424013,3.0436038077454913e-12,67.97086650295216,4.006919782602909,4.006919782612955,6.007365697499067,2.0050999510356378,2.0050999510456844,4.005545865931795,6.117482340707315e-06,6.117482340476781e-06,1.42963628183475e-10
v32.24,25042000,transverse,41,0.6353883011550365,4,37.59858210199006,1.2972414013455073e-10,14276.61016354938,3.450240218704538e-12,379.7113977549098,4.001532827161705,4.0015328271602675,6.002473198559143,2.0118488544765656,2.011848854475127,4.012789225874002,3.4175365398585525e-05,3.4175365398768985e-05,2.0075306870597388e-10
v32.24,25042000,transverse,42,0.6523641195267388,4,33.335566674789916,1.3845135761532952e-10,10785.21291154747,4.153262458863002e-12,323.53471044197994,4.004340698627626,4.004340698625952,6.00178447129513,2.0131967760497003,2.0131967760480274,4.0106405487172045,2.9119397178363552e-05,2.9119397178544977e-05,4.358901425897463e-10
v32.24,25042000,transverse,43,0.6587625915442124,4,36.57140058305121,1.2705419878460728e-10,1302.278938456941,3.4741409068016324e-12,35.60921697542189,4.010046793937333,4.0100467939535465,6.0068156798007175,2.009114657850272,2.009114657866485,4.0058835437136535,3.2049277818979937e-06,3.2049277817039495e-06,1.1486148098417416e-10
v32.24,25042000,transverse,44,1.0687765868124621,4,0.830086309071094,1.8501375924167325e-13,21.24396631520152,2.2288496656294986e-13,25.592478857981074,3.998407366903099,3.9984073668998517,5.99796608468958,1.997856172095764,1.9978561720925172,3.997414889882244,2.3033063128736836e-06,2.3033063129016497e-06,1.3001246022930633e-11
v32.24,25042000,transverse,45,1.0741101228597905,4,0.9000294449297596,2.0718011950255127e-13,18.77257203880591,2.301926016639601e-13,20.85773098264687,3.9999591349768493,3.9999591349751364,5.995591532206274,1.9995857867000726,1.9995857866983608,3.9952181839294965,1.8771930930593845e-06,1.8771930930716287e-06,7.940144129413763e-13
v32.24,25042000,transverse,46,1.0881648225246672,4,1.108770102168712,2.3353938702770903e-13,51.95822074239532,2.1062922473370713e-13,46.861130761703464,3.9981683529982948,3.9981683529982264,5.996175671322647,1.9970883042050094,1.9970883042049412,3.9950956225293615,4.217459829315795e-06,4.217459829316221e-06,2.7126706706054387e-11
v32.24,25042000,transverse,47,1.0939615772545648,4,1.5881619803530433,1.9373819841937792e-13,36.51051509191813,1.2198894118867556e-13,22.989163286607553,4.002855548168321,4.002855548168043,6.003066951670287,2.002328444087324,2.002328444087046,4.002539847589292,2.0690409129296324e-06,2.069040912932078e-06,2.0010730107458034e-11
v32.24,25042000,transverse,48,1.4275616977982164,4,6.593553103598996,6.385162197675051e-12,279.0905063418032,9.683947482260819e-13,42.32778624160404,4.000918673007521,4.000918673011057,6.0011408285223675,1.9997965894901812,1.9997965894937175,4.00001874500503,3.80949812922707e-06,3.8094981291761024e-06,1.1813053312130661e-11
v32.24,25042000,transverse,49,1.4334527954745644,4,5.651038191789519,6.5095722914130476e-12,206.8050422538494,1.1519250216483947e-12,36.595937814456754,3.9995592033093597,3.99955920331068,5.99769850215498,2.0004994171817896,2.000499417183108,3.9986387160274077,3.2936399209340216e-06,3.2936399209177666e-06,5.487917056963925e-12
v32.24,25042000,transverse,50,1.4584129115423414,4,6.552144374954385,8.73568062965752e-12,383.78301603290043,1.3332552107749209e-12,58.573650711958294,4.000870223048895,4.000870223044583,6.0003664978822755,1.999330690371304,1.9993306903669927,3.998826965204685,5.271616641521473e-06,5.271616641606872e-06,1.6183673162037638e-11
v32.24,25042000,transverse,51,1.4639107662982664,4,5.158830350076345,9.635422432209099e-12,296.01738898789836,1.867753304209065e-12,57.380717895388365,3.997757179437677,3.9977571794422464,5.998012251689863,1.9992722549749797,1.9992722549795503,3.9995273272271668,5.164251912885592e-06,5.164251912796004e-06,3.93610714169516e-11
v32.24,25042000,transverse,52,1.6720595812293473,4,2.1267166840861633,1.7171739598535444e-11,1537.1408086804715,8.074295803963202e-12,722.7764846077611,3.9926132586202576,3.992613258619054,5.993063439470375,2.0119909133266334,2.0119909133254312,4.012441094176751,6.505246872023254e-05,6.505246872052539e-05,1.6472085672469311e-09
v32.24,25042000,transverse,53,1.6764420039565993,4,7.936159557222144,1.7194770821576155e-11,1525.401149480025,2.1666362297275634e-12,192.208981999595,4.007420108160553,4.007420108161657,6.0068593485413695,2.0022254281667036,2.0022254281678054,4.001664668547519,1.7298939003726926e-05,1.7298939003656277e-05,4.297199405900314e-10
v32.24,25042000,transverse,54,1.6886100349699211,4,4.374683517069308,3.750993961652538e-11,1609.8181390442487,8.574320741184512e-12,367.9850514358349,3.9944590882139885,3.9944590882091915,5.995209442976341,2.0042209510079587,2.0042209510031643,4.004971305770312,3.311912574986451e-05,3.311912575045687e-05,6.260384675929279e-10
v32.24,25042000,transverse,55,1.6921458564839147,4,8.370536948894202,3.664317523824073e-11,1508.5559027018949,4.37763735611746e-12,180.2221185943375,4.005811188182183,4.005811188186645,6.004903197883261,2.0009617896324734,2.000961789636935,4.000053799333552,1.6220044425530343e-05,1.622004442525941e-05,3.1675469377711944e-10
v32.24,25042000,transverse,56,1.9644309918628977,4,0.8725328228901057,3.8601120358818886e-11,1175.7895419804763,4.4240307465981306e-11,1347.5590959270598,3.99384231858993,3.993842318582557,6.002311045993856,2.0313508135446456,2.031350813537274,4.039819540948572,0.00012129254942395566,0.0001212925494272931,2.478000168038089e-09
v32.24,25042000,transverse,57,1.966744402461953,4,5.755802136809306,3.8630023048407534e-11,1268.2224076818698,6.711492530530567e-12,220.3380827793537,4.0055761967398436,4.005576196746099,5.996685368496767,1.9996595076578938,1.9996595076641497,3.9907686794148174,1.983041691362858e-05,1.9830416913165932e-05,3.8270467222565476e-10
v32.24,25042000,transverse,58,1.9761806190048739,4,1.8620478071952231,3.70933965609469e-11,2430.6334482569637,1.9920754138326968e-11,1305.3550176663796,3.99091970158403,3.990919701586215,5.996484013306025,2.026756219774729,2.0267562197769124,4.032320531496724,0.0001174921564409472,0.00011749215643999082,3.597086410359519e-09
v32.24,25042000,transverse,59,1.9787294107422513,4,8.309670938199732,3.658374952791508e-11,2396.253695804089,4.402550931317727e-12,288.36926439390766,4.009161575294904,4.009161575293821,6.001556706239754,2.001342905119144,2.0013429051180625,3.993738036063993,2.5953373915153103e-05,2.595337391525828e-05,8.136960590288563e-10
v32.24,25042000,transverse,60,2.8428147436945483,4,1.2636725165564313,4.426183397874782e-13,13.470005415597619,3.502634851896871e-13,10.659411547782993,4.042098021830126,4.042098021838491,5.978648523236832,2.041767616060841,2.0417676160692064,3.978318117467552,9.595059297556812e-07,9.5950592972524e-07,1.598315734205131e-10
v32.24,25042000,transverse,61,2.8439494108712084,4,1.565322784313284,4.326006578630209e-13,13.592544467113546,2.763651447473214e-13,8.683540930554251,3.940956453256274,3.9409564532405845,6.021549623060957,1.9407707481427838,1.9407707481270933,4.021363917947466,7.813884956032731e-07,7.813884956496796e-07,1.2959172224777212e-10
v32.24,25042000,transverse,62,2.87344508633917,4,1.3653611889586827,2.1343125520500108e-13,10.923125271452411,1.5631853089934266e-13,8.00017267209941,4.054058530444918,4.054058530444853,5.977954116354618,2.0537993509354338,2.0537993509353676,3.977694936845133,7.20172940784389e-07,7.20172940784046e-07,1.5793856639879922e-10
v32.24,25042000,transverse,63,2.874552422746733,4,1.6290205635139436,2.1848127748209421e-13,10.568057850439311,1.341181826525323e-13,6.487369212604083,3.915193695545129,3.9151936955449598,6.022158575441339,1.9150674852153189,1.9150674852151508,4.022032365111531,5.83730354648784e-07,5.837303546487401e-07,1.3254312690952354e-10
