version,seed,family,target_group,partner_target_group,path,bar_path,X5_norm,partner_norm,anti_pair_residual,same_pair_residual,pair_sum_norm
v32.26,25042000,dephasing,32,31,56-42-58-13,7-21-5-50,1.058793984568156e-06,1.0587939845681712e-06,0.010176781720885554,1.9999741081108395,1.0775115268336946e-08
v32.26,25042000,dephasing,32,31,51-8-46-49,12-55-17-14,9.83876032626369e-10,9.838760326263175e-10,0.0013789383187451985,1.9999995246321693,1.3567043622835014e-12
v32.26,25042000,dephasing,32,31,36-25-59-8,27-38-4-55,7.586853532892709e-07,7.58685353288823e-07,0.003401317726949197,1.9999971077567484,2.5805299413195116e-09
v32.26,25042000,dephasing,32,31,43-34-52-41,20-29-11-22,3.173584658641648e-07,3.1735846586419264e-07,0.0975309803459294,1.9976205114766947,3.095228229681488e-08
v32.26,25042000,dephasing,32,31,49-24-60-20,14-39-3-43,6.08887032447924e-09,6.0888703244810595e-09,0.012848410278698224,1.999958729162208,7.823230406272303e-11
v32.26,25042000,dephasing,32,31,49-57-5-19,14-6-58-44,8.002554410832132e-10,8.00255441083953e-10,2.9877288197270324e-05,1.9999999997759126,2.3909462444698946e-14
v32.26,25042000,dephasing,32,31,9-55-36-25,54-8-27-38,1.625036257175812e-07,1.62503625717308e-07,0.04594354545664518,1.9994722280202217,7.465992715025347e-09
v32.26,25042000,dephasing,32,31,34-15-62-53,29-48-1-10,1.4443641844373151e-08,1.4443641844397684e-08,0.05718772215702866,1.999182223917494,8.259989767330476e-10
v32.26,25042000,dephasing,32,31,48-57-4-6,15-6-59-57,2.674025808801864e-10,2.6740258088042953e-10,7.752368269158462e-05,1.9999999984966104,2.073003283108521e-14
v32.26,25042000,dephasing,32,31,35-34-9-13,28-29-54-50,3.290430289332193e-08,3.29043028920488e-08,0.3054180335705751,1.9765423913023257,1.004956748568897e-08
v32.26,25042000,dephasing,32,31,38-36-50-57,25-27-13-6,1.3055051184949184e-08,1.305505118495188e-08,0.013954530919546338,1.9999513171739927,1.8217711541667107e-10
v32.26,25042000,dephasing,32,31,5-26-9-48,58-37-54-15,5.148506284103774e-11,5.1485062841773747e-11,1.9999999999857045,6.736468390473445e-10,1.029701256828115e-10
v32.26,25042000,dephasing,32,31,37-5-57-35,26-58-6-28,2.6233494955110764e-09,2.623349495450568e-09,0.12954595121124035,1.995800051716733,3.398443057555099e-10
v32.26,25042000,dephasing,32,31,35-42-53-21,28-21-10-42,8.276324138687434e-09,8.276324138204028e-09,0.21789778844898025,1.98809470437286,1.8033927263069031e-09
v32.26,25042000,dephasing,32,31,23-50-18-51,40-13-45-12,2.5351583472090026e-11,2.5351583472078875e-11,0.0015815032011108857,1.9999993747113685,4.00936104143402e-14
v32.26,25042000,dephasing,32,31,54-3-33-6,9-60-30-57,0.000479117517189657,0.0004791175171896192,1.2255457785243837,1.580518125407218,0.000587180450608868
v32.26,25042000,dephasing,32,31,48-59-26-1,15-4-37-62,1.8388712095722026e-07,1.8388712095714958e-07,0.00371650561656934,1.9999965468931349,6.834175178522747e-10
v32.26,25042000,dephasing,32,31,50-14-23-14,13-49-40-49,3.5576991476040996e-12,3.5576991476430668e-12,0.01728844194498002,1.9999252760369084,6.150707517173206e-14
v32.26,25042000,dephasing,32,31,9-34-63-57,54-29-0-6,4.203587931996339e-07,4.2035879319954794e-07,0.03373483741553667,1.9997154699465944,1.4180735544780852e-08
v32.26,25042000,dephasing,32,31,29-42-30-18,34-21-33-45,3.625347275173661e-06,3.625347275175255e-06,0.035342650359418304,1.9996876998831126,1.281293811779889e-07
v32.26,25042000,dephasing,32,31,1-16-0-24,62-47-63-39,1.7380699869748687e-10,1.7380699869855961e-10,0.00898935597475585,1.9999797977615852,1.562412982205279e-12
v32.26,25042000,dephasing,32,31,28-41-8-27,35-22-55-36,3.923055056054731e-08,3.923055056051785e-08,0.011435632866607214,1.999967306307265,4.486261733652909e-10
v32.26,25042000,dephasing,32,31,19-34-56-3,44-29-7-60,3.914604365233198e-07,3.914604365238554e-07,0.0833643959343292,1.9982618390704037,3.2633862823000024e-08
v32.26,25042000,dephasing,32,31,3-56-5-34,60-7-58-29,8.122800858210686e-10,8.122800858564542e-10,1.104445222537485,1.6673933999629098,8.971188601864989e-10
v32.26,25042000,dephasing,32,31,50-52-36-62,13-11-27-1,1.127462200329752e-07,1.1274622003319144e-07,0.06507862299539317,1.998940912788908,7.3373687476957104e-09
v32.26,25042000,dephasing,32,31,2-18-56-5,61-45-7-58,5.475245990365708e-08,5.475245990362898e-08,0.005429327423468115,1.9999926305868418,2.9726903205726376e-10
v32.26,25042000,dephasing,32,31,5-38-43-55,58-25-20-8,8.174204056025847e-06,8.174204056024832e-06,0.006689173723280863,1.9999888137073174,5.4678670980303943e-08
v32.26,25042000,dephasing,32,31,27-52-15-47,36-11-48-16,2.1593445209761477e-10,2.1593445209808124e-10,0.019230894777067953,1.999907541032193,4.1526127270420205e-12
v32.26,25042000,dephasing,32,31,44-29-54-12,19-34-9-51,7.731115956212504e-07,7.731115956214286e-07,0.008723322205884268,1.9999809758217126,6.744101549711026e-09
v32.26,25042000,dephasing,32,31,50-27-36-16,13-36-27-47,2.2939803235178953e-06,2.2939803235006463e-06,0.00439473719005899,1.99999517155791,1.0081440641027648e-08
v32.26,25042000,dephasing,32,31,56-6-13-59,7-57-50-4,7.05635179248243e-08,7.05635179248239e-08,0.0002000729914106175,1.999999989992694,1.4117854115676327e-11
v32.26,25042000,dephasing,32,31,19-28-12-24,44-35-51-39,4.361848827371914e-09,4.361848827350419e-09,0.06315155787002139,1.9990027215386372,2.7545754864206235e-10
v32.26,25042000,dephasing,32,31,47-51-3-0,16-12-60-63,1.0419307574548778e-14,1.0419307571692286e-14,0.0019237300032554543,1.9999990745413512,2.00439345943063e-17
v32.26,25042000,dephasing,32,31,30-57-39-58,33-6-24-5,0.00020592256359134426,0.00020592256359148277,0.013128868627559668,1.9999569077372317,2.703530284842879e-06
v32.26,25042000,dephasing,32,31,33-37-60-14,30-26-3-49,2.2674921041761486e-06,2.267492104179471e-06,0.9506622297490247,1.7596139704272502,2.155619099697564e-06
v32.26,25042000,dephasing,32,31,25-8-5-33,38-55-58-30,1.6456568351726532e-07,1.645656835172643e-07,1.9999999999999938,5.7427944354419154e-12,3.2913136703452963e-07
v32.26,25042000,dephasing,32,31,8-62-35-23,55-1-28-40,3.31625117376727e-08,3.316251173767838e-08,0.007364839956755141,1.9999864397369616,2.4423659151201506e-10
v32.26,25042000,dephasing,32,31,50-57-51-39,13-6-12-24,3.115758070920549e-07,3.1157580709210395e-07,0.0060578424907594235,1.999990825614889,1.8874771632952087e-09
v32.26,25042000,dephasing,32,31,19-14-12-42,44-49-51-21,3.5061031447480973e-08,3.506103144747996e-08,0.0001740936133933811,1.9999999924228247,6.1039016539909296e-12
v32.26,25042000,dephasing,32,31,50-35-8-10,13-28-55-53,6.517858295809378e-09,6.51785829584694e-09,1.999999999994237,1.6168484392232746e-11,1.3035716591656318e-08
v32.26,25042000,dephasing,32,31,48-35-45-7,15-28-18-56,6.057075192361255e-07,6.057075192367451e-07,0.1313133547592078,1.9956845449263243,7.95374863538544e-08
v32.26,25042000,dephasing,32,31,7-49-25-18,56-14-38-45,8.875441119005468e-11,8.875441119807831e-11,1.9999999999095974,3.574848018945832e-10,1.77508822388133e-10
v32.26,25042000,dephasing,32,31,24-50-7-13,39-13-56-50,1.219045189935716e-11,1.2190451899398809e-11,0.002939880468729227,1.9999978392711235,3.5838471444025664e-14
v32.26,25042000,dephasing,32,31,38-25-53-49,25-38-10-14,4.273441540342415e-08,4.273441540336303e-08,0.0018008072514636986,1.9999991892717164,7.695644514554819e-11
v32.26,25042000,dephasing,32,31,36-43-42-50,27-20-21-13,2.268378256318521e-08,2.2683782563232017e-08,0.01364917011502731,1.99995342449441,3.0961480705784404e-10
v32.26,25042000,dephasing,32,31,10-58-53-41,53-5-10-22,4.256056949751249e-10,4.2560569497553556e-10,0.00749322722988586,1.999985962836195,3.1891601827851786e-12
v32.26,25042000,dephasing,32,31,52-54-19-11,11-9-44-52,4.771016775169195e-10,4.771016775165069e-10,0.0006065205145207438,1.9999999080323496,2.89371954926272e-13
v32.26,25042000,dephasing,32,31,9-12-15-42,54-51-48-21,4.944691309182908e-12,4.944691309005123e-12,0.0003028892909137783,1.9999999770285644,1.497694044425933e-15
v32.26,25042000,dephasing,32,31,14-34-60-48,49-29-3-15,4.1374517617989686e-08,4.137451761798913e-08,0.10435072855338794,1.997275876149893,4.317461056982209e-09
v32.26,25042000,dephasing,32,31,29-9-60-38,34-54-3-25,8.959328191806598e-07,8.959328191814945e-07,0.015748251165140236,1.9999379971842908,1.4109375063562346e-08
v32.26,25042000,dephasing,32,31,59-8-8-44,4-55-55-19,1.7742404557193417e-19,3.5243139082458774e-19,1.2186041190547192,1.0108831455034077,4.294743445430262e-19
v32.26,25042000,dephasing,32,31,42-0-55-28,21-63-8-35,7.268853507869055e-10,7.268853507845413e-10,0.03538662026548972,1.9996869222688776,2.5722015884843518e-11
v32.26,25042000,dephasing,32,31,49-51-4-63,14-12-59-0,3.7257886858074954e-13,3.725788687196816e-13,1.9999999996271072,2.13504066513824e-09,7.451577373004312e-13
v32.26,25042000,dephasing,32,31,9-61-37-51,54-2-26-12,2.035002212320979e-08,2.0350022123207454e-08,0.0016406940029559205,1.9999993270305694,3.338815925757061e-11
v32.26,25042000,dephasing,32,31,28-33-44-34,35-30-19-29,0.00017496094302005765,0.0001749609430190801,1.0770559278323468,1.6852152765444697,0.00018844272081889056
v32.26,25042000,dephasing,32,31,8-33-34-38,55-30-29-25,5.320126835470468e-09,5.320126824668276e-09,1.1626509684631359,1.6273422250436378,6.185450617606458e-09
v32.26,25042000,dephasing,32,31,41-56-42-3,22-7-21-60,8.467950283208752e-07,8.467950283213068e-07,0.005112189004454476,1.9999934663697136,4.328976232810902e-09
v32.26,25042000,dephasing,32,31,0-52-10-42,63-11-53-21,4.922732536288409e-08,4.9227325362838715e-08,0.0074471369470569485,1.9999861349888415,3.6660263351472774e-10
v32.26,25042000,dephasing,32,31,19-37-20-35,44-26-43-28,1.81989693697502e-10,1.819896937017103e-10,0.08111990883876055,1.9983542129205965,1.4762987362676695e-11
v32.26,25042000,dephasing,32,31,33-33-39-51,30-30-24-12,2.057179250021051e-16,1.755444493838873e-16,1.2837772248250374,1.3447105576346403,2.6409598685596767e-16
v32.26,25042000,dephasing,32,31,53-61-54-61,10-2-9-2,3.3613947943151917e-09,3.3613947943121853e-09,0.0032551174352190393,1.999997351049972,1.0941734801629898e-11
v32.26,25042000,dephasing,32,31,45-62-53-31,18-1-10-32,2.9059766351278497e-06,2.9059766351253967e-06,0.012074524889174989,1.9999635511292009,3.5088287208212205e-08
v32.26,25042000,dephasing,32,31,25-33-27-36,38-30-36-27,2.045521610598073e-07,2.0455216105877643e-07,0.7140491208513492,1.8681899938152053,1.4606029077299898e-07
v32.26,25042000,dephasing,32,31,30-62-41-6,33-1-22-57,1.7438817963606568e-07,1.7438817963619906e-07,0.04754000438840713,1.999434907162444,8.290414825191235e-09
v32.26,25042000,dephasing,32,31,25-38-20-6,38-25-43-57,1.5054931329511984e-10,1.5054931334277837e-10,0.525551668150755,1.9297138240779905,7.912144276624789e-11
v32.26,25042000,dephasing,32,31,2-9-17-57,61-54-46-6,6.367327472464838e-09,6.3673274724315295e-09,0.06862761890543446,1.9988222156816362,4.3697452322642017e-10
v32.26,25042000,dephasing,32,31,17-58-8-28,46-5-55-35,1.0484518290853093e-08,1.0484518290904308e-08,0.06824148898798145,1.9988354357378106,7.154791394930365e-10
v32.26,25042000,dephasing,32,31,29-29-58-60,34-34-5-3,8.493369839875315e-19,7.444155460904998e-19,1.607484193300324,0.9759006947994461,1.3652957765453273e-18
v32.26,25042000,dephasing,32,31,11-15-13-0,52-48-50-63,9.937424548463352e-12,9.937424548419807e-12,0.004452329261643712,1.9999950441805145,4.424468610249993e-14
v32.26,25042000,dephasing,32,31,4-13-2-21,59-50-61-42,4.227261780975524e-13,4.227261780987475e-13,0.01610073720276773,1.9999351905124871,6.806203102298321e-15
v32.26,25042000,dephasing,32,31,14-43-49-60,49-20-14-3,2.372396989013756e-13,2.3723969896073933e-13,0.003651930997794225,1.9999966655969903,8.663830105420944e-16
v32.26,25042000,dephasing,32,31,36-34-63-62,27-29-0-1,3.976047661695594e-08,3.97604766168962e-08,0.08656151320997368,1.9981258980416596,3.4417270219134816e-09
v32.26,25042000,dephasing,32,31,29-31-40-43,34-32-23-20,3.047217319010956e-11,3.047217318914893e-11,0.06961799874228665,1.998787966274817,2.1214117148237884e-12
v32.26,25042000,dephasing,32,31,22-36-1-28,41-27-62-35,1.8261210523439236e-09,1.8261210523390881e-09,0.013273314086736425,1.9999559542956347,2.4238678288162546e-11
v32.26,25042000,dephasing,32,31,44-1-37-20,19-62-26-43,5.9523814291126946e-09,5.9523814291195345e-09,0.011521814951773731,1.999966811668539,6.858223734868974e-11
v32.26,25042000,dephasing,32,31,41-14-41-17,22-49-22-46,4.77643873319605e-09,4.776438733196259e-09,0.021921054554231323,1.999879863233553,1.0470457404533874e-10
v32.26,25042000,dephasing,32,31,50-5-8-54,13-58-55-9,8.319636878868108e-08,8.319636878868343e-08,0.0007946146107570656,1.9999998421468705,6.610905020142096e-11
v32.26,25042000,dephasing,32,31,23-25-34-19,40-38-29-44,2.257759891799569e-07,2.257759891798205e-07,0.146354041955164,1.9946379356667638,3.3043228592912065e-08
v32.26,25042000,dephasing,32,31,62-24-48-55,1-39-15-8,1.5674399622600719e-07,1.567439962259958e-07,0.009070848175381719,1.999979429822489,1.4218009921687165e-09
v32.26,25042000,dephasing,32,31,23-33-12-62,40-30-51-1,1.1396740566763611e-05,1.1396740566766345e-05,0.5901743584845094,1.9109406653756777,6.726064052805712e-06
v32.26,25042000,dephasing,32,31,16-7-55-9,47-56-8-54,6.821846336339154e-10,6.8218463360956e-10,0.4256780974117408,1.9541745462576041,2.9039105692881056e-10
v32.26,25042000,dephasing,32,31,59-16-11-9,4-47-52-54,4.575580441639168e-10,4.5755804416418605e-10,0.0012394683446605792,1.9999996159289304,5.671287115863159e-13
v32.26,25042000,dephasing,32,31,40-43-16-2,23-20-47-61,5.3030634856462006e-11,5.303063485656109e-11,4.787417489072754e-05,1.9999999994251474,2.5387978876893177e-15
v32.26,25042000,dephasing,32,31,60-62-61-10,3-1-2-53,1.9310935217970087e-19,1.9310935787123995e-19,1.9999999705266496,9.184395514599425e-07,3.8621871005090014e-19
v32.26,25042000,dephasing,32,31,22-12-3-56,41-51-60-7,4.448918110236035e-12,4.448918110242432e-12,0.023629094029633927,1.9998604116061671,1.051239043570597e-13
v32.26,25042000,dephasing,32,31,58-21-0-15,5-42-63-48,9.331227668569902e-12,9.331227668576628e-12,0.0035869651198393864,1.999996783417,3.347078817246456e-14
v32.26,25042000,dephasing,32,31,10-56-35-19,53-7-28-44,3.9496683557314125e-07,3.9496683557326793e-07,0.03422043651908914,1.9997072190006115,1.3515937523880534e-08
v32.26,25042000,dephasing,32,31,25-53-16-36,38-10-47-27,2.684246579474247e-08,2.6842465794721154e-08,0.0023925276357298674,1.999998568951572,6.422134122505504e-11
v32.26,25042000,dephasing,32,31,8-2-31-63,55-61-32-0,2.313481170700477e-08,2.313481170697903e-08,0.00823972273781251,1.999983026669165,1.9062443405721828e-10
v32.26,25042000,dephasing,32,31,15-5-1-29,48-58-62-34,5.863110614242133e-07,5.863110614240253e-07,0.012270451490787352,1.9999623586505144,7.194301437717853e-09
v32.26,25042000,dephasing,32,31,48-49-35-7,15-14-28-56,3.152487815459923e-07,3.152487815438263e-07,1.9999999999931293,2.050305542526114e-11,6.304975630898186e-07
v32.26,25042000,dephasing,32,31,25-42-63-20,38-21-0-43,8.27331474923904e-12,8.27331474920715e-12,0.009624155261970725,1.9999768437709662,7.962366567782893e-14
v32.26,25042000,dephasing,32,31,3-0-25-59,60-63-38-4,2.802346673623419e-12,2.8023466728724205e-12,0.0100757580702976,1.9999746193457937,2.82357671125328e-14
v32.26,25042000,dephasing,32,31,47-10-46-34,16-53-17-29,1.8379275742384442e-08,1.8379275742454696e-08,0.09600667361385878,1.997694350646843,1.76453312746496e-09
v32.26,25042000,dephasing,32,31,45-5-21-46,18-58-42-17,1.1156212299725217e-06,1.115621229972465e-06,2.2329529917941358e-05,1.9999999998752973,2.491129763176196e-11
v32.26,25042000,dephasing,32,31,36-42-14-35,27-21-49-28,4.054340842564563e-08,4.0543408427977563e-08,0.2418733600346429,1.9853204470501695,9.806370423731793e-09
v32.26,25042000,dephasing,32,31,18-40-61-56,45-23-2-7,2.075796888399133e-11,2.0757968883992325e-11,0.0027356879825411826,1.9999981290018924,5.6787326017901607e-14
v32.26,25042000,dephasing,32,31,27-47-1-4,36-16-62-59,2.699366571231889e-07,2.699366571231324e-07,0.003994645412018204,1.99999601069782,1.0783012289126777e-09
v32.26,25042000,dephasing,32,31,35-25-24-19,28-38-39-44,3.0975625264955664e-11,3.0975625248725424e-11,1.9999999994760318,1.3519484167840935e-09,6.195125051368109e-11
v32.26,25042000,dephasing,32,31,48-4-41-20,15-59-22-43,1.1885478856777903e-08,1.1885478856781018e-08,0.0005801422967038341,1.999999915858465,6.8952690013978e-12
v32.26,25042000,dephasing,32,31,48-2-42-25,15-61-21-38,3.2534952962467475e-10,3.253495296243903e-10,8.592948276650238e-05,1.9999999981531567,2.7957116798973143e-14
v32.26,25042000,dephasing,32,31,52-37-3-6,11-26-60-57,3.3023587502451164e-07,3.302358750250861e-07,0.00183751556305688,1.9999991558822212,6.068135598383026e-10
v32.26,25042000,dephasing,32,31,27-36-37-50,36-27-26-13,5.107533997511519e-07,5.107533997509049e-07,0.0022151486412233315,1.999998773278264,1.131394699458961e-09
v32.26,25042000,dephasing,32,31,14-52-27-58,49-11-36-5,7.54534612641898e-09,7.545346126422445e-09,0.005356409483346887,1.9999928272060403,4.0415963546703885e-11
v32.26,25042000,dephasing,32,31,41-60-15-11,22-3-48-52,2.4317808647367436e-11,2.4317808647386203e-11,0.0016525567622387727,1.9999993172631487,4.018655912306657e-14
v32.26,25042000,dephasing,32,31,45-51-9-60,18-12-54-3,1.4986801117587342e-09,1.4986801117583313e-09,0.0009606706119605035,1.9999997692777116,1.439737940096299e-12
v32.26,25042000,dephasing,32,31,39-36-41-13,24-27-22-50,8.487123416937242e-08,8.487123416980824e-08,0.02090036359981704,1.9998907907135466,1.7738396533142084e-09
v32.26,25042000,dephasing,32,31,33-23-22-11,30-40-41-52,1.8902180752586675e-05,1.890218075256321e-05,1.5032349318451699,1.3191985217075866,2.8414418395339712e-05
v32.26,25042000,dephasing,32,31,23-44-19-18,40-19-44-45,6.74222919413313e-09,6.742229194129865e-09,0.01011156486656863,1.9999744389001604,6.817448784174988e-11
v32.26,25042000,dephasing,32,31,54-2-11-27,9-61-52-36,1.4623487119402517e-08,1.4623487119412775e-08,0.0047817591603669584,1.9999942836859625,6.992599348976027e-11
v32.26,25042000,dephasing,32,31,33-47-7-25,30-16-56-38,3.894055141678314e-06,3.894055141676508e-06,0.6002617097772726,1.9077960791901767,2.3374521973108037e-06
v32.26,25042000,dephasing,32,31,30-22-2-3,33-41-61-60,5.0692010061342654e-08,5.069201006148886e-08,0.3361692015335983,1.971545147321949,1.704109254650384e-08
v32.26,25042000,dephasing,32,31,5-2-16-30,58-61-47-33,2.1087419430757863e-05,2.1087419430723016e-05,0.0009404428682170899,1.999999778890138,1.9831513212758717e-08
v32.26,25042000,dephasing,32,31,30-34-27-37,33-29-36-26,0.0005749710842177171,0.0005749710842146554,0.20390705016973673,1.9895783258946547,0.00011724065771572997
v32.26,25042000,dephasing,32,31,54-27-19-38,9-36-44-25,8.06874623440444e-08,8.068746234405979e-08,0.0021533491157982483,1.9999988407713694,1.737482756945856e-10
v32.26,25042000,dephasing,32,31,9-39-21-51,54-24-42-12,4.4100843311396996e-09,4.410084331139604e-09,0.04781341439014444,1.999428387665902,2.1086118962026546e-10
v32.26,25042000,dephasing,32,31,21-48-38-28,42-15-25-35,8.157138399975465e-08,8.157138399975947e-08,0.007961749171933725,1.9999841525746864,6.494508990135728e-10
v32.26,25042000,dephasing,32,31,61-60-41-17,2-3-22-46,1.9518982235505244e-15,1.951898223328874e-15,1.9999999998864437,4.374962045611681e-09,3.903796446879399e-15
v32.26,25042000,dephasing,32,31,42-7-14-56,21-56-49-7,6.027027420675836e-10,6.027027420676557e-10,0.001941517498028626,1.9999990576271094,1.1701579198341871e-12
v32.26,25042000,dephasing,32,31,5-28-20-57,58-35-43-6,2.22063081149515e-08,2.2206308114967768e-08,0.02729971014947728,1.9998136727762474,6.062257750286052e-10
v32.26,25042000,dephasing,32,31,63-17-43-49,0-46-20-14,1.8232534861253827e-11,1.8232534860354953e-11,1.9999999999506994,1.7426404681958673e-09,3.646506972160878e-11
v32.26,25042000,dephasing,32,31,29-15-35-20,34-48-28-43,3.0291963746981084e-06,3.0291963747034095e-06,0.06220721738477568,1.999032331428945,1.884378773823494e-07
v32.26,25042000,dephasing,32,31,44-49-35-27,19-14-28-36,5.2608302278943667e-08,5.260830227895607e-08,0.009016765176277764,1.9999796743829206,4.743567079719852e-10
v32.26,25042000,dephasing,32,31,56-8-46-33,7-55-17-30,2.1006506161971457e-06,2.100650616195286e-06,1.0169623219105224,1.7221462295086378,2.136282528170619e-06
