version,family,metric,n_seeds,median_rho,mean_rho,min_rho,max_rho,positive_seeds,negative_seeds,zero_seeds,sign_test_p_one_sided
v32.21,dephasing,S_group,12,0.11764705882352941,0.06991583290207577,-0.5294117647058824,0.27712609970674484,10,2,0,0.019287109375
v32.21,dephasing,A_group,12,0.2604687769535967,0.2693203381059169,-0.02647058823529412,0.7764705882352941,10,2,0,0.019287109375
v32.21,dephasing,C2_group,12,0.25,0.2791885889253061,0.0029411764705882353,0.6617647058823529,12,0,0,0.000244140625
v32.21,dephasing,C_group,12,0.25,0.2791885889253061,0.0029411764705882353,0.6617647058823529,12,0,0,0.000244140625
v32.21,transverse,S_group,12,0.1632352941176471,0.18982735322868152,-0.29838709677419356,0.5747800586510263,10,2,0,0.019287109375
v32.21,transverse,A_group,12,0.2946329998274969,0.3113984963486861,-0.1323529411764706,0.8558823529411764,10,2,0,0.019287109375
v32.21,transverse,C2_group,12,0.5194281524926685,0.4433482117187051,0.03079178885630498,0.7294117647058823,12,0,0,0.000244140625
v32.21,transverse,C_group,12,0.5194281524926685,0.4433482117187051,0.03079178885630498,0.7294117647058823,12,0,0,0.000244140625
