seed,family,metric,spearman,n_pairs,n_qubits
25042009,dephasing,A_group,0.047058823529411764,16,12
25042009,dephasing,C_group,0.2441176470588235,16,12
25042009,dephasing,cross_sum,0.03529411764705882,16,12
25042009,transverse,A_group,0.7294117647058823,16,12
25042009,transverse,C_group,0.8147058823529412,16,12
25042009,transverse,cross_sum,0.5647058823529412,16,12
