seed,family,metric,spearman,n_pairs,n_qubits
25042000,dephasing,A_group,0.5735294117647058,16,12
25042000,dephasing,C_group,0.31176470588235294,16,12
25042000,dephasing,cross_sum,0.37058823529411766,16,12
25042000,transverse,A_group,0.4323529411764706,16,12
25042000,transverse,C_group,0.45,16,12
25042000,transverse,cross_sum,0.4441176470588235,16,12
