version,seed,family,target_group,partner_target_group,g,k,bar_g,bar_k,X_norm,partner_norm,anti_pair_residual,same_pair_residual,pair_sum_norm
v32.26,25042000,dephasing,32,31,1,26,62,37,3.261454278022112e-05,3.261454278023449e-05,0.039794125750415646,1.9996040676979334,1.2978672166889622e-06
v32.26,25042000,dephasing,32,31,1,27,62,36,7.237972643419518e-06,7.237972643427202e-06,0.04156150417777862,1.9995681137101164,3.00821030258447e-07
v32.26,25042000,dephasing,32,31,1,28,62,35,2.334986564637938e-06,2.3349865646410697e-06,0.04270548502098922,1.9995440084038554,9.971673376049028e-08
v32.26,25042000,dephasing,32,31,1,29,62,34,3.6249272926730876e-05,3.624927292668444e-05,0.0960139277665642,1.9976940020107465,3.4804350723776093e-06
v32.26,25042000,dephasing,32,31,1,30,62,33,0.006488821048509446,0.0064888210485082405,0.1197276018579546,1.9964131088911934,0.0007768909830234544
v32.26,25042000,dephasing,32,31,1,31,62,32,9.126834682463393e-05,9.126834682534982e-05,0.1248704762027703,1.9960980347020834,1.139672193032103e-05
v32.26,25042000,dephasing,32,31,1,33,62,30,0.0010800652403459969,0.0010800652403452592,1.8471566546303244,0.7668195962885755,0.001995049696140009
v32.26,25042000,dephasing,32,31,1,34,62,29,1.8993506826969546e-05,1.8993506826496806e-05,0.536137942529993,1.9267994463566125,1.0183139671640827e-05
v32.26,25042000,dephasing,32,31,1,35,62,28,7.1423869986075726e-06,7.142386998040205e-06,0.3733345454344283,1.9648463850559723,2.666499803441929e-06
v32.26,25042000,dephasing,32,31,1,36,62,27,0.00015085629632854291,0.0001508562963284185,0.007169071181277225,1.9999871510625007,1.0814995265231743e-06
v32.26,25042000,dephasing,32,31,1,37,62,26,0.0002502837535745298,0.00025028375357461917,0.018132585195396116,1.9999178006489926,4.538291484715309e-06
v32.26,25042000,dephasing,32,31,1,38,62,25,2.3602191087172394e-05,2.3602191087173664e-05,0.013845971474421,1.9999520716941477,3.267952645268401e-07
v32.26,25042000,dephasing,32,31,1,39,62,24,3.947267503143826e-05,3.9472675031441664e-05,0.02442659628702127,1.9998508297854332,9.641830973618101e-07
v32.26,25042000,dephasing,32,31,1,40,62,23,4.728528175304182e-06,4.728528175309664e-06,0.015263130677832174,1.9999417583612962,7.217214345356273e-08
v32.26,25042000,dephasing,32,31,1,41,62,22,1.792452585047109e-05,1.7924525850462624e-05,0.0005193369862401288,1.9999999325718,9.308869234966937e-09
v32.26,25042000,dephasing,32,31,1,42,62,21,3.693986736396383e-06,3.6939867363950272e-06,0.001186213727912051,1.9999996482238498,4.381857777438424e-09
v32.26,25042000,dephasing,32,31,1,43,62,20,5.212211223223103e-06,5.212211223224637e-06,0.013929373654025792,1.9999514925488642,7.26028376920028e-08
v32.26,25042000,dephasing,32,31,1,44,62,19,0.00010953014512605175,0.0001095301451260372,0.00040963171313359133,1.9999999580503314,4.4867020987755455e-08
v32.26,25042000,dephasing,32,31,1,45,62,18,3.388540878688991e-05,3.3885408786900866e-05,0.0006650434131065825,1.999999889428988,2.2535267914152333e-08
v32.26,25042000,dephasing,32,31,1,46,62,17,2.133234121478873e-05,2.1332341214813865e-05,0.003461767529349687,1.999997004037971,7.384760614245069e-08
v32.26,25042000,dephasing,32,31,1,47,62,16,0.000570367926169305,0.0005703679261692498,0.00033528922672209483,1.9999999718951866,1.9123822091239116e-07
v32.26,25042000,dephasing,32,31,1,48,62,15,3.2368728676071056e-07,3.2368728676085117e-07,0.00824406956052712,1.9999830087566604,2.668500507914746e-09
v32.26,25042000,dephasing,32,31,1,49,62,14,9.57269746902741e-07,9.572697469026579e-07,0.0005883123477265022,1.9999999134720567,5.631736122079061e-10
v32.26,25042000,dephasing,32,31,1,50,62,13,1.1406455563790667e-06,1.1406455563772177e-06,0.0013242137866466218,1.9999995616127926,1.5104585714343668e-09
v32.26,25042000,dephasing,32,31,1,51,62,12,2.211561852217095e-06,2.2115618522174514e-06,0.0040187605730149,1.9999959623866275,8.887737576475298e-09
v32.26,25042000,dephasing,32,31,1,52,62,11,6.110590132767695e-06,6.1105901327675895e-06,0.003960537515864966,1.9999960785317843,2.4201221464900744e-08
v32.26,25042000,dephasing,32,31,1,53,62,10,1.74446893029474e-06,1.7444689302893282e-06,0.011169666384047566,1.9999688093919017,1.9485135968728575e-08
v32.26,25042000,dephasing,32,31,1,54,62,9,7.13507054907597e-06,7.1350705490797374e-06,0.0007371520481455307,1.9999998641511818,5.259631868916984e-09
v32.26,25042000,dephasing,32,31,1,55,62,8,8.412732378025309e-05,8.412732378025215e-05,0.00028885009672234135,1.9999999791413945,2.4300185610917833e-08
