version,seed,family,target_group,partner_target_group,g,k,bar_g,bar_k,X_norm,partner_norm,anti_pair_residual,same_pair_residual,pair_sum_norm
v32.26,25042000,dephasing,34,29,26,62,37,1,5.232033196027011e-10,5.232033196866388e-10,1.9999999998395697,1.2643062285139919e-09,1.0464066392893398e-09
v32.26,25042000,dephasing,34,29,26,63,37,0,1.3017650978462928e-09,1.3017650977989709e-09,1.9999999999636477,1.1054127348229497e-09,2.6035301956452635e-09
v32.26,25042000,dephasing,34,29,27,0,36,63,3.863127229141363e-06,3.863127229112489e-06,0.1584931403854663,1.9937100903644083,6.122791662552195e-07
v32.26,25042000,dephasing,34,29,27,1,36,62,1.0505850597201545e-06,1.050585059707335e-06,0.18773823364597667,1.9911690926635737,1.972349834067147e-07
v32.26,25042000,dephasing,34,29,27,2,36,61,3.171994315525266e-06,3.1719943155276677e-06,0.017796275965186743,1.9999208215723798,5.6449686199134e-08
v32.26,25042000,dephasing,34,29,27,3,36,60,2.56675621697315e-06,2.566756216970229e-06,0.02636561457513544,1.9998262060397958,6.767410512504678e-08
v32.26,25042000,dephasing,34,29,27,4,36,59,2.54534194557796e-08,2.5453419446666136e-08,1.999999999641955,6.848583351614282e-10,5.090683890244573e-08
v32.26,25042000,dephasing,34,29,27,5,36,58,1.6990632972216072e-07,1.699063296891647e-07,1.999999999805799,5.481120227025225e-10,3.3981265941132543e-07
v32.26,25042000,dephasing,34,29,27,6,36,57,7.24489355372621e-09,7.2448935520777334e-09,1.9999999997724636,5.899760805810918e-10,1.4489787105803944e-08
v32.26,25042000,dephasing,34,29,27,7,36,56,1.7419956138190182e-08,1.7419956134668675e-08,1.9999999997978464,5.219458282558878e-10,3.483991227285886e-08
v32.26,25042000,dephasing,34,29,27,8,36,55,8.679426062888377e-08,8.679426060719227e-08,1.9999999997500812,5.251792009175986e-10,1.7358852123607604e-07
v32.26,25042000,dephasing,34,29,27,9,36,54,8.080530849606082e-08,8.080530848206295e-08,1.9999999998267706,5.795022836418767e-10,1.6161061697812378e-07
v32.26,25042000,dephasing,34,29,27,10,36,53,2.3097088439163326e-08,2.3097088434307627e-08,1.9999999997897702,5.334361457975081e-10,4.6194176873470956e-08
v32.26,25042000,dephasing,34,29,27,11,36,52,2.913455931957425e-09,2.913455930995588e-09,1.9999999996698639,6.026866486739878e-10,5.826911862953013e-09
v32.26,25042000,dephasing,34,29,27,12,36,51,3.573951837369449e-06,3.57395183737337e-06,0.027412950403070915,1.9998121237120778,9.797256446088036e-08
v32.26,25042000,dephasing,34,29,27,13,36,50,1.5700615567317112e-06,1.5700615567303733e-06,0.0006300170495691305,1.999999900768775,9.891655496140287e-10
v32.26,25042000,dephasing,34,29,27,14,36,49,2.7535425410243016e-05,2.7535425410225665e-05,0.005923632718862632,1.9999912276239842,1.6310974688791702e-07
v32.26,25042000,dephasing,34,29,27,15,36,48,5.443158333592381e-05,5.443158333586589e-05,0.011652128680863065,1.9999660566852002,6.342438133333059e-07
v32.26,25042000,dephasing,34,29,27,16,36,47,9.949939445530784e-10,9.949939442581852e-10,1.999999999703623,5.088510171834321e-10,1.9899878888112637e-09
v32.26,25042000,dephasing,34,29,27,17,36,46,1.4556069310894116e-08,1.4556069308342836e-08,1.9999999998247278,5.023190342596782e-10,2.9112138619236956e-08
v32.26,25042000,dephasing,34,29,27,18,36,45,3.4142727073292562e-09,3.4142727067343835e-09,1.999999999825769,5.336754798555694e-10,6.82854541406364e-09
v32.26,25042000,dephasing,34,29,27,19,36,44,3.0462626001969027e-09,3.0462625994349097e-09,1.9999999997498594,4.785601378185314e-10,6.0925251996318115e-09
v32.26,25042000,dephasing,34,29,27,20,36,43,3.3120335071676104e-06,3.312033507165942e-06,0.02085267554252127,1.9998912885256297,6.906476011092497e-08
v32.26,25042000,dephasing,34,29,27,21,36,42,1.2457230749581675e-06,1.2457230749578078e-06,0.008725250858616992,1.9999809674085147,1.0869246329377752e-08
v32.26,25042000,dephasing,34,29,27,22,36,41,1.4755096399492132e-05,1.475509639948463e-05,0.00921421378169246,1.999978774452957,1.359566125944012e-07
v32.26,25042000,dephasing,34,29,27,23,36,40,1.2028958605126243e-06,1.2028958605050542e-06,0.1469441639284237,1.9945945484389063,1.7675852651598934e-07
v32.26,25042000,dephasing,34,29,27,24,36,39,1.894291796428897e-10,1.8942917956337765e-10,1.9999999995802547,1.318698971156619e-09,3.7885835920626737e-10
v32.26,25042000,dephasing,34,29,27,25,36,38,1.371158743496297e-09,1.3711587433609176e-09,1.9999999999012665,3.6217083434108436e-10,2.742317486857215e-09
v32.26,25042000,dephasing,34,29,27,26,36,37,1.3924428584647908e-09,1.3924428582702422e-09,1.9999999998602827,5.851479998331208e-10,2.784885716735033e-09
v32.26,25042000,dephasing,34,29,27,27,36,36,1.0300514754606755e-19,1.838884546871594e-19,0.9374728864132374,1.322377023979746,1.7239044039364115e-19
v32.26,25042000,dephasing,34,29,27,28,36,35,4.9922258280289064e-05,4.9922258280238364e-05,0.08663997140618668,1.9981224975838374,4.3252630299365105e-06
v32.26,25042000,dephasing,34,29,27,29,36,34,1.0934854037706504e-06,1.09348540377007e-06,0.030046912264818624,1.9997742830282688,3.28558599899565e-08
v32.26,25042000,dephasing,34,29,27,30,36,33,4.646399708594856e-06,4.646399708592781e-06,0.07126876985255635,1.998729787250372,3.311431914748317e-07
v32.26,25042000,dephasing,34,29,27,31,36,32,4.4218034858986834e-05,4.421803485900731e-05,0.017764636742331263,1.9999211028637007,7.855173267300059e-07
v32.26,25042000,dephasing,34,29,27,32,36,31,8.661590734322655e-09,8.66159073436343e-09,1.9999999999952927,1.5334367529661628e-10,1.7323181468686088e-08
v32.26,25042000,dephasing,34,29,27,33,36,30,6.85635229644276e-11,6.856352124947362e-11,1.9999999749873696,6.898706177727656e-08,1.3712704421390112e-10
v32.26,25042000,dephasing,34,29,27,35,36,28,6.81032470164617e-07,6.810324701640949e-07,1.9999999999992335,2.4390886422143034e-11,1.362064940328712e-06
v32.26,25042000,dephasing,34,29,27,36,36,27,4.652450042459658e-06,4.652450042449589e-06,0.006645313668999227,1.9999889599189251,3.09169898614932e-08
v32.26,25042000,dephasing,34,29,27,37,36,26,2.237752401003845e-05,2.237752400997978e-05,0.02403025088880356,1.999855631547371,5.377375162314495e-07
v32.26,25042000,dephasing,34,29,27,38,36,25,4.2957430671987726e-05,4.295743067193473e-05,0.006211305158805158,1.9999903548975655,2.6682171074193226e-07
v32.26,25042000,dephasing,34,29,27,39,36,24,6.313237325980754e-06,6.313237326015085e-06,0.009846765387013168,1.9999757601505228,6.216496678180491e-08
v32.26,25042000,dephasing,34,29,27,40,36,23,1.5012104587996069e-09,1.5012104579682726e-09,1.9999999994462236,1.6108994584820489e-09,3.002420916767879e-09
v32.26,25042000,dephasing,34,29,27,41,36,22,7.377727598363723e-10,7.377727592621054e-10,1.9999999992216206,1.5516546613088078e-09,1.4755455190984776e-09
v32.26,25042000,dephasing,34,29,27,42,36,21,1.436291440535102e-10,1.4362914392544993e-10,1.9999999991083963,1.6243309812522898e-09,2.8725828797896014e-10
v32.26,25042000,dephasing,34,29,27,43,36,20,6.942454968284242e-11,6.942454965301642e-11,1.9999999995703823,1.616089496498385e-09,1.3884909933585882e-10
v32.26,25042000,dephasing,34,29,27,44,36,19,1.0126030924723029e-05,1.0126030924717096e-05,0.005380496439121493,1.9999927625508358,5.4483073332906374e-08
v32.26,25042000,dephasing,34,29,27,45,36,18,2.855130334452004e-06,2.855130334451198e-06,0.0010338193794780987,1.9999997328040724,2.951689070692267e-09
v32.26,25042000,dephasing,34,29,27,46,36,17,1.2034909163890637e-05,1.2034909163898766e-05,0.0473261639215589,1.9994399801458826,5.695660838717444e-07
v32.26,25042000,dephasing,34,29,27,47,36,16,4.013759950016145e-05,4.013759950013454e-05,0.0008632155194001365,1.9999998137140624,3.4647398800006525e-08
v32.26,25042000,dephasing,34,29,27,48,36,15,1.0390714905025201e-09,1.0390714901297448e-09,1.999999999641242,8.556316965695165e-10,2.078142980632265e-09
v32.26,25042000,dephasing,34,29,27,49,36,14,2.810038403590252e-09,2.8100384023592654e-09,1.9999999995619324,8.113649297214112e-10,5.620076805949517e-09
v32.26,25042000,dephasing,34,29,27,50,36,13,2.9147689740253367e-09,2.9147689728109446e-09,1.9999999995833657,8.286316981696701e-10,5.8295379468362805e-09
v32.26,25042000,dephasing,34,29,27,51,36,12,9.727767903578494e-09,9.727767900860796e-09,1.9999999997206246,8.561691824136124e-10,1.945553580443929e-08
v32.26,25042000,dephasing,34,29,27,52,36,11,3.941923953947963e-06,3.941923953944396e-06,0.0046492005245861966,1.9999945962254155,1.8326794914573766e-08
v32.26,25042000,dephasing,34,29,27,53,36,10,1.3752504417521425e-05,1.3752504417507471e-05,0.007829872813594534,1.9999846732131883,1.0768036045758974e-07
v32.26,25042000,dephasing,34,29,27,54,36,9,4.568985396460174e-06,4.5689853964579574e-06,0.0032056504972074952,1.9999974309490876,1.4646570307896341e-08
v32.26,25042000,dephasing,34,29,27,55,36,8,1.2256217201756852e-05,1.225621720174263e-05,0.00835050269334535,1.9999825671990559,1.0234557475349622e-07
v32.26,25042000,dephasing,34,29,27,56,36,7,1.3380824308899853e-05,1.3380824308892558e-05,0.005037749125698426,1.9999936552603272,6.740923596328447e-08
v32.26,25042000,dephasing,34,29,27,57,36,6,3.6517892997670423e-06,3.651789299759376e-06,0.004886101412040332,1.999994031492243,1.784301285406552e-08
v32.26,25042000,dephasing,34,29,27,58,36,5,2.555607772459739e-06,2.5556077724571017e-06,0.006845704668058835,1.9999882840465517,1.7494936057655076e-08
v32.26,25042000,dephasing,34,29,27,59,36,4,1.396691432019321e-06,1.3966914320168955e-06,0.018927966342275133,1.9999104310151492,2.6436528415805766e-08
v32.26,25042000,dephasing,34,29,27,60,36,3,4.49614715005298e-09,4.496147148148899e-09,1.9999999995765085,8.636169122445785e-10,8.99229429820188e-09
v32.26,25042000,dephasing,34,29,27,61,36,2,2.020323613993232e-08,2.0203236135026324e-08,1.9999999997571678,8.517634475020028e-10,4.0406472274958644e-08
v32.26,25042000,dephasing,34,29,27,62,36,1,1.2574670151204663e-09,1.2574670148432272e-09,1.9999999997795257,1.0391080464300555e-09,2.5149340299636935e-09
v32.26,25042000,dephasing,34,29,27,63,36,0,1.2250576905470172e-09,1.2250576900551698e-09,1.999999999598511,9.292731664190542e-10,2.450115380602187e-09
v32.26,25042000,dephasing,34,29,28,0,35,63,0.0005841255295702836,0.0005841255295704306,0.2273152512823738,1.9870399534315928,0.0001327806415347521
v32.26,25042000,dephasing,34,29,28,1,35,62,0.0001574839795261084,0.00015748397952586912,0.2355946676862063,1.9860753139173117,3.710238582235482e-05
v32.26,25042000,dephasing,34,29,28,2,35,61,0.004209476894235382,0.004209476894234178,0.044572473144962495,1.9995032619719826,0.0001876267958226467
v32.26,25042000,dephasing,34,29,28,3,35,60,0.003981762506526685,0.003981762506524699,0.060736443218317344,1.999077558391168,0.00024183809238648296
v32.26,25042000,dephasing,34,29,28,4,35,59,0.014559627298415657,0.014559627298415142,0.022546505506174135,1.9998729097343455,0.00032826871705157187
v32.26,25042000,dephasing,34,29,28,5,35,58,0.015583388605657363,0.015583388605655911,0.03302914723967008,1.9997272502599563,0.000514706036749254
v32.26,25042000,dephasing,34,29,28,6,35,57,0.024074385238811336,0.02407438523880966,0.01856912809466541,1.999913795012556,0.0004470403432998098
v32.26,25042000,dephasing,34,29,28,7,35,56,0.022808342003706832,0.02280834200370524,0.007536539874073166,1.9999858000912025,0.0001718959789724344
v32.26,25042000,dephasing,34,29,28,8,35,55,0.0008910130246672637,0.0008910130246675438,0.2824035564239392,1.9799616742042898,0.00025162524698616546
v32.26,25042000,dephasing,34,29,28,9,35,54,0.0016076163448211758,0.0016076163448216013,0.2586871230885362,1.983199680402132,0.0004158696472720082
v32.26,25042000,dephasing,34,29,28,10,35,53,0.005472339800811283,0.005472339800810518,0.021515357453383017,1.9998842689998575,0.00011773934692082958
v32.26,25042000,dephasing,34,29,28,11,35,52,0.0037336955364798193,0.0037336955364792365,0.007975130306236233,1.9999840992607851,2.977670842723916e-05
v32.26,25042000,dephasing,34,29,28,12,35,51,0.006924781966357384,0.006924781966357461,0.005302815249233282,1.999992970025242,3.6720839408815975e-05
v32.26,25042000,dephasing,34,29,28,13,35,50,0.0007852740539149374,0.0007852740539147292,0.06508450843830035,1.9989407211721624,5.1109175788405074e-05
v32.26,25042000,dephasing,34,29,28,14,35,49,0.01734916792533541,0.017349167925335758,0.01717264653293924,1.9999262736938515,0.0002979311284223978
v32.26,25042000,dephasing,34,29,28,15,35,48,0.011081270383899519,0.011081270383899094,0.009761979824616763,1.9999761757955397,0.00010817513791875034
v32.26,25042000,dephasing,34,29,28,16,35,47,0.007539272994796808,0.007539272994795631,0.0029314110651704932,1.9999978517059815,2.2100708280288446e-05
v32.26,25042000,dephasing,34,29,28,17,35,46,0.02772118995298224,0.027721189952982644,0.005669733588489286,1.999991963514098,0.00015717176178931742
v32.26,25042000,dephasing,34,29,28,18,35,45,0.005167513217915947,0.005167513217914739,0.03338444101712612,1.9997213503628544,0.00017251454022873454
v32.26,25042000,dephasing,34,29,28,19,35,44,0.024735444747672815,0.024735444747672426,0.006789386334398985,1.9999884760250841,0.00016793849054513095
v32.26,25042000,dephasing,34,29,28,20,35,43,0.0002997762116348801,0.0002997762116348752,0.04537997353963681,1.999485098219408,1.3603836551803424e-05
v32.26,25042000,dephasing,34,29,28,21,35,42,0.0003649770009259501,0.0003649770009258467,0.016885421809236946,1.9999287193620654,6.1627906113049315e-06
v32.26,25042000,dephasing,34,29,28,22,35,41,0.006593784243586763,0.006593784243586797,0.006755042271798551,1.9999885923184377,4.4541291296548046e-05
v32.26,25042000,dephasing,34,29,28,23,35,40,0.007919609928982725,0.007919609928982626,0.003910508579464713,1.9999961769769963,3.0969702573300875e-05
v32.26,25042000,dephasing,34,29,28,24,35,39,0.0014141180357465633,0.0014141180357466396,0.04568429450164137,1.9994781682318192,6.46029848051321e-05
v32.26,25042000,dephasing,34,29,28,25,35,38,0.0015804160129818201,0.0015804160129839638,0.07553804532118058,1.9985729918378339,0.00011938153641510217
v32.26,25042000,dephasing,34,29,28,26,35,37,7.997927077435887e-05,7.997927077431755e-05,0.04212190692278657,1.9995563870406659,3.3688793993098882e-06
v32.26,25042000,dephasing,34,29,28,27,35,36,4.992225828028192e-05,4.9922258280243093e-05,0.08663997140736776,1.9981224975840246,4.325263029994854e-06
v32.26,25042000,dephasing,34,29,28,28,35,35,1.7868426764186565e-13,1.5135876029290945e-13,1.4657013285701646,1.134366623316255,2.6189776847726935e-13
v32.26,25042000,dephasing,34,29,28,29,35,34,0.00010430012579513322,0.00010430012579492543,0.526552070365322,1.9294410893276903,5.4919447176790924e-05
v32.26,25042000,dephasing,34,29,28,30,35,33,2.339879126895488e-06,2.3398791271017947e-06,1.3125034385036567,1.509084067758784,3.0710994000040404e-06
v32.26,25042000,dephasing,34,29,28,31,35,32,7.345650897845966e-06,7.345650892779977e-06,1.9283552573143976,0.5305148431752781,1.4165024527257493e-05
v32.26,25042000,dephasing,34,29,28,32,35,31,0.00021233037146406328,0.00021233037146436875,0.23407901005826184,1.9862545197039552,4.970208315768245e-05
v32.26,25042000,dephasing,34,29,28,33,35,30,3.844530105413517e-06,3.844530034754587e-06,0.9406320270209038,1.7649961235725766,3.6162881459980052e-06
v32.26,25042000,dephasing,34,29,28,35,35,28,0.04854197804580739,0.04854197804594194,1.9894669661966766,0.20499070808479497,0.09657266179624578
v32.26,25042000,dephasing,34,29,28,36,35,27,3.8619377560655914e-05,3.861937756050908e-05,0.005143597076628686,1.9999933858375396,1.9864251752220924e-07
v32.26,25042000,dephasing,34,29,28,37,35,26,5.7665227923763966e-05,5.766522792369098e-05,0.02249091380321578,1.9998735356995034,1.296943670676167e-06
v32.26,25042000,dephasing,34,29,28,38,35,25,0.003006334481825889,0.0030063344818264423,0.00789180541672915,1.999984429791024,2.3725406748177536e-05
v32.26,25042000,dephasing,34,29,28,39,35,24,0.0028093312350264683,0.0028093312350234855,0.017239276106948396,1.9999257004586601,4.843083683649562e-05
v32.26,25042000,dephasing,34,29,28,40,35,23,0.00987500608004487,0.009875006080044667,0.0038676548777571806,1.9999962603079195,3.819311543336736e-05
v32.26,25042000,dephasing,34,29,28,41,35,22,0.008457187482337519,0.008457187482337659,0.004334009616045563,1.9999953040846326,3.665353187315158e-05
v32.26,25042000,dephasing,34,29,28,42,35,21,0.00026753281376693075,0.00026753281376672486,0.05084675992125366,1.9993535472753268,1.3603176752664595e-05
v32.26,25042000,dephasing,34,29,28,43,35,20,0.0005311637761682713,0.0005311637761684575,0.010550834529873874,1.9999721697787,5.604221110616359e-06
v32.26,25042000,dephasing,34,29,28,44,35,19,0.024305471725272886,0.02430547172527268,0.00610714674380016,1.9999906756679182,0.00014843708250352716
v32.26,25042000,dephasing,34,29,28,45,35,18,0.0011782495083040097,0.0011782495083039676,0.12551229473492143,1.9960577806942945,0.0001478847995575291
v32.26,25042000,dephasing,34,29,28,46,35,17,0.03704586464710963,0.037045864647108545,0.002165866092557709,1.9999988272556444,8.02363821086571e-05
v32.26,25042000,dephasing,34,29,28,47,35,16,0.013497440685264829,0.013497440685263857,0.004777369507700113,1.9999942941769355,6.448226156177511e-05
v32.26,25042000,dephasing,34,29,28,48,35,15,0.012923094171937816,0.012923094171937521,0.016584061331686616,1.9999312410454655,0.00021431738634257862
v32.26,25042000,dephasing,34,29,28,49,35,14,0.020031177729950864,0.02003117772995131,0.006728588611854058,1.9999886814917738,0.00013478155435577498
v32.26,25042000,dephasing,34,29,28,50,35,13,0.0003701873558631805,0.0003701873558631741,0.10831448385087779,1.997064839355009,4.0096652378441616e-05
v32.26,25042000,dephasing,34,29,28,51,35,12,0.007135517297911595,0.0071355172979117,0.005398419754540553,1.9999927142527534,3.852051753991235e-05
v32.26,25042000,dephasing,34,29,28,52,35,11,0.005228023874826791,0.005228023874826731,0.014096877652656475,1.999950318893047,7.36988129286003e-05
v32.26,25042000,dephasing,34,29,28,53,35,10,0.006324457002209216,0.006324457002209484,0.007617407825740618,1.9999854937218537,4.817596826219057e-05
v32.26,25042000,dephasing,34,29,28,54,35,9,0.0017463324018225843,0.0017463324018244845,0.1173957078965751,1.996551589056268,0.0002050119285349116
v32.26,25042000,dephasing,34,29,28,55,35,8,0.0016593204115251787,0.0016593204115248278,0.23905864859053222,1.985661341350338,0.000396674895157895
v32.26,25042000,dephasing,34,29,28,56,35,7,0.023025122465580736,0.02302512246557686,0.01321048897027821,1.999956370269235,0.00030417312637085934
v32.26,25042000,dephasing,34,29,28,57,35,6,0.023930397201914658,0.02393039720191144,0.00955638804275741,1.9999771687314432,0.0002286881616788126
v32.26,25042000,dephasing,34,29,28,58,35,5,0.01723331429776246,0.01723331429775836,0.016218607055050415,1.9999342381149041,0.00027950035285159144
v32.26,25042000,dephasing,34,29,28,59,35,4,0.014819156429150937,0.014819156429144683,0.04051779111795256,1.9995895350299357,0.0006004394847406014
v32.26,25042000,dephasing,34,29,28,60,35,3,0.004243194213131723,0.0042431942131318885,0.03303674540599603,1.99972712474798,0.00014018132692743385
v32.26,25042000,dephasing,34,29,28,61,35,2,0.004708532577504137,0.004708532577503803,0.061536385479625644,1.9990530941577864,0.0002897460757326699
v32.26,25042000,dephasing,34,29,28,62,35,1,0.00034516979329751187,0.00034516979329723654,0.23915187277890257,1.9856501156405055,8.254800249380666e-05
v32.26,25042000,dephasing,34,29,28,63,35,0,0.00041899536222996724,0.0004189953622300926,0.18918948511634504,1.9910317272008036,7.926951684644771e-05
v32.26,25042000,dephasing,34,29,29,0,34,63,2.7764331417602003e-06,2.7764331415909436e-06,0.4181141931902148,1.9558068721653088,1.1608661030136395e-06
v32.26,25042000,dephasing,34,29,29,1,34,62,1.474738963832645e-06,1.4747389637394632e-06,0.4693093030337212,1.9441576010790023,6.921087152729708e-07
v32.26,25042000,dephasing,34,29,29,2,34,61,6.177546383062415e-05,6.17754638310781e-05,0.044845822889587085,1.9994971498204148,2.7703715098906213e-06
v32.26,25042000,dephasing,34,29,29,3,34,60,2.9090791018301937e-05,2.909079101850883e-05,0.0626560464281329,1.9990183140275497,1.822713952686801e-06
v32.26,25042000,dephasing,34,29,29,4,34,59,7.096702005036012e-05,7.096702004994733e-05,0.04857713590730384,1.999409978429581,3.4473745779227e-06
v32.26,25042000,dephasing,34,29,29,5,34,58,0.0003295347343655335,0.00032953473436457076,0.018975343578378635,1.9999099820552917,6.253034805595735e-06
v32.26,25042000,dephasing,34,29,29,6,34,57,0.0001957066561397383,0.00019570665613951173,0.011195616373719814,1.999968664296864,2.1910566439240075e-06
v32.26,25042000,dephasing,34,29,29,7,34,56,0.00029192691284966703,0.000291926912848928,0.015488378301070891,1.999940026632668,4.521474462479396e-06
v32.26,25042000,dephasing,34,29,29,8,34,55,4.6109962454593005e-06,4.610996244940692e-06,1.2968063826668728,1.5225942353183175,5.979569361564607e-06
v32.26,25042000,dephasing,34,29,29,9,34,54,1.0691065341351843e-05,1.0691065341047466e-05,0.1715547902362505,1.992628654273825,1.8341034720376631e-06
v32.26,25042000,dephasing,34,29,29,10,34,53,0.00012348344801104986,0.00012348344801087953,0.00919487958451293,1.9999788634342885,1.1354154351420662e-06
v32.26,25042000,dephasing,34,29,29,11,34,52,1.8306553403732454e-05,1.8306553403695367e-05,0.016826224794590772,1.999929218285252,3.080301827853831e-07
v32.26,25042000,dephasing,34,29,29,12,34,51,8.287164052574118e-05,8.28716405257992e-05,0.005360289482694282,1.9999928168105656,4.4421598312406267e-07
v32.26,25042000,dephasing,34,29,29,13,34,50,8.265631821167167e-06,8.265631821249917e-06,0.06666175855112241,1.9988887437540954,5.510015527406362e-07
v32.26,25042000,dephasing,34,29,29,14,34,49,0.00013316151366309572,0.00013316151366274902,0.017403222768674634,1.9999242805233526,2.317439486492766e-06
v32.26,25042000,dephasing,34,29,29,15,34,48,0.00017717240228881632,0.00017717240228859257,0.009845232238232427,1.9999757677024799,1.744303446738939e-06
v32.26,25042000,dephasing,34,29,29,16,34,47,4.8061234772383635e-05,4.806123477234616e-05,0.0062899531676564695,1.99999010909705,3.023029158980357e-07
v32.26,25042000,dephasing,34,29,29,17,34,46,0.00045693678290588424,0.000456936782905714,0.0026428948372754935,1.999998253775585,1.2076358645032345e-06
v32.26,25042000,dephasing,34,29,29,18,34,45,8.424965205454949e-06,8.424965205235237e-06,0.20007953826072988,1.9899668786854365,1.6856631481701413e-06
v32.26,25042000,dephasing,34,29,29,19,34,44,0.00022837077586016237,0.00022837077586040368,0.008088438103379012,1.9999836442243277,1.8471628851675169e-06
v32.26,25042000,dephasing,34,29,29,20,34,43,4.988958093417897e-06,4.98895809344617e-06,0.0450287044524964,1.9994930396859751,2.246463195156775e-07
v32.26,25042000,dephasing,34,29,29,21,34,42,2.912909818115774e-06,2.912909818121792e-06,0.016782582129481825,1.9999295849926326,4.888614825840294e-08
v32.26,25042000,dephasing,34,29,29,22,34,41,6.214897548261998e-05,6.214897548267683e-05,0.006826738825842903,1.9999883488743988,4.242748239139486e-07
v32.26,25042000,dephasing,34,29,29,23,34,40,9.10505506679844e-05,9.10505506680273e-05,0.0038749686277556516,1.9999962461505392,3.5281802737848216e-07
v32.26,25042000,dephasing,34,29,29,24,34,39,3.946288975222371e-05,3.946288975189009e-05,0.07708879492043394,1.9985137772014232,3.0421466150768677e-06
v32.26,25042000,dephasing,34,29,29,25,34,38,7.949769750927732e-06,7.949769750890701e-06,0.03559825318752177,1.999683165991894,2.829979163760273e-07
v32.26,25042000,dephasing,34,29,29,26,34,37,1.832644255269264e-07,1.8326442552884618e-07,0.13022010738415937,1.9957561783922793,2.386471317206263e-08
v32.26,25042000,dephasing,34,29,29,27,34,36,1.093485403770681e-06,1.0934854037704602e-06,0.030046912335510167,1.9997742830275356,3.2855860067257594e-08
v32.26,25042000,dephasing,34,29,29,28,34,35,0.00010430012580296814,0.00010430012580414797,0.5265520709183248,1.9294410891671132,5.4919447239215924e-05
v32.26,25042000,dephasing,34,29,29,29,34,34,1.6109344434619524e-17,1.8102121147307524e-17,1.497785616930885,1.157814637463721,2.711309669037762e-17
v32.26,25042000,dephasing,34,29,29,30,34,33,1.5434504295070756e-10,1.5434505046915956e-10,0.7160619548874299,1.867419364233675,1.1052061856614542e-10
v32.26,25042000,dephasing,34,29,29,31,34,32,1.1130091114351243e-06,1.1130091114108708e-06,0.583021250476374,1.9131351811635793,6.48907963940504e-07
v32.26,25042000,dephasing,34,29,29,32,34,31,7.091800528733527e-06,7.091800528868139e-06,1.3744989902505518,1.4528429115786357,9.747672665987586e-06
v32.26,25042000,dephasing,34,29,29,33,34,30,1.2643146907255666e-09,1.2643146490598623e-09,1.5825928754040035,1.2228653478203617,2.000895421810898e-09
v32.26,25042000,dephasing,34,29,29,35,34,28,0.05708600206873329,0.05708600206885846,1.9894618950528564,0.2050399183669538,0.11357042585690243
v32.26,25042000,dephasing,34,29,29,36,34,27,1.9034272451723798e-06,1.9034272451689933e-06,0.005463134992938523,1.9999925385233148,1.0398679989613801e-08
v32.26,25042000,dephasing,34,29,29,37,34,26,3.164108095492861e-07,3.1641080955486924e-07,0.024775594981391535,1.999846536567928,7.83926606526565e-09
v32.26,25042000,dephasing,34,29,29,38,34,25,1.3299651526558648e-05,1.3299651526517576e-05,0.008298054443832312,1.9999827854959389,1.1036123245138118e-07
v32.26,25042000,dephasing,34,29,29,39,34,24,6.558994811235429e-05,6.55899481117989e-05,0.0185759983619368,1.99991373120217,1.218398768694613e-06
v32.26,25042000,dephasing,34,29,29,40,34,23,0.00011414063413623976,0.0001141406341362976,0.0024057046780443323,1.9999985531452205,2.745886574966378e-07
v32.26,25042000,dephasing,34,29,29,41,34,22,7.774057107655585e-05,7.774057107661977e-05,0.004259847650488911,1.9999954634185313,3.311629890484049e-07
v32.26,25042000,dephasing,34,29,29,42,34,21,3.6222890385515505e-06,3.6222890385594897e-06,0.010616421155581146,1.99997182269978,3.845574598059266e-08
v32.26,25042000,dephasing,34,29,29,43,34,20,6.189888663724848e-06,6.18988866376103e-06,0.02862914677026727,1.9997950824851594,1.772112310464281e-07
v32.26,25042000,dephasing,34,29,29,44,34,19,0.0002607823029150394,0.0002607823029153341,0.00617330494533751,1.9999904725526898,1.6098886802437363e-06
v32.26,25042000,dephasing,34,29,29,45,34,18,9.59432670828372e-06,9.594326708020333e-06,0.15323757810283228,1.9941209202421428,1.4702113883047162e-06
v32.26,25042000,dephasing,34,29,29,46,34,17,0.0005205532052080023,0.0005205532052078232,0.0020272262753725048,1.9999989725877994,1.0552791353270376e-06
v32.26,25042000,dephasing,34,29,29,47,34,16,5.471449543115595e-05,5.4714495431105203e-05,0.00483174128583631,1.999994163559593,2.6436628650841835e-07
v32.26,25042000,dephasing,34,29,29,48,34,15,0.00019566779105159834,0.00019566779105130856,0.008056030106832883,1.999983775027436,1.576305615649162e-06
v32.26,25042000,dephasing,34,29,29,49,34,14,0.00014700117104147017,0.0001470011710411396,0.014252602431637154,1.9999492151839584,2.095149247839167e-06
v32.26,25042000,dephasing,34,29,29,50,34,13,9.107706423069834e-06,9.107706423148244e-06,0.054793595910196335,1.9992492745560253,4.990439854186845e-07
v32.26,25042000,dephasing,34,29,29,51,34,12,9.129730260307409e-05,9.129730260314684e-05,0.004408492852952605,1.9999951412909929,4.0248350601982407e-07
v32.26,25042000,dephasing,34,29,29,52,34,11,1.9925671984812992e-05,1.9925671984758995e-05,0.014185332596996067,1.9999496934493812,2.8265228432321907e-07
v32.26,25042000,dephasing,34,29,29,53,34,10,0.00013437606410588996,0.00013437606410572717,0.007755193536624302,1.999984964185572,1.0421123838310108e-06
