version,seed,family,order,g_minus,g_plus,E_abs,prominence,A_group,C_group,R_response,D_response,response_label_R,response_label_D,h2
v32.19,25042002,transverse,2,31,32,1.010637486580221,-0.14368580372395298,0.020894613967587766,0.3123960442402227,110847.66490847553,1743432.0078246924,R2_E,D2_E,0.001
v32.19,25042003,dephasing,1,0,63,4.724892247479305,0.006263132399371263,0.8701419463510047,0.9691353455922449,0.09657019985423279,5.687724596858956e-15,R1_E,D1_E,
v32.19,25042003,dephasing,1,1,62,4.661007947826044,-0.09033889560942568,0.6928384306890272,0.8775429546699358,0.07675356351488395,9.011237936396022e-15,R1_E,D1_E,
v32.19,25042003,dephasing,1,2,61,4.483076472080585,0.23248662482851667,0.8421445833231402,0.9602618420512291,0.13971099207395962,9.17668718791731e-15,R1_E,D1_E,
v32.19,25042003,dephasing,1,3,60,4.432000767082195,-0.026173354149252065,0.5134106515868262,0.7530700960290392,0.18169374651755127,3.984659824318726e-15,R1_E,D1_E,
v32.19,25042003,dephasing,1,4,59,3.5587695209528842,0.10135983853917396,0.43807464028058485,0.7278446523015418,0.15559094846748117,1.56472057533108e-15,R1_E,D1_E,
v32.19,25042003,dephasing,1,5,58,3.4013697005823573,0.14637306918129817,0.3044717271819416,0.5946907219327662,0.10042419511107721,2.6229018956769323e-15,R1_E,D1_E,
v32.19,25042003,dephasing,1,6,57,3.0219591345768237,-0.004068005577260975,0.40239285925763735,0.7021766027308842,0.9666133718354104,1.0130785099704553e-14,R1_E,D1_E,
v32.19,25042003,dephasing,1,7,56,2.928128652892331,0.0035321928558358084,0.017436321818025215,0.30798206116737703,0.15272177875090992,5.682086745562032e-15,R1_E,D1_E,
v32.19,25042003,dephasing,1,8,55,2.8157325520582783,-0.355476622738803,-0.08836930010304679,0.08141985630113976,0.23957747843550928,4.773091644150185e-15,R1_E,D1_E,
v32.19,25042003,dephasing,1,9,54,2.7410731723581874,-0.03246887068442604,-0.02935657442370959,0.17920675898725957,0.13763484780082275,8.777700788442644e-15,R1_E,D1_E,
v32.19,25042003,dephasing,1,10,53,2.6257432392042195,0.43564229103240915,0.3007575882660315,0.8400209592733465,3.9655133292031284,1.5147882947985636e-12,R1_E,D1_E,
v32.19,25042003,dephasing,1,11,52,2.5876306236274904,0.1825166972924212,-0.28809006658151654,0.41231120776277463,6.400834410752756,4.072298054325074e-13,R1_E,D1_E,
v32.19,25042003,dephasing,1,12,51,2.5597906793351095,-0.07416129901527307,-0.05806917758076825,0.06337224881713674,1.039404601271249,1.214306433183765e-14,R1_E,D1_E,
v32.19,25042003,dephasing,1,13,50,2.4884652205054385,0.10843057678297427,-0.041920441953322535,0.18623064725697003,0.4193351495453696,3.9300160348254565e-15,R1_E,D1_E,
v32.19,25042003,dephasing,1,14,49,2.370949853446962,0.0006155029789442767,-0.035532118222438666,0.13183436807822263,0.3701489499906283,1.0720157400667674e-14,R1_E,D1_E,
v32.19,25042003,dephasing,1,15,48,2.333649028464805,-0.07385146974627887,-0.04182247984178718,0.1072718523844487,0.8282550421813042,7.713447935930873e-15,R1_E,D1_E,
v32.19,25042003,dephasing,1,16,47,1.7681813662088435,0.19549449138789798,0.019032209868535627,0.43971664439597724,2.486264782416594,7.946421298754558e-14,R1_E,D1_E,
v32.19,25042003,dephasing,1,17,46,1.7280811260863846,-0.14162345090108633,0.004032133963949041,0.3970055190361359,0.5385393966730492,1.4311468676808659e-13,R1_E,D1_E,
v32.19,25042003,dephasing,1,18,45,1.3779438672080624,0.07379860094953111,0.2509985121736177,0.5883993986028144,1.1964503777534004,1.0574874309554616e-14,R1_E,D1_E,
v32.19,25042003,dephasing,1,19,44,1.3187147227440374,0.1565481107059586,-0.0350804865640115,0.24417408781005098,4.911065888153243,2.3908652835302746e-13,R1_E,D1_E,
v32.19,25042003,dephasing,1,20,43,1.2539248944789696,-0.15487241532315354,0.004033932926552897,0.4782762916995611,1.6977669435165315,8.1583628741555e-12,R1_E,D1_E,
v32.19,25042003,dephasing,1,21,42,1.2417701202442704,-0.19640766207723298,0.1137028680625623,0.5630849566610878,16.56652243110512,8.529177364380303e-12,R1_E,D1_E,
v32.19,25042003,dephasing,1,22,41,0.8600111801606564,0.18989406319485752,0.16994778418907913,0.46570485411838436,2.4091913954358533,4.7906123512575505e-14,R1_E,D1_E,
v32.19,25042003,dephasing,1,23,40,0.8145035922143163,0.22541680263899175,0.1876982680385385,0.6021227518831477,3.0966802692893642,1.238009694759512e-12,R1_E,D1_E,
v32.19,25042003,dephasing,1,24,39,0.7924503337364146,-0.18986863686085914,-0.1724497483079734,0.029545604512687132,3.5522757944118357,8.479328350574633e-14,R1_E,D1_E,
v32.19,25042003,dephasing,1,25,38,0.7304564375567955,-0.12069684910514648,-0.13066029828277154,0.03599020751412403,1.9472990578969862,2.7783331191244542e-14,R1_E,D1_E,
v32.19,25042003,dephasing,1,26,37,0.6282295770767102,0.20303041384811155,-0.017168410016122643,0.2704204149394837,0.21987477163218772,1.3404208298872788e-14,R1_E,D1_E,
v32.19,25042003,dephasing,1,27,36,0.5285923407155396,0.03208575166444057,-0.04750499290812847,0.11697988528839531,0.4630706269382542,2.0539125955565396e-15,R1_E,D1_E,
v32.19,25042003,dephasing,1,28,35,0.35604626522311367,0.08763226807158375,0.3268804281847544,0.708386340423035,2.2467433600724425,7.494560527732119e-13,R1_E,D1_E,
v32.19,25042003,dephasing,1,29,34,0.31452673465979314,-0.008167163721745183,-0.21972378692960737,0.12150111052162232,6.859914335962172,4.785616347646737e-13,R1_E,D1_E,
v32.19,25042003,dephasing,1,30,33,0.2812510284738395,0.16561927024733597,0.04915793298050461,0.49464989478208066,2.586193392315032,7.650546862691954e-13,R1_E,D1_E,
v32.19,25042003,dephasing,1,31,32,0.22261710284152597,-0.1109050420586179,-0.03414024052837824,0.20039719028056385,1.3974914207735991,6.813993813636898e-15,R1_E,D1_E,
v32.19,25042003,transverse,2,0,63,4.724892247479305,0.006263132399371263,0.766390792114822,0.9225330230846622,24.06852239154427,88.83252811379509,R2_E,D2_E,0.001
v32.19,25042003,transverse,2,1,62,4.661007947826044,-0.09033889560942568,0.1007033140057412,0.4403661725414379,5.826029124342285,9.169566521966914,R2_E,D2_E,0.001
v32.19,25042003,transverse,2,2,61,4.483076472080585,0.23248662482851667,0.773579555419422,0.9175662020931634,7.784228404054031,24.455822592065836,R2_E,D2_E,0.001
v32.19,25042003,transverse,2,3,60,4.432000767082195,-0.026173354149252065,0.16952715524928655,0.4825669901883785,2.7958502929147624,6.332062807155406,R2_E,D2_E,0.001
v32.19,25042003,transverse,2,4,59,3.5587695209528842,0.10135983853917396,0.499559328930067,0.7685441809218667,3.763545528263501,13.437179742744238,R2_E,D2_E,0.001
v32.19,25042003,transverse,2,5,58,3.4013697005823573,0.14637306918129817,0.5415266824696743,0.7946158627255762,6.099815627524476,25.95303367869395,R2_E,D2_E,0.001
v32.19,25042003,transverse,2,6,57,3.0219591345768237,-0.004068005577260975,0.2504991653542088,0.5922561977324459,44.743160380214796,298.0202582870313,R2_E,D2_E,0.001
v32.19,25042003,transverse,2,7,56,2.928128652892331,0.0035321928558358084,0.12176126740317106,0.45863199995243026,22.603438890066954,104.33403155873933,R2_E,D2_E,0.001
v32.19,25042003,transverse,2,8,55,2.8157325520582783,-0.355476622738803,-0.005507491103519217,0.31785795165455477,29.69632982019882,117.53705922723512,R2_E,D2_E,0.001
v32.19,25042003,transverse,2,9,54,2.7410731723581874,-0.03246887068442604,0.1311788145336482,0.44577094531742034,58.7645258402666,246.65837422331117,R2_E,D2_E,0.001
v32.19,25042003,transverse,2,10,53,2.6257432392042195,0.43564229103240915,0.10191227167852802,0.795807266752945,806.8065186395838,25419.670408737715,R2_E,D2_E,0.001
v32.19,25042003,transverse,2,11,52,2.5876306236274904,0.1825166972924212,-0.15102552713965184,0.5975193395476674,1116.8859949507316,16065.20122751339,R2_E,D2_E,0.001
v32.19,25042003,transverse,2,12,51,2.5597906793351095,-0.07416129901527307,0.012841956734547376,0.4226744038482401,356.0192191385071,1099.2576599676931,R2_E,D2_E,0.001
v32.19,25042003,transverse,2,13,50,2.4884652205054385,0.10843057678297427,-0.10692439983844457,0.20668701599205097,261.1062889960043,780.6753615702266,R2_E,D2_E,0.001
v32.19,25042003,transverse,2,14,49,2.370949853446962,0.0006155029789442767,0.007992198521806177,0.3611617782071336,46.8694438109995,2.0716196839076773,R2_E,D2_E,0.001
v32.19,25042003,transverse,2,15,48,2.333649028464805,-0.07385146974627887,0.14101657207498935,0.5278066922496596,193.67783817946298,1457.9324396719605,R2_E,D2_E,0.001
v32.19,25042003,transverse,2,16,47,1.7681813662088435,0.19549449138789798,0.1946236948825435,0.5793736310977549,147.11151249963922,1084.8713001027447,R2_E,D2_E,0.001
v32.19,25042003,transverse,2,17,46,1.7280811260863846,-0.14162345090108633,-0.17466732085985107,0.04350700193767536,83.55741900442952,109.2559594713076,R2_E,D2_E,0.001
v32.19,25042003,transverse,2,18,45,1.3779438672080624,0.07379860094953111,-0.06628195754747856,0.31462608393684577,182.0863839370433,876.1170788162964,R2_E,D2_E,0.001
v32.19,25042003,transverse,2,19,44,1.3187147227440374,0.1565481107059586,-0.06488023886696634,0.24693368980228547,147.14401243699155,391.1723888240607,R2_E,D2_E,0.001
v32.19,25042003,transverse,2,20,43,1.2539248944789696,-0.15487241532315354,-0.08677983564386169,0.21045183876701995,142.8828244952643,71.15494305141394,R2_E,D2_E,0.001
v32.19,25042003,transverse,2,21,42,1.2417701202442704,-0.19640766207723298,-0.0990536052349919,0.20825020103133843,3687.6897122999753,11381.357352327166,R2_E,D2_E,0.001
v32.19,25042003,transverse,2,22,41,0.8600111801606564,0.18989406319485752,0.06947546526765057,0.5149510999425558,480.34866197982444,4576.487017419417,R2_E,D2_E,0.001
v32.19,25042003,transverse,2,23,40,0.8145035922143163,0.22541680263899175,0.13432181525699,0.4932325705086804,642.7701922121723,5291.104453817899,R2_E,D2_E,0.001
v32.19,25042003,transverse,2,24,39,0.7924503337364146,-0.18986863686085914,-0.07157250877912986,0.23752028046983778,755.5394092071635,4610.400001347455,R2_E,D2_E,0.001
v32.19,25042003,transverse,2,25,38,0.7304564375567955,-0.12069684910514648,-0.059661882139758385,0.154706409730324,146.19395512541976,397.4778778506327,R2_E,D2_E,0.001
v32.19,25042003,transverse,2,26,37,0.6282295770767102,0.20303041384811155,0.018533067408373745,0.33869702522814227,61.74500861982192,229.14746281355036,R2_E,D2_E,0.001
v32.19,25042003,transverse,2,27,36,0.5285923407155396,0.03208575166444057,-0.028702973310794067,0.20044933495552084,25.25745542520096,50.18346113092967,R2_E,D2_E,0.001
v32.19,25042003,transverse,2,28,35,0.35604626522311367,0.08763226807158375,0.0011798098288059553,0.33786718387868797,230.03094716719102,1134.0519276925588,R2_E,D2_E,0.001
v32.19,25042003,transverse,2,29,34,0.31452673465979314,-0.008167163721745183,-0.12506444606767927,0.23286847750346085,708.3432902288357,571.4047446966722,R2_E,D2_E,0.001
v32.19,25042003,transverse,2,30,33,0.2812510284738395,0.16561927024733597,-0.05422377712963851,0.4140219312242582,387.9110946125757,951.4969656098474,R2_E,D2_E,0.001
v32.19,25042003,transverse,2,31,32,0.22261710284152597,-0.1109050420586179,0.028797894967048404,0.3146555224862152,48.551552490518276,225.1917751157073,R2_E,D2_E,0.001
v32.19,25042004,dephasing,1,0,63,2.800022522592701,-0.03948109623093843,0.8239808024538235,0.9916422321240008,0.03695731870078313,2.4130003550837387e-15,R1_E,D1_E,
v32.19,25042004,dephasing,1,1,62,2.627683470422193,0.054051595806690056,0.8226959410129298,0.9751186384219068,0.2359227561995991,3.5783875862449577e-14,R1_E,D1_E,
v32.19,25042004,dephasing,1,2,61,2.6038954112197095,0.35891064336430945,0.8339439834681577,0.9730567697624319,0.22107392356509248,4.929086652727399e-14,R1_E,D1_E,
v32.19,25042004,dephasing,1,3,60,2.512128789417642,0.1468517445510168,0.8506396920825149,0.9759525639534815,1.063164529174998,6.472600233564663e-14,R1_E,D1_E,
v32.19,25042004,dephasing,1,4,59,2.4678953660037304,-0.3607530053414055,0.38464001813603294,0.698582534795706,1.8332520167414095,3.114175584073564e-14,R1_E,D1_E,
v32.19,25042004,dephasing,1,5,58,2.4142516875667126,0.22004542912245723,0.4754402241425304,0.7870521772591581,2.2343111482742577,9.792167077193881e-14,R1_E,D1_E,
v32.19,25042004,dephasing,1,6,57,2.292328084564731,-0.09841681668088004,0.4177022848788377,0.8357311457604952,4.4939804450477405,1.9949375484884513e-11,R1_E,D1_E,
v32.19,25042004,dephasing,1,7,56,2.2671076149042015,0.05282892796831008,-0.18088196506196141,0.34502559678479766,3.0495266701840635,8.50214343373068e-12,R1_E,D1_E,
v32.19,25042004,dephasing,1,8,55,2.195711123665094,0.21115134542347522,-0.05131071001366708,0.41920337502153027,1.2012179041151625,5.170308625679354e-13,R1_E,D1_E,
v32.19,25042004,dephasing,1,9,54,2.112111220413844,-0.07689862400934569,-0.15275907439216335,0.12645202802662167,0.13210108452714026,1.5097298411426152e-14,R1_E,D1_E,
v32.19,25042004,dephasing,1,10,53,2.0443326637326065,0.2661039217637959,-0.046596012155958474,0.4657161380600666,0.3183205692855661,2.5165980410690736e-13,R1_E,D1_E,
v32.19,25042004,dephasing,1,11,52,1.9496875828828415,-0.16932597945320177,-0.08392899110488411,0.1808674631619675,0.2489172343254642,7.614568697800195e-15,R1_E,D1_E,
v32.19,25042004,dephasing,1,12,51,1.9281289401540227,-0.1548932458346478,-0.07280549186106106,0.16343443347400544,0.13114425730232132,1.5265566588595902e-15,R1_E,D1_E,
