version,seed,family,g_minus,g_plus,E_abs,prominence,dim_minus,dim_plus,A_group,C_group,S_group,C2_group,A_group_direct,C_group_direct,n_channels_mean,identity_residual_maxabs,A_vs_base_residual_maxabs,C_vs_base_residual_maxabs
v32.21,25042001,dephasing,15,16,0.12546180795999268,-0.22935768173456367,8,8,-0.03961900586090781,0.31670593655253587,0.1399216561085267,0.10030265024761886,-0.039619005860907816,0.31670593655253587,31.0,1.3877787807814457e-17,2.0816681711721685e-17,0.0
v32.21,25042001,transverse,0,31,3.3993954056915845,0.03692250294628535,8,8,0.16885043242007097,0.9837454652371318,0.7989047079545499,0.9677551403746207,0.16885043242007075,0.9837454652371318,31.0,0.0,4.440892098500626e-16,0.0
v32.21,25042001,transverse,1,30,3.3842297996904556,0.17102702157231045,8,8,-0.16002752956724406,0.7944160966112876,0.7911244641223592,0.631096934555115,-0.16002752956724417,0.7944160966112879,31.0,0.0,2.220446049250313e-16,3.3306690738754696e-16
v32.21,25042001,transverse,2,29,3.217664522712653,0.1396026882935279,8,8,-0.019880408968704397,0.44510083919421484,0.21799516602009872,0.1981147570513943,-0.01988040896870442,0.44510083919421484,31.0,2.7755575615628914e-17,4.85722573273506e-17,0.0
v32.21,25042001,transverse,3,28,3.1069474185291,-0.1010418180254361,8,8,-0.1316883973695876,0.30401389915283056,0.224112848247695,0.09242445087810744,-0.13168839736958757,0.30401389915283056,31.0,1.3877787807814457e-17,5.551115123125783e-17,0.0
v32.21,25042001,transverse,4,27,2.7582925100189017,0.18670224093779636,8,8,0.15731675066191436,0.5234700785566335,0.11670417248217366,0.274020923144088,0.15731675066191436,0.5234700785566335,31.0,0.0,0.0,1.1102230246251565e-16
v32.21,25042001,transverse,5,26,2.621648000452833,0.09815454230735261,8,8,-0.06929601698297977,0.2324372729329115,0.12332310283146858,0.054027085848488796,-0.0692960169829798,0.2324372729329115,31.0,6.938893903907228e-18,4.163336342344337e-17,2.7755575615628914e-17
v32.21,25042001,transverse,6,25,2.3756855671346444,0.03257729411914041,8,8,0.12393033623092602,0.5185664859563265,0.14498086412616695,0.26891120035709304,0.12393033623092606,0.5185664859563266,31.0,0.0,5.551115123125783e-17,1.1102230246251565e-16
v32.21,25042001,transverse,7,24,2.350476373238079,-0.32984845362466475,8,8,-0.10115998888813231,0.22711923120830735,0.15274313407278484,0.05158314518465257,-0.10115998888813227,0.22711923120830735,31.0,1.3877787807814457e-17,8.326672684688674e-17,2.7755575615628914e-17
v32.21,25042001,transverse,8,23,1.2782390014763387,-0.047850687335421166,8,8,0.13029165162476242,0.545335186407889,0.16709881390976467,0.2973904655345271,0.13029165162476242,0.545335186407889,31.0,5.551115123125783e-17,2.7755575615628914e-17,1.1102230246251565e-16
v32.21,25042001,transverse,9,22,1.2355234268531243,-0.0604661646192671,8,8,-0.08777363507078537,0.27929298693881777,0.16577820762399192,0.07800457255320661,-0.08777363507078534,0.2792929869388177,31.0,1.3877787807814457e-17,4.163336342344337e-17,5.551115123125783e-17
v32.21,25042001,transverse,10,21,0.872898255051432,-0.14583268827042656,8,8,-0.0314037520124445,0.21358717989343465,0.07702323542727493,0.04561948341483043,-0.0314037520124445,0.21358717989343468,31.0,6.938893903907228e-18,1.3877787807814457e-17,1.1102230246251565e-16
v32.21,25042001,transverse,11,20,0.8225578717503814,0.11670889053341629,8,8,-0.053091529516062844,0.18899532450642603,0.08881076220135213,0.03571923268528929,-0.053091529516062844,0.18899532450642603,31.0,0.0,1.3877787807814457e-17,2.7755575615628914e-17
v32.21,25042001,transverse,12,19,0.520032371270511,0.29329177725396566,8,8,-0.00868560191561085,0.3106469972428375,0.10518715881160233,0.09650155689599149,-0.008685601915610845,0.3106469972428375,31.0,1.3877787807814457e-17,2.2551405187698492e-17,5.551115123125783e-17
v32.21,25042001,transverse,13,18,0.4401136996169611,0.18396790902393384,8,8,-0.05713910483574239,0.21082936607250974,0.10158812643427872,0.04444902159853632,-0.057139104835742395,0.21082936607250974,31.0,6.938893903907228e-18,1.3877787807814457e-17,0.0
