version,seed,family,g_minus,g_plus,E_abs,lambda,paired_gamma_response_residual,same_target_evenness_residual
v32.25,25042000,transverse,13,50,1.4584129115423414,0.0003,1.3962516185092024e-13,9.128132758212341e-16
v32.25,25042000,transverse,14,49,1.4334527954745644,0.01,2.87211647662136e-13,2.2982274903518592e-14
v32.25,25042000,transverse,14,49,1.4334527954745644,0.003,2.899986342484645e-13,6.910241830180908e-15
v32.25,25042000,transverse,14,49,1.4334527954745644,0.001,2.904291853884149e-13,2.2410297239096835e-15
v32.25,25042000,transverse,14,49,1.4334527954745644,0.0003,2.904374333325308e-13,7.7804625393971e-16
v32.25,25042000,transverse,15,48,1.4275616977982164,0.01,2.6697393452999294e-13,1.957307621618669e-14
v32.25,25042000,transverse,15,48,1.4275616977982164,0.003,2.6780727701830483e-13,5.696196904748524e-15
v32.25,25042000,transverse,15,48,1.4275616977982164,0.001,2.683964890842982e-13,2.0821343486510323e-15
v32.25,25042000,transverse,15,48,1.4275616977982164,0.0003,2.6815395050392736e-13,9.785410698336775e-16
v32.25,25042000,transverse,16,47,1.0939615772545648,0.01,2.690855238326725e-14,2.566975409987513e-15
v32.25,25042000,transverse,16,47,1.0939615772545648,0.003,2.6347177502581162e-14,7.811141019651818e-16
v32.25,25042000,transverse,16,47,1.0939615772545648,0.001,2.621876277201291e-14,4.922028785806309e-16
v32.25,25042000,transverse,16,47,1.0939615772545648,0.0003,2.6230159942556915e-14,4.624502758372802e-16
v32.25,25042000,transverse,17,46,1.0881648225246672,0.01,3.956413708728737e-14,4.263270353820223e-15
v32.25,25042000,transverse,17,46,1.0881648225246672,0.003,4.0697727565457875e-14,1.300684682121328e-15
v32.25,25042000,transverse,17,46,1.0881648225246672,0.001,4.078103849265578e-14,5.127070319456878e-16
v32.25,25042000,transverse,17,46,1.0881648225246672,0.0003,4.077603455446297e-14,3.314673009701706e-16
v32.25,25042000,transverse,18,45,1.0741101228597905,0.01,4.434743295342096e-14,4.6743848589570935e-15
v32.25,25042000,transverse,18,45,1.0741101228597905,0.003,4.4859846483640745e-14,1.7157502348215805e-15
v32.25,25042000,transverse,18,45,1.0741101228597905,0.001,4.488986252992808e-14,7.255875323992469e-16
v32.25,25042000,transverse,18,45,1.0741101228597905,0.0003,4.496889276335008e-14,3.900876712279705e-16
v32.25,25042000,transverse,19,44,1.0687765868124621,0.01,3.7091974134024685e-14,4.663798386688233e-15
v32.25,25042000,transverse,19,44,1.0687765868124621,0.003,3.7035007232062875e-14,1.6679784537867112e-15
v32.25,25042000,transverse,19,44,1.0687765868124621,0.001,3.747390531435366e-14,8.266714829153077e-16
v32.25,25042000,transverse,19,44,1.0687765868124621,0.0003,3.720833183700175e-14,3.048139236637901e-16
v32.25,25042000,transverse,20,43,0.6587625915442124,0.01,6.43800621692108e-14,6.936476193924903e-14
v32.25,25042000,transverse,20,43,0.6587625915442124,0.003,5.0511929693017685e-14,2.0558930093554593e-14
v32.25,25042000,transverse,20,43,0.6587625915442124,0.001,4.9150715995560645e-14,6.819020904277968e-15
v32.25,25042000,transverse,20,43,0.6587625915442124,0.0003,4.932197075818947e-14,2.3517408814424685e-15
v32.25,25042000,transverse,21,42,0.6523641195267388,0.01,1.0191708480746008e-13,8.178585903979808e-14
v32.25,25042000,transverse,21,42,0.6523641195267388,0.003,9.254691436607804e-14,2.4984195890114128e-14
v32.25,25042000,transverse,21,42,0.6523641195267388,0.001,9.277886497394812e-14,8.544235182360461e-15
v32.25,25042000,transverse,21,42,0.6523641195267388,0.0003,9.326329423953095e-14,2.4163503169452934e-15
v32.25,25042000,transverse,22,41,0.6353883011550365,0.01,1.2699384362003898e-13,6.783795487116257e-14
v32.25,25042000,transverse,22,41,0.6353883011550365,0.003,1.225415155124088e-13,2.077618794386788e-14
v32.25,25042000,transverse,22,41,0.6353883011550365,0.001,1.224092621747578e-13,6.810212194077293e-15
v32.25,25042000,transverse,22,41,0.6353883011550365,0.0003,1.2244227117742275e-13,1.996286765548212e-15
v32.25,25042000,transverse,23,40,0.6293356210701317,0.01,7.9218966407789e-14,6.147135893556403e-14
v32.25,25042000,transverse,23,40,0.6293356210701317,0.003,6.808696236112713e-14,1.8644666527257485e-14
v32.25,25042000,transverse,23,40,0.6293356210701317,0.001,6.662257557157669e-14,6.367900306212746e-15
v32.25,25042000,transverse,23,40,0.6293356210701317,0.0003,6.713900210540133e-14,2.0469024205163652e-15
v32.25,25042000,transverse,24,39,0.2843715887463743,0.01,1.1407566802568736e-13,1.5010394458286397e-14
v32.25,25042000,transverse,24,39,0.2843715887463743,0.003,1.1560431505688088e-13,4.439075545918068e-15
v32.25,25042000,transverse,24,39,0.2843715887463743,0.001,1.1642340202104166e-13,1.6330330487376144e-15
v32.25,25042000,transverse,24,39,0.2843715887463743,0.0003,1.1606749314673363e-13,1.6781719555283793e-15
v32.25,25042000,transverse,25,38,0.2812054412565679,0.01,2.2542682965876627e-13,3.661785728743753e-14
v32.25,25042000,transverse,25,38,0.2812054412565679,0.003,2.2732079660754312e-13,1.0954260422078833e-14
v32.25,25042000,transverse,25,38,0.2812054412565679,0.001,2.2908602399192726e-13,4.525206391155439e-15
v32.25,25042000,transverse,25,38,0.2812054412565679,0.0003,2.2926352392587704e-13,2.6963192477831937e-15
v32.25,25042000,transverse,26,37,0.26482062964046393,0.01,1.484388277748904e-13,3.9026360090042456e-14
v32.25,25042000,transverse,26,37,0.26482062964046393,0.003,1.4565222788326479e-13,1.1751671404049506e-14
v32.25,25042000,transverse,26,37,0.26482062964046393,0.001,1.4473729585492952e-13,4.146127133615337e-15
v32.25,25042000,transverse,26,37,0.26482062964046393,0.0003,1.44878660253508e-13,1.2755224324866371e-15
v32.25,25042000,transverse,27,36,0.2619864687735263,0.01,1.864989409899261e-13,3.924869424201463e-14
v32.25,25042000,transverse,27,36,0.2619864687735263,0.003,1.8410029440289608e-13,1.1891375071620851e-14
v32.25,25042000,transverse,27,36,0.2619864687735263,0.001,1.8313741303183357e-13,4.508918780666105e-15
v32.25,25042000,transverse,27,36,0.2619864687735263,0.0003,1.827994515131111e-13,2.006879146961329e-15
v32.25,25042000,transverse,28,35,0.07278294475567904,0.01,3.551018483121846e-13,7.808083390452738e-13
v32.25,25042000,transverse,28,35,0.07278294475567904,0.003,1.4072419936490914e-13,2.3652256425472387e-13
v32.25,25042000,transverse,28,35,0.07278294475567904,0.001,1.0418529242008406e-13,7.900640121934913e-14
v32.25,25042000,transverse,28,35,0.07278294475567904,0.0003,1.0096504605253673e-13,2.3587168524719072e-14
v32.25,25042000,transverse,29,34,0.07081255002358793,0.01,4.008096105769696e-13,8.494088254760544e-13
v32.25,25042000,transverse,29,34,0.07081255002358793,0.003,1.4756613845092647e-13,2.546480322682251e-13
v32.25,25042000,transverse,29,34,0.07081255002358793,0.001,8.998647451691574e-14,8.48854898567219e-14
v32.25,25042000,transverse,29,34,0.07081255002358793,0.0003,7.859729872913397e-14,2.5450935162262573e-14
v32.25,25042000,transverse,30,33,0.048600388009180644,0.01,2.531350719046984e-13,3.965358390492787e-13
v32.25,25042000,transverse,30,33,0.048600388009180644,0.003,1.0678649299511228e-13,1.199805847470481e-13
v32.25,25042000,transverse,30,33,0.048600388009180644,0.001,7.954962972394064e-14,4.0199857453128156e-14
v32.25,25042000,transverse,30,33,0.048600388009180644,0.0003,7.500005075402094e-14,1.2222894280749633e-14
v32.25,25042000,transverse,31,32,0.04659378773055864,0.01,2.41219924038166e-13,4.367923019014226e-13
v32.25,25042000,transverse,31,32,0.04659378773055864,0.003,9.370056792231369e-14,1.3118780532500946e-13
v32.25,25042000,transverse,31,32,0.04659378773055864,0.001,8.296807035236405e-14,4.3699257158028915e-14
v32.25,25042000,transverse,31,32,0.04659378773055864,0.0003,8.63757316617597e-14,1.3095610918067073e-14
