seed,family,metric,spearman,n_pairs,n_qubits
25042003,dephasing,A_group,-0.02346041055718475,32,12
25042003,dephasing,C_group,-0.0813782991202346,32,12
25042003,dephasing,cross_sum,-0.10557184750733135,32,12
25042003,transverse,A_group,0.18988269794721407,32,12
25042003,transverse,C_group,0.2214076246334311,32,12
25042003,transverse,cross_sum,0.12536656891495598,32,12
