version,label,H_parity,V_transverse_parity,V_dephasing_parity,candidate_same_target_transverse
v32.27,IYYYIIZI,0,0,0,0
v32.27,IYYYIIZX,0,0,0,0
v32.27,IYYYIIZY,0,0,0,0
v32.27,IYYYIIZZ,0,0,0,0
v32.27,IYYYIXII,0,1,0,0
v32.27,IYYYIXIX,0,1,0,0
v32.27,IYYYIXIY,0,1,0,0
v32.27,IYYYIXIZ,0,1,0,0
v32.27,IYYYIXXI,0,1,0,0
v32.27,IYYYIXXX,0,1,0,0
v32.27,IYYYIXXY,0,1,0,0
v32.27,IYYYIXXZ,0,1,0,0
v32.27,IYYYIXYI,0,0,0,0
v32.27,IYYYIXYX,0,0,0,0
v32.27,IYYYIXYY,0,0,0,0
v32.27,IYYYIXYZ,0,0,0,0
v32.27,IYYYIXZI,0,0,0,0
v32.27,IYYYIXZX,0,0,0,0
v32.27,IYYYIXZY,0,0,0,0
v32.27,IYYYIXZZ,0,0,0,0
v32.27,IYYYIYII,0,0,0,0
v32.27,IYYYIYIX,0,0,0,0
v32.27,IYYYIYIY,0,0,0,0
v32.27,IYYYIYIZ,0,0,0,0
v32.27,IYYYIYXI,0,0,0,0
v32.27,IYYYIYXX,0,0,0,0
v32.27,IYYYIYXY,0,0,0,0
v32.27,IYYYIYXZ,0,0,0,0
v32.27,IYYYIYYI,0,0,0,0
v32.27,IYYYIYYX,0,0,0,0
v32.27,IYYYIYYY,0,0,0,0
v32.27,IYYYIYYZ,0,0,0,0
v32.27,IYYYIYZI,0,0,0,0
v32.27,IYYYIYZX,0,0,0,0
v32.27,IYYYIYZY,0,0,0,0
v32.27,IYYYIYZZ,0,0,0,0
v32.27,IYYYIZII,0,0,0,0
v32.27,IYYYIZIX,0,0,0,0
v32.27,IYYYIZIY,0,0,0,0
v32.27,IYYYIZIZ,0,0,0,0
v32.27,IYYYIZXI,0,0,0,0
v32.27,IYYYIZXX,0,0,0,0
v32.27,IYYYIZXY,0,0,0,0
v32.27,IYYYIZXZ,0,0,0,0
v32.27,IYYYIZYI,0,0,0,0
v32.27,IYYYIZYX,0,0,0,0
v32.27,IYYYIZYY,0,0,0,0
v32.27,IYYYIZYZ,0,0,0,0
v32.27,IYYYIZZI,0,0,0,0
v32.27,IYYYIZZX,0,0,0,0
v32.27,IYYYIZZY,0,0,0,0
v32.27,IYYYIZZZ,0,0,0,0
v32.27,IYYYXIII,0,1,0,0
v32.27,IYYYXIIX,0,1,0,0
v32.27,IYYYXIIY,0,1,0,0
v32.27,IYYYXIIZ,0,1,0,0
v32.27,IYYYXIXI,0,1,0,0
v32.27,IYYYXIXX,0,1,0,0
v32.27,IYYYXIXY,0,1,0,0
v32.27,IYYYXIXZ,0,1,0,0
v32.27,IYYYXIYI,0,0,0,0
v32.27,IYYYXIYX,0,0,0,0
v32.27,IYYYXIYY,0,0,0,0
v32.27,IYYYXIYZ,0,0,0,0
v32.27,IYYYXIZI,0,0,0,0
v32.27,IYYYXIZX,0,0,0,0
v32.27,IYYYXIZY,0,0,0,0
v32.27,IYYYXIZZ,0,0,0,0
v32.27,IYYYXXII,0,1,0,0
v32.27,IYYYXXIX,0,1,0,0
v32.27,IYYYXXIY,0,1,0,0
v32.27,IYYYXXIZ,0,1,0,0
v32.27,IYYYXXXI,0,1,0,0
v32.27,IYYYXXXX,0,1,0,0
v32.27,IYYYXXXY,0,1,0,0
v32.27,IYYYXXXZ,0,1,0,0
v32.27,IYYYXXYI,0,0,0,0
v32.27,IYYYXXYX,0,0,0,0
v32.27,IYYYXXYY,0,0,0,0
v32.27,IYYYXXYZ,0,0,0,0
v32.27,IYYYXXZI,0,0,0,0
v32.27,IYYYXXZX,0,0,0,0
v32.27,IYYYXXZY,0,0,0,0
v32.27,IYYYXXZZ,0,0,0,0
v32.27,IYYYXYII,0,0,0,0
v32.27,IYYYXYIX,0,0,0,0
v32.27,IYYYXYIY,0,0,0,0
v32.27,IYYYXYIZ,0,0,0,0
v32.27,IYYYXYXI,0,0,0,0
v32.27,IYYYXYXX,0,0,0,0
v32.27,IYYYXYXY,0,0,0,0
v32.27,IYYYXYXZ,0,0,0,0
v32.27,IYYYXYYI,0,0,0,0
v32.27,IYYYXYYX,0,0,0,0
v32.27,IYYYXYYY,0,0,0,0
v32.27,IYYYXYYZ,0,0,0,0
v32.27,IYYYXYZI,0,0,0,0
v32.27,IYYYXYZX,0,0,0,0
v32.27,IYYYXYZY,0,0,0,0
v32.27,IYYYXYZZ,0,0,0,0
v32.27,IYYYXZII,0,0,0,0
v32.27,IYYYXZIX,0,0,0,0
v32.27,IYYYXZIY,0,0,0,0
v32.27,IYYYXZIZ,0,0,0,0
v32.27,IYYYXZXI,0,0,0,0
v32.27,IYYYXZXX,0,0,0,0
v32.27,IYYYXZXY,0,0,0,0
v32.27,IYYYXZXZ,0,0,0,0
v32.27,IYYYXZYI,0,0,0,0
v32.27,IYYYXZYX,0,0,0,0
v32.27,IYYYXZYY,0,0,0,0
v32.27,IYYYXZYZ,0,0,0,0
v32.27,IYYYXZZI,0,0,0,0
v32.27,IYYYXZZX,0,0,0,0
v32.27,IYYYXZZY,0,0,0,0
v32.27,IYYYXZZZ,0,0,0,0
v32.27,IYYYYIII,0,0,0,0
v32.27,IYYYYIIX,0,0,0,0
v32.27,IYYYYIIY,0,0,0,0
v32.27,IYYYYIIZ,0,0,0,0
v32.27,IYYYYIXI,0,0,0,0
v32.27,IYYYYIXX,0,0,0,0
v32.27,IYYYYIXY,0,0,0,0
v32.27,IYYYYIXZ,0,0,0,0
v32.27,IYYYYIYI,0,0,0,0
v32.27,IYYYYIYX,0,0,0,0
v32.27,IYYYYIYY,0,0,0,0
v32.27,IYYYYIYZ,0,0,0,0
v32.27,IYYYYIZI,0,0,0,0
v32.27,IYYYYIZX,0,0,0,0
v32.27,IYYYYIZY,0,0,0,0
v32.27,IYYYYIZZ,0,0,0,0
v32.27,IYYYYXII,0,0,0,0
v32.27,IYYYYXIX,0,0,0,0
v32.27,IYYYYXIY,0,0,0,0
v32.27,IYYYYXIZ,0,0,0,0
v32.27,IYYYYXXI,0,0,0,0
v32.27,IYYYYXXX,0,0,0,0
v32.27,IYYYYXXY,0,0,0,0
v32.27,IYYYYXXZ,0,0,0,0
v32.27,IYYYYXYI,0,0,0,0
v32.27,IYYYYXYX,0,0,0,0
v32.27,IYYYYXYY,0,0,0,0
v32.27,IYYYYXYZ,0,0,0,0
v32.27,IYYYYXZI,0,0,0,0
v32.27,IYYYYXZX,0,0,0,0
v32.27,IYYYYXZY,0,0,0,0
v32.27,IYYYYXZZ,0,0,0,0
v32.27,IYYYYYII,0,0,0,0
v32.27,IYYYYYIX,0,0,0,0
v32.27,IYYYYYIY,0,0,0,0
v32.27,IYYYYYIZ,0,0,0,0
v32.27,IYYYYYXI,0,0,0,0
v32.27,IYYYYYXX,0,0,0,0
v32.27,IYYYYYXY,0,0,0,0
v32.27,IYYYYYXZ,0,0,0,0
v32.27,IYYYYYYI,0,0,0,0
v32.27,IYYYYYYX,0,0,0,0
v32.27,IYYYYYYY,0,0,0,0
v32.27,IYYYYYYZ,0,0,0,0
v32.27,IYYYYYZI,0,0,0,0
v32.27,IYYYYYZX,0,0,0,0
v32.27,IYYYYYZY,0,0,0,0
v32.27,IYYYYYZZ,0,0,0,0
v32.27,IYYYYZII,0,0,0,0
v32.27,IYYYYZIX,0,0,0,0
v32.27,IYYYYZIY,0,0,0,0
v32.27,IYYYYZIZ,0,0,0,0
v32.27,IYYYYZXI,0,0,0,0
v32.27,IYYYYZXX,0,0,0,0
v32.27,IYYYYZXY,0,0,0,0
v32.27,IYYYYZXZ,0,0,0,0
v32.27,IYYYYZYI,0,0,0,0
v32.27,IYYYYZYX,0,0,0,0
v32.27,IYYYYZYY,0,0,0,0
v32.27,IYYYYZYZ,0,0,0,0
v32.27,IYYYYZZI,0,0,0,0
v32.27,IYYYYZZX,0,0,0,0
v32.27,IYYYYZZY,0,0,0,0
v32.27,IYYYYZZZ,0,0,0,0
v32.27,IYYYZIII,0,0,0,0
v32.27,IYYYZIIX,0,0,0,0
v32.27,IYYYZIIY,0,0,0,0
v32.27,IYYYZIIZ,0,0,0,0
v32.27,IYYYZIXI,0,0,0,0
v32.27,IYYYZIXX,0,0,0,0
v32.27,IYYYZIXY,0,0,0,0
v32.27,IYYYZIXZ,0,0,0,0
v32.27,IYYYZIYI,0,0,0,0
v32.27,IYYYZIYX,0,0,0,0
v32.27,IYYYZIYY,0,0,0,0
v32.27,IYYYZIYZ,0,0,0,0
v32.27,IYYYZIZI,0,0,0,0
v32.27,IYYYZIZX,0,0,0,0
v32.27,IYYYZIZY,0,0,0,0
v32.27,IYYYZIZZ,0,0,0,0
v32.27,IYYYZXII,0,0,0,0
v32.27,IYYYZXIX,0,0,0,0
v32.27,IYYYZXIY,0,0,0,0
v32.27,IYYYZXIZ,0,0,0,0
v32.27,IYYYZXXI,0,0,0,0
v32.27,IYYYZXXX,0,0,0,0
v32.27,IYYYZXXY,0,0,0,0
v32.27,IYYYZXXZ,0,0,0,0
v32.27,IYYYZXYI,0,0,0,0
v32.27,IYYYZXYX,0,0,0,0
v32.27,IYYYZXYY,0,0,0,0
v32.27,IYYYZXYZ,0,0,0,0
v32.27,IYYYZXZI,0,0,0,0
v32.27,IYYYZXZX,0,0,0,0
v32.27,IYYYZXZY,0,0,0,0
v32.27,IYYYZXZZ,0,0,0,0
v32.27,IYYYZYII,0,0,0,0
v32.27,IYYYZYIX,0,0,0,0
v32.27,IYYYZYIY,0,0,0,0
v32.27,IYYYZYIZ,0,0,0,0
v32.27,IYYYZYXI,0,0,0,0
v32.27,IYYYZYXX,0,0,0,0
v32.27,IYYYZYXY,0,0,0,0
v32.27,IYYYZYXZ,0,0,0,0
v32.27,IYYYZYYI,0,0,0,0
v32.27,IYYYZYYX,0,0,0,0
v32.27,IYYYZYYY,0,0,0,0
v32.27,IYYYZYYZ,0,0,0,0
v32.27,IYYYZYZI,0,0,0,0
v32.27,IYYYZYZX,0,0,0,0
v32.27,IYYYZYZY,0,0,0,0
v32.27,IYYYZYZZ,0,0,0,0
v32.27,IYYYZZII,0,0,0,0
v32.27,IYYYZZIX,0,0,0,0
v32.27,IYYYZZIY,0,0,0,0
v32.27,IYYYZZIZ,0,0,0,0
v32.27,IYYYZZXI,0,0,0,0
v32.27,IYYYZZXX,0,0,0,0
v32.27,IYYYZZXY,0,0,0,0
v32.27,IYYYZZXZ,0,0,0,0
v32.27,IYYYZZYI,0,0,0,0
v32.27,IYYYZZYX,0,0,0,0
v32.27,IYYYZZYY,0,0,0,0
v32.27,IYYYZZYZ,0,0,0,0
v32.27,IYYYZZZI,0,0,0,0
v32.27,IYYYZZZX,0,0,0,0
v32.27,IYYYZZZY,0,0,0,0
v32.27,IYYYZZZZ,0,0,0,0
v32.27,IYYZIIII,0,1,0,0
v32.27,IYYZIIIX,0,1,0,0
v32.27,IYYZIIIY,0,1,0,0
v32.27,IYYZIIIZ,0,1,0,0
v32.27,IYYZIIXI,0,1,0,0
v32.27,IYYZIIXX,0,1,0,0
v32.27,IYYZIIXY,0,1,0,0
v32.27,IYYZIIXZ,0,1,0,0
v32.27,IYYZIIYI,0,0,0,0
v32.27,IYYZIIYX,0,0,0,0
v32.27,IYYZIIYY,0,0,0,0
v32.27,IYYZIIYZ,0,0,0,0
v32.27,IYYZIIZI,0,0,0,0
v32.27,IYYZIIZX,0,0,0,0
v32.27,IYYZIIZY,0,0,0,0
v32.27,IYYZIIZZ,0,0,0,0
v32.27,IYYZIXII,0,1,0,0
v32.27,IYYZIXIX,0,1,0,0
v32.27,IYYZIXIY,0,1,0,0
v32.27,IYYZIXIZ,0,1,0,0
v32.27,IYYZIXXI,0,1,0,0
v32.27,IYYZIXXX,0,1,0,0
v32.27,IYYZIXXY,0,1,0,0
v32.27,IYYZIXXZ,0,1,0,0
v32.27,IYYZIXYI,0,0,0,0
v32.27,IYYZIXYX,0,0,0,0
v32.27,IYYZIXYY,0,0,0,0
v32.27,IYYZIXYZ,0,0,0,0
v32.27,IYYZIXZI,0,0,0,0
v32.27,IYYZIXZX,0,0,0,0
v32.27,IYYZIXZY,0,0,0,0
v32.27,IYYZIXZZ,0,0,0,0
v32.27,IYYZIYII,0,0,0,0
v32.27,IYYZIYIX,0,0,0,0
v32.27,IYYZIYIY,0,0,0,0
v32.27,IYYZIYIZ,0,0,0,0
v32.27,IYYZIYXI,0,0,0,0
v32.27,IYYZIYXX,0,0,0,0
v32.27,IYYZIYXY,0,0,0,0
v32.27,IYYZIYXZ,0,0,0,0
v32.27,IYYZIYYI,0,0,0,0
v32.27,IYYZIYYX,0,0,0,0
v32.27,IYYZIYYY,0,0,0,0
v32.27,IYYZIYYZ,0,0,0,0
v32.27,IYYZIYZI,0,0,0,0
v32.27,IYYZIYZX,0,0,0,0
v32.27,IYYZIYZY,0,0,0,0
v32.27,IYYZIYZZ,0,0,0,0
v32.27,IYYZIZII,0,0,0,0
v32.27,IYYZIZIX,0,0,0,0
v32.27,IYYZIZIY,0,0,0,0
v32.27,IYYZIZIZ,0,0,0,0
v32.27,IYYZIZXI,0,0,0,0
v32.27,IYYZIZXX,0,0,0,0
v32.27,IYYZIZXY,0,0,0,0
v32.27,IYYZIZXZ,0,0,0,0
v32.27,IYYZIZYI,0,0,0,0
v32.27,IYYZIZYX,0,0,0,0
v32.27,IYYZIZYY,0,0,0,0
v32.27,IYYZIZYZ,0,0,0,0
v32.27,IYYZIZZI,0,0,0,0
v32.27,IYYZIZZX,0,0,0,0
v32.27,IYYZIZZY,0,0,0,0
v32.27,IYYZIZZZ,0,0,0,0
v32.27,IYYZXIII,0,1,0,0
v32.27,IYYZXIIX,0,1,0,0
v32.27,IYYZXIIY,0,1,0,0
v32.27,IYYZXIIZ,0,1,0,0
v32.27,IYYZXIXI,0,1,0,0
v32.27,IYYZXIXX,0,1,0,0
v32.27,IYYZXIXY,0,1,0,0
v32.27,IYYZXIXZ,0,1,0,0
v32.27,IYYZXIYI,0,0,0,0
v32.27,IYYZXIYX,0,0,0,0
v32.27,IYYZXIYY,0,0,0,0
v32.27,IYYZXIYZ,0,0,0,0
v32.27,IYYZXIZI,0,0,0,0
v32.27,IYYZXIZX,0,0,0,0
v32.27,IYYZXIZY,0,0,0,0
v32.27,IYYZXIZZ,0,0,0,0
v32.27,IYYZXXII,0,1,0,0
v32.27,IYYZXXIX,0,1,0,0
v32.27,IYYZXXIY,0,1,0,0
v32.27,IYYZXXIZ,0,1,0,0
v32.27,IYYZXXXI,0,1,0,0
v32.27,IYYZXXXX,0,1,0,0
v32.27,IYYZXXXY,0,1,0,0
v32.27,IYYZXXXZ,0,1,0,0
v32.27,IYYZXXYI,0,0,0,0
v32.27,IYYZXXYX,0,0,0,0
v32.27,IYYZXXYY,0,0,0,0
v32.27,IYYZXXYZ,0,0,0,0
v32.27,IYYZXXZI,0,0,0,0
v32.27,IYYZXXZX,0,0,0,0
v32.27,IYYZXXZY,0,0,0,0
v32.27,IYYZXXZZ,0,0,0,0
v32.27,IYYZXYII,0,0,0,0
v32.27,IYYZXYIX,0,0,0,0
v32.27,IYYZXYIY,0,0,0,0
v32.27,IYYZXYIZ,0,0,0,0
v32.27,IYYZXYXI,0,0,0,0
v32.27,IYYZXYXX,0,0,0,0
v32.27,IYYZXYXY,0,0,0,0
v32.27,IYYZXYXZ,0,0,0,0
v32.27,IYYZXYYI,0,0,0,0
v32.27,IYYZXYYX,0,0,0,0
v32.27,IYYZXYYY,0,0,0,0
v32.27,IYYZXYYZ,0,0,0,0
v32.27,IYYZXYZI,0,0,0,0
v32.27,IYYZXYZX,0,0,0,0
v32.27,IYYZXYZY,0,0,0,0
v32.27,IYYZXYZZ,0,0,0,0
v32.27,IYYZXZII,0,0,0,0
v32.27,IYYZXZIX,0,0,0,0
v32.27,IYYZXZIY,0,0,0,0
v32.27,IYYZXZIZ,0,0,0,0
v32.27,IYYZXZXI,0,0,0,0
v32.27,IYYZXZXX,0,0,0,0
v32.27,IYYZXZXY,0,0,0,0
v32.27,IYYZXZXZ,0,0,0,0
v32.27,IYYZXZYI,0,0,0,0
v32.27,IYYZXZYX,0,0,0,0
v32.27,IYYZXZYY,0,0,0,0
v32.27,IYYZXZYZ,0,0,0,0
v32.27,IYYZXZZI,0,0,0,0
v32.27,IYYZXZZX,0,0,0,0
v32.27,IYYZXZZY,0,0,0,0
v32.27,IYYZXZZZ,0,0,0,0
v32.27,IYYZYIII,0,0,0,0
v32.27,IYYZYIIX,0,0,0,0
v32.27,IYYZYIIY,0,0,0,0
v32.27,IYYZYIIZ,0,0,0,0
v32.27,IYYZYIXI,0,0,0,0
v32.27,IYYZYIXX,0,0,0,0
v32.27,IYYZYIXY,0,0,0,0
v32.27,IYYZYIXZ,0,0,0,0
v32.27,IYYZYIYI,0,0,0,0
v32.27,IYYZYIYX,0,0,0,0
v32.27,IYYZYIYY,0,0,0,0
v32.27,IYYZYIYZ,0,0,0,0
v32.27,IYYZYIZI,0,0,0,0
v32.27,IYYZYIZX,0,0,0,0
v32.27,IYYZYIZY,0,0,0,0
v32.27,IYYZYIZZ,0,0,0,0
v32.27,IYYZYXII,0,0,0,0
v32.27,IYYZYXIX,0,0,0,0
v32.27,IYYZYXIY,0,0,0,0
v32.27,IYYZYXIZ,0,0,0,0
v32.27,IYYZYXXI,0,0,0,0
v32.27,IYYZYXXX,0,0,0,0
v32.27,IYYZYXXY,0,0,0,0
v32.27,IYYZYXXZ,0,0,0,0
v32.27,IYYZYXYI,0,0,0,0
v32.27,IYYZYXYX,0,0,0,0
v32.27,IYYZYXYY,0,0,0,0
v32.27,IYYZYXYZ,0,0,0,0
v32.27,IYYZYXZI,0,0,0,0
v32.27,IYYZYXZX,0,0,0,0
v32.27,IYYZYXZY,0,0,0,0
v32.27,IYYZYXZZ,0,0,0,0
v32.27,IYYZYYII,0,0,0,0
v32.27,IYYZYYIX,0,0,0,0
v32.27,IYYZYYIY,0,0,0,0
v32.27,IYYZYYIZ,0,0,0,0
v32.27,IYYZYYXI,0,0,0,0
v32.27,IYYZYYXX,0,0,0,0
v32.27,IYYZYYXY,0,0,0,0
v32.27,IYYZYYXZ,0,0,0,0
v32.27,IYYZYYYI,0,0,0,0
v32.27,IYYZYYYX,0,0,0,0
v32.27,IYYZYYYY,0,0,0,0
v32.27,IYYZYYYZ,0,0,0,0
v32.27,IYYZYYZI,0,0,0,0
v32.27,IYYZYYZX,0,0,0,0
v32.27,IYYZYYZY,0,0,0,0
v32.27,IYYZYYZZ,0,0,0,0
v32.27,IYYZYZII,0,0,0,0
v32.27,IYYZYZIX,0,0,0,0
v32.27,IYYZYZIY,0,0,0,0
v32.27,IYYZYZIZ,0,0,0,0
v32.27,IYYZYZXI,0,0,0,0
v32.27,IYYZYZXX,0,0,0,0
v32.27,IYYZYZXY,0,0,0,0
v32.27,IYYZYZXZ,0,0,0,0
v32.27,IYYZYZYI,0,0,0,0
v32.27,IYYZYZYX,0,0,0,0
v32.27,IYYZYZYY,0,0,0,0
v32.27,IYYZYZYZ,0,0,0,0
v32.27,IYYZYZZI,0,0,0,0
v32.27,IYYZYZZX,0,0,0,0
v32.27,IYYZYZZY,0,0,0,0
v32.27,IYYZYZZZ,0,0,0,0
v32.27,IYYZZIII,0,0,0,0
v32.27,IYYZZIIX,0,0,0,0
v32.27,IYYZZIIY,0,0,0,0
v32.27,IYYZZIIZ,0,0,0,0
v32.27,IYYZZIXI,0,0,0,0
v32.27,IYYZZIXX,0,0,0,0
v32.27,IYYZZIXY,0,0,0,0
v32.27,IYYZZIXZ,0,0,0,0
v32.27,IYYZZIYI,0,0,0,0
v32.27,IYYZZIYX,0,0,0,0
v32.27,IYYZZIYY,0,0,0,0
v32.27,IYYZZIYZ,0,0,0,0
v32.27,IYYZZIZI,0,0,0,0
v32.27,IYYZZIZX,0,0,0,0
v32.27,IYYZZIZY,0,0,0,0
v32.27,IYYZZIZZ,0,0,0,0
v32.27,IYYZZXII,0,0,0,0
v32.27,IYYZZXIX,0,0,0,0
v32.27,IYYZZXIY,0,0,0,0
v32.27,IYYZZXIZ,0,0,0,0
v32.27,IYYZZXXI,0,0,0,0
v32.27,IYYZZXXX,0,0,0,0
v32.27,IYYZZXXY,0,0,0,0
v32.27,IYYZZXXZ,0,0,0,0
v32.27,IYYZZXYI,0,0,0,0
v32.27,IYYZZXYX,0,0,0,0
v32.27,IYYZZXYY,0,0,0,0
v32.27,IYYZZXYZ,0,0,0,0
v32.27,IYYZZXZI,0,0,0,0
v32.27,IYYZZXZX,0,0,0,0
v32.27,IYYZZXZY,0,0,0,0
v32.27,IYYZZXZZ,0,0,0,0
v32.27,IYYZZYII,0,0,0,0
v32.27,IYYZZYIX,0,0,0,0
v32.27,IYYZZYIY,0,0,0,0
v32.27,IYYZZYIZ,0,0,0,0
v32.27,IYYZZYXI,0,0,0,0
v32.27,IYYZZYXX,0,0,0,0
v32.27,IYYZZYXY,0,0,0,0
v32.27,IYYZZYXZ,0,0,0,0
v32.27,IYYZZYYI,0,0,0,0
v32.27,IYYZZYYX,0,0,0,0
v32.27,IYYZZYYY,0,0,0,0
v32.27,IYYZZYYZ,-1,0,0,0
v32.27,IYYZZYZI,0,0,0,0
v32.27,IYYZZYZX,0,0,0,0
v32.27,IYYZZYZY,0,0,0,0
v32.27,IYYZZYZZ,0,0,0,0
v32.27,IYYZZZII,0,0,0,0
v32.27,IYYZZZIX,0,0,0,0
v32.27,IYYZZZIY,0,0,0,0
v32.27,IYYZZZIZ,0,0,0,0
v32.27,IYYZZZXI,0,0,0,0
v32.27,IYYZZZXX,0,0,0,0
v32.27,IYYZZZXY,0,0,0,0
v32.27,IYYZZZXZ,0,0,0,0
v32.27,IYYZZZYI,0,0,0,0
v32.27,IYYZZZYX,0,0,0,0
v32.27,IYYZZZYY,0,0,0,0
v32.27,IYYZZZYZ,0,0,0,0
v32.27,IYYZZZZI,0,0,0,0
v32.27,IYYZZZZX,0,0,0,0
v32.27,IYYZZZZY,0,0,0,0
v32.27,IYYZZZZZ,0,0,0,0
v32.27,IYZIIIII,0,1,0,0
v32.27,IYZIIIIX,0,1,0,0
v32.27,IYZIIIIY,0,1,0,0
v32.27,IYZIIIIZ,0,1,0,0
v32.27,IYZIIIXI,0,1,0,0
v32.27,IYZIIIXX,0,1,0,0
v32.27,IYZIIIXY,0,1,0,0
v32.27,IYZIIIXZ,0,1,0,0
v32.27,IYZIIIYI,0,0,0,0
v32.27,IYZIIIYX,0,0,0,0
v32.27,IYZIIIYY,0,0,0,0
v32.27,IYZIIIYZ,0,0,0,0
v32.27,IYZIIIZI,0,0,0,0
v32.27,IYZIIIZX,0,0,0,0
v32.27,IYZIIIZY,0,0,0,0
v32.27,IYZIIIZZ,0,0,0,0
v32.27,IYZIIXII,0,1,0,0
v32.27,IYZIIXIX,0,1,0,0
v32.27,IYZIIXIY,0,1,0,0
v32.27,IYZIIXIZ,0,1,0,0
v32.27,IYZIIXXI,0,1,0,0
v32.27,IYZIIXXX,0,1,0,0
v32.27,IYZIIXXY,0,1,0,0
v32.27,IYZIIXXZ,0,1,0,0
v32.27,IYZIIXYI,0,0,0,0
v32.27,IYZIIXYX,0,0,0,0
v32.27,IYZIIXYY,0,0,0,0
v32.27,IYZIIXYZ,0,0,0,0
v32.27,IYZIIXZI,0,0,0,0
v32.27,IYZIIXZX,0,0,0,0
v32.27,IYZIIXZY,0,0,0,0
v32.27,IYZIIXZZ,0,0,0,0
v32.27,IYZIIYII,0,0,0,0
v32.27,IYZIIYIX,0,0,0,0
v32.27,IYZIIYIY,0,0,0,0
v32.27,IYZIIYIZ,0,0,0,0
v32.27,IYZIIYXI,0,0,0,0
v32.27,IYZIIYXX,0,0,0,0
v32.27,IYZIIYXY,0,0,0,0
v32.27,IYZIIYXZ,0,0,0,0
v32.27,IYZIIYYI,0,0,0,0
v32.27,IYZIIYYX,0,0,0,0
v32.27,IYZIIYYY,0,0,0,0
v32.27,IYZIIYYZ,0,0,0,0
v32.27,IYZIIYZI,0,0,0,0
v32.27,IYZIIYZX,0,0,0,0
v32.27,IYZIIYZY,0,0,0,0
v32.27,IYZIIYZZ,0,0,0,0
v32.27,IYZIIZII,0,0,0,0
v32.27,IYZIIZIX,0,0,0,0
v32.27,IYZIIZIY,0,0,0,0
v32.27,IYZIIZIZ,0,0,0,0
v32.27,IYZIIZXI,0,0,0,0
v32.27,IYZIIZXX,0,0,0,0
v32.27,IYZIIZXY,0,0,0,0
v32.27,IYZIIZXZ,0,0,0,0
v32.27,IYZIIZYI,0,0,0,0
v32.27,IYZIIZYX,0,0,0,0
v32.27,IYZIIZYY,0,0,0,0
v32.27,IYZIIZYZ,0,0,0,0
v32.27,IYZIIZZI,0,0,0,0
v32.27,IYZIIZZX,0,0,0,0
v32.27,IYZIIZZY,0,0,0,0
v32.27,IYZIIZZZ,0,0,0,0
v32.27,IYZIXIII,0,1,0,0
v32.27,IYZIXIIX,0,1,0,0
v32.27,IYZIXIIY,0,1,0,0
v32.27,IYZIXIIZ,0,1,0,0
v32.27,IYZIXIXI,0,1,0,0
v32.27,IYZIXIXX,0,1,0,0
v32.27,IYZIXIXY,0,1,0,0
v32.27,IYZIXIXZ,0,1,0,0
v32.27,IYZIXIYI,0,0,0,0
v32.27,IYZIXIYX,0,0,0,0
v32.27,IYZIXIYY,0,0,0,0
v32.27,IYZIXIYZ,0,0,0,0
v32.27,IYZIXIZI,0,0,0,0
v32.27,IYZIXIZX,0,0,0,0
v32.27,IYZIXIZY,0,0,0,0
v32.27,IYZIXIZZ,0,0,0,0
v32.27,IYZIXXII,0,1,0,0
v32.27,IYZIXXIX,0,1,0,0
v32.27,IYZIXXIY,0,1,0,0
v32.27,IYZIXXIZ,0,1,0,0
v32.27,IYZIXXXI,0,1,0,0
v32.27,IYZIXXXX,0,1,0,0
v32.27,IYZIXXXY,0,1,0,0
v32.27,IYZIXXXZ,0,1,0,0
v32.27,IYZIXXYI,0,0,0,0
v32.27,IYZIXXYX,0,0,0,0
v32.27,IYZIXXYY,0,0,0,0
v32.27,IYZIXXYZ,0,0,0,0
v32.27,IYZIXXZI,0,0,0,0
v32.27,IYZIXXZX,0,0,0,0
v32.27,IYZIXXZY,0,0,0,0
v32.27,IYZIXXZZ,0,0,0,0
v32.27,IYZIXYII,0,0,0,0
v32.27,IYZIXYIX,0,0,0,0
v32.27,IYZIXYIY,0,0,0,0
v32.27,IYZIXYIZ,0,0,0,0
v32.27,IYZIXYXI,0,0,0,0
v32.27,IYZIXYXX,0,0,0,0
v32.27,IYZIXYXY,0,0,0,0
v32.27,IYZIXYXZ,0,0,0,0
v32.27,IYZIXYYI,0,0,0,0
v32.27,IYZIXYYX,0,0,0,0
v32.27,IYZIXYYY,0,0,0,0
v32.27,IYZIXYYZ,0,0,0,0
v32.27,IYZIXYZI,0,0,0,0
v32.27,IYZIXYZX,0,0,0,0
v32.27,IYZIXYZY,0,0,0,0
v32.27,IYZIXYZZ,0,0,0,0
v32.27,IYZIXZII,0,0,0,0
v32.27,IYZIXZIX,0,0,0,0
v32.27,IYZIXZIY,0,0,0,0
v32.27,IYZIXZIZ,0,0,0,0
v32.27,IYZIXZXI,0,0,0,0
v32.27,IYZIXZXX,0,0,0,0
v32.27,IYZIXZXY,0,0,0,0
v32.27,IYZIXZXZ,0,0,0,0
v32.27,IYZIXZYI,0,0,0,0
v32.27,IYZIXZYX,0,0,0,0
v32.27,IYZIXZYY,0,0,0,0
v32.27,IYZIXZYZ,0,0,0,0
v32.27,IYZIXZZI,0,0,0,0
v32.27,IYZIXZZX,0,0,0,0
v32.27,IYZIXZZY,0,0,0,0
v32.27,IYZIXZZZ,0,0,0,0
v32.27,IYZIYIII,0,0,0,0
