seed,family,g_minus,g_plus,E_abs,prominence,A_group,C_group,cross_sum,n_qubits,dimension,n_groups,n_pairs
25042001,dephasing,0,63,3.464724604907568,0.24897650084503037,0.32701680871612654,0.9065506002426073,609.6535554920307,12,4096,64,32
25042001,dephasing,1,62,3.374785846386806,0.10645425428055696,0.25772805731334236,0.8305418383667652,361.56147693668504,12,4096,64,32
25042001,dephasing,2,61,3.36201797711009,0.2261782163936686,-0.1577865462288342,0.5888167846214055,-284.80248153064974,12,4096,64,32
25042001,dephasing,3,60,3.2055209813960563,-0.39781311092336785,0.3964162340385656,0.893672524118999,2042.4708225530972,12,4096,64,32
25042001,dephasing,4,59,3.2046307195646877,-0.1640118530810903,-0.024625748241295122,0.5630889074070632,-179.76534421564565,12,4096,64,32
25042001,dephasing,5,58,3.155754981361019,-0.03452021424682816,-0.05471213930360158,0.39754385723537583,-61.79137526367606,12,4096,64,32
25042001,dephasing,6,57,3.078547021649269,0.33945723231812025,0.06519404983426019,0.7236954545537215,216.56060894929374,12,4096,64,32
25042001,dephasing,7,56,3.043973663916669,0.01076435541423057,-0.17213308770534563,0.6063229807857606,-474.4176224178026,12,4096,64,32
25042001,dephasing,8,55,2.6684291676852356,-0.05737133598131283,-0.10086620792498685,0.11636489455443466,-54.15975656199356,12,4096,64,32
25042001,dephasing,9,54,2.4745919381189,-0.003819722240262502,-0.024689047511248334,0.2572449080783405,-18.120010551282093,12,4096,64,32
25042001,dephasing,10,53,2.3871621706934665,0.14003212934872888,-0.03477100844399539,0.29366944319200505,-14.572829208491953,12,4096,64,32
25042001,dephasing,11,52,2.2653212314018605,-0.224172385346391,0.1934020744110461,0.7030065013821224,388.7369022153547,12,4096,64,32
25042001,dephasing,12,51,2.249859797868409,-0.18752494132440845,0.0437366651285015,0.38032048238136834,46.83586212166014,12,4096,64,32
25042001,dephasing,13,50,2.209386159177865,0.08312046275607674,0.03876908660516166,0.5594263002620338,87.96086817492494,12,4096,64,32
25042001,dephasing,14,49,2.1065965623007643,0.1437902431111996,-0.09583856789668681,0.20982870849997717,-94.56096560886596,12,4096,64,32
25042001,dephasing,15,48,1.9943880044574032,-0.11793961993420918,-0.13900538845902857,0.022312524007239813,-123.949094580378,12,4096,64,32
25042001,dephasing,16,47,1.7884700314019155,-0.005909114422993925,-0.019969547083317676,0.22041953005768264,-11.42964346675539,12,4096,64,32
25042001,dephasing,17,46,1.6596046600821208,0.16295424968066982,0.02441767723555186,0.9147128174998509,2999.021659261416,12,4096,64,32
25042001,dephasing,18,45,1.657281646292116,0.1978549732510117,-0.015242290339264738,0.9119811568328268,-1793.6795213995792,12,4096,64,32
25042001,dephasing,19,44,1.6127083559370616,-0.12079779034127015,-0.0836333096153697,0.09235560725526414,-53.426970179455004,12,4096,64,32
25042001,dephasing,20,43,1.578488030168573,0.12694934344320077,0.0585774565818077,0.41944025086303505,58.401083044829036,12,4096,64,32
25042001,dephasing,21,42,1.450470068859547,0.0013016432843718506,-0.03021123510147751,0.23564815380070026,-15.374235749588276,12,4096,64,32
25042001,dephasing,22,41,1.4106214575040974,-0.13534430655827895,-0.07604526602203819,0.1257047107449973,-41.21133883311589,12,4096,64,32
25042001,dephasing,23,40,1.1269767868933243,0.22652612161384647,-0.04471067450459021,0.21866698205397916,-17.333032474196013,12,4096,64,32
25042001,dephasing,24,39,0.6556114102355302,-0.01863287249072665,-0.019832138415571958,0.7430519528151036,-117.98860551377038,12,4096,64,32
25042001,dephasing,25,38,0.6420154708078896,0.07202536585725683,-0.09376358797106821,0.6637693062849093,-599.3717081786212,12,4096,64,32
25042001,dephasing,26,37,0.6160475252679576,-0.024677626605884156,0.020752375040076355,0.44611353535796394,21.52206419658407,12,4096,64,32
25042001,dephasing,27,36,0.49804884389515347,-0.21944242393528424,0.07360162224747249,0.6777613684468987,210.42420636956035,12,4096,64,32
25042001,dephasing,28,35,0.48750995708759454,-0.10471684528919623,0.1659566736487484,0.7027159712373203,629.4114528436248,12,4096,64,32
25042001,dephasing,29,34,0.36256807468048846,0.2963353545827796,-0.04163973135765784,0.23531950141525085,-29.30437191326773,12,4096,64,32
25042001,dephasing,30,33,0.2982584312461436,0.018117573228428996,-0.06913800427303199,0.053708626841145954,-32.90197843441398,12,4096,64,32
25042001,dephasing,31,32,0.2753711319308597,-0.01233307070710915,-0.04776132516790544,0.23257367845456725,-39.13704854537992,12,4096,64,32
25042001,transverse,0,63,3.464724604907568,0.24897650084503037,0.683521823052826,0.8787404668875148,151.39894999112204,12,4096,64,32
25042001,transverse,1,62,3.374785846386806,0.10645425428055696,0.6314175075578057,0.8746566240930401,196.1828949968336,12,4096,64,32
25042001,transverse,2,61,3.36201797711009,0.2261782163936686,0.34511609127103887,0.7198859437885776,143.60543021578076,12,4096,64,32
25042001,transverse,3,60,3.2055209813960563,-0.39781311092336785,0.07927505579467517,0.5082297390438789,62.20371588991023,12,4096,64,32
25042001,transverse,4,59,3.2046307195646877,-0.1640118530810903,0.27866592505120197,0.8511546400477891,336.50287917528954,12,4096,64,32
25042001,transverse,5,58,3.155754981361019,-0.03452021424682816,-0.15490817943042426,0.13632660445951816,-83.9271466776614,12,4096,64,32
25042001,transverse,6,57,3.078547021649269,0.33945723231812025,-0.09323775803793762,0.46387655527896415,-199.32477036251828,12,4096,64,32
25042001,transverse,7,56,3.043973663916669,0.01076435541423057,-0.13460804969611692,0.198423868731208,-125.45382419354908,12,4096,64,32
25042001,transverse,8,55,2.6684291676852356,-0.05737133598131283,0.03506647607964141,0.3791004293869329,17.214542017638102,12,4096,64,32
25042001,transverse,9,54,2.4745919381189,-0.003819722240262502,-0.022028533571747996,0.3495787025700502,-12.169103259771902,12,4096,64,32
25042001,transverse,10,53,2.3871621706934665,0.14003212934872888,0.3195480759164852,0.6705228708716165,207.5368763140064,12,4096,64,32
25042001,transverse,11,52,2.2653212314018605,-0.224172385346391,-0.0912986117042034,0.2516071966441677,-74.82217943230881,12,4096,64,32
25042001,transverse,12,51,2.249859797868409,-0.18752494132440845,-0.11909392342771098,0.07235058358562713,-90.88046498037637,12,4096,64,32
25042001,transverse,13,50,2.209386159177865,0.08312046275607674,-0.0750897614461726,0.2546119809973097,-67.10579149157053,12,4096,64,32
25042001,transverse,14,49,2.1065965623007643,0.1437902431111996,0.0016710354279690337,0.4593222871236658,1.4101660252888166,12,4096,64,32
25042001,transverse,15,48,1.9943880044574032,-0.11793961993420918,-0.16987865356630458,0.18794667963567765,-162.1727790066489,12,4096,64,32
25042001,transverse,16,47,1.7884700314019155,-0.005909114422993925,-0.023087658097490967,0.2122774775689625,-8.18252904408392,12,4096,64,32
25042001,transverse,17,46,1.6596046600821208,0.16295424968066982,-0.0009257647491869259,0.9593298426441103,-346.01727416249923,12,4096,64,32
