seed,family,g_minus,g_plus,E_abs,prominence,A_group,C_group,cross_sum,n_qubits,dimension,n_groups,n_pairs
25042004,dephasing,0,31,2.57244297622979,0.29187078383526166,0.30491559457771544,0.9743319791086522,3520.7198739407822,12,4096,32,16
25042004,dephasing,1,30,2.5704397157876953,0.09793385690585021,-0.24853088940185825,0.6371145923513792,-2823.7096334631624,12,4096,32,16
25042004,dephasing,2,29,2.5182691512223654,-0.026130059474712086,0.013811220148329778,0.3519314425607195,8.896748350580623,12,4096,32,16
25042004,dephasing,3,28,2.5107742092126726,-0.2560501269525173,0.02352432393621722,0.38432295388863613,12.499864882034487,12,4096,32,16
25042004,dephasing,4,27,1.8505988304465324,0.09911336537660576,0.14314692556077036,0.6452706647798057,352.84940929896084,12,4096,32,16
25042004,dephasing,5,26,1.8412865559394676,-0.09123750909287315,-0.12667930884021103,0.39056676254640876,-310.0580755962124,12,4096,32,16
25042004,dephasing,6,25,1.637900945804276,0.029286296103214315,0.012377406118844221,0.6159620767846865,51.6261575700928,12,4096,32,16
25042004,dephasing,7,24,1.6342111485975617,-0.010783209019680773,-0.027036125830108854,0.5856446468326437,-112.09156313292283,12,4096,32,16
25042004,dephasing,8,23,1.1809509017063249,0.1690083678875427,0.16000737778166604,0.7646164748033766,639.7604087159475,12,4096,32,16
25042004,dephasing,9,22,1.1758079272412876,-0.13046735856576366,-0.1444750086741139,0.5418032979564329,-559.3304008164555,12,4096,32,16
25042004,dephasing,10,21,0.6732417416569784,0.06999313533213689,0.18840268518093,0.5980692698369566,542.8602911668949,12,4096,32,16
25042004,dephasing,11,20,0.6594521211046576,-0.2837925560866903,-0.15701268946442073,0.20323567661841194,-435.3557525898579,12,4096,32,16
25042004,dephasing,12,19,0.3931477574700867,-0.015213116494816492,-0.08576236966444793,0.36693424513094847,-404.91627102411724,12,4096,32,16
25042004,dephasing,13,18,0.36144486020505295,-0.028604857415326146,-0.1640918367332744,0.22278793375874467,-1069.2115356499867,12,4096,32,16
25042004,dephasing,14,17,0.21421239754419324,0.13610410958259356,-0.08098252172846555,0.22452008589858038,-187.00431923243107,12,4096,32,16
25042004,dephasing,15,16,0.14229618758818519,0.051417795304562114,0.05016747192960626,0.4592900003675101,184.66118762237886,12,4096,32,16
25042004,transverse,0,31,2.57244297622979,0.29187078383526166,0.25187374766234527,0.9262599431202239,1296.2806931936816,12,4096,32,16
25042004,transverse,1,30,2.5704397157876953,0.09793385690585021,-0.1687813918689458,0.6552540140573985,-880.1325895968525,12,4096,32,16
25042004,transverse,2,29,2.5182691512223654,-0.026130059474712086,0.33584663175037827,0.6664848386946025,177.7193436500121,12,4096,32,16
25042004,transverse,3,28,2.5107742092126726,-0.2560501269525173,-0.02630342210032094,0.29417895315504555,-14.119578329666595,12,4096,32,16
25042004,transverse,4,27,1.8505988304465324,0.09911336537660576,0.09204916364293636,0.6560123711710578,141.43418651345064,12,4096,32,16
25042004,transverse,5,26,1.8412865559394676,-0.09123750909287315,-0.10161197719300952,0.48375997950458427,-157.2945202885175,12,4096,32,16
25042004,transverse,6,25,1.637900945804276,0.029286296103214315,0.06886392731000994,0.7358829549394891,200.25242963158803,12,4096,32,16
25042004,transverse,7,24,1.6342111485975617,-0.010783209019680773,-0.06951603473997887,0.6385765441530303,-200.43650816521472,12,4096,32,16
25042004,transverse,8,23,1.1809509017063249,0.1690083678875427,0.11964033309610683,0.8729588524784127,1070.9818848546329,12,4096,32,16
25042004,transverse,9,22,1.1758079272412876,-0.13046735856576366,-0.10808795611871,0.7301733382325901,-969.5961781668657,12,4096,32,16
25042004,transverse,10,21,0.6732417416569784,0.06999313533213689,0.207538368197597,0.8686400125965432,1406.1981591871322,12,4096,32,16
25042004,transverse,11,20,0.6594521211046576,-0.2837925560866903,-0.18692678685816344,0.5994195733164168,-1267.6512620858603,12,4096,32,16
25042004,transverse,12,19,0.3931477574700867,-0.015213116494816492,0.15408075882299488,0.812302494655616,2256.7554174154793,12,4096,32,16
25042004,transverse,13,18,0.36144486020505295,-0.028604857415326146,-0.15722767679964578,0.5849957623030481,-2338.941846926189,12,4096,32,16
25042004,transverse,14,17,0.21421239754419324,0.13610410958259356,-0.01581893565687074,0.3497862418868011,-61.457586899449154,12,4096,32,16
25042004,transverse,15,16,0.14229618758818519,0.051417795304562114,-0.10203648044232806,0.20037667693028388,-343.00893214953066,12,4096,32,16
