seed,family,metric,spearman,perm_p_one_sided,n_pairs
25042006,dephasing,A_group,0.5509530791788856,0.001998667554963358,32
25042006,dephasing,C_group,0.5692815249266862,0.001998667554963358,32
25042006,dephasing,cross_sum,0.5230938416422287,0.0013324450366422385,32
25042006,transverse,A_group,0.2111436950146627,0.13057961359093936,32
25042006,transverse,C_group,0.03079178885630498,0.4217188540972685,32
25042006,transverse,cross_sum,0.28995601173020524,0.0626249167221852,32
25042007,dephasing,A_group,0.2647058823529412,0.17788141239173885,16
25042007,dephasing,C_group,0.3294117647058824,0.09127248500999334,16
25042007,dephasing,cross_sum,0.19999999999999998,0.2351765489673551,16
25042007,transverse,A_group,-0.1323529411764706,0.6988674217188541,16
25042007,transverse,C_group,0.11470588235294117,0.3431045969353764,16
25042007,transverse,cross_sum,-0.17058823529411765,0.7321785476349101,16
25042008,dephasing,A_group,0.2562316715542522,0.07794803464357095,32
25042008,dephasing,C_group,0.1601906158357771,0.1905396402398401,32
25042008,dephasing,cross_sum,0.2664956011730205,0.08261159227181879,32
25042008,transverse,A_group,0.4131231671554252,0.012658227848101266,32
25042008,transverse,C_group,0.5854105571847507,0.001998667554963358,32
25042008,transverse,cross_sum,0.20124633431085046,0.10659560293137908,32
25042009,dephasing,A_group,0.7764705882352941,0.0013324450366422385,16
25042009,dephasing,C_group,0.6617647058823529,0.005329780146568954,16
25042009,dephasing,cross_sum,0.39999999999999997,0.06528980679546968,16
25042009,transverse,A_group,0.2352941176470588,0.189873417721519,16
25042009,transverse,C_group,0.15882352941176472,0.279147235176549,16
25042009,transverse,cross_sum,-0.29705882352941176,0.871419053964024,16
25042010,dephasing,A_group,0.055882352941176466,0.4223850766155896,16
25042010,dephasing,C_group,0.0029411764705882353,0.4883411059293804,16
25042010,dephasing,cross_sum,0.09411764705882353,0.346435709526982,16
25042010,transverse,A_group,0.8558823529411764,0.0006662225183211193,16
25042010,transverse,C_group,0.7294117647058823,0.0013324450366422385,16
25042010,transverse,cross_sum,0.8441176470588234,0.0006662225183211193,16
25042011,dephasing,A_group,-0.02647058823529412,0.5596269153897402,16
25042011,dephasing,C_group,0.03823529411764706,0.4503664223850766,16
25042011,dephasing,cross_sum,0.10294117647058824,0.3690872751499001,16
25042011,transverse,A_group,0.6029411764705882,0.005329780146568954,16
25042011,transverse,C_group,0.7176470588235294,0.0006662225183211193,16
25042011,transverse,cross_sum,0.6735294117647058,0.006662225183211193,16
