seed,family,metric,spearman,perm_p_one_sided,n_pairs
25042010,transverse,H_times_sigma,0.7911764705882354,0.0006662225183211193,16
25042010,transverse,H_times_pvq2_over_gap,0.8735294117647058,0.0006662225183211193,16
25042010,transverse,C_times_sigma,0.7441176470588236,0.0006662225183211193,16
25042011,dephasing,H_local,0.21176470588235297,0.19986675549633579,16
25042011,dephasing,H_times_sigma,0.24705882352941175,0.18454363757495004,16
25042011,dephasing,H_times_pvq2_over_gap,0.09411764705882353,0.37241838774150565,16
25042011,dephasing,C_times_sigma,0.0823529411764706,0.38574283810792803,16
25042011,transverse,H_local,0.7823529411764706,0.0006662225183211193,16
25042011,transverse,H_times_sigma,0.6647058823529411,0.0033311125916055963,16
25042011,transverse,H_times_pvq2_over_gap,0.2676470588235294,0.14656895403064624,16
25042011,transverse,C_times_sigma,0.6470588235294118,0.0073284477015323115,16
