seed,family,g_minus,g_plus,E_abs,prominence,A_group,C_group,cross_sum,n_qubits,dimension,n_groups,n_pairs
25042002,dephasing,0,15,3.3429999096286203,0.195718526854322,0.5996895083776314,0.9132822889017683,183.9063070310948,12,4096,16,8
25042002,dephasing,1,14,2.8980905405312307,-0.18877771140466698,0.4547404696290595,0.8137433791358745,157.01593057080458,12,4096,16,8
25042002,dephasing,2,13,2.465673794541444,-0.11441077568826918,-0.12027300657991968,0.21320676310368317,-59.472789988725026,12,4096,16,8
25042002,dephasing,3,12,2.0243703556172483,-0.09989827413876165,-0.09511191949383375,0.22033291907353553,-59.195363926305944,12,4096,16,8
25042002,dephasing,4,11,1.1173839617295043,0.15064210182748908,0.2733250464463895,0.6482399732819151,266.30984771343367,12,4096,16,8
25042002,dephasing,5,10,0.7077357436672549,0.02899551736270692,0.09235160015052772,0.4860482439646639,174.05512330128022,12,4096,16,8
25042002,dephasing,6,9,0.561166029633729,-0.09895775396161546,-0.09010479462155384,0.21775576480454456,-172.8359755288474,12,4096,16,8
25042002,dephasing,7,8,0.14921105294504658,0.11793688165538825,-0.01416062615365792,0.3223848091757946,-21.47599036987296,12,4096,16,8
25042002,transverse,0,15,3.3429999096286203,0.195718526854322,0.5464597118972552,0.8863593998397358,59.601950030665925,12,4096,16,8
25042002,transverse,1,14,2.8980905405312307,-0.18877771140466698,-0.14083028036592643,0.2269621405422065,-19.889181442445718,12,4096,16,8
25042002,transverse,2,13,2.465673794541444,-0.11441077568826918,0.325385685179237,0.7280372670486297,53.527290732315,12,4096,16,8
25042002,transverse,3,12,2.0243703556172483,-0.09989827413876165,-0.15452032373186897,0.18322200251863047,-27.42440308398601,12,4096,16,8
25042002,transverse,4,11,1.1173839617295043,0.15064210182748908,0.16718526345328455,0.5080029535096996,33.739498956862064,12,4096,16,8
25042002,transverse,5,10,0.7077357436672549,0.02899551736270692,0.10119096583320782,0.44637525269746486,36.500662338488986,12,4096,16,8
25042002,transverse,6,9,0.561166029633729,-0.09895775396161546,-0.007226286558919515,0.3559788133685089,-2.888374143079048,12,4096,16,8
25042002,transverse,7,8,0.14921105294504658,0.11793688165538825,0.06758838266952225,0.5010281505878754,40.67825596441644,12,4096,16,8
