version,seed,family,group,energy,group_dim,K2_norm,K3_norm,K4_norm,K5_norm,K6_norm,K3_over_K2,K5_over_K2
v32.25,25042000,dephasing,57,1.966744402461953,4,2.172679659819757,0.1302485556853871,116.1487166226893,36.05646360605203,5297.6432350147425,0.05994834769898493,16.595388760183464
v32.25,25042000,dephasing,58,1.9761806190048739,4,1.0066378678326293,0.07212644602848882,98.06135710799691,30.9424989997554,4851.716510438767,0.07165083724078723,30.738461157215394
v32.25,25042000,dephasing,59,1.9787294107422513,4,1.9240120148201758,0.15748140488644446,96.2103820460759,30.126558043857973,4801.25479899341,0.081850530908022,15.658196420708784
v32.25,25042000,dephasing,60,2.8428147436945483,4,0.3963116777509529,0.10892399801916074,8.821269780503787,1.585791187217939,8049.230638373272,0.2748442807370665,4.001373858618594
v32.25,25042000,dephasing,61,2.8439494108712084,4,0.8797503615963473,0.10910320070916102,8.540402562074476,1.435958482012752,8076.630747668866,0.12401609078192166,1.6322340344448845
v32.25,25042000,dephasing,62,2.87344508633917,4,0.4069452174799437,0.10325975253178919,6.999913142539474,1.2119687174116354,8353.907262970119,0.25374361977083154,2.978210986031227
v32.25,25042000,dephasing,63,2.874552422746733,4,0.8671059923641661,0.10370700745451389,6.723624637359672,1.0736753638594771,8379.61137400709,0.11960130407097816,1.2382285133702045
v32.25,25042000,transverse,0,-2.8745524227467336,4,1.629020563513946,1.3431438879058204e-13,10.56805785045506,4.049468667293546e-10,26654.27678232415,8.245100878337204e-14,2.48583029459031e-10
v32.25,25042000,transverse,1,-2.87344508633917,4,1.365361188958686,1.3696194998892896e-13,10.923125271492514,3.8854097862900837e-10,26624.610292414018,1.0031188164458162e-13,2.845701062627503e-10
v32.25,25042000,transverse,2,-2.8439494108712084,4,1.56532278431329,2.630368030874844e-13,13.592544467106004,8.116892051835801e-10,25041.792174316684,1.680399759867286e-13,5.185442985420223e-10
v32.25,25042000,transverse,3,-2.8428147436945483,4,1.2636725165564384,2.5549013451276993e-13,13.47000541562751,8.062552333234799e-10,24936.989666731617,2.0218065295033198e-13,6.380254557727977e-10
v32.25,25042000,transverse,4,-1.9787294107422497,4,8.309670938201249,4.299453705094365e-11,2396.253695805109,2.9385745696902228e-08,834773.7534207563,5.174036056384497e-12,3.5363308505767626e-09
v32.25,25042000,transverse,5,-1.976180619004873,4,1.8620478071958737,4.251089194350111e-11,2430.6334482574043,3.019160853345334e-08,826818.3897625934,2.2830182865991945e-11,1.6214196228892746e-08
v32.25,25042000,transverse,6,-1.966744402461952,4,5.755802136810337,2.8054334311859208e-11,1268.2224076823627,1.4636126724977313e-08,271954.8859689784,4.874096371805778e-12,2.5428474393472006e-09
v32.25,25042000,transverse,7,-1.964430991862898,4,0.8725328228909717,2.91218954211573e-11,1175.7895419808956,1.402885292660356e-08,266895.2504170154,3.337627497458197e-11,1.6078309673350307e-08
