seed,pair_rank,group,partner_group,sign,energy,partner_energy,dim_p,family,basis,pvp_fro,pvq_fro,pvq_fro_sq,gap_pq,sigma_fro,sigma_trace_abs,discovery_prominence
25042000,4,21,42,-,-0.6523641195267387,0.6523641195267388,4,transverse,NULL,0.31651834379927346,2.6752228365694575,7.156817225302734,3.937038439483231e-06,20.16994855146821,5.852991488480714,0.34473424651455187
25042000,4,42,21,+,0.6523641195267388,-0.6523641195267387,4,dephasing,REAL,1.6067596501829884e-14,1.7837893464314454,3.181904432442323,0.0063984720174729,1.9634699758593228,3.9209583251666777,0.3384041572656211
25042000,4,42,21,+,0.6523641195267388,-0.6523641195267387,4,dephasing,NULL,0.21365469886230426,1.8028197974841043,3.250159222200627,0.000306724670115166,13.424485221744568,2.4757466225182467,0.3384041572656211
25042000,4,42,21,+,0.6523641195267388,-0.6523641195267387,4,transverse,REAL,4.693577079439822e-14,2.6969105167712066,7.273326335471137,0.0063984720174729,33.33556667478991,66.67033414742804,0.3384041572656211
25042000,4,42,21,+,0.6523641195267388,-0.6523641195267387,4,transverse,NULL,0.3159769738197958,2.6573728780463686,7.06163061297644,0.000306724670115166,33.37205958043982,22.43356378100984,0.3384041572656211
25042000,5,2,61,-,-2.8439494108712084,2.8439494108712084,4,dephasing,REAL,2.5186676365364065e-14,1.9640217521509264,3.8573814429219953,0.0011346671766587768,0.8797503615963501,1.7594970608058693,0.2364281680579556
25042000,5,2,61,-,-2.8439494108712084,2.8439494108712084,4,dephasing,NULL,0.22431908956260033,1.8420561184049993,3.3931707433532927,6.563018414418309e-05,12.519235415740308,15.530370151785155,0.2364281680579556
25042000,5,2,61,-,-2.8439494108712084,2.8439494108712084,4,transverse,REAL,2.3368021322194673e-14,2.6976335118100714,7.277226564040738,0.0011346671766587768,1.56532278431329,3.130302413551829,0.2364281680579556
25042000,5,2,61,-,-2.8439494108712084,2.8439494108712084,4,transverse,NULL,0.3349011343900532,2.6271422450680055,6.901876375820961,6.563018414418309e-05,28.678797067759596,36.11636237511863,0.2364281680579556
25042000,5,61,2,+,2.8439494108712084,-2.8439494108712084,4,dephasing,REAL,3.2480745955895224e-14,1.9640217521509258,3.8573814429219926,0.001134667176659221,0.8797503615963472,1.7594970608058633,0.30490189758471686
25042000,5,61,2,+,2.8439494108712084,-2.8439494108712084,4,dephasing,NULL,0.24478300903589173,1.9117111983576658,3.6546397059261024,8.75086272067449e-05,9.768929746338118,10.335545732549752,0.30490189758471686
25042000,5,61,2,+,2.8439494108712084,-2.8439494108712084,4,transverse,REAL,2.8521773821106905e-14,2.69763351181007,7.277226564040731,0.001134667176659221,1.565322784313284,3.130302413551817,0.30490189758471686
25042000,5,61,2,+,2.8439494108712084,-2.8439494108712084,4,transverse,NULL,0.3248142099712194,2.651647283747344,7.031233317404667,8.75086272067449e-05,19.135962619719702,23.02710514057651,0.30490189758471686
25042000,6,14,49,-,-1.4334527954745657,1.4334527954745644,4,dephasing,REAL,1.0686336655273508e-14,1.7702668298964255,3.13384464903154,0.005891097676349322,3.2114231813577887,6.422712585376054,0.1549925543005553
25042000,6,14,49,-,-1.4334527954745657,1.4334527954745644,4,dephasing,NULL,0.19506832162968704,1.8402144551478126,3.3863892409349607,0.00021574394764423133,10.675261961214822,1.459787766893367,0.1549925543005553
25042000,6,14,49,-,-1.4334527954745657,1.4334527954745644,4,transverse,REAL,1.4152739963784e-14,2.695548717944935,7.265982890814583,0.005891097676349322,5.651038191788011,11.30148031528863,0.1549925543005553
25042000,6,14,49,-,-1.4334527954745657,1.4334527954745644,4,transverse,NULL,0.3293191306751982,2.7602139145394613,7.618780854017256,0.00021574394764423133,13.226870128472624,7.234544949575606,0.1549925543005553
25042000,6,49,14,+,1.4334527954745644,-1.4334527954745657,4,dephasing,REAL,1.511805610881684e-14,1.7702668298964257,3.133844649031541,0.005891097676347545,3.2114231813584158,6.422712585377308,0.29063541288859407
25042000,6,49,14,+,1.4334527954745644,-1.4334527954745657,4,dephasing,NULL,0.1936116614766618,1.8056108956209014,3.2602307063849136,0.0004889432346251166,7.69904627748988,7.280644375288892,0.29063541288859407
25042000,6,49,14,+,1.4334527954745644,-1.4334527954745657,4,transverse,REAL,1.2755143950771179e-14,2.695548717944933,7.265982890814572,0.005891097676347545,5.651038191789524,11.301480315291654,0.29063541288859407
25042000,6,49,14,+,1.4334527954745644,-1.4334527954745657,4,transverse,NULL,0.35909573582467774,2.742888903424871,7.523439536531292,0.0004889432346251166,19.648949473017115,15.1083155004276,0.29063541288859407
25042000,7,20,43,-,-0.6587625915442124,0.6587625915442124,4,dephasing,REAL,1.3798614754718307e-14,1.7839059506075379,3.1823204406129832,0.0063984720174734555,3.34384714223153,6.683670893347783,0.2681436230173225
25042000,7,20,43,-,-0.6587625915442124,0.6587625915442124,4,dephasing,NULL,0.18998862377489475,1.811539322996041,3.2816747187609545,0.00016657174176959444,11.532102134640152,19.548413862785246,0.2681436230173225
25042000,7,20,43,-,-0.6587625915442124,0.6587625915442124,4,transverse,REAL,4.218566543509224e-14,2.6974776507543226,7.276385676319059,0.0063984720174734555,36.57140058305072,73.1427845112475,0.2681436230173225
25042000,7,20,43,-,-0.6587625915442124,0.6587625915442124,4,transverse,NULL,0.28352762930764686,2.7207953789504384,7.40272749411806,0.00016657174176959444,22.17258551767328,38.711472833139105,0.2681436230173225
25042000,7,43,20,+,0.6587625915442124,-0.6587625915442124,4,dephasing,REAL,1.6442471309336665e-14,1.7839059506075345,3.1823204406129713,0.0063984720174733445,3.3438471422315748,6.683670893347868,0.271925888444691
25042000,7,43,20,+,0.6587625915442124,-0.6587625915442124,4,dephasing,NULL,0.21682499348418482,1.8609276902723422,3.463051868422354,3.124455493264122e-05,9.222790014090332,14.857423188007942,0.271925888444691
25042000,7,43,20,+,0.6587625915442124,-0.6587625915442124,4,transverse,REAL,4.89790218686741e-14,2.6974776507543217,7.276385676319054,0.0063984720174733445,36.571400583051215,73.14278451124852,0.271925888444691
25042000,7,43,20,+,0.6587625915442124,-0.6587625915442124,4,transverse,NULL,0.32199852126277145,2.636802986833722,6.9527299913752385,3.124455493264122e-05,31.564009692825806,49.13547421044714,0.271925888444691
25042000,8,13,50,-,-1.458412911542341,1.4584129115423414,4,dephasing,REAL,1.1091353981490279e-14,1.7669691510626289,3.122179980806987,0.0054978547559250135,1.7083425418460314,3.4163843679297736,0.22512599499772068
25042000,8,13,50,-,-1.458412911542341,1.4584129115423414,4,dephasing,NULL,0.26296446562282594,1.8218601583374048,3.319174436537194,0.0007181108546623349,8.12610825420305,10.355707800754452,0.22512599499772068
25042000,8,13,50,-,-1.458412911542341,1.4584129115423414,4,transverse,REAL,2.1250018266293688e-14,2.7001163318279957,7.290628205404271,0.0054978547559250135,6.552144374953948,13.10387955111003,0.22512599499772068
25042000,8,13,50,-,-1.458412911542341,1.4584129115423414,4,transverse,NULL,0.26654996119427293,2.6249744063934584,6.890490634220689,0.0007181108546623349,13.924636716405912,7.888458892101872,0.22512599499772068
25042000,8,50,13,+,1.4584129115423414,-1.458412911542341,4,dephasing,REAL,1.107578891605723e-14,1.766969151062626,3.122179980806977,0.005497854755924347,1.7083425418461953,3.416384367930103,0.03048119570648164
25042000,8,50,13,+,1.4584129115423414,-1.458412911542341,4,dephasing,NULL,0.17362319072387164,1.8710274481001763,3.5007437115442577,0.0006440840045744967,9.650705934487458,11.54588845501102,0.03048119570648164
25042000,8,50,13,+,1.4584129115423414,-1.458412911542341,4,transverse,REAL,1.9293263231386376e-14,2.700116331827999,7.290628205404288,0.005497854755924347,6.552144374954385,13.103879551110904,0.03048119570648164
25042000,8,50,13,+,1.4584129115423414,-1.458412911542341,4,transverse,NULL,0.2568743834020307,2.741685514329189,7.516839459482509,0.0006440840045744967,21.85925283699876,26.130564387010384,0.03048119570648164
25042000,9,0,63,-,-2.8745524227467336,2.874552422746733,4,dephasing,REAL,2.2056163633453612e-14,1.9602479986835672,3.842572216342931,0.0011073364075633307,0.867105992364161,1.7342087517289901,0.11436070160023623
25042000,9,0,63,-,-2.8745524227467336,2.874552422746733,4,dephasing,NULL,0.256247508784872,1.830947567073808,3.3523689933734966,0.00011378540486894906,22.849048739596803,34.13162281224145,0.11436070160023623
25042000,9,0,63,-,-2.8745524227467336,2.874552422746733,4,transverse,REAL,1.1380110645488554e-14,2.697958704862205,7.278981173141746,0.0011073364075633307,1.6290205635139463,3.257714043811679,0.11436070160023623
25042000,9,0,63,-,-2.8745524227467336,2.874552422746733,4,transverse,NULL,0.2672991610577948,2.6492659715295206,7.018610187904255,0.00011378540486894906,38.175197454052736,63.30265669517928,0.11436070160023623
25042000,9,63,0,+,2.874552422746733,-2.8745524227467336,4,dephasing,REAL,3.689627176893758e-14,1.9602479986835746,3.842572216342959,0.0011073364075633307,0.867105992364166,1.734208751729,0.18871847023623955
25042000,9,63,0,+,2.874552422746733,-2.8745524227467336,4,dephasing,NULL,0.1998793262458281,1.880910398479186,3.53782392710713,0.00011663864668243207,20.081666553602606,33.036682127413926,0.18871847023623955
25042000,9,63,0,+,2.874552422746733,-2.8745524227467336,4,transverse,REAL,1.8994693419393653e-14,2.6979587048621996,7.278981173141717,0.0011073364075633307,1.6290205635139434,3.2577140438116725,0.18871847023623955
25042000,9,63,0,+,2.874552422746733,-2.8745524227467336,4,transverse,NULL,0.40535438017480596,2.6373565776022145,6.955649717421666,0.00011663864668243207,23.655441514881126,39.24502944456904,0.18871847023623955
25042000,10,30,33,-,-0.048600388009180505,0.048600388009180644,4,dephasing,REAL,7.268903700465673e-15,1.9014958843926932,3.6156865983623505,0.002006600278621852,11.391614159650553,22.409797057829373,0.1783224940845633
25042000,10,30,33,-,-0.048600388009180505,0.048600388009180644,4,dephasing,NULL,0.20152940154909918,1.8779491999124827,3.5266931974519338,1.476050828835146e-05,19.832640700611147,26.284097355491557,0.1783224940845633
25042000,10,30,33,-,-0.048600388009180505,0.048600388009180644,4,transverse,REAL,1.296542798303526e-13,2.696113340181137,7.269027143102687,0.002006600278621852,63.02251907268141,126.04495246483717,0.1783224940845633
25042000,10,30,33,-,-0.048600388009180505,0.048600388009180644,4,transverse,NULL,0.30652853344644226,2.5291320242956585,6.396508796317855,1.476050828835146e-05,18.62256107307343,22.358499156990376,0.1783224940845633
25042000,10,33,30,+,0.048600388009180644,-0.048600388009180505,4,dephasing,REAL,9.37061013269093e-15,1.9014958843926966,3.6156865983623634,0.002006600278621651,11.391614159650587,22.40979705782945,0.13299924626745058
25042000,10,33,30,+,0.048600388009180644,-0.048600388009180505,4,dephasing,NULL,0.15094541242489107,1.8759899351541107,3.5193382367995247,0.00013670485635063762,14.690647469662814,12.468274303232306,0.13299924626745058
25042000,10,33,30,+,0.048600388009180644,-0.048600388009180505,4,transverse,REAL,1.4090791750170735e-13,2.696113340181146,7.269027143102735,0.002006600278621651,63.02251907268092,126.04495246483617,0.13299924626745058
25042000,10,33,30,+,0.048600388009180644,-0.048600388009180505,4,transverse,NULL,0.2727638461147975,2.634394608536648,6.940034953486959,0.00013670485635063762,43.217426066765796,48.26176550265596,0.13299924626745058
25042000,11,28,35,-,-0.07278294475567904,0.07278294475567904,4,dephasing,REAL,6.934432375725019e-15,1.901452808073326,3.6155227813299367,0.001970394732090708,7.542886475801145,14.874949435107528,0.1636213237553503
25042000,11,28,35,-,-0.07278294475567904,0.07278294475567904,4,dephasing,NULL,0.2584234598799773,1.885273554528533,3.5542563754046497,0.00024331706139346654,19.80932068465375,34.34949807380909,0.1636213237553503
25042000,11,28,35,-,-0.07278294475567904,0.07278294475567904,4,transverse,REAL,2.241611877286315e-13,2.7067045904792137,7.3262497401212485,0.001970394732090708,86.9343982764859,173.8683697164163,0.1636213237553503
25042000,11,28,35,-,-0.07278294475567904,0.07278294475567904,4,transverse,NULL,0.2511509290205041,2.6609307551177244,7.080552483531383,0.00024331706139346654,38.67532814084064,61.58916067443163,0.1636213237553503
25042000,11,35,28,+,0.07278294475567904,-0.07278294475567904,4,dephasing,REAL,5.731210693622087e-15,1.9014528080733306,3.6155227813299544,0.0019703947320908743,7.54288647580115,14.874949435107537,0.1666843876215432
25042000,11,35,28,+,0.07278294475567904,-0.07278294475567904,4,dephasing,NULL,0.2534342551831806,1.888812876302779,3.567614081687177,0.0004122881226644587,21.540755529749784,35.28319034397726,0.1666843876215432
25042000,11,35,28,+,0.07278294475567904,-0.07278294475567904,4,transverse,REAL,2.724601846213764e-13,2.7067045904792173,7.326249740121267,0.0019703947320908743,86.93439827648601,173.86836971641657,0.1666843876215432
25042000,11,35,28,+,0.07278294475567904,-0.07278294475567904,4,transverse,NULL,0.33197006293674747,2.5846069502614046,6.680193087339559,0.0004122881226644587,27.359954715712483,47.95309322719551,0.1666843876215432
25042000,12,23,40,-,-0.6293356210701319,0.6293356210701317,4,dephasing,REAL,1.4206169339412476e-14,1.782500549705838,3.1773082097016143,0.006052680084904116,1.9968541372170114,3.9865813881986853,0.16502413161883028
25042000,12,23,40,-,-0.6293356210701319,0.6293356210701317,4,dephasing,NULL,0.21172798059982095,1.8472234713323419,3.4122345530411073,0.0002182158518703181,9.326975562301543,16.689041401336965,0.16502413161883028
25042000,12,23,40,-,-0.6293356210701319,0.6293356210701317,4,transverse,REAL,4.473077295604127e-14,2.698204123871997,7.280305494079852,0.006052680084904116,41.81956129276339,83.63911490820921,0.16502413161883028
25042000,12,23,40,-,-0.6293356210701319,0.6293356210701317,4,transverse,NULL,0.2798794815323648,2.6683795047889465,7.120249181577703,0.0002182158518703181,23.052639976289647,36.40092686398757,0.16502413161883028
25042000,12,40,23,+,0.6293356210701317,-0.6293356210701319,4,dephasing,REAL,1.599047707741645e-14,1.7825005497058382,3.177308209701615,0.006052680084904449,1.9968541372169808,3.9865813881986343,0.022933714934631644
25042000,12,40,23,+,0.6293356210701317,-0.6293356210701319,4,dephasing,NULL,0.1857018759429437,1.8850173682090128,3.553290478449633,7.886365915588112e-05,10.246512172553752,15.629278773798623,0.022933714934631644
25042000,12,40,23,+,0.6293356210701317,-0.6293356210701319,4,transverse,REAL,3.9836254244324406e-14,2.6982041238719976,7.280305494079854,0.006052680084904449,41.819561292762735,83.63911490820792,0.022933714934631644
25042000,12,40,23,+,0.6293356210701317,-0.6293356210701319,4,transverse,NULL,0.32599580169542514,2.6807891830927213,7.18663064418694,7.886365915588112e-05,25.58344474666842,43.72248918513495,0.022933714934631644
25042000,13,29,34,-,-0.07081255002358791,0.07081255002358793,4,dephasing,REAL,5.8446147885303735e-15,1.9013325535382282,3.6150654791441994,0.00197039473209093,7.523518075247094,14.840098768498507,0.10912284562221497
25042000,13,29,34,-,-0.07081255002358791,0.07081255002358793,4,dephasing,NULL,0.22610315089134722,1.882097720593215,3.5422918298621755,4.111513789557819e-05,14.442531630649368,10.183811697823538,0.10912284562221497
25042000,13,29,34,-,-0.07081255002358791,0.07081255002358793,4,transverse,REAL,2.2361098692034408e-13,2.6983820701980434,7.281265796766279,0.00197039473209093,81.45057685459236,162.9007271342511,0.10912284562221497
25042000,13,29,34,-,-0.07081255002358791,0.07081255002358793,4,transverse,NULL,0.2407458130494908,2.6308765098246907,6.9215112099473455,4.111513789557819e-05,25.6947663340671,18.243996356593268,0.10912284562221497
25042000,13,34,29,+,0.07081255002358793,-0.07081255002358791,4,dephasing,REAL,6.589278976964478e-15,1.901332553538223,3.61506547914418,0.0019703947320909576,7.523518075247098,14.840098768498507,0.12307328643041221
25042000,13,34,29,+,0.07081255002358793,-0.07081255002358791,4,dephasing,NULL,0.19641727804341047,1.8522428164051898,3.4308034509246297,0.0001259721707024125,6.045885163967905,4.283042454643966,0.12307328643041221
25042000,13,34,29,+,0.07081255002358793,-0.07081255002358791,4,transverse,REAL,2.711438474136572e-13,2.6983820701980386,7.281265796766252,0.0019703947320909576,81.45057685459248,162.90072713425138,0.12307328643041221
25042000,13,34,29,+,0.07081255002358793,-0.07081255002358791,4,transverse,NULL,0.3226072220558239,2.6587360695848807,7.06887748771166,0.0001259721707024125,26.12580857016362,32.151273289383425,0.12307328643041221
25042000,14,4,59,-,-1.9787294107422497,1.9787294107422513,4,dephasing,REAL,3.1426188676967445e-14,1.833601235331036,3.3620934902075015,0.002548791737375433,1.9240120148205357,3.8477488067113157,0.09163904430626355
25042000,14,4,59,-,-1.9787294107422497,1.9787294107422513,4,dephasing,NULL,0.20396754372793066,1.9169726543089298,3.6747841573682236,6.663869706113879e-05,19.61083845459081,35.89665661112331,0.09163904430626355
25042000,14,4,59,-,-1.9787294107422497,1.9787294107422513,4,transverse,REAL,5.871893145104173e-14,2.697477161586816,7.276383037282466,0.002548791737375433,8.309670938201247,16.61917759631261,0.09163904430626355
25042000,14,4,59,-,-1.9787294107422497,1.9787294107422513,4,transverse,NULL,0.4602863413951145,2.667785784497831,7.117080991968708,6.663869706113879e-05,54.55627602623949,92.30216736387361,0.09163904430626355
25042000,14,59,4,+,1.9787294107422513,-1.9787294107422497,4,dephasing,REAL,2.7073392965798547e-14,1.8336012353310658,3.3620934902076103,0.0025487917373772095,1.9240120148201763,3.847748806710594,0.08338238636972573
25042000,14,59,4,+,1.9787294107422513,-1.9787294107422497,4,dephasing,NULL,0.24931115242819019,1.8696358711285024,3.4955382906104338,4.1446968426672726e-05,16.422089380679516,28.239385237275535,0.08338238636972573
25042000,14,59,4,+,1.9787294107422513,-1.9787294107422497,4,transverse,REAL,5.033659151272132e-14,2.6974771615868156,7.276383037282463,0.0025487917373772095,8.30967093819973,16.619177596309573,0.08338238636972573
25042000,14,59,4,+,1.9787294107422513,-1.9787294107422497,4,transverse,NULL,0.2874016618968974,2.6260913520714304,6.896355789424353,4.1446968426672726e-05,50.85748545040841,84.62797119517373,0.08338238636972573
25042000,15,31,32,-,-0.046593787730558514,0.04659378773055864,4,dephasing,REAL,9.479459815795809e-15,1.9011037191266773,3.614195350877284,0.0020066002786217826,11.389448135618318,22.405331350187296,0.07724022316920248
25042000,15,31,32,-,-0.046593787730558514,0.04659378773055864,4,dephasing,NULL,0.14858916620962673,1.87156842340195,3.502768363475261,3.023430662572879e-06,16.45939705979725,26.674896902342166,0.07724022316920248
25042000,15,31,32,-,-0.046593787730558514,0.04659378773055864,4,transverse,REAL,1.290858205095462e-13,2.68879452739864,7.229616010568876,0.0020066002786217826,58.30180850671324,116.60353013422906,0.07724022316920248
25042000,15,31,32,-,-0.046593787730558514,0.04659378773055864,4,transverse,NULL,0.34330355937374735,2.6966785656141066,7.272075286242555,3.023430662572879e-06,38.114808873067304,49.576050088096586,0.07724022316920248
25042000,15,32,31,+,0.04659378773055864,-0.046593787730558514,4,dephasing,REAL,8.075772543867736e-15,1.9011037191266733,3.614195350877269,0.00200660027862188,11.389448135618293,22.40533135018724,-0.077407830251633
25042000,15,32,31,+,0.04659378773055864,-0.046593787730558514,4,dephasing,NULL,0.20714075821109995,1.866608874695432,3.484228691091747,2.1886900069462145e-05,16.38881703729493,26.887555862523687,-0.077407830251633
25042000,15,32,31,+,0.04659378773055864,-0.046593787730558514,4,transverse,REAL,1.4001901800431998e-13,2.68879452739863,7.2296160105688205,0.00200660027862188,58.30180850671265,116.60353013422791,-0.077407830251633
25042000,15,32,31,+,0.04659378773055864,-0.046593787730558514,4,transverse,NULL,0.27460431620121384,2.693189468496593,7.25326951322096,2.1886900069462145e-05,24.64624000974587,36.98877087419461,-0.077407830251633
25042000,16,8,55,-,-1.6921458564839145,1.6921458564839147,4,dephasing,REAL,1.5793700109191202e-14,1.9079704034623102,3.640351060488131,0.003535821513991788,3.6067441032141354,7.2134037356487735,-0.04584083249782116
25042000,16,8,55,-,-1.6921458564839145,1.6921458564839147,4,dephasing,NULL,0.26715510082670096,1.8300522337026928,3.349091178080215,7.159079772445232e-05,10.5570624569977,18.805083488135615,-0.04584083249782116
25042000,16,8,55,-,-1.6921458564839145,1.6921458564839147,4,transverse,REAL,2.043645803528458e-14,2.7006447220548377,7.293481914762652,0.003535821513991788,8.370536948896213,16.740257190567817,-0.04584083249782116
25042000,16,8,55,-,-1.6921458564839145,1.6921458564839147,4,transverse,NULL,0.32211387944222003,2.7164348657987234,7.3790183801269285,7.159079772445232e-05,40.69282700592301,64.23894522743757,-0.04584083249782116
25042000,16,55,8,+,1.6921458564839147,-1.6921458564839145,4,dephasing,REAL,3.296849377431119e-14,1.9079704034623064,3.640351060488116,0.0035358215139928983,3.6067441032132175,7.213403735646938,0.023834044377988334
25042000,16,55,8,+,1.6921458564839147,-1.6921458564839145,4,dephasing,NULL,0.16779802733818286,1.8640132757107493,3.474545492025918,5.94009742478363e-05,22.7454284146893,37.764324700319285,0.023834044377988334
25042000,16,55,8,+,1.6921458564839147,-1.6921458564839145,4,transverse,REAL,4.8155629301643716e-14,2.700644722054838,7.293481914762654,0.0035358215139928983,8.3705369488942,16.74025719056379,0.023834044377988334
25042000,16,55,8,+,1.6921458564839147,-1.6921458564839145,4,transverse,NULL,0.3892880344640343,2.6014664809511903,6.76762785151257,5.94009742478363e-05,29.39048156997951,50.27567712155527,0.023834044377988334
25042000,17,9,54,-,-1.6886100349699225,1.6886100349699211,4,dephasing,REAL,1.5632660164825913e-14,1.9115230489933515,3.6539203668328386,0.003535821513991122,2.33376665263901,4.667369471414574,-0.014447743967039198
25042000,17,9,54,-,-1.6886100349699225,1.6886100349699211,4,dephasing,NULL,0.25966146417851116,1.8360463699643488,3.371066272659262,0.00021294738186039552,15.295311349209852,3.8591625775071137,-0.014447743967039198
25042000,17,9,54,-,-1.6886100349699225,1.6886100349699211,4,transverse,REAL,2.087526451905889e-14,2.6982913253663114,7.2807760765470855,0.003535821513991122,4.3746835170717935,8.747755435656405,-0.014447743967039198
25042000,17,9,54,-,-1.6886100349699225,1.6886100349699211,4,transverse,NULL,0.4571897956591602,2.6894633557548975,7.2332131419483945,0.00021294738186039552,23.71575198266076,11.358473697725373,-0.014447743967039198
25042000,17,54,9,+,1.6886100349699211,-1.6886100349699225,4,dephasing,REAL,3.296879952488515e-14,1.9115230489933568,3.653920366832859,0.0035358215139928983,2.333766652637889,4.667369471412327,0.01571539170803185
