version,seed,family,target_group,partner_target_group,target_energy,K3_norm,K3_reconstruction_residual,K3_pair_cancel_sum_norm,median_K3_anti_pair_residual,median_K3_same_pair_residual,median_K3_pair_sum_norm,median_K5_anti_pair_residual,median_K5_same_pair_residual,median_K5_pair_sum_norm,n_K3_pairs,n_K5_samples
v32.26,25042000,dephasing,48,15,1.4275616977982164,0.08470886303160673,0.0,0.12935978858610106,0.005753604291753871,1.99999172399106,4.073889731843993e-09,0.010170080750338152,1.9999739920207402,3.3524854125691077e-12,2047,200
v32.26,25042000,dephasing,49,14,1.4334527954745644,0.10567725417708185,0.0,0.13133256263177928,0.005089439213690496,1.9999935243915512,3.862023379186271e-09,0.007636878499155847,1.999985419414415,3.038316069269155e-12,2047,200
v32.26,25042000,dephasing,50,13,1.4584129115423414,0.300797789798783,0.0,0.1310109584096896,0.006252745500598487,1.9999902257684923,3.5666011311364638e-09,0.005842666519623504,1.9999905707343872,2.5853703468838956e-12,2047,200
v32.26,25042000,dephasing,51,12,1.4639107662982664,0.6109025978440837,0.0,0.13279526582318066,0.005707079706853318,1.999991857291976,3.478860650697959e-09,0.005569340114981084,1.9999922454479186,1.7378236434380494e-12,2047,200
v32.26,25042000,dephasing,52,11,1.6720595812293473,0.7512181574706157,0.0,0.08979591965903995,0.005485464563374949,1.9999924774043303,1.1385817374022285e-08,0.007817960817232097,1.9999847072594363,1.2012923423725385e-11,2047,200
v32.26,25042000,dephasing,53,10,1.6764420039565993,0.45921561598192906,0.0,0.09066223104226356,0.005159223979405843,1.9999933455896814,1.0067724669940777e-08,0.00994088469765712,1.9999752945473346,1.469875111328936e-11,2047,200
v32.26,25042000,dephasing,54,9,1.6886100349699211,0.15882496313268749,0.0,0.21809010657513148,0.006114109284044591,1.99999065439499,1.1566220389091754e-08,0.009408373316849676,1.999974620028657,2.0638342144516594e-11,2047,200
v32.26,25042000,dephasing,55,8,1.6921458564839147,0.09761051679179561,0.0,0.22073236496102755,0.005452938592852428,1.9999925663507603,1.2727694556331559e-08,0.006575200402793696,1.999988763425488,5.768150333354638e-12,2047,200
v32.26,25042000,dephasing,56,7,1.9644309918628977,0.11234615533403874,0.0,0.508594227131857,0.005421280816377118,1.999992652409886,1.0441651242107227e-08,0.010944896893170998,1.9999700429255771,5.722086440702732e-12,2047,200
v32.26,25042000,dephasing,57,6,1.966744402461953,0.13024855568541957,0.0,0.5096515960248947,0.0058546436155176495,1.9999914307673188,9.76275985901324e-09,0.007428827601073695,1.9999856413245962,8.739047510734791e-12,2047,200
v32.26,25042000,dephasing,58,5,1.9761806190048739,0.07212644602841826,0.0,0.3530997204547097,0.005401117629292424,1.9999927069685428,9.329424409782165e-09,0.007451896479158697,1.9999861162627988,1.0851836274040533e-11,2047,200
