seed,family,metric,spearman,n_pairs,n_qubits
25042005,dephasing,A_group,0.4617647058823529,16,12
25042005,dephasing,C_group,0.7235294117647059,16,12
25042005,dephasing,cross_sum,0.3323529411764706,16,12
25042005,transverse,A_group,0.34411764705882353,16,12
25042005,transverse,C_group,0.411764705882353,16,12
25042005,transverse,cross_sum,0.29411764705882354,16,12
