seed,family,metric,spearman,n_pairs,n_qubits
25042006,dephasing,A_group,0.2034457478005865,32,12
25042006,dephasing,C_group,0.29912023460410553,32,12
25042006,dephasing,cross_sum,0.17448680351906154,32,12
25042006,transverse,A_group,0.5879765395894427,32,12
25042006,transverse,C_group,0.7162756598240468,32,12
25042006,transverse,cross_sum,0.3673020527859237,32,12
