version,seed,family,group,lambda,exact_norm,k2_term_norm,k3_term_norm,k4_term_norm,abs_err_K2,abs_err_K2K3,abs_err_K2K3K4,rel_err_K2,rel_err_K2K3,rel_err_K2K3K4
v32.24,25042000,dephasing,51,0.001,3.0675131680294503e-06,3.0673797250911963e-06,6.109025978441206e-10,1.3346829734570884e-10,6.253666022024235e-10,1.334756228400656e-10,5.423819752505764e-14,0.00020386761782155766,4.351264869249427e-05,1.7681488083032385e-08
v32.24,25042000,dephasing,51,0.0003,2.760652560921031e-07,2.760641752582076e-07,1.6494370141791254e-11,1.0810932085002409e-12,1.652989195819142e-11,1.0810985485065505e-12,1.306924031530964e-16,5.987675592424635e-05,3.916097823428624e-06,4.734112687816599e-10
v32.24,25042000,dephasing,52,0.01,0.00018943900518507596,0.00019107528466316413,7.512181574705972e-07,1.6477047517788232e-06,1.8017347715819113e-06,1.6378126731287417e-06,9.898672613015733e-09,0.00951089650107523,0.008645593717770267,5.225255803758598e-05
v32.24,25042000,dephasing,52,0.003,1.7183448797035215e-05,1.719677561968477e-05,2.0282890251706122e-08,1.3346408489408467e-08,2.427544289327086e-08,1.3339160632706375e-08,7.290579101484656e-12,0.0014127223923441538,0.0007762795926629046,4.242791530151126e-07
v32.24,25042000,dephasing,52,0.001,1.910588238335687e-06,1.910752846631641e-06,7.512181574705971e-10,1.6477047517788233e-10,7.690708305226035e-10,1.6476052856078322e-10,1.0451418698999058e-14,0.00040253091434946806,8.623549818578705e-05,5.4702622413834634e-09
v32.24,25042000,dephasing,52,0.0003,1.7196642279625307e-07,1.719677561968477e-07,2.0282890251706115e-11,1.334640848940846e-12,2.0326745150942872e-11,1.3346335974682502e-12,1.0641326098487153e-17,0.00011820182580076188,7.761012735896313e-06,6.188025502568641e-11
v32.24,25042000,dephasing,53,0.01,0.0003192134654394264,0.0003175273016924428,4.592156159819104e-07,1.6759542431260528e-06,1.747864256842601e-06,1.6863852302383136e-06,1.0436214749570066e-08,0.005475534230476482,0.005282938888297994,3.269352918807377e-05
v32.24,25042000,dephasing,53,0.003,2.8591038197873017e-05,2.8577457152319852e-05,1.2398821631511578e-08,1.3575229369321029e-08,1.8391328304677186e-08,1.3582794189481363e-08,7.601447991678223e-12,0.0006432550010039642,0.0004750717373562123,2.6586820454262903e-07
v32.24,25042000,dephasing,53,0.001,3.175440601181641e-06,3.175273016924428e-06,4.5921561598191033e-10,1.675954243126053e-10,4.888490823287817e-10,1.6760579656998998e-10,1.0810456651382558e-14,0.00015394685139028322,5.278190261459173e-05,3.4043958017541828e-09
v32.24,25042000,dephasing,53,0.0003,2.857759288792725e-07,2.8577457152319844e-07,1.2398821631511575e-11,1.3575229369321023e-12,1.247292454900545e-11,1.3575304979380359e-12,1.0578103947437588e-17,4.364581928898112e-05,4.750331853567456e-06,3.701537770840861e-11
v32.24,25042000,dephasing,54,0.01,0.00023108963050382777,0.00023337666526378897,1.58824963132629e-07,2.3032106812481916e-06,2.2934488780445772e-06,2.2876348152067033e-06,1.621484996300716e-08,0.009924499308101098,0.009899339967003888,7.016693015456865e-05
v32.24,25042000,dephasing,54,0.003,2.098526014005711e-05,2.100389987374101e-05,4.288274004580982e-09,1.865600651811035e-08,1.913383829222576e-08,1.864459171305558e-08,1.5862746407724568e-11,0.0009117751299972062,0.000888461309920404,7.558994409340402e-07
v32.24,25042000,dephasing,54,0.001,2.3335364072081823e-06,2.3337666526378897e-06,1.5882496313262898e-10,2.3032106812481918e-10,2.797860630686462e-10,2.3030540269322473e-10,4.798117422636659e-14,0.00011989787783228941,9.869372596108737e-05,2.0561570875069716e-08
v32.24,25042000,dephasing,54,0.0003,2.100371336339577e-07,2.1003899873741003e-07,4.288274004580981e-12,1.8656006518110344e-12,4.676607215372387e-12,1.865589231078025e-12,1.1080144789245589e-16,2.2265621009295177e-05,8.882187634160354e-06,5.275326604178247e-10
v32.24,25042000,dephasing,55,0.01,0.0003629631356733512,0.0003606744103213217,9.761051679179059e-08,2.2746071063735394e-06,2.292648104922685e-06,2.2903856830222456e-06,1.637490265503913e-08,0.006316476467147216,0.0063102432669181014,4.51145062560175e-05
v32.24,25042000,dephasing,55,0.003,3.2479119407536856e-05,3.246069692891895e-05,2.6354839533783455e-09,1.842431756162567e-08,1.8624646811954748e-08,1.8435759328590308e-08,1.5513823143546665e-11,0.0005734344758014854,0.0005676188167931747,4.77655288275662e-07
v32.24,25042000,dephasing,55,0.001,3.606971415833079e-06,3.6067441032132165e-06,9.761051679179058e-11,2.2746071063735398e-10,2.47551242745324e-10,2.2747639848482658e-10,4.5824752967326596e-14,6.863132922503314e-05,6.306576134379701e-05,1.2704495734614173e-08
v32.24,25042000,dephasing,55,0.0003,3.2460881040594103e-07,3.2460696928918945e-07,2.635483953378345e-12,1.8424317561625663e-12,3.2157295616693182e-12,1.8424431920261055e-12,1.0523246259120794e-16,9.906476529851032e-06,5.675887816236503e-06,3.241823980674123e-10
v32.24,25042000,dephasing,56,0.01,0.00012376952783809582,0.00012494623744344015,1.1234615533421305e-07,1.183309891899457e-06,1.1835952158624446e-06,1.1778966957102866e-06,6.5809659303265715e-09,0.009562896752831743,0.009516855370500446,5.317113222678849e-05
v32.24,25042000,dephasing,56,0.003,1.1235590101444842e-05,1.1245161369909612e-05,3.033346194023752e-09,9.584810124385602e-09,1.0052338591286777e-08,9.58086940213517e-09,9.931023132725699e-12,0.0008946871949337219,0.0008527250741287827,8.838897684108837e-07
v32.24,25042000,dephasing,56,0.001,1.2493441673636893e-06,1.2494623744344012e-06,1.1234615533421305e-10,1.183309891899457e-10,1.6319017016876668e-10,1.1832558424600667e-10,3.7908256071608115e-14,0.00013062066837284984,9.471015860720915e-05,3.034252455158168e-08
v32.24,25042000,dephasing,56,0.0003,1.12450656181968e-07,1.1245161369909611e-07,3.0333461940237514e-12,9.584810124385598e-13,3.1812608368576468e-12,9.584770723152344e-13,9.126318457278526e-17,2.8290282554774254e-05,8.523534720546439e-06,8.115842776862315e-10
v32.24,25042000,dephasing,57,0.01,0.0002184316591523419,0.00021726796598197572,1.3024855568538713e-07,1.161487166226893e-06,1.1744241552599696e-06,1.1667735266273544e-06,6.418291472361826e-09,0.005376620586125224,0.005341595312489046,2.938352204652479e-05
v32.24,25042000,dephasing,57,0.003,1.9563504050000078e-05,1.9554116938377814e-05,3.5167110035054515e-09,9.408046046437834e-09,1.0050515781948378e-08,9.411906178413395e-09,9.581279530358846e-12,0.0005137380172928856,0.00048109511232540973,4.897527306903289e-07
v32.24,25042000,dephasing,57,0.001,2.1727955078979503e-06,2.172679659819757e-06,1.302485556853871e-10,1.1614871662268933e-10,1.7454463064357066e-10,1.1615401244752326e-10,3.644672632578951e-14,8.0331825985977e-05,5.345832685372924e-05,1.677411711930937e-08
v32.24,25042000,dephasing,57,0.0003,1.9554210771433397e-07,1.955411693837781e-07,3.516711003505451e-12,9.40804604643783e-13,3.640465999896817e-12,9.4080846537059e-13,8.770299644121058e-17,1.8617299580380646e-05,4.811283239030082e-06,4.4851207479738963e-10
v32.24,25042000,dephasing,58,0.01,9.968863691181478e-05,0.00010066378678326294,7.212644602848882e-08,9.806135710799692e-07,9.786694535944135e-07,9.757816746007656e-07,5.7324996740292305e-09,0.009817261865664298,0.009788293880113421,5.750404310473457e-05
v32.24,25042000,dephasing,58,0.003,9.05180646462287e-06,9.059740810493664e-06,1.9474140427691982e-09,7.942969925747751e-09,8.176576783976827e-09,7.939442597152951e-09,8.30335626790958e-12,0.000903308838510114,0.000877111395187539,9.173148255391391e-07
v32.24,25042000,dephasing,58,0.001,1.0065398742144497e-06,1.0066378678326292e-06,7.212644602848883e-11,9.806135710799693e-11,1.2174466966242015e-10,9.805651795319857e-11,3.1317650656983285e-14,0.00012095364801859968,9.741940728351812e-05,3.1114167912547955e-08
v32.24,25042000,dephasing,58,0.0003,9.059661432093903e-08,9.059740810493662e-08,1.947414042769198e-12,7.942969925747747e-13,2.103239450390416e-12,7.94293464781359e-13,7.527276011873701e-17,2.321543101974736e-05,8.767363667339375e-06,8.308562155764765e-10
v32.24,25042000,dephasing,59,0.01,0.00019336612859032244,0.0001924012014820176,1.5748140488644448e-07,9.62103820460759e-07,9.801407482090818e-07,9.669116408663236e-07,5.689036192378396e-09,0.005068833695717564,0.00500041888367576,2.9421058557941883e-05
v32.24,25042000,dephasing,59,0.003,1.7323888721488488e-05,1.7316108133381584e-05,4.251997931934001e-09,7.793040945732148e-09,8.884133205103916e-09,7.796541310505447e-09,8.120234795675083e-12,0.0005128255755928558,0.0004500456817662795,4.6873048691445206e-07
v32.24,25042000,dephasing,59,0.001,1.9241080331821533e-06,1.9240120148201755e-06,1.5748140488644448e-10,9.621038204607592e-11,1.845731282240188e-10,9.621518307815565e-11,3.050955466260165e-14,9.592659301919013e-05,5.000508361218772e-05,1.5856466547849677e-08
v32.24,25042000,dephasing,59,0.0003,1.73161859047281e-07,1.731610813338158e-07,4.2519979319339995e-12,7.793040945732145e-13,4.322895906542872e-12,7.793075944532578e-13,7.329178269369114e-17,2.4964480806148696e-05,4.500457541521725e-06,4.2325592423721425e-10
v32.24,25042000,dephasing,60,0.01,3.9727272274678946e-05,3.963116777509529e-05,1.0892399801916075e-07,8.821269780503787e-08,1.4531177679017724e-07,9.597364709881009e-08,7.763880869418037e-09,0.0036577335535516974,0.002415812654723365,0.0001954294977953097
v32.24,25042000,dephasing,60,0.003,3.567526527148705e-06,3.566805099758576e-06,2.94094794651734e-09,7.145228522208068e-10,3.02826827994636e-09,7.203709070341888e-10,5.861760050831692e-12,0.000848842540315085,0.00020192447107322142,1.6430880068372246e-06
v32.24,25042000,dephasing,60,0.001,3.9632052010491347e-07,3.9631167775095286e-07,1.0892399801916074e-10,8.821269780503789e-12,1.0928284378159074e-10,8.829315200541302e-12,8.201603395462153e-15,0.00027574359196102567,2.2278218645363143e-05,2.0694369782546296e-08
v32.24,25042000,dephasing,60,0.0003,3.566812256134802e-08,3.5668050997585756e-08,2.9409479465173393e-12,7.145228522208064e-14,2.941819801388668e-12,7.145815226714683e-14,7.020232782503516e-18,8.24775623199352e-05,2.0034178178075145e-06,1.9682092239166614e-10
v32.24,25042000,dephasing,61,0.01,8.805211651418501e-05,8.797503615963473e-05,1.0910320070916104e-07,8.540402562074476e-08,1.3364906478359786e-07,7.702963232093046e-08,8.376474237155778e-09,0.001517840457157748,0.0008748186343541344,9.513086759029063e-05
v32.24,25042000,dephasing,61,0.003,7.918439538121467e-06,7.917753254367127e-06,2.9457864191473474e-09,6.917726075280326e-10,3.024911271362333e-09,6.858663357044211e-10,5.91708798240803e-12,0.0003820085077116026,8.661635065879821e-05,7.472542985169742e-07
v32.24,25042000,dephasing,61,0.001,8.797588990800429e-07,8.797503615963473e-07,1.0910320070916103e-10,8.540402562074478e-12,1.0943775091075312e-10,8.532324183527631e-12,8.205699207550918e-15,0.00012439516215771314,9.69848010909559e-06,9.327213644706015e-09
v32.24,25042000,dephasing,61,0.0003,7.91776017568425e-08,7.917753254367125e-08,2.945786419147347e-12,6.917726075280322e-14,2.946601913377738e-12,6.917137356634456e-14,6.84402391298352e-18,3.721509426904426e-05,8.736229947804247e-07,8.643888879081971e-11
v32.24,25042000,dephasing,62,0.01,4.077269786625607e-05,4.069452174799437e-05,1.0325975253178921e-07,6.999913142539475e-08,1.2956239415512914e-07,7.806131249824812e-08,8.064969942325694e-09,0.0031776752811433747,0.001914548621587597,0.0001978031958733923
v32.24,25042000,dephasing,62,0.003,3.6630809409832194e-06,3.6625069573194934e-06,2.7880133183583084e-09,5.669929645456974e-10,2.8465930057306758e-09,5.730623536223828e-10,6.078050208524702e-12,0.0007771034960987273,0.00015644272208425875,1.659272701436205e-06
v32.24,25042000,dephasing,62,0.001,4.0695223710556295e-07,4.069452174799437e-07,1.032597525317892e-10,6.9999131425394755e-12,1.0349851596970729e-10,7.008262374297581e-12,8.438824161897283e-15,0.00025432595408699004,1.722133885820032e-05,2.0736645218903815e-08
v32.24,25042000,dephasing,62,0.0003,3.662512637061197e-08,3.662506957319493e-08,2.7880133183583074e-12,5.669929645456971e-14,2.7885928657645805e-12,5.6705385004494977e-14,6.764811474164401e-18,7.613879164665899e-05,1.5482645556138045e-06,1.8470411284621506e-10
v32.24,25042000,dephasing,63,0.01,8.676920059502735e-05,8.67105992364166e-05,1.0370700745451391e-07,6.723624637359672e-08,1.1916582240907808e-07,5.855753341054628e-08,8.681403819756411e-09,0.0013733654521637642,0.0006748654247011946,0.00010005167455990062
v32.24,25042000,dephasing,63,0.003,7.804492787888236e-06,7.803953931277496e-06,2.800089201271875e-09,5.446135956261335e-10,2.8516475341069635e-09,5.384869004810746e-10,6.13348262832329e-12,0.00036538537629664095,6.899703992509936e-05,7.858912545658085e-07
v32.24,25042000,dephasing,63,0.001,8.671127121859199e-07,8.67105992364166e-07,1.037070074545139e-10,6.723624637359673e-12,1.0392526026478057e-10,6.71524408130852e-12,8.450710411807307e-15,0.00011985207782595358,7.74437277523004e-06,9.745803853461865e-09
v32.24,25042000,dephasing,63,0.0003,7.803959380511831e-08,7.803953931277493e-08,2.800089201271874e-12,5.4461359562613317e-14,2.800621269760562e-12,5.445525211071926e-14,6.642505051093471e-18,3.58871840972714e-05,6.977900506082305e-07,8.511711462365166e-11
v32.24,25042000,transverse,0,0.01,0.000162978759871641,0.0001629020563513946,1.3431438879058207e-19,1.056805785045506e-07,7.671381689033638e-08,7.671381689037023e-08,2.897015793884234e-08,0.0004706982489666429,0.0004706982489668506,0.00017775419301054133
v32.24,25042000,transverse,0,0.003,1.466202132379078e-05,1.4661185071625514e-05,3.626488497345715e-21,8.560126858868599e-10,8.364371771340715e-10,8.364371771349138e-10,1.957695321531543e-11,5.7047876187225155e-05,5.70478761872826e-05,1.3352151646069168e-06
v32.24,25042000,transverse,0,0.001,1.6290311025095212e-06,1.629020563513946e-06,1.3431438879058205e-22,1.0568057850455063e-11,1.0541383301138159e-11,1.0541383301190922e-11,2.6676448303776427e-14,6.470952755229268e-06,6.470952755261658e-06,1.637565314909051e-08
v32.24,25042000,transverse,0,0.0003,1.4661193627865742e-07,1.466118507162551e-07,3.626488497345714e-24,8.560126858868596e-14,8.558183755972369e-14,8.558183755972593e-14,1.9432404351355852e-17,5.837303546490437e-07,5.83730354649059e-07,1.3254312605504184e-10
v32.24,25042000,transverse,1,0.01,0.00013666974867316777,0.0001365361188958686,1.3696194998892898e-19,1.0923125271492514e-07,1.33735909195901e-07,1.3373590919586667e-07,2.4506833155610162e-08,0.000978533365973455,0.0009785333659732037,0.00017931424761902383
v32.24,25042000,transverse,1,0.003,1.2289154100637416e-05,1.2288250700628175e-05,3.697972649701082e-21,8.847731469908937e-10,9.040354453383588e-10,9.040354453375012e-10,1.9264670415838927e-11,7.356368371127091e-05,7.356368371120113e-05,1.5676156599614698e-06
v32.24,25042000,transverse,1,0.001,1.3653721311084633e-06,1.365361188958686e-06,1.3696194998892897e-22,1.0923125271492517e-11,1.0949724373115565e-11,1.0949724373115182e-11,2.6602482052974777e-14,8.019589768707336e-06,8.019589768707057e-06,1.9483686129859574e-08
v32.24,25042000,transverse,1,0.0003,1.228825954418988e-07,1.2288250700628172e-07,3.697972649701081e-24,8.847731469908933e-14,8.849672010413755e-14,8.849672010412849e-14,1.9407881136997142e-17,7.201729405689552e-07,7.201729405688815e-07,1.579384050866142e-10
v32.24,25042000,transverse,2,0.01,0.00015664103287058934,0.00015653227843132902,2.6303680308748444e-19,1.3592544467106004e-07,1.0877447166359725e-07,1.0877447166357708e-07,2.7155327189427106e-08,0.0006944187590582503,0.0006944187590581215,0.00017336024087546569
v32.24,25042000,transverse,2,0.003,1.4088987383228844e-05,1.4087905058819611e-05,7.101993683362078e-21,1.1009961018355864e-09,1.082609365589768e-09,1.082609365589353e-09,1.83888050958961e-11,7.684082156809065e-05,7.68408215680612e-05,1.3051899753835854e-06
v32.24,25042000,transverse,2,0.001,1.5653363481565834e-06,1.5653227843132899e-06,2.630368030874844e-22,1.3592544467106007e-11,1.356748516273275e-11,1.3567485162733142e-11,2.5062044684744686e-14,8.667456792088476e-06,8.667456792088726e-06,1.6010645069514276e-08
v32.24,25042000,transverse,2,0.0003,1.408791606399391e-07,1.4087905058819609e-07,7.101993683362077e-24,1.1009961018355859e-13,1.1008135536763108e-13,1.1008135536764014e-13,1.8256806504645294e-17,7.813884954140131e-07,7.813884954140775e-07,1.2959195967461993e-10
v32.24,25042000,transverse,3,0.01,0.0001265248144644831,0.00012636725165564384,2.5549013451276996e-19,1.347000541562751e-07,1.577112430438523e-07,1.5771124304386684e-07,2.301343454113748e-08,0.001246484681375475,0.00124648468137559,0.00018188870411343385
v32.24,25042000,transverse,3,0.003,1.1374160811199863e-05,1.1373052649007945e-05,6.898233631844789e-21,1.0910704386658283e-09,1.109115914706193e-09,1.1091159147070642e-09,1.8047821510915295e-11,9.751188972236731e-05,9.751188972244391e-05,1.586738732684704e-06
v32.24,25042000,transverse,3,0.001,1.2636860000009566e-06,1.2636725165564383e-06,2.5549013451276994e-22,1.3470005415627513e-11,1.3494919006153655e-11,1.3494919006154246e-11,2.491691703283192e-14,1.067901282924986e-05,1.0679012829250327e-05,1.9717649030544818e-08
v32.24,25042000,transverse,3,0.0003,1.1373063552263406e-07,1.1373052649007944e-07,6.898233631844786e-24,1.0910704386658279e-13,1.0912521917531788e-13,1.0912521917536641e-13,1.8177743081349386e-17,9.595059297246287e-07,9.595059297250554e-07,1.598315440498154e-10
v32.24,25042000,transverse,4,0.01,0.0008557683448889259,0.0008309670938201249,4.299453705094366e-17,2.396253695805109e-05,2.4802132552653435e-05,2.4802132552655657e-05,8.396204263131103e-07,0.02898229725460646,0.02898229725460906,0.0009811305025802146
v32.24,25042000,transverse,4,0.003,7.498173727764957e-05,7.478703844381125e-05,1.1608525003754785e-18,1.9409654936021386e-07,1.9470554840242506e-07,1.9470554840248597e-07,6.090180019828371e-10,0.0025967062843776302,0.0025967062843784425,8.122217810554414e-06
v32.24,25042000,transverse,4,0.001,8.312067944298316e-06,8.309670938201249e-06,4.299453705094365e-20,2.3962536958051097e-09,2.3970885165760696e-09,2.397088516578183e-09,8.348468487786362e-13,0.0002883865402255715,0.00028838654022582573,1.0043792403685794e-07
v32.24,25042000,transverse,4,0.0003,7.478897940344256e-07,7.478703844381122e-07,1.1608525003754782e-21,1.9409654936021375e-11,1.9410263471818232e-11,1.941026347187105e-11,6.085548441831694e-16,2.5953373915040712e-05,2.595337391511133e-05,8.136958801113916e-10
v32.24,25042000,transverse,5,0.01,0.00016271717864382293,0.00018620478071958738,4.251089194350112e-17,2.4306334482574044e-05,2.3490437195889843e-05,2.3490437195889257e-05,8.159260725586982e-07,0.1443635969580621,0.1443635969580585,0.0050143818824729385
v32.24,25042000,transverse,5,0.003,1.656217126277964e-05,1.6758430264762862e-05,1.14779408247453e-18,1.9688130930884977e-07,1.9627920227326937e-07,1.962792022732539e-07,6.021284025412787e-10,0.011851054983012397,0.011851054983011464,3.635564401477051e-05
v32.24,25042000,transverse,5,0.001,1.8596182471083694e-06,1.8620478071958736e-06,4.2510891943501113e-20,2.430633448257405e-09,2.4298067526432425e-09,2.429806752642704e-09,8.267249557098259e-13,0.0013066158908805574,0.001306615890880268,4.4456702712793314e-07
v32.24,25042000,transverse,5,0.0003,1.6756461711492264e-07,1.6758430264762862e-07,1.1477940824745297e-21,1.9688130930884968e-11,1.9687528207648716e-11,1.9687528207628634e-11,6.027446450456114e-16,0.00011749215643864842,0.00011749215643852857,3.597087830494815e-09
v32.24,25042000,transverse,6,0.01,0.0005885308388219868,0.0005755802136810337,2.805433431185921e-17,1.2682224076823628e-05,1.2950790337526818e-05,1.295079033754267e-05,2.6856722862514973e-07,0.022005287545253088,0.02200528754528002,0.000456335014088163
v32.24,25042000,transverse,6,0.003,5.1905141965651805e-05,5.1802219231293035e-05,7.574670264201986e-19,1.0272601502227139e-07,1.0292410115960726e-07,1.0292410116003498e-07,1.9808679286336418e-10,0.0019829268789538657,0.001982926878962106,3.816323111002143e-06
v32.24,25042000,transverse,6,0.001,5.7570706142432075e-06,5.755802136810337e-06,2.805433431185921e-20,1.268222407682363e-09,1.2684943366728464e-09,1.2684943366884835e-09,2.7192989904614764e-13,0.00022033676876127663,0.00022033676876399277,4.723407393568926e-08
v32.24,25042000,transverse,6,0.0003,5.18032464975737e-07,5.180221923129303e-07,7.574670264201984e-22,1.0272601502227133e-11,1.027279975478566e-11,1.0272799755234749e-11,1.9825363063025157e-16,1.9830416912706047e-05,1.983041691357296e-05,3.8270503112104594e-10
v32.24,25042000,transverse,7,0.01,7.576604260120024e-05,8.725328228909717e-05,2.9121895421157304e-17,1.1757895419808956e-05,1.1488689798291587e-05,1.1488689798274624e-05,2.6920578587066455e-07,0.15163375839441812,0.1516337583941942,0.003553119268583786
v32.24,25042000,transverse,7,0.003,7.757761734732278e-06,7.852795406018745e-06,7.86291176371247e-19,9.523895290045254e-08,9.504418308535872e-08,9.504418308490011e-08,1.9476996066398785e-10,0.01225149551317571,0.012251495513116595,2.5106463349084724e-05
v32.24,25042000,transverse,7,0.001,8.713574288486582e-07,8.725328228909717e-07,2.9121895421157297e-20,1.1757895419808959e-09,1.1755226152097098e-09,1.1755226151927344e-09,2.6692699105906306e-13,0.0013490705149125212,0.0013490705148930396,3.063346707352446e-07
v32.24,25042000,transverse,7,0.0003,7.851843139980816e-08,7.852795406018744e-08,7.8629117637124685e-22,9.523895290045251e-12,9.523700721948235e-12,9.523700721488813e-12,1.945687093967393e-16,0.00012129254943281385,0.00012129254942696272,2.4780004634327767e-09
v32.24,25042000,transverse,8,0.01,0.0008524600556249404,0.0008370536948896215,1.6269174351029098e-17,1.5085559027027242e-05,1.54188511997264e-05,1.5418851199727437e-05,3.334249010911764e-07,0.018087476472340755,0.01808747647234197,0.00039113258022012757
v32.24,25042000,transverse,8,0.003,7.545716642509196e-05,7.533483254006593e-05,4.392677074777855e-19,1.2219302811892066e-07,1.2243195629726745e-07,1.224319562972943e-07,2.3902223490936535e-10,0.0016225358318856093,0.0016225358318859649,3.167654528170603e-06
v32.24,25042000,transverse,8,0.001,8.372044624606321e-06,8.370536948896214e-06,1.6269174351029096e-20,1.5085559027027243e-09,1.5088831685927967e-09,1.5088831685937515e-09,3.273945876593233e-13,0.00018022875369751734,0.0001802287536976314,3.910569070512072e-08
v32.24,25042000,transverse,8,0.0003,7.533605351646268e-07,7.533483254006592e-07,4.392677074777855e-22,1.221930281189206e-11,1.221954134841474e-11,1.2219541348444349e-11,2.386303502131313e-16,1.6220044425003607e-05,1.622004442504291e-05,3.167545140401933e-10
v32.24,25042000,transverse,9,0.01,0.0004217035967214655,0.0004374683517071794,1.563246299425169e-17,1.6098181390453148e-05,1.5766325906359216e-05,1.5766325906358434e-05,3.320727462659663e-07,0.0373872218044487,0.03738722180444685,0.0007874553331953197
v32.24,25042000,transverse,9,0.003,3.9242016113904415e-05,3.9372151653646145e-05,4.2207650084479556e-19,1.303952692626705e-07,1.3014935212001024e-07,1.3014935211998792e-07,2.460804225362967e-10,0.0033165816899477576,0.003316581689947189,6.270840464007259e-06
v32.24,25042000,transverse,9,0.001,4.3730742084974634e-06,4.374683517071793e-06,1.5632462994251688e-20,1.609818139045315e-09,1.609480316858017e-09,1.6094803168572845e-09,3.3804676330686663e-13,0.000368043220883511,0.0003680432208833435,7.730185841575634e-08
v32.24,25042000,transverse,9,0.0003,3.9370847864808903e-07,3.9372151653646133e-07,4.220765008447955e-22,1.3039526926267044e-11,1.3039280613474012e-11,1.3039280613463839e-11,2.464765635068421e-16,3.311912575072836e-05,3.311912575070252e-05,6.260382411707009e-10
v32.24,25042000,transverse,10,0.01,0.0008092748189388367,0.0007936159557222267,8.314208903179873e-18,1.5254011494800973e-05,1.568568183683063e-05,1.568568183682748e-05,4.320273730663598e-07,0.019382392074670646,0.019382392074666754,0.0005338450708658606
v32.24,25042000,transverse,10,0.003,7.154909279668183e-05,7.14254360150004e-05,2.2448364038585656e-19,1.235574931078879e-07,1.2386487910340725e-07,1.2386487910332255e-07,3.0763500369325844e-10,0.0017311872766212297,0.0017311872766200458,4.299635280735878e-06
v32.24,25042000,transverse,10,0.001,7.937682819643079e-06,7.936159557222266e-06,8.314208903179873e-21,1.5254011494800976e-09,1.5258219424809349e-09,1.5258219424780966e-09,4.21133251136275e-13,0.00019222510865577066,0.0001922251086554131,5.305493564118142e-08
v32.24,25042000,transverse,10,0.0003,7.142666954826781e-07,7.142543601500038e-07,2.2448364038585653e-22,1.2355749310788783e-11,1.2356055997784422e-11,1.2356055997708237e-11,3.0693485075198477e-16,1.7298939004057306e-05,1.7298939003950644e-05,4.2972023292303753e-10
v32.24,25042000,transverse,11,0.01,0.0001977252596310408,0.000212671668408643,8.986988624420262e-18,1.5371408086805917e-05,1.4950473202604421e-05,1.4950473202608084e-05,4.2133830060186097e-07,0.07561235843362803,0.07561235843364655,0.002130928043225668
v32.24,25042000,transverse,11,0.003,1.901628453608969e-05,1.9140450156777868e-05,2.4264869285934706e-19,1.2450840550312791e-07,1.24194189167488e-07,1.2419418916758727e-07,3.1452423162923633e-10,0.006530938729476227,0.006530938729481447,1.653973104116751e-05
v32.24,25042000,transverse,11,0.001,2.1251803233984243e-06,2.12671668408643e-06,8.986988624420261e-21,1.537140808680592e-09,1.5367088774803989e-09,1.5367088774840563e-09,4.323552670555159e-13,0.0007230957583039413,0.0007230957583056623,2.0344403827536232e-07
v32.24,25042000,transverse,11,0.0003,1.9139205385838052e-07,1.9140450156777865e-07,2.42648692859347e-22,1.2450840550312788e-11,1.2450525596965715e-11,1.2450525597069355e-11,3.1526253467102603e-16,6.505246872045383e-05,6.505246872099534e-05,1.647208064888121e-09
v32.24,25042000,transverse,12,0.01,0.0005129529895879036,0.0005158830350075908,1.0536041059506641e-17,2.9601738898783754e-06,2.935318050248333e-06,2.935318050249445e-06,2.4882173272418564e-08,0.005722391934213133,0.005722391934215301,4.850770690001907e-05
v32.24,25042000,transverse,12,0.003,4.64055573073615e-05,4.642947315068317e-05,2.8447310860667925e-19,2.397740850801484e-08,2.3959165060268915e-08,2.3959165060297932e-08,1.8262907362539363e-11,0.0005162994789951197,0.000516299478995745,3.935500061248536e-07
v32.24,25042000,transverse,12,0.001,5.158534893236346e-06,5.1588303500759075e-06,1.053604105950664e-20,2.960173889878376e-10,2.959923486715037e-10,2.9599234867271923e-10,2.5067040749823997e-14,5.737915024275524e-05,5.737915024299088e-05,4.859333370544967e-09
v32.24,25042000,transverse,12,0.0003,4.6429233812248096e-07,4.6429473150683163e-07,2.844731086066792e-22,2.397740850801483e-12,2.397722595017725e-12,2.397722595042985e-12,1.8275248644519498e-17,5.164251912305308e-06,5.164251912359714e-06,3.9361512443693316e-11
v32.24,25042000,transverse,13,0.01,0.0006590181617778711,0.000655214437495395,1.078898132259733e-17,3.837830160328443e-06,3.850407756472302e-06,3.850407756471456e-06,1.3109187409918923e-08,0.005842642858407478,0.005842642858406194,1.989199717129725e-05
v32.24,25042000,transverse,13,0.003,5.9000020166665366e-05,5.896929937458555e-05,2.9130249571012786e-19,3.108642429866039e-08,3.109558491663459e-08,3.109558491661098e-08,9.544748225776191e-12,0.0005270436319986785,0.0005270436319982783,1.6177533836113693e-07
v32.24,25042000,transverse,13,0.001,6.552523547072259e-06,6.552144374953949e-06,1.0788981322597329e-20,3.837830160328443e-10,3.8379558100887633e-10,3.837955810077689e-10,1.3091494918493102e-14,5.857217883335352e-05,5.8572178833184515e-05,1.997931762388329e-09
v32.24,25042000,transverse,13,0.0003,5.896960649507212e-07,5.896929937458554e-07,2.9130249571012777e-22,3.1086424298660375e-12,3.1086515896150804e-12,3.1086515896124e-12,9.543537692253996e-18,5.271616641828633e-06,5.271616641824088e-06,1.618382461658705e-11
