seed,family,candidate,pearson,spearman,n_pairs
25042010,transverse,real_sigma_over_gap,0.5187568276865966,0.5058823529411764,16
25042010,transverse,delta_sigma,-0.10204508822727879,0.055882352941176466,16
25042010,transverse,delta_sigma_over_gap,-0.20369606399266588,0.0029411764705882353,16
25042010,transverse,local_real_sigma,0.8096803923446123,0.7794117647058825,16
25042010,transverse,local_delta_sigma,-0.38009110390972767,-0.3058823529411765,16
25042010,transverse,real_pvq2,0.0732985436606274,0.032352941176470584,16
25042010,transverse,real_pvq2_over_gap,-0.09644734398364509,-0.21176470588235297,16
25042010,transverse,real_gap,0.1958190996044829,0.2088235294117647,16
25042011,dephasing,real_sigma,-0.045704951414469834,0.08823529411764705,16
25042011,dephasing,real_sigma_over_gap,-0.015911840240303236,-0.011764705882352941,16
25042011,dephasing,delta_sigma,-0.04338303789373092,0.02647058823529412,16
25042011,dephasing,delta_sigma_over_gap,-0.1782850578688246,0.3029411764705882,16
25042011,dephasing,local_real_sigma,-0.10529851411271421,-0.011764705882352941,16
25042011,dephasing,local_delta_sigma,-0.0935797195652897,-0.17941176470588235,16
25042011,dephasing,real_pvq2,-0.11049589091906636,0.0823529411764706,16
25042011,dephasing,real_pvq2_over_gap,-0.09354471702182143,-0.1764705882352941,16
25042011,dephasing,real_gap,0.3777793905428561,0.21354956885579007,16
25042011,transverse,real_sigma,0.2521946669212658,0.5558823529411765,16
25042011,transverse,real_sigma_over_gap,-0.00570670796492461,0.2029411764705882,16
25042011,transverse,delta_sigma,0.21460233803648202,0.12941176470588234,16
25042011,transverse,delta_sigma_over_gap,-0.1297841405638828,0.29411764705882354,16
25042011,transverse,local_real_sigma,0.21048623511153947,0.22941176470588234,16
25042011,transverse,local_delta_sigma,0.2677824883275201,0.1411764705882353,16
25042011,transverse,real_pvq2,-0.10853491701468576,-0.06176470588235294,16
25042011,transverse,real_pvq2_over_gap,-0.09663442875727975,-0.21470588235294116,16
25042011,transverse,real_gap,0.3777793905428561,0.21354956885579007,16
