version,seed,family,g_minus,g_plus,E_abs,prominence,dim_minus,dim_plus,A_group,C_group,mean_cosine,positive_fraction,mode_excess,weighted_mode_fraction,n_channels_mean,gram_trace_mean
v32.20,25042002,dephasing,19,44,1.8534485655789308,-0.06364922320881533,4,4,0.2614612832949821,0.661584519322969,0.14388032263483475,0.5719406041986688,0.9999811861721464,0.999999972986113,63.0,75.85235044496999
v32.20,25042002,dephasing,20,43,1.6826947865747437,0.020226786036897537,4,4,0.2555606131571983,0.7239276824622541,0.11930704152250887,0.5596518177163339,0.9999828474249711,0.9999999931265796,63.0,279.81348900409694
v32.20,25042002,dephasing,21,42,1.6822936043979437,-0.3017109032200756,4,4,-0.2179552737731984,0.2543200666977957,0.09677956384698891,0.5483870967741935,0.9999774551657603,0.9999999930631085,63.0,258.30374098914297
v32.20,25042002,dephasing,22,41,1.6430403508955786,-0.14118709187653455,4,4,-0.07286998996787422,0.3191523374480204,0.07633428844251414,0.5381464413722479,0.9998603020466907,0.9999999882550599,63.0,86.39830386124711
v32.20,25042002,dephasing,23,40,1.6427552943541874,0.11922736358202396,4,4,0.5355868537026875,0.8474140461461998,0.05790040469054673,0.5289298515104967,0.9998535535720503,0.9999999905619112,63.0,104.87271097936011
v32.20,25042002,dephasing,24,39,1.3727717991377637,0.12639676623392745,4,4,0.24617199146898194,0.6719915971617121,0.04147544536449635,0.5207373271889401,0.9999919522107182,0.999999968974567,63.0,26.210266870197245
v32.20,25042002,dephasing,25,38,1.3725831083805113,-0.34701477452132634,4,4,-0.19319685076129503,0.10977157462229152,0.027138453302481776,0.5135688684075781,0.9999919539082125,0.9999999713527564,63.0,27.886295620119824
v32.20,25042002,dephasing,26,37,1.3200229054206054,0.3175018011961466,4,4,-0.04394387358438136,0.5907894579435023,0.014849608865639758,0.5074244751664106,0.9999905475515452,0.9999999966830289,63.0,124.13522370737174
v32.20,25042002,dephasing,27,36,1.3198085068535732,0.1264561985185128,4,4,-0.026920678248337847,0.6158367861353491,0.004608845947406235,0.5023041474654378,0.9999903831633867,0.9999999966723583,63.0,122.53095603704804
v32.20,25042002,dephasing,28,35,1.0687490912341788,-0.028766953976702037,4,4,0.10682905198590047,0.5583952015402709,-0.003582063331897624,0.4982078853046595,0.999981630884088,0.9999999903787773,63.0,30.88891603165396
v32.20,25042002,dephasing,29,34,1.0686654956126873,-0.10021879565394456,4,4,-0.18272912563710142,0.1408225022641456,-0.009726986190094086,0.49513568868407576,0.9999831286329459,0.9999999914945484,63.0,34.366046451759914
