seed,family,metric,spearman,n_pairs,n_qubits
25042007,dephasing,A_group,0.4761904761904762,8,12
25042007,dephasing,C_group,0.6190476190476191,8,12
25042007,dephasing,cross_sum,0.4285714285714286,8,12
25042007,transverse,A_group,0.07142857142857144,8,12
25042007,transverse,C_group,0.2380952380952381,8,12
25042007,transverse,cross_sum,0.2142857142857143,8,12
