version,n_qubits,dimension,family,metric,n_seeds,median_rho,mean_rho,min_rho,max_rho,positive_seeds,negative_seeds,zero_seeds,sign_test_p_one_sided
v32.22,12,4096,dephasing,S_group,12,0.19171554252199413,0.1874308105451369,-0.023809523809523815,0.34970674486803516,11,1,0,0.003173828125
v32.22,12,4096,dephasing,A_group,12,0.46897759103641457,0.31479648066460203,-0.08577712609970674,0.627932551319648,9,3,0,0.072998046875
v32.22,12,4096,dephasing,C2_group,12,0.38207282913165264,0.41930986470834664,-0.0813782991202346,0.7430351906158358,11,1,0,0.003173828125
v32.22,12,4096,dephasing,C_group,12,0.38207282913165264,0.41930986470834664,-0.0813782991202346,0.7430351906158358,11,1,0,0.003173828125
v32.22,12,4096,transverse,S_group,12,0.12941176470588234,0.1461935531788473,-0.29068914956011727,0.5714285714285715,8,4,0,0.19384765625
v32.22,12,4096,transverse,A_group,12,0.38823529411764707,0.3882445353507972,0.005865102639296188,0.7294117647058823,12,0,0,0.000244140625
v32.22,12,4096,transverse,C2_group,12,0.42492021735380364,0.4012435790543001,-0.1528592375366569,0.8147058823529412,10,2,0,0.019287109375
v32.22,12,4096,transverse,C_group,12,0.42492021735380364,0.4012435790543001,-0.1528592375366569,0.8147058823529412,10,2,0,0.019287109375
